PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_ARI,Ceres,Z01,417,405,822,0.51,0.49
CE_Z02_TAU,Ceres,Z02,467,432,899,0.52,0.48
CE_Z03_GEM,Ceres,Z03,391,334,725,0.54,0.46
CE_Z04_CAN,Ceres,Z04,352,317,669,0.53,0.47
CE_Z05_LEO,Ceres,Z05,351,336,687,0.51,0.49
CE_Z06_VIR,Ceres,Z06,416,312,728,0.57,0.43
CE_Z07_LIB,Ceres,Z07,369,310,679,0.54,0.46
CE_Z08_SCO,Ceres,Z08,360,288,648,0.56,0.44
CE_Z09_SAG,Ceres,Z09,507,396,903,0.56,0.44
CE_Z10_CAP,Ceres,Z10,437,399,836,0.52,0.48
CE_Z11_AQU,Ceres,Z11,418,420,838,0.5,0.5
CE_Z12_PIS,Ceres,Z12,542,458,1000,0.54,0.46
CH_Z01_ARI,Chiron,Z01,319,287,606,0.53,0.47
CH_Z02_TAU,Chiron,Z02,40,29,69,0.58,0.42
CH_Z03_GEM,Chiron,Z03,608,478,1086,0.56,0.44
CH_Z04_CAN,Chiron,Z04,434,365,799,0.54,0.46
CH_Z05_LEO,Chiron,Z05,277,274,551,0.5,0.5
CH_Z06_VIR,Chiron,Z06,271,254,525,0.52,0.48
CH_Z07_LIB,Chiron,Z07,249,187,436,0.57,0.43
CH_Z08_SCO,Chiron,Z08,252,234,486,0.52,0.48
CH_Z09_SAG,Chiron,Z09,346,315,661,0.52,0.48
CH_Z10_CAP,Chiron,Z10,449,447,896,0.5,0.5
CH_Z11_AQU,Chiron,Z11,731,616,1347,0.54,0.46
CH_Z12_PIS,Chiron,Z12,1051,921,1972,0.53,0.47
JN_Z01_ARI,Juno,Z01,291,209,500,0.58,0.42
JN_Z02_TAU,Juno,Z02,241,211,452,0.53,0.47
JN_Z03_GEM,Juno,Z03,259,232,491,0.53,0.47
JN_Z04_CAN,Juno,Z04,248,247,495,0.5,0.5
JN_Z05_LEO,Juno,Z05,376,366,742,0.51,0.49
JN_Z06_VIR,Juno,Z06,469,390,859,0.55,0.45
JN_Z07_LIB,Juno,Z07,628,577,1205,0.52,0.48
JN_Z08_SCO,Juno,Z08,647,593,1240,0.52,0.48
JN_Z09_SAG,Juno,Z09,619,542,1161,0.53,0.47
JN_Z10_CAP,Juno,Z10,539,431,970,0.56,0.44
JN_Z11_AQU,Juno,Z11,446,365,811,0.55,0.45
JN_Z12_PIS,Juno,Z12,264,244,508,0.52,0.48
JU_Z01_ARI,Jupiter,Z01,331,260,591,0.56,0.44
JU_Z02_TAU,Jupiter,Z02,311,292,603,0.52,0.48
