PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM01,Ceres,Aswini,222,207,429,0.52,0.48
CE_VM02,Ceres,Bharani,203,186,389,0.52,0.48
CE_VM03,Ceres,Krittica,193,157,350,0.55,0.45
CE_VM04,Ceres,Rohini,154,130,284,0.54,0.46
CE_VM05,Ceres,Mrigashira,193,177,370,0.52,0.48
CE_VM06,Ceres,Ardra,175,153,328,0.53,0.47
CE_VM07,Ceres,Punavasu,149,135,284,0.52,0.48
CE_VM08,Ceres,Pushya,154,142,296,0.52,0.48
CE_VM09,Ceres,Ashlesha,172,175,347,0.5,0.5
CE_VM10,Ceres,Magha,176,134,310,0.57,0.43
CE_VM11,Ceres,PurvaPhalguni,168,151,319,0.53,0.47
CE_VM12,Ceres,UttaraPhalguni,142,119,261,0.54,0.46
CE_VM13,Ceres,Hasta,128,108,236,0.54,0.46
CE_VM14,Ceres,Chitra,201,183,384,0.52,0.48
CE_VM15,Ceres,Swati,173,129,302,0.57,0.43
CE_VM16,Ceres,Vishakha,146,140,286,0.51,0.49
CE_VM17,Ceres,Anuradha,207,164,371,0.56,0.44
CE_VM18,Ceres,Jyeshtha,211,182,393,0.54,0.46
CE_VM19,Ceres,Mula,226,182,408,0.55,0.45
CE_VM20,Ceres,PurvaAshada,153,158,311,0.49,0.51
CE_VM21,Ceres,UttaraAshada,212,196,408,0.52,0.48
CE_VM22,Ceres,Shravana,206,192,398,0.52,0.48
CE_VM23,Ceres,Danishtha,174,179,353,0.49,0.51
CE_VM24,Ceres,Shatabhisha,254,210,464,0.55,0.45
CE_VM25,Ceres,PurvaBhadrapada,219,201,420,0.52,0.48
CE_VM26,Ceres,UttaraBhadrapada,198,184,382,0.52,0.48
CE_VM27,Ceres,Revati,190,163,353,0.54,0.46
CH_VM03,Chiron,Krittica,97,62,159,0.61,0.39
CH_VM04,Chiron,Rohini,320,237,557,0.57,0.43
CH_VM05,Chiron,Mrigashira,250,194,444,0.56,0.44
CH_VM06,Chiron,Ardra,226,180,406,0.56,0.44
CH_VM07,Chiron,Punavasu,197,176,373,0.53,0.47
CH_VM08,Chiron,Pushya,132,138,270,0.49,0.51
CH_VM09,Chiron,Ashlesha,131,132,263,0.5,0.5
CH_VM10,Chiron,Magha,96,92,188,0.51,0.49
CH_VM11,Chiron,PurvaPhalguni,103,75,178,0.58,0.42
CH_VM12,Chiron,UttaraPhalguni,114,98,212,0.54,0.46
CH_VM13,Chiron,Hasta,137,106,243,0.56,0.44
CH_VM14,Chiron,Chitra,110,76,186,0.59,0.41
CH_VM15,Chiron,Swati,93,98,191,0.49,0.51
CH_VM16,Chiron,Vishakha,104,85,189,0.55,0.45
CH_VM17,Chiron,Anuradha,138,121,259,0.53,0.47
CH_VM18,Chiron,Jyeshtha,158,162,320,0.49,0.51
CH_VM19,Chiron,Mula,166,181,347,0.48,0.52
CH_VM20,Chiron,PurvaAshada,193,190,383,0.5,0.5
CH_VM21,Chiron,UttaraAshada,270,215,485,0.56,0.44
CH_VM22,Chiron,Shravana,304,290,594,0.51,0.49
CH_VM23,Chiron,Danishtha,331,321,652,0.51,0.49
CH_VM24,Chiron,Shatabhisha,450,405,855,0.53,0.47
CH_VM25,Chiron,PurvaBhadrapada,445,411,856,0.52,0.48
CH_VM26,Chiron,UttaraBhadrapada,434,392,826,0.53,0.47
JN_VM01,Juno,Aswini,85,69,154,0.55,0.45
JN_VM02,Juno,Bharani,95,78,173,0.55,0.45
JN_VM03,Juno,Krittica,126,128,254,0.5,0.5
JN_VM04,Juno,Rohini,117,93,210,0.56,0.44
JN_VM05,Juno,Mrigashira,116,106,222,0.52,0.48
JN_VM06,Juno,Ardra,140,139,279,0.5,0.5
JN_VM07,Juno,Punavasu,86,86,172,0.5,0.5
JN_VM08,Juno,Pushya,131,119,250,0.52,0.48
JN_VM09,Juno,Ashlesha,178,149,327,0.54,0.46
JN_VM10,Juno,Magha,191,169,360,0.53,0.47
JN_VM11,Juno,PurvaPhalguni,176,159,335,0.53,0.47
JN_VM12,Juno,UttaraPhalguni,265,228,493,0.54,0.46
JN_VM13,Juno,Hasta,301,252,553,0.54,0.46
JN_VM14,Juno,Chitra,282,270,552,0.51,0.49
JN_VM15,Juno,Swati,285,266,551,0.52,0.48
JN_VM16,Juno,Vishakha,297,272,569,0.52,0.48
JN_VM17,Juno,Anuradha,286,268,554,0.52,0.48
JN_VM18,Juno,Jyeshtha,262,229,491,0.53,0.47
JN_VM19,Juno,Mula,230,215,445,0.52,0.48
JN_VM20,Juno,PurvaAshada,263,208,471,0.56,0.44
JN_VM21,Juno,UttaraAshada,186,172,358,0.52,0.48
JN_VM22,Juno,Shravana,195,161,356,0.55,0.45
JN_VM23,Juno,Danishtha,195,175,370,0.53,0.47
JN_VM24,Juno,Shatabhisha,121,111,232,0.52,0.48
JN_VM25,Juno,PurvaBhadrapada,118,100,218,0.54,0.46
JN_VM26,Juno,UttaraBhadrapada,152,121,273,0.56,0.44
JN_VM27,Juno,Revati,120,94,214,0.56,0.44
JU_VM01,Jupiter,Aswini,263,230,493,0.53,0.47
JU_VM02,Jupiter,Bharani,94,88,182,0.52,0.48
JU_VM03,Jupiter,Krittica,159,144,303,0.52,0.48
JU_VM04,Jupiter,Rohini,247,211,458,0.54,0.46
JU_VM05,Jupiter,Mrigashira,69,55,124,0.56,0.44
JU_VM06,Jupiter,Ardra,258,237,495,0.52,0.48
JU_VM07,Jupiter,Punavasu,142,133,275,0.52,0.48
JU_VM08,Jupiter,Pushya,157,146,303,0.52,0.48
JU_VM09,Jupiter,Ashlesha,245,235,480,0.51,0.49
JU_VM10,Jupiter,Magha,97,98,195,0.5,0.5
JU_VM11,Jupiter,PurvaPhalguni,273,268,541,0.5,0.5
JU_VM12,Jupiter,UttaraPhalguni,100,88,188,0.53,0.47
JU_VM13,Jupiter,Hasta,276,247,523,0.53,0.47
JU_VM14,Jupiter,Chitra,154,121,275,0.56,0.44
JU_VM15,Jupiter,Swati,216,185,401,0.54,0.46
JU_VM16,Jupiter,Vishakha,198,195,393,0.5,0.5
JU_VM17,Jupiter,Anuradha,129,121,250,0.52,0.48
JU_VM18,Jupiter,Jyeshtha,281,235,516,0.54,0.46
JU_VM19,Jupiter,Mula,145,106,251,0.58,0.42
JU_VM20,Jupiter,PurvaAshada,334,304,638,0.52,0.48
JU_VM21,Jupiter,UttaraAshada,168,138,306,0.55,0.45
JU_VM22,Jupiter,Shravana,218,208,426,0.51,0.49
JU_VM23,Jupiter,Danishtha,208,147,355,0.59,0.41
JU_VM24,Jupiter,Shatabhisha,90,69,159,0.57,0.43
JU_VM25,Jupiter,PurvaBhadrapada,250,213,463,0.54,0.46
JU_VM26,Jupiter,UttaraBhadrapada,121,130,251,0.48,0.52
JU_VM27,Jupiter,Revati,107,85,192,0.56,0.44
MA_VM01,Mars,Aswini,157,149,306,0.51,0.49
MA_VM02,Mars,Bharani,180,160,340,0.53,0.47
MA_VM03,Mars,Krittica,169,173,342,0.49,0.51
MA_VM04,Mars,Rohini,197,138,335,0.59,0.41
MA_VM05,Mars,Mrigashira,167,159,326,0.51,0.49
MA_VM06,Mars,Ardra,200,190,390,0.51,0.49
MA_VM07,Mars,Punavasu,170,185,355,0.48,0.52
MA_VM08,Mars,Pushya,199,174,373,0.53,0.47
MA_VM09,Mars,Ashlesha,218,201,419,0.52,0.48
MA_VM10,Mars,Magha,193,194,387,0.5,0.5
MA_VM11,Mars,PurvaPhalguni,240,159,399,0.6,0.4
MA_VM12,Mars,UttaraPhalguni,199,182,381,0.52,0.48
MA_VM13,Mars,Hasta,182,186,368,0.49,0.51
MA_VM14,Mars,Chitra,218,182,400,0.54,0.46
MA_VM15,Mars,Swati,188,203,391,0.48,0.52
MA_VM16,Mars,Vishakha,225,169,394,0.57,0.43
MA_VM17,Mars,Anuradha,190,181,371,0.51,0.49
MA_VM18,Mars,Jyeshtha,171,170,341,0.5,0.5
MA_VM19,Mars,Mula,168,147,315,0.53,0.47
MA_VM20,Mars,PurvaAshada,189,144,333,0.57,0.43
MA_VM21,Mars,UttaraAshada,174,164,338,0.51,0.49
MA_VM22,Mars,Shravana,162,141,303,0.53,0.47
MA_VM23,Mars,Danishtha,142,121,263,0.54,0.46
MA_VM24,Mars,Shatabhisha,187,147,334,0.56,0.44
MA_VM25,Mars,PurvaBhadrapada,135,119,254,0.53,0.47
MA_VM26,Mars,UttaraBhadrapada,190,148,338,0.56,0.44
MA_VM27,Mars,Revati,189,151,340,0.56,0.44
ME_VM01,Mercury,Aswini,179,153,332,0.54,0.46
ME_VM02,Mercury,Bharani,185,127,312,0.59,0.41
ME_VM03,Mercury,Krittica,148,140,288,0.51,0.49
ME_VM04,Mercury,Rohini,151,148,299,0.51,0.49
ME_VM05,Mercury,Mrigashira,162,146,308,0.53,0.47
ME_VM06,Mercury,Ardra,158,177,335,0.47,0.53
ME_VM07,Mercury,Punavasu,177,157,334,0.53,0.47
ME_VM08,Mercury,Pushya,192,159,351,0.55,0.45
ME_VM09,Mercury,Ashlesha,187,167,354,0.53,0.47
ME_VM10,Mercury,Magha,199,157,356,0.56,0.44
ME_VM11,Mercury,PurvaPhalguni,192,162,354,0.54,0.46
ME_VM12,Mercury,UttaraPhalguni,177,166,343,0.52,0.48
ME_VM13,Mercury,Hasta,166,192,358,0.46,0.54
ME_VM14,Mercury,Chitra,197,181,378,0.52,0.48
ME_VM15,Mercury,Swati,204,194,398,0.51,0.49
ME_VM16,Mercury,Vishakha,224,170,394,0.57,0.43
ME_VM17,Mercury,Anuradha,213,188,401,0.53,0.47
ME_VM18,Mercury,Jyeshtha,208,158,366,0.57,0.43
ME_VM19,Mercury,Mula,202,167,369,0.55,0.45
ME_VM20,Mercury,PurvaAshada,182,167,349,0.52,0.48
ME_VM21,Mercury,UttaraAshada,186,157,343,0.54,0.46
ME_VM22,Mercury,Shravana,193,175,368,0.52,0.48
ME_VM23,Mercury,Danishtha,175,194,369,0.47,0.53
ME_VM24,Mercury,Shatabhisha,195,167,362,0.54,0.46
ME_VM25,Mercury,PurvaBhadrapada,192,166,358,0.54,0.46
ME_VM26,Mercury,UttaraBhadrapada,189,149,338,0.56,0.44
ME_VM27,Mercury,Revati,166,153,319,0.52,0.48
MO_VM01,Moon,Aswini,189,159,348,0.54,0.46
MO_VM02,Moon,Bharani,198,160,358,0.55,0.45
MO_VM03,Moon,Krittica,184,165,349,0.53,0.47
MO_VM04,Moon,Rohini,207,144,351,0.59,0.41
MO_VM05,Moon,Mrigashira,173,180,353,0.49,0.51
MO_VM06,Moon,Ardra,192,161,353,0.54,0.46
MO_VM07,Moon,Punavasu,179,172,351,0.51,0.49
MO_VM08,Moon,Pushya,178,178,356,0.5,0.5
MO_VM09,Moon,Ashlesha,190,156,346,0.55,0.45
MO_VM10,Moon,Magha,199,159,358,0.56,0.44
MO_VM11,Moon,PurvaPhalguni,178,166,344,0.52,0.48
MO_VM12,Moon,UttaraPhalguni,190,161,351,0.54,0.46
MO_VM13,Moon,Hasta,193,152,345,0.56,0.44
MO_VM14,Moon,Chitra,170,174,344,0.49,0.51
MO_VM15,Moon,Swati,190,159,349,0.54,0.46
MO_VM16,Moon,Vishakha,189,157,346,0.55,0.45
MO_VM17,Moon,Anuradha,170,167,337,0.5,0.5
MO_VM18,Moon,Jyeshtha,175,174,349,0.5,0.5
MO_VM19,Moon,Mula,168,171,339,0.5,0.5
MO_VM20,Moon,PurvaAshada,195,158,353,0.55,0.45
MO_VM21,Moon,UttaraAshada,182,164,346,0.53,0.47
MO_VM22,Moon,Shravana,184,169,353,0.52,0.48
MO_VM23,Moon,Danishtha,195,159,354,0.55,0.45
MO_VM24,Moon,Shatabhisha,197,152,349,0.56,0.44
MO_VM25,Moon,PurvaBhadrapada,168,177,345,0.49,0.51
MO_VM26,Moon,UttaraBhadrapada,176,177,353,0.5,0.5
MO_VM27,Moon,Revati,190,166,356,0.53,0.47
NE_VM19,Neptune,Mula,549,404,953,0.58,0.42
