PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(2,3]",Ceres,"(2,3]",1189,999,2188,0.54,0.46
"CE_(3,4]",Ceres,"(3,4]",848,800,1648,0.51,0.49
"CE_(4,8]",Ceres,"(4,8]",633,564,1197,0.53,0.47
"CE_[0,2]",Ceres,"[0,2]",2364,2051,4415,0.54,0.46
"CH_(1,2]",Chiron,"(1,2]",1339,1151,2490,0.54,0.46
"CH_(2,3]",Chiron,"(2,3]",414,338,752,0.55,0.45
CH_1,Chiron,1,2190,1940,4130,0.53,0.47
"CH_[0,1)",Chiron,"[0,1)",1091,985,2076,0.53,0.47
"JN_(2,3]",Juno,"(2,3]",1154,1013,2167,0.53,0.47
"JN_(3,4]",Juno,"(3,4]",930,862,1792,0.52,0.48
"JN_(4,9]",Juno,"(4,9]",902,768,1670,0.54,0.46
"JN_[0,2]",Juno,"[0,2]",2048,1771,3819,0.54,0.46
"JU_(1,2]",Jupiter,"(1,2]",1409,1307,2716,0.52,0.48
"JU_(2,3]",Jupiter,"(2,3]",1261,1039,2300,0.55,0.45
"JU_(3,7]",Jupiter,"(3,7]",863,757,1620,0.53,0.47
"JU_[0,1]",Jupiter,"[0,1]",1501,1311,2812,0.53,0.47
"MA_(2,3]",Mars,"(2,3]",1122,996,2118,0.53,0.47
"MA_(3,5]",Mars,"(3,5]",1799,1538,3337,0.54,0.46
"MA_(5,11]",Mars,"(5,11]",658,606,1264,0.52,0.48
"MA_[0,2]",Mars,"[0,2]",1455,1274,2729,0.53,0.47
"ME_(3,4]",Mercury,"(3,4]",1026,932,1958,0.52,0.48
"ME_(4,6]",Mercury,"(4,6]",1606,1481,3087,0.52,0.48
"ME_(6,13]",Mercury,"(6,13]",665,560,1225,0.54,0.46
"ME_[0,3]",Mercury,"[0,3]",1737,1441,3178,0.55,0.45
"MO_(13,15]",Moon,"(13,15]",1417,1272,2689,0.53,0.47
"MO_(15,17]",Moon,"(15,17]",1218,1081,2299,0.53,0.47
"MO_(17,27]",Moon,"(17,27]",901,738,1639,0.55,0.45
"MO_[5,13]",Moon,"[5,13]",1498,1323,2821,0.53,0.47
"NE_(0,1]",Neptune,"(0,1]",439,358,797,0.55,0.45
NE_0,Neptune,0,4595,4056,8651,0.53,0.47
"NN_(2,3]",NNode,"(2,3]",1428,1197,2625,0.54,0.46
"NN_(3,6]",NNode,"(3,6]",1091,968,2059,0.53,0.47
NN_2,NNode,2,1736,1571,3307,0.52,0.48
"NN_[1,2)",NNode,"[1,2)",779,678,1457,0.53,0.47
"PA_(1,2]",Pallas,"(1,2]",1319,1194,2513,0.52,0.48
"PA_(2,3]",Pallas,"(2,3]",1193,993,2186,0.55,0.45
"PA_(3,8]",Pallas,"(3,8]",1135,1041,2176,0.52,0.48
"PA_[0,1]",Pallas,"[0,1]",1387,1186,2573,0.54,0.46
"PH_(0,1]",Pholus,"(0,1]",2086,1758,3844,0.54,0.46
"PH_(1,2]",Pholus,"(1,2]",202,186,388,0.52,0.48
PH_0,Pholus,0,2746,2470,5216,0.53,0.47
"SA_(1,2]",Saturn,"(1,2]",1407,1181,2588,0.54,0.46
"SA_(2,4]",Saturn,"(2,4]",480,463,943,0.51,0.49
SA_1,Saturn,1,1949,1667,3616,0.54,0.46
"SA_[0,1)",Saturn,"[0,1)",1198,1103,2301,0.52,0.48
"SN_(2,5]",SNode,"(2,5]",1114,968,2082,0.54,0.46
SN_2,SNode,2,1429,1198,2627,0.54,0.46
"SN_[0,1]",SNode,"[0,1]",2491,2248,4739,0.53,0.47
"SU_(3,4]",Sun,"(3,4]",1075,978,2053,0.52,0.48
"SU_(4,5]",Sun,"(4,5]",862,777,1639,0.53,0.47
"SU_(5,11]",Sun,"(5,11]",1000,855,1855,0.54,0.46
"SU_[0,3]",Sun,"[0,3]",2097,1804,3901,0.54,0.46
"UR_(1,3]",Uranus,"(1,3]",974,863,1837,0.53,0.47
UR_0,Uranus,0,1923,1761,3684,0.52,0.48
UR_1,Uranus,1,2137,1790,3927,0.54,0.46
"VE_(3,4]",Venus,"(3,4]",1067,994,2061,0.52,0.48
"VE_(4,6]",Venus,"(4,6]",1627,1414,3041,0.54,0.46
"VE_(6,12]",Venus,"(6,12]",650,576,1226,0.53,0.47
"VE_[0,3]",Venus,"[0,3]",1690,1430,3120,0.54,0.46
"VS_(2,3]",Vesta,"(2,3]",1238,1025,2263,0.55,0.45
"VS_(3,4]",Vesta,"(3,4]",937,889,1826,0.51,0.49
"VS_(4,10]",Vesta,"(4,10]",1169,1035,2204,0.53,0.47
"VS_[0,2]",Vesta,"[0,2]",1690,1465,3155,0.54,0.46
