PlanetDecan,Planet,Decan,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_1ARI,Ceres,AriesD1,151,143,294,0.51,0.49
CE_Z01_2ARI,Ceres,AriesD2,122,127,249,0.49,0.51
CE_Z01_3ARI,Ceres,AriesD3,168,152,320,0.52,0.48
CE_Z02_1TAU,Ceres,TaurusD1,167,151,318,0.53,0.47
CE_Z02_2TAU,Ceres,TaurusD2,160,170,330,0.48,0.52
CE_Z02_3TAU,Ceres,TaurusD3,169,134,303,0.56,0.44
CE_Z03_1GEM,Ceres,GeminiD1,146,116,262,0.56,0.44
CE_Z03_2GEM,Ceres,GeminiD2,137,106,243,0.56,0.44
CE_Z03_3GEM,Ceres,GeminiD3,150,146,296,0.51,0.49
CE_Z04_1CAN,Ceres,CancerD1,134,118,252,0.53,0.47
CE_Z04_2CAN,Ceres,CancerD2,116,98,214,0.54,0.46
CE_Z04_3CAN,Ceres,CancerD3,100,98,198,0.51,0.49
CE_Z05_1LEO,Ceres,LeoD1,131,110,241,0.54,0.46
CE_Z05_2LEO,Ceres,LeoD2,143,146,289,0.49,0.51
CE_Z05_3LEO,Ceres,LeoD1,74,75,149,0.5,0.5
CE_Z06_1VIR,Ceres,VirgoD1,170,127,297,0.57,0.43
CE_Z06_2VIR,Ceres,VirgoD2,136,100,236,0.58,0.42
CE_Z06_3VIR,Ceres,VirgoD3,105,83,188,0.56,0.44
CE_Z07_1LIB,Ceres,LibraD1,120,95,215,0.56,0.44
CE_Z07_2LIB,Ceres,LibraD2,91,76,167,0.54,0.46
CE_Z07_3LIB,Ceres,LibraD3,157,135,292,0.54,0.46
CE_Z08_1SCO,Ceres,ScorpioD1,138,84,222,0.62,0.38
CE_Z08_2SCO,Ceres,ScorpioD2,122,100,222,0.55,0.45
CE_Z08_3SCO,Ceres,ScorpioD3,98,102,200,0.49,0.51
CE_Z09_1SAG,Ceres,SagittariusD1,178,135,313,0.57,0.43
CE_Z09_2SAG,Ceres,SagittariusD2,138,127,265,0.52,0.48
CE_Z09_3SAG,Ceres,SagittariusD3,189,133,322,0.59,0.41
CE_Z10_1CAP,Ceres,CapricornD1,152,145,297,0.51,0.49
CE_Z10_2CAP,Ceres,CapricornD2,123,102,225,0.55,0.45
CE_Z10_3CAP,Ceres,CapricornD3,158,150,308,0.51,0.49
CE_Z11_1AQU,Ceres,AquariusD1,166,154,320,0.52,0.48
CE_Z11_2AQU,Ceres,AquariusD2,117,123,240,0.49,0.51
CE_Z11_3AQU,Ceres,AquariusD3,133,138,271,0.49,0.51
CE_Z12_1PIS,Ceres,PiscesD1,181,141,322,0.56,0.44
CE_Z12_2PIS,Ceres,PiscesD2,191,174,365,0.52,0.48
CE_Z12_3PIS,Ceres,PiscesD3,172,144,316,0.54,0.46
CH_Z01_1ARI,Chiron,AriesD1,363,323,686,0.53,0.47
CH_Z01_2ARI,Chiron,AriesD2,77,51,128,0.6,0.4
CH_Z02_3TAU,Chiron,TaurusD3,40,29,69,0.58,0.42
CH_Z03_1GEM,Chiron,GeminiD1,191,154,345,0.55,0.45
CH_Z03_2GEM,Chiron,GeminiD2,214,155,369,0.58,0.42
CH_Z03_3GEM,Chiron,GeminiD3,184,159,343,0.54,0.46
CH_Z04_1CAN,Chiron,CancerD1,147,121,268,0.55,0.45
CH_Z04_2CAN,Chiron,CancerD2,143,116,259,0.55,0.45
CH_Z04_3CAN,Chiron,CancerD3,134,117,251,0.53,0.47
CH_Z05_1LEO,Chiron,LeoD1,117,129,246,0.48,0.52
CH_Z05_2LEO,Chiron,LeoD2,67,73,140,0.48,0.52
CH_Z05_3LEO,Chiron,LeoD1,85,66,151,0.56,0.44
CH_Z06_1VIR,Chiron,VirgoD1,120,112,232,0.52,0.48
CH_Z06_2VIR,Chiron,VirgoD2,21,35,56,0.38,0.62
CH_Z06_3VIR,Chiron,VirgoD3,123,98,221,0.56,0.44
CH_Z07_1LIB,Chiron,LibraD1,65,55,120,0.54,0.46
CH_Z07_2LIB,Chiron,LibraD2,96,61,157,0.61,0.39
CH_Z07_3LIB,Chiron,LibraD3,87,71,158,0.55,0.45
CH_Z08_1SCO,Chiron,ScorpioD1,64,56,120,0.53,0.47
CH_Z08_2SCO,Chiron,ScorpioD2,118,115,233,0.51,0.49
CH_Z08_3SCO,Chiron,ScorpioD3,70,63,133,0.53,0.47
CH_Z09_1SAG,Chiron,SagittariusD1,94,67,161,0.58,0.42
CH_Z09_2SAG,Chiron,SagittariusD2,132,114,246,0.54,0.46
CH_Z09_3SAG,Chiron,SagittariusD3,120,134,254,0.47,0.53
CH_Z10_1CAP,Chiron,CapricornD1,116,145,261,0.44,0.56
CH_Z10_2CAP,Chiron,CapricornD2,136,131,267,0.51,0.49
CH_Z10_3CAP,Chiron,CapricornD3,197,171,368,0.54,0.46
CH_Z11_1AQU,Chiron,AquariusD1,222,175,397,0.56,0.44
CH_Z11_2AQU,Chiron,AquariusD2,211,222,433,0.49,0.51
CH_Z11_3AQU,Chiron,AquariusD3,298,219,517,0.58,0.42
CH_Z12_1PIS,Chiron,PiscesD1,340,305,645,0.53,0.47
CH_Z12_2PIS,Chiron,PiscesD2,325,274,599,0.54,0.46
CH_Z12_3PIS,Chiron,PiscesD3,386,342,728,0.53,0.47
JN_Z01_1ARI,Juno,AriesD1,122,90,212,0.58,0.42
JN_Z01_2ARI,Juno,AriesD2,105,74,179,0.59,0.41
JN_Z01_3ARI,Juno,AriesD3,63,42,105,0.6,0.4
JN_Z02_1TAU,Juno,TaurusD1,74,49,123,0.6,0.4
JN_Z02_2TAU,Juno,TaurusD2,62,62,124,0.5,0.5
JN_Z02_3TAU,Juno,TaurusD3,104,98,202,0.51,0.49
JN_Z03_1GEM,Juno,GeminiD1,63,74,137,0.46,0.54
JN_Z03_2GEM,Juno,GeminiD2,109,82,191,0.57,0.43
JN_Z03_3GEM,Juno,GeminiD3,84,74,158,0.53,0.47
JN_Z04_1CAN,Juno,CancerD1,113,87,200,0.56,0.44
JN_Z04_2CAN,Juno,CancerD2,77,81,158,0.49,0.51
JN_Z04_3CAN,Juno,CancerD3,54,76,130,0.42,0.58
JN_Z05_1LEO,Juno,LeoD1,110,89,199,0.55,0.45
JN_Z05_2LEO,Juno,LeoD2,130,127,257,0.51,0.49
JN_Z05_3LEO,Juno,LeoD1,132,149,281,0.47,0.53
JN_Z06_1VIR,Juno,VirgoD1,130,98,228,0.57,0.43
JN_Z06_2VIR,Juno,VirgoD2,124,122,246,0.5,0.5
JN_Z06_3VIR,Juno,VirgoD3,209,169,378,0.55,0.45
JN_Z07_1LIB,Juno,LibraD1,189,183,372,0.51,0.49
JN_Z07_2LIB,Juno,LibraD2,227,209,436,0.52,0.48
JN_Z07_3LIB,Juno,LibraD3,204,181,385,0.53,0.47
JN_Z08_1SCO,Juno,ScorpioD1,206,196,402,0.51,0.49
JN_Z08_2SCO,Juno,ScorpioD2,224,193,417,0.54,0.46
JN_Z08_3SCO,Juno,ScorpioD3,213,200,413,0.52,0.48
JN_Z09_1SAG,Juno,SagittariusD1,248,218,466,0.53,0.47
JN_Z09_2SAG,Juno,SagittariusD2,259,216,475,0.55,0.45
JN_Z09_3SAG,Juno,SagittariusD3,224,184,408,0.55,0.45
JN_Z10_1CAP,Juno,CapricornD1,188,134,322,0.58,0.42
JN_Z10_2CAP,Juno,CapricornD2,201,166,367,0.55,0.45
JN_Z10_3CAP,Juno,CapricornD3,149,132,281,0.53,0.47
JN_Z11_1AQU,Juno,AquariusD1,129,104,233,0.55,0.45
JN_Z11_2AQU,Juno,AquariusD2,157,141,298,0.53,0.47
JN_Z11_3AQU,Juno,AquariusD3,157,116,273,0.58,0.42
JN_Z12_1PIS,Juno,PiscesD1,107,86,193,0.55,0.45
JN_Z12_2PIS,Juno,PiscesD2,58,61,119,0.49,0.51
JN_Z12_3PIS,Juno,PiscesD3,98,95,193,0.51,0.49
JU_Z01_1ARI,Jupiter,AriesD1,86,76,162,0.53,0.47
JU_Z01_2ARI,Jupiter,AriesD2,64,37,101,0.63,0.37
JU_Z01_3ARI,Jupiter,AriesD3,178,143,321,0.55,0.45
JU_Z02_1TAU,Jupiter,TaurusD1,170,160,330,0.52,0.48
JU_Z02_2TAU,Jupiter,TaurusD2,51,55,106,0.48,0.52
JU_Z02_3TAU,Jupiter,TaurusD3,86,74,160,0.54,0.46
JU_Z03_1GEM,Jupiter,GeminiD1,214,176,390,0.55,0.45
JU_Z03_2GEM,Jupiter,GeminiD2,122,108,230,0.53,0.47
JU_Z03_3GEM,Jupiter,GeminiD3,48,46,94,0.51,0.49
JU_Z04_1CAN,Jupiter,CancerD1,160,153,313,0.51,0.49
JU_Z04_2CAN,Jupiter,CancerD2,191,171,362,0.53,0.47
JU_Z04_3CAN,Jupiter,CancerD3,54,69,123,0.44,0.56
JU_Z05_1LEO,Jupiter,LeoD1,139,108,247,0.56,0.44
JU_Z05_2LEO,Jupiter,LeoD2,196,210,406,0.48,0.52
