PlanetPolarity,Planet,Polarity,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_NEG,Ceres,Negative,2580,2212,4792,0.54,0.46
CE_POS,Ceres,Positive,2454,2202,4656,0.53,0.47
CH_NEG,Chiron,Negative,2497,2250,4747,0.53,0.47
CH_POS,Chiron,Positive,2537,2164,4701,0.54,0.46
JN_NEG,Juno,Negative,2408,2116,4524,0.53,0.47
JN_POS,Juno,Positive,2626,2298,4924,0.53,0.47
JU_NEG,Jupiter,Negative,2512,2324,4836,0.52,0.48
JU_POS,Jupiter,Positive,2522,2090,4612,0.55,0.45
MA_NEG,Mars,Negative,2539,2213,4752,0.53,0.47
MA_POS,Mars,Positive,2495,2201,4696,0.53,0.47
ME_NEG,Mercury,Negative,2557,2172,4729,0.54,0.46
ME_POS,Mercury,Positive,2477,2242,4719,0.52,0.48
MO_NEG,Moon,Negative,2531,2195,4726,0.54,0.46
MO_POS,Moon,Positive,2503,2219,4722,0.53,0.47
NE_NEG,Neptune,Negative,3193,2757,5950,0.54,0.46
NE_POS,Neptune,Positive,1841,1657,3498,0.53,0.47
NN_NEG,NNode,Negative,2528,2212,4740,0.53,0.47
NN_POS,NNode,Positive,2506,2202,4708,0.53,0.47
PA_NEG,Pallas,Negative,2541,2223,4764,0.53,0.47
PA_POS,Pallas,Positive,2493,2191,4684,0.53,0.47
PH_NEG,Pholus,Negative,2094,1843,3937,0.53,0.47
PH_POS,Pholus,Positive,2940,2571,5511,0.53,0.47
PL_NEG,Pluto,Negative,3296,2815,6111,0.54,0.46
PL_POS,Pluto,Positive,1738,1599,3337,0.52,0.48
SA_NEG,Saturn,Negative,2545,2259,4804,0.53,0.47
SA_POS,Saturn,Positive,2489,2155,4644,0.54,0.46
SN_NEG,SNode,Negative,2528,2212,4740,0.53,0.47
SN_POS,SNode,Positive,2506,2202,4708,0.53,0.47
SU_NEG,Sun,Negative,2493,2175,4668,0.53,0.47
SU_POS,Sun,Positive,2541,2239,4780,0.53,0.47
UR_NEG,Uranus,Negative,2314,2062,4376,0.53,0.47
UR_POS,Uranus,Positive,2720,2352,5072,0.54,0.46
VE_NEG,Venus,Negative,2403,2170,4573,0.53,0.47
VE_POS,Venus,Positive,2631,2244,4875,0.54,0.46
VS_NEG,Vesta,Negative,2479,2248,4727,0.52,0.48
VS_POS,Vesta,Positive,2555,2166,4721,0.54,0.46
