PlanetAspectCountRange,Planet,Aspect,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_a0_(0,4]",Ceres,Conjunction,"(0,4]",946,826,1772,0.53,0.47
CE_a0_0,Ceres,Conjunction,0,4097,3593,7690,0.53,0.47
"CE_a103_(0,1]",Ceres,BiSeptile,"(0,1]",1445,1188,2633,0.55,0.45
"CE_a103_(1,6]",Ceres,BiSeptile,"(1,6]",347,306,653,0.53,0.47
CE_a103_0,Ceres,BiSeptile,0,3251,2925,6176,0.53,0.47
"CE_a120_(0,1]",Ceres,Trine,"(0,1]",1420,1245,2665,0.53,0.47
"CE_a120_(1,4]",Ceres,Trine,"(1,4]",328,251,579,0.57,0.43
CE_a120_0,Ceres,Trine,0,3295,2923,6218,0.53,0.47
"CE_a135_(0,1]",Ceres,SesquiSquare,"(0,1]",1390,1212,2602,0.53,0.47
"CE_a135_(1,4]",Ceres,SesquiSquare,"(1,4]",312,248,560,0.56,0.44
CE_a135_0,Ceres,SesquiSquare,0,3341,2959,6300,0.53,0.47
"CE_a144_(0,1]",Ceres,BiQuintile,"(0,1]",1383,1265,2648,0.52,0.48
"CE_a144_(1,5]",Ceres,BiQuintile,"(1,5]",340,276,616,0.55,0.45
CE_a144_0,Ceres,BiQuintile,0,3320,2878,6198,0.54,0.46
"CE_a150_(0,1]",Ceres,Quincunx,"(0,1]",1310,1181,2491,0.53,0.47
"CE_a150_(1,5]",Ceres,Quincunx,"(1,5]",304,302,606,0.5,0.5
CE_a150_0,Ceres,Quincunx,0,3429,2936,6365,0.54,0.46
"CE_a180_(0,3]",Ceres,Opposition,"(0,3]",900,799,1699,0.53,0.47
CE_a180_0,Ceres,Opposition,0,4143,3620,7763,0.53,0.47
"CE_a30_(0,1]",Ceres,SemiSextile,"(0,1]",1538,1345,2883,0.53,0.47
"CE_a30_(1,4]",Ceres,SemiSextile,"(1,4]",492,391,883,0.56,0.44
CE_a30_0,Ceres,SemiSextile,0,3013,2683,5696,0.53,0.47
"CE_a36_(0,1]",Ceres,SemiQuintile,"(0,1]",1485,1304,2789,0.53,0.47
"CE_a36_(1,5]",Ceres,SemiQuintile,"(1,5]",530,465,995,0.53,0.47
CE_a36_0,Ceres,SemiQuintile,0,3028,2650,5678,0.53,0.47
"CE_a45_(0,1]",Ceres,SemiSquare,"(0,1]",1603,1408,3011,0.53,0.47
"CE_a45_(1,5]",Ceres,SemiSquare,"(1,5]",407,405,812,0.5,0.5
CE_a45_0,Ceres,SemiSquare,0,3033,2606,5639,0.54,0.46
"CE_a60_(0,1]",Ceres,Sextile,"(0,1]",1406,1268,2674,0.53,0.47
"CE_a60_(1,4]",Ceres,Sextile,"(1,4]",370,300,670,0.55,0.45
CE_a60_0,Ceres,Sextile,0,3267,2851,6118,0.53,0.47
"CE_a72_(0,1]",Ceres,Quintile,"(0,1]",1467,1331,2798,0.52,0.48
"CE_a72_(1,4]",Ceres,Quintile,"(1,4]",313,299,612,0.51,0.49
CE_a72_0,Ceres,Quintile,0,3263,2789,6052,0.54,0.46
"CE_a90_(0,1]",Ceres,Square,"(0,1]",1213,1081,2294,0.53,0.47
"CE_a90_(1,5]",Ceres,Square,"(1,5]",399,351,750,0.53,0.47
CE_a90_0,Ceres,Square,0,3431,2987,6418,0.53,0.47
"CH_a0_(0,3]",Chiron,Conjunction,"(0,3]",959,833,1792,0.54,0.46
CH_a0_0,Chiron,Conjunction,0,4084,3586,7670,0.53,0.47
"CH_a103_(0,1]",Chiron,BiSeptile,"(0,1]",1385,1212,2597,0.53,0.47
"CH_a103_(1,4]",Chiron,BiSeptile,"(1,4]",293,242,535,0.55,0.45
CH_a103_0,Chiron,BiSeptile,0,3365,2965,6330,0.53,0.47
"CH_a120_(0,1]",Chiron,Trine,"(0,1]",1282,1116,2398,0.53,0.47
"CH_a120_(1,4]",Chiron,Trine,"(1,4]",277,243,520,0.53,0.47
CH_a120_0,Chiron,Trine,0,3484,3060,6544,0.53,0.47
