PlanetAspectCountRange,Planet,Aspect,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_a0_(0,3]",Ceres,Conjunction,"(0,3]",518,464,982,0.53,0.47
CE_a0_0,Ceres,Conjunction,0,4585,3994,8579,0.53,0.47
"CE_a103_(0,4]",Ceres,BiSeptile,"(0,4]",979,838,1817,0.54,0.46
CE_a103_0,Ceres,BiSeptile,0,4124,3620,7744,0.53,0.47
"CE_a120_(0,3]",Ceres,Trine,"(0,3]",1015,876,1891,0.54,0.46
CE_a120_0,Ceres,Trine,0,4088,3582,7670,0.53,0.47
"CE_a135_(0,4]",Ceres,SesquiSquare,"(0,4]",948,787,1735,0.55,0.45
CE_a135_0,Ceres,SesquiSquare,0,4155,3671,7826,0.53,0.47
"CE_a144_(0,3]",Ceres,BiQuintile,"(0,3]",1021,874,1895,0.54,0.46
CE_a144_0,Ceres,BiQuintile,0,4082,3584,7666,0.53,0.47
"CE_a150_(0,4]",Ceres,Quincunx,"(0,4]",986,915,1901,0.52,0.48
CE_a150_0,Ceres,Quincunx,0,4117,3543,7660,0.54,0.46
"CE_a180_(0,3]",Ceres,Opposition,"(0,3]",463,439,902,0.51,0.49
CE_a180_0,Ceres,Opposition,0,4640,4019,8659,0.54,0.46
"CE_a30_(0,4]",Ceres,SemiSextile,"(0,4]",957,827,1784,0.54,0.46
CE_a30_0,Ceres,SemiSextile,0,4146,3631,7777,0.53,0.47
"CE_a36_(0,4]",Ceres,SemiQuintile,"(0,4]",966,851,1817,0.53,0.47
CE_a36_0,Ceres,SemiQuintile,0,4137,3607,7744,0.53,0.47
"CE_a45_(0,3]",Ceres,SemiSquare,"(0,3]",1052,935,1987,0.53,0.47
CE_a45_0,Ceres,SemiSquare,0,4051,3523,7574,0.53,0.47
"CE_a60_(0,3]",Ceres,Sextile,"(0,3]",952,845,1797,0.53,0.47
CE_a60_0,Ceres,Sextile,0,4151,3613,7764,0.53,0.47
"CE_a72_(0,3]",Ceres,Quintile,"(0,3]",1013,879,1892,0.54,0.46
CE_a72_0,Ceres,Quintile,0,4090,3579,7669,0.53,0.47
"CE_a90_(0,4]",Ceres,Square,"(0,4]",942,885,1827,0.52,0.48
CE_a90_0,Ceres,Square,0,4161,3573,7734,0.54,0.46
"CH_a0_(0,3]",Chiron,Conjunction,"(0,3]",753,688,1441,0.52,0.48
CH_a0_0,Chiron,Conjunction,0,4350,3770,8120,0.54,0.46
"CH_a103_(0,1]",Chiron,BiSeptile,"(0,1]",1313,1155,2468,0.53,0.47
"CH_a103_(1,4]",Chiron,BiSeptile,"(1,4]",262,206,468,0.56,0.44
CH_a103_0,Chiron,BiSeptile,0,3528,3097,6625,0.53,0.47
"CH_a120_(0,1]",Chiron,Trine,"(0,1]",1206,1073,2279,0.53,0.47
"CH_a120_(1,4]",Chiron,Trine,"(1,4]",241,216,457,0.53,0.47
CH_a120_0,Chiron,Trine,0,3656,3169,6825,0.54,0.46
"CH_a135_(0,1]",Chiron,SesquiSquare,"(0,1]",1149,1058,2207,0.52,0.48
"CH_a135_(1,4]",Chiron,SesquiSquare,"(1,4]",261,209,470,0.56,0.44
CH_a135_0,Chiron,SesquiSquare,0,3693,3191,6884,0.54,0.46
"CH_a144_(0,1]",Chiron,BiQuintile,"(0,1]",1270,1033,2303,0.55,0.45
"CH_a144_(1,4]",Chiron,BiQuintile,"(1,4]",271,205,476,0.57,0.43
CH_a144_0,Chiron,BiQuintile,0,3562,3220,6782,0.53,0.47
"CH_a150_(0,1]",Chiron,Quincunx,"(0,1]",1284,1054,2338,0.55,0.45
"CH_a150_(1,4]",Chiron,Quincunx,"(1,4]",246,218,464,0.53,0.47
CH_a150_0,Chiron,Quincunx,0,3573,3186,6759,0.53,0.47
"CH_a180_(0,4]",Chiron,Opposition,"(0,4]",1034,953,1987,0.52,0.48
CH_a180_0,Chiron,Opposition,0,4069,3505,7574,0.54,0.46
"CH_a30_(0,1]",Chiron,SemiSextile,"(0,1]",1315,1120,2435,0.54,0.46
"CH_a30_(1,4]",Chiron,SemiSextile,"(1,4]",256,191,447,0.57,0.43
CH_a30_0,Chiron,SemiSextile,0,3532,3147,6679,0.53,0.47
"CH_a36_(0,1]",Chiron,SemiQuintile,"(0,1]",1435,1294,2729,0.53,0.47
"CH_a36_(1,4]",Chiron,SemiQuintile,"(1,4]",196,198,394,0.5,0.5
CH_a36_0,Chiron,SemiQuintile,0,3472,2966,6438,0.54,0.46
"CH_a45_(0,1]",Chiron,SemiSquare,"(0,1]",1230,1058,2288,0.54,0.46
