
DAILY PLANET SPEED PHASE:

          Date Speed  Planet SpeedPhase  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-13  0.37   Ceres     Direct 4792 4517  9309     0.51      0.49
 2: 2021-02-13  0.05  Chiron     Direct 3630 3444  7074     0.51      0.49
 3: 2021-02-13  0.24    Juno     Direct 4708 4540  9248     0.51      0.49
 4: 2021-02-13  0.24 Jupiter     Direct 4213 3865  8078     0.52      0.48
 5: 2021-02-13  0.56    Mars     Direct 5572 5267 10839     0.51      0.49
 6: 2021-02-13 -0.98 Mercury Retrograde 1158 1186  2344     0.49      0.51
 7: 2021-02-13 12.86    Moon     Direct 6302 5971 12273     0.51      0.49
 8: 2021-02-13  0.04 Neptune     Direct 3270 3001  6271     0.52      0.48
 9: 2021-02-13  1.00   NNode     Direct 6302 5971 12273     0.51      0.49
10: 2021-02-13  0.34  Pallas     Direct 4756 4394  9150     0.52      0.48
11: 2021-02-13  0.03  Pholus     Direct 3499 3382  6881     0.51      0.49
12: 2021-02-13  0.03   Pluto     Direct 3274 3127  6401     0.51      0.49
13: 2021-02-13  0.12  Saturn     Direct 3729 3514  7243     0.51      0.49
14: 2021-02-13  1.00   SNode     Direct 6302 5971 12273     0.51      0.49
15: 2021-02-13  1.01     Sun     Direct 6302 5971 12273     0.51      0.49
16: 2021-02-13  0.03  Uranus     Direct 3510 3258  6768     0.52      0.48
17: 2021-02-13  1.25   Venus     Direct 5743 5410 11153     0.51      0.49
18: 2021-02-13 -0.19   Vesta Retrograde 1163 1037  2200     0.53      0.47

DAILY PLANET ZODIAC SIGN POSITION:

    pID       Date  Planet     ZodSign  Buy Sell DaysN BuyDays% SellDays%
 1:  CE 2021-02-13   Ceres      Pisces  668  594  1262     0.53      0.47
 2:  CH 2021-02-13  Chiron       Aries  874  852  1726     0.51      0.49
 3:  JN 2021-02-13    Juno Sagittarius  802  763  1565     0.51      0.49
 4:  JU 2021-02-13 Jupiter    Aquarius  569  506  1075     0.53      0.47
 5:  MA 2021-02-13    Mars      Taurus  494  472   966     0.51      0.49
 6:  ME 2021-02-13 Mercury    Aquarius  542  511  1053     0.51      0.49
 7:  MO 2021-02-13    Moon      Pisces  529  503  1032     0.51      0.49
 8:  NE 2021-02-13 Neptune      Pisces 1263 1086  2349     0.54      0.46
 9:  NN 2021-02-13   NNode      Gemini  472  478   950     0.50      0.50
10:  PA 2021-02-13  Pallas    Aquarius  845  764  1609     0.53      0.47
11:  PH 2021-02-13  Pholus   Capricorn  308  274   582     0.53      0.47
12:  PL 2021-02-13   Pluto   Capricorn 1685 1478  3163     0.53      0.47
13:  SA 2021-02-13  Saturn    Aquarius  426  403   829     0.51      0.49
14:  SN 2021-02-13   SNode Sagittarius  472  478   950     0.50      0.50
15:  SU 2021-02-13     Sun    Aquarius  518  472   990     0.52      0.48
16:  UR 2021-02-13  Uranus      Taurus  309  296   605     0.51      0.49
17:  VE 2021-02-13   Venus    Aquarius  478  490   968     0.49      0.51
18:  VS 2021-02-13   Vesta       Virgo  521  461   982     0.53      0.47

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-13    0.43   0.08   0.79         0      23         0       24    Mars   Vesta        Trine  145  133   278     0.52      0.48
 2: 2021-02-13    0.92   0.01   1.61         0       6         3        7    Moon   Pluto   SemiSquare  393  374   767     0.51      0.49
 3: 2021-02-13    1.04   0.25   1.84         4      11         7        8    Moon Jupiter  SemiSextile  395  398   793     0.50      0.50
 4: 2021-02-13    0.90   0.00   1.58         4      10         7        7    Moon  Saturn SemiQuintile  371  386   757     0.49      0.51
 5: 2021-02-13    0.12   0.00   0.29         0      23         7       24   Vesta Jupiter   BiQuintile   84   72   156     0.54      0.46
 6: 2021-02-13    0.60   0.02   1.37         0      23         8       24 Mercury   Venus  Conjunction  194  190   384     0.51      0.49
 7: 2021-02-13    1.02   0.27   1.98         8      14        11        7    Moon Mercury  SemiSextile  358  371   729     0.49      0.51
 8: 2021-02-13    1.07   0.02   1.94         7      15        11        9    Moon   Venus  SemiSextile  396  334   730     0.54      0.46
 9: 2021-02-13    0.90   0.02   1.57        11      17        14        7    Moon    Juno       Square  400  353   753     0.53      0.47
10: 2021-02-13    0.93   0.11   1.71        11      17        14        7    Moon   NNode       Square  410  361   771     0.53      0.47
11: 2021-02-13    0.93   0.11   1.71        11      17        14        7    Moon   SNode       Square  410  361   771     0.53      0.47
12: 2021-02-13    0.26   0.01   0.60         0      23        15       24     Sun  Uranus     Quintile  133  114   247     0.54      0.46
13: 2021-02-13    1.05   0.14   1.97        12      19        16        8    Moon  Pholus     Quintile  404  364   768     0.53      0.47
14: 2021-02-13    0.89   0.01   1.56        16      22        19        7    Moon Jupiter SemiQuintile  401  394   795     0.50      0.50
15: 2021-02-13    1.07   0.21   1.94        15      22        19        8    Moon   Vesta   Opposition  183  198   381     0.48      0.52
16: 2021-02-13    1.01   0.05   1.97        16      23        20        8    Moon    Mars      Sextile  398  350   748     0.53      0.47
17: 2021-02-13    0.92   0.09   1.68        17      23        20        7    Moon Neptune  Conjunction  195  185   380     0.51      0.49
18: 2021-02-13    0.87   0.07   1.76        18      23        21        6    Moon Mercury SemiQuintile  385  346   731     0.53      0.47
19: 2021-02-13    0.16   0.02   0.29         0      23        23       24    Juno   NNode   Opposition   84   60   144     0.58      0.42
20: 2021-02-13    0.16   0.02   0.29         0      23        23       24    Juno   SNode  Conjunction   84   60   144     0.58      0.42
21: 2021-02-13    0.32   0.07   0.57         0      23        23       24    Mars Neptune      Sextile  112   82   194     0.58      0.42
22: 2021-02-13    1.02   0.31   1.73        20      23        23        4    Moon   Venus SemiQuintile  391  338   729     0.54      0.46
23: 2021-02-13    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 5357 5005 10362     0.52      0.48
24: 2021-02-13    0.94   0.88   1.01         0      23        NA       24   Ceres Jupiter   SemiSquare   90   96   186     0.48      0.52
25: 2021-02-13    0.66   0.64   0.67         0      23        NA       24  Chiron  Uranus  SemiSextile 1371 1232  2603     0.53      0.47
26: 2021-02-13    0.67   0.57   0.77         0      23        NA       24 Jupiter Neptune SemiQuintile  123  121   244     0.50      0.50
27: 2021-02-13    0.99   0.74   1.24         0      23        NA       24    Mars  Pholus SesquiSquare  125   71   196     0.64      0.36
28: 2021-02-13    0.37   0.16   0.58         0      23        NA       24    Mars  Saturn    BiSeptile   94   95   189     0.50      0.50
29: 2021-02-13    1.48   1.00   1.97         3      23        NA       21 Mercury Jupiter  Conjunction   77   60   137     0.56      0.44
30: 2021-02-13    0.88   0.43   1.35         0      23        NA       24 Mercury Neptune SemiQuintile  140  125   265     0.53      0.47
31: 2021-02-13    1.07   0.93   1.20         0      23        NA       24  Pallas  Chiron   SemiSquare  128  104   232     0.55      0.45
32: 2021-02-13    0.28   0.25   0.31         0      23        NA       24  Saturn  Chiron      Sextile    6    6    12     0.50      0.50
33: 2021-02-13    0.38   0.33   0.42         0      23        NA       24  Saturn  Uranus       Square   39   46    85     0.46      0.54
34: 2021-02-13    0.62   0.14   1.08         0      23        NA       24     Sun   Pluto  SemiSextile  110  129   239     0.46      0.54
35: 2021-02-13    1.21   0.63   1.80         0      23        NA       24   Venus Neptune SemiQuintile  133  111   244     0.55      0.45
36: 2021-02-13    0.75   0.65   0.86         0      23        NA       24   Vesta Neptune   Opposition   85   73   158     0.54      0.46
          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect  Buy Sell DaysN BuyDays% SellDays%
