PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_ARI,Ceres,Z01,152,130,282,0.54,0.46
CE_Z02_TAU,Ceres,Z02,218,170,388,0.56,0.44
CE_Z03_GEM,Ceres,Z03,139,118,257,0.54,0.46
CE_Z04_CAN,Ceres,Z04,100,105,205,0.49,0.51
CE_Z05_LEO,Ceres,Z05,138,162,300,0.46,0.54
CE_Z06_VIR,Ceres,Z06,167,124,291,0.57,0.43
CE_Z07_LIB,Ceres,Z07,138,123,261,0.53,0.47
CE_Z08_SCO,Ceres,Z08,93,102,195,0.48,0.52
CE_Z09_SAG,Ceres,Z09,199,197,396,0.5,0.5
CE_Z10_CAP,Ceres,Z10,140,154,294,0.48,0.52
CE_Z11_AQU,Ceres,Z11,231,228,459,0.5,0.5
CE_Z12_PIS,Ceres,Z12,279,201,480,0.58,0.42
CH_Z01_ARI,Chiron,Z01,293,314,607,0.48,0.52
CH_Z11_AQU,Chiron,Z11,652,510,1162,0.56,0.44
CH_Z12_PIS,Chiron,Z12,1049,990,2039,0.51,0.49
JN_Z01_ARI,Juno,Z01,97,85,182,0.53,0.47
JN_Z02_TAU,Juno,Z02,118,100,218,0.54,0.46
JN_Z03_GEM,Juno,Z03,62,80,142,0.44,0.56
JN_Z04_CAN,Juno,Z04,64,73,137,0.47,0.53
JN_Z05_LEO,Juno,Z05,166,162,328,0.51,0.49
JN_Z06_VIR,Juno,Z06,186,164,350,0.53,0.47
JN_Z07_LIB,Juno,Z07,335,271,606,0.55,0.45
JN_Z08_SCO,Juno,Z08,277,218,495,0.56,0.44
JN_Z09_SAG,Juno,Z09,235,241,476,0.49,0.51
JN_Z10_CAP,Juno,Z10,179,162,341,0.52,0.48
JN_Z11_AQU,Juno,Z11,164,147,311,0.53,0.47
JN_Z12_PIS,Juno,Z12,111,111,222,0.5,0.5
JU_Z01_ARI,Jupiter,Z01,101,62,163,0.62,0.38
JU_Z02_TAU,Jupiter,Z02,134,132,266,0.5,0.5
JU_Z03_GEM,Jupiter,Z03,139,132,271,0.51,0.49
