PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(4,5]",Ceres,"(4,5]",400,365,765,0.52,0.48
"CE_(5,7]",Ceres,"(5,7]",648,587,1235,0.52,0.48
"CE_(7,13]",Ceres,"(7,13]",321,285,606,0.53,0.47
"CE_[0,4]",Ceres,"[0,4]",708,663,1371,0.52,0.48
"CH_(4,5]",Chiron,"(4,5]",427,351,778,0.55,0.45
"CH_(5,7]",Chiron,"(5,7]",780,716,1496,0.52,0.48
"CH_(7,13]",Chiron,"(7,13]",375,341,716,0.52,0.48
"CH_[0,4]",Chiron,"[0,4]",495,492,987,0.5,0.5
"JN_(4,5]",Juno,"(4,5]",394,359,753,0.52,0.48
"JN_(5,7]",Juno,"(5,7]",697,641,1338,0.52,0.48
"JN_(7,14]",Juno,"(7,14]",289,251,540,0.54,0.46
"JN_[0,4]",Juno,"[0,4]",697,649,1346,0.52,0.48
"JU_(4,5]",Jupiter,"(4,5]",388,376,764,0.51,0.49
"JU_(5,7]",Jupiter,"(5,7]",678,594,1272,0.53,0.47
"JU_(7,12]",Jupiter,"(7,12]",292,264,556,0.53,0.47
"JU_[0,4]",Jupiter,"[0,4]",719,666,1385,0.52,0.48
"MA_(4,5]",Mars,"(4,5]",416,367,783,0.53,0.47
"MA_(5,7]",Mars,"(5,7]",636,559,1195,0.53,0.47
"MA_(7,13]",Mars,"(7,13]",262,280,542,0.48,0.52
"MA_[0,4]",Mars,"[0,4]",763,694,1457,0.52,0.48
"ME_(4,5]",Mercury,"(4,5]",392,358,750,0.52,0.48
"ME_(5,7]",Mercury,"(5,7]",611,586,1197,0.51,0.49
"ME_(7,14]",Mercury,"(7,14]",234,244,478,0.49,0.51
"ME_[0,4]",Mercury,"[0,4]",840,712,1552,0.54,0.46
"MO_(13,15]",Moon,"(13,15]",593,544,1137,0.52,0.48
"MO_(15,17]",Moon,"(15,17]",496,481,977,0.51,0.49
"MO_(17,27]",Moon,"(17,27]",379,310,689,0.55,0.45
"MO_[5,13]",Moon,"[5,13]",609,565,1174,0.52,0.48
"NE_(4,5]",Neptune,"(4,5]",414,364,778,0.53,0.47
"NE_(5,6]",Neptune,"(5,6]",355,319,674,0.53,0.47
"NE_(6,13]",Neptune,"(6,13]",506,483,989,0.51,0.49
"NE_[0,4]",Neptune,"[0,4]",802,734,1536,0.52,0.48
"NN_(5,6]",NNode,"(5,6]",413,431,844,0.49,0.51
"NN_(6,7]",NNode,"(6,7]",365,308,673,0.54,0.46
"NN_(7,13]",NNode,"(7,13]",385,409,794,0.48,0.52
"NN_[1,5]",NNode,"[1,5]",914,752,1666,0.55,0.45
"PA_(4,5]",Pallas,"(4,5]",398,371,769,0.52,0.48
"PA_(5,7]",Pallas,"(5,7]",656,588,1244,0.53,0.47
"PA_(7,13]",Pallas,"(7,13]",295,263,558,0.53,0.47
"PA_[0,4]",Pallas,"[0,4]",728,678,1406,0.52,0.48
"PH_(4,5]",Pholus,"(4,5]",428,363,791,0.54,0.46
"PH_(5,6]",Pholus,"(5,6]",368,330,698,0.53,0.47
"PH_(6,13]",Pholus,"(6,13]",470,481,951,0.49,0.51
"PH_[0,4]",Pholus,"[0,4]",811,726,1537,0.53,0.47
"PL_(4,5]",Pluto,"(4,5]",410,409,819,0.5,0.5
"PL_(5,6]",Pluto,"(5,6]",317,300,617,0.51,0.49
"PL_(6,14]",Pluto,"(6,14]",371,340,711,0.52,0.48
"PL_[0,4]",Pluto,"[0,4]",979,851,1830,0.53,0.47
"SA_(4,5]",Saturn,"(4,5]",379,367,746,0.51,0.49
"SA_(5,7]",Saturn,"(5,7]",627,585,1212,0.52,0.48
"SA_(7,14]",Saturn,"(7,14]",266,244,510,0.52,0.48
"SA_[0,4]",Saturn,"[0,4]",805,704,1509,0.53,0.47
"SN_(5,6]",SNode,"(5,6]",436,419,855,0.51,0.49
"SN_(6,7]",SNode,"(6,7]",374,306,680,0.55,0.45
"SN_(7,13]",SNode,"(7,13]",398,426,824,0.48,0.52
"SN_[1,5]",SNode,"[1,5]",869,749,1618,0.54,0.46
"SU_(4,5]",Sun,"(4,5]",460,388,848,0.54,0.46
"SU_(5,7]",Sun,"(5,7]",628,575,1203,0.52,0.48
"SU_(7,14]",Sun,"(7,14]",280,264,544,0.51,0.49
"SU_[0,4]",Sun,"[0,4]",709,673,1382,0.51,0.49
"UR_(4,5]",Uranus,"(4,5]",385,321,706,0.55,0.45
"UR_(5,7]",Uranus,"(5,7]",739,639,1378,0.54,0.46
"UR_(7,15]",Uranus,"(7,15]",427,447,874,0.49,0.51
"UR_[0,4]",Uranus,"[0,4]",526,493,1019,0.52,0.48
"VE_(4,5]",Venus,"(4,5]",408,379,787,0.52,0.48
"VE_(5,7]",Venus,"(5,7]",658,574,1232,0.53,0.47
"VE_(7,14]",Venus,"(7,14]",349,338,687,0.51,0.49
"VE_[0,4]",Venus,"[0,4]",662,609,1271,0.52,0.48
"VS_(4,5]",Vesta,"(4,5]",385,348,733,0.53,0.47
"VS_(5,7]",Vesta,"(5,7]",625,584,1209,0.52,0.48
"VS_(7,13]",Vesta,"(7,13]",327,290,617,0.53,0.47
"VS_[0,4]",Vesta,"[0,4]",740,678,1418,0.52,0.48
