PlanetAspectCountRange,Planet,Aspect,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_a0_(0,3]",Ceres,Conjunction,"(0,3]",231,169,400,0.58,0.42
CE_a0_0,Ceres,Conjunction,0,1936,1798,3734,0.52,0.48
"CE_a103_(0,4]",Ceres,BiSeptile,"(0,4]",414,402,816,0.51,0.49
CE_a103_0,Ceres,BiSeptile,0,1753,1565,3318,0.53,0.47
"CE_a120_(0,3]",Ceres,Trine,"(0,3]",452,452,904,0.5,0.5
CE_a120_0,Ceres,Trine,0,1715,1515,3230,0.53,0.47
"CE_a135_(0,4]",Ceres,SesquiSquare,"(0,4]",420,348,768,0.55,0.45
CE_a135_0,Ceres,SesquiSquare,0,1747,1619,3366,0.52,0.48
"CE_a144_(0,3]",Ceres,BiQuintile,"(0,3]",469,399,868,0.54,0.46
CE_a144_0,Ceres,BiQuintile,0,1698,1568,3266,0.52,0.48
"CE_a150_(0,4]",Ceres,Quincunx,"(0,4]",432,398,830,0.52,0.48
CE_a150_0,Ceres,Quincunx,0,1735,1569,3304,0.53,0.47
"CE_a180_(0,3]",Ceres,Opposition,"(0,3]",210,193,403,0.52,0.48
CE_a180_0,Ceres,Opposition,0,1957,1774,3731,0.52,0.48
"CE_a30_(0,4]",Ceres,SemiSextile,"(0,4]",415,389,804,0.52,0.48
CE_a30_0,Ceres,SemiSextile,0,1752,1578,3330,0.53,0.47
"CE_a36_(0,4]",Ceres,SemiQuintile,"(0,4]",443,350,793,0.56,0.44
CE_a36_0,Ceres,SemiQuintile,0,1724,1617,3341,0.52,0.48
"CE_a45_(0,3]",Ceres,SemiSquare,"(0,3]",458,425,883,0.52,0.48
CE_a45_0,Ceres,SemiSquare,0,1709,1542,3251,0.53,0.47
"CE_a60_(0,3]",Ceres,Sextile,"(0,3]",396,337,733,0.54,0.46
CE_a60_0,Ceres,Sextile,0,1771,1630,3401,0.52,0.48
"CE_a72_(0,3]",Ceres,Quintile,"(0,3]",384,329,713,0.54,0.46
CE_a72_0,Ceres,Quintile,0,1783,1638,3421,0.52,0.48
"CE_a90_(0,4]",Ceres,Square,"(0,4]",383,341,724,0.53,0.47
CE_a90_0,Ceres,Square,0,1784,1626,3410,0.52,0.48
"CH_a0_(0,3]",Chiron,Conjunction,"(0,3]",335,313,648,0.52,0.48
CH_a0_0,Chiron,Conjunction,0,1832,1654,3486,0.53,0.47
"CH_a103_(0,1]",Chiron,BiSeptile,"(0,1]",609,568,1177,0.52,0.48
"CH_a103_(1,4]",Chiron,BiSeptile,"(1,4]",145,114,259,0.56,0.44
CH_a103_0,Chiron,BiSeptile,0,1413,1285,2698,0.52,0.48
"CH_a120_(0,1]",Chiron,Trine,"(0,1]",492,451,943,0.52,0.48
"CH_a120_(1,4]",Chiron,Trine,"(1,4]",111,119,230,0.48,0.52
CH_a120_0,Chiron,Trine,0,1564,1397,2961,0.53,0.47
"CH_a135_(0,1]",Chiron,SesquiSquare,"(0,1]",475,469,944,0.5,0.5
"CH_a135_(1,4]",Chiron,SesquiSquare,"(1,4]",115,99,214,0.54,0.46
CH_a135_0,Chiron,SesquiSquare,0,1577,1399,2976,0.53,0.47
"CH_a144_(0,1]",Chiron,BiQuintile,"(0,1]",492,492,984,0.5,0.5
"CH_a144_(1,4]",Chiron,BiQuintile,"(1,4]",129,126,255,0.51,0.49
CH_a144_0,Chiron,BiQuintile,0,1546,1349,2895,0.53,0.47
"CH_a150_(0,1]",Chiron,Quincunx,"(0,1]",517,500,1017,0.51,0.49
