PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_ARI,Ceres,Aries,177,149,326,0.54,0.46
CE_Z02_TAU,Ceres,Taurus,263,208,471,0.56,0.44
CE_Z03_GEM,Ceres,Gemini,216,198,414,0.52,0.48
CE_Z04_CAN,Ceres,Cancer,121,128,249,0.49,0.51
CE_Z05_LEO,Ceres,Leo,164,176,340,0.48,0.52
CE_Z06_VIR,Ceres,Virgo,170,166,336,0.51,0.49
CE_Z07_LIB,Ceres,Libra,145,145,290,0.5,0.5
CE_Z08_SCO,Ceres,Scorpio,205,180,385,0.53,0.47
CE_Z09_SAG,Ceres,Sagittarius,245,212,457,0.54,0.46
CE_Z10_CAP,Ceres,Capricorn,189,144,333,0.57,0.43
CE_Z11_AQU,Ceres,Aquarius,249,253,502,0.5,0.5
CE_Z12_PIS,Ceres,Pisces,266,204,470,0.57,0.43
CH_Z01_ARI,Chiron,Aries,600,503,1103,0.54,0.46
CH_Z10_CAP,Chiron,Capricorn,80,70,150,0.53,0.47
CH_Z11_AQU,Chiron,Aquarius,743,608,1351,0.55,0.45
CH_Z12_PIS,Chiron,Pisces,987,982,1969,0.5,0.5
JN_Z01_ARI,Juno,Aries,109,113,222,0.49,0.51
JN_Z02_TAU,Juno,Taurus,130,123,253,0.51,0.49
JN_Z03_GEM,Juno,Gemini,160,134,294,0.54,0.46
JN_Z04_CAN,Juno,Cancer,93,77,170,0.55,0.45
JN_Z05_LEO,Juno,Leo,160,158,318,0.5,0.5
JN_Z06_VIR,Juno,Virgo,200,160,360,0.56,0.44
JN_Z07_LIB,Juno,Libra,326,258,584,0.56,0.44
JN_Z08_SCO,Juno,Scorpio,264,217,481,0.55,0.45
JN_Z09_SAG,Juno,Sagittarius,342,315,657,0.52,0.48
JN_Z10_CAP,Juno,Capricorn,188,203,391,0.48,0.52
JN_Z11_AQU,Juno,Aquarius,196,206,402,0.49,0.51
JN_Z12_PIS,Juno,Pisces,242,199,441,0.55,0.45
JU_Z01_ARI,Jupiter,Aries,167,133,300,0.56,0.44
JU_Z02_TAU,Jupiter,Taurus,135,122,257,0.53,0.47
JU_Z03_GEM,Jupiter,Gemini,125,136,261,0.48,0.52
JU_Z04_CAN,Jupiter,Cancer,132,133,265,0.5,0.5
JU_Z05_LEO,Jupiter,Leo,118,152,270,0.44,0.56
JU_Z06_VIR,Jupiter,Virgo,142,131,273,0.52,0.48
JU_Z07_LIB,Jupiter,Libra,258,249,507,0.51,0.49
JU_Z08_SCO,Jupiter,Scorpio,277,268,545,0.51,0.49
JU_Z09_SAG,Jupiter,Sagittarius,300,233,533,0.56,0.44
JU_Z10_CAP,Jupiter,Capricorn,297,231,528,0.56,0.44
JU_Z11_AQU,Jupiter,Aquarius,244,222,466,0.52,0.48
JU_Z12_PIS,Jupiter,Pisces,215,153,368,0.58,0.42
MA_Z01_ARI,Mars,Aries,208,179,387,0.54,0.46
MA_Z02_TAU,Mars,Taurus,222,197,419,0.53,0.47
MA_Z03_GEM,Mars,Gemini,248,195,443,0.56,0.44
MA_Z04_CAN,Mars,Cancer,213,163,376,0.57,0.43
MA_Z05_LEO,Mars,Leo,237,196,433,0.55,0.45
MA_Z06_VIR,Mars,Virgo,198,237,435,0.46,0.54
MA_Z07_LIB,Mars,Libra,211,210,421,0.5,0.5
MA_Z08_SCO,Mars,Scorpio,208,151,359,0.58,0.42
MA_Z09_SAG,Mars,Sagittarius,171,185,356,0.48,0.52
MA_Z10_CAP,Mars,Capricorn,171,143,314,0.54,0.46
MA_Z11_AQU,Mars,Aquarius,178,177,355,0.5,0.5
MA_Z12_PIS,Mars,Pisces,145,130,275,0.53,0.47
ME_Z01_ARI,Mercury,Aries,196,158,354,0.55,0.45
ME_Z02_TAU,Mercury,Taurus,165,161,326,0.51,0.49
ME_Z03_GEM,Mercury,Gemini,191,158,349,0.55,0.45
ME_Z04_CAN,Mercury,Cancer,195,179,374,0.52,0.48
ME_Z05_LEO,Mercury,Leo,202,166,368,0.55,0.45
ME_Z06_VIR,Mercury,Virgo,184,168,352,0.52,0.48
ME_Z07_LIB,Mercury,Libra,219,205,424,0.52,0.48
ME_Z08_SCO,Mercury,Scorpio,220,218,438,0.5,0.5
ME_Z09_SAG,Mercury,Sagittarius,213,199,412,0.52,0.48
ME_Z10_CAP,Mercury,Capricorn,212,170,382,0.55,0.45
ME_Z11_AQU,Mercury,Aquarius,224,182,406,0.55,0.45
ME_Z12_PIS,Mercury,Pisces,189,199,388,0.49,0.51
MO_Z01_ARI,Moon,Aries,203,180,383,0.53,0.47
MO_Z02_TAU,Moon,Taurus,206,177,383,0.54,0.46
MO_Z03_GEM,Moon,Gemini,187,191,378,0.49,0.51
MO_Z04_CAN,Moon,Cancer,206,176,382,0.54,0.46
MO_Z05_LEO,Moon,Leo,206,184,390,0.53,0.47
MO_Z06_VIR,Moon,Virgo,191,188,379,0.5,0.5
MO_Z07_LIB,Moon,Libra,190,185,375,0.51,0.49
MO_Z08_SCO,Moon,Scorpio,223,156,379,0.59,0.41
MO_Z09_SAG,Moon,Sagittarius,193,184,377,0.51,0.49
MO_Z10_CAP,Moon,Capricorn,200,181,381,0.52,0.48
MO_Z11_AQU,Moon,Aquarius,189,194,383,0.49,0.51
MO_Z12_PIS,Moon,Pisces,216,167,383,0.56,0.44
NE_Z11_AQU,Neptune,Aquarius,941,787,1728,0.54,0.46
NE_Z12_PIS,Neptune,Pisces,1469,1376,2845,0.52,0.48
NN_Z01_ARI,NNode,Aries,210,180,390,0.54,0.46
NN_Z02_TAU,NNode,Taurus,153,124,277,0.55,0.45
NN_Z03_GEM,NNode,Gemini,216,176,392,0.55,0.45
NN_Z04_CAN,NNode,Cancer,218,170,388,0.56,0.44
NN_Z05_LEO,NNode,Leo,191,201,392,0.49,0.51
NN_Z06_VIR,NNode,Virgo,197,193,390,0.51,0.49
NN_Z07_LIB,NNode,Libra,174,218,392,0.44,0.56
NN_Z08_SCO,NNode,Scorpio,189,199,388,0.49,0.51
NN_Z09_SAG,NNode,Sagittarius,221,171,392,0.56,0.44
NN_Z10_CAP,NNode,Capricorn,216,176,392,0.55,0.45
NN_Z11_AQU,NNode,Aquarius,206,184,390,0.53,0.47
NN_Z12_PIS,NNode,Pisces,219,171,390,0.56,0.44
PA_Z01_ARI,Pallas,Aries,196,161,357,0.55,0.45
PA_Z02_TAU,Pallas,Taurus,138,148,286,0.48,0.52
PA_Z03_GEM,Pallas,Gemini,132,153,285,0.46,0.54
PA_Z04_CAN,Pallas,Cancer,121,88,209,0.58,0.42
PA_Z05_LEO,Pallas,Leo,74,97,171,0.43,0.57
PA_Z06_VIR,Pallas,Virgo,157,134,291,0.54,0.46
PA_Z07_LIB,Pallas,Libra,234,205,439,0.53,0.47
PA_Z08_SCO,Pallas,Scorpio,185,170,355,0.52,0.48
PA_Z09_SAG,Pallas,Sagittarius,178,168,346,0.51,0.49
PA_Z10_CAP,Pallas,Capricorn,314,282,596,0.53,0.47
PA_Z11_AQU,Pallas,Aquarius,271,216,487,0.56,0.44
PA_Z12_PIS,Pallas,Pisces,410,341,751,0.55,0.45
PH_Z08_SCO,Pholus,Scorpio,117,116,233,0.5,0.5
PH_Z09_SAG,Pholus,Sagittarius,1698,1564,3262,0.52,0.48
PH_Z10_CAP,Pholus,Capricorn,595,483,1078,0.55,0.45
PL_Z09_SAG,Pluto,Sagittarius,497,417,914,0.54,0.46
PL_Z10_CAP,Pluto,Capricorn,1913,1746,3659,0.52,0.48
SA_Z04_CAN,Saturn,Cancer,78,84,162,0.48,0.52
SA_Z05_LEO,Saturn,Leo,298,238,536,0.56,0.44
SA_Z06_VIR,Saturn,Virgo,335,283,618,0.54,0.46
SA_Z07_LIB,Saturn,Libra,379,288,667,0.57,0.43
SA_Z08_SCO,Saturn,Scorpio,287,337,624,0.46,0.54
SA_Z09_SAG,Saturn,Sagittarius,336,350,686,0.49,0.51
SA_Z10_CAP,Saturn,Capricorn,369,313,682,0.54,0.46
SA_Z11_AQU,Saturn,Aquarius,328,270,598,0.55,0.45
SN_Z01_ARI,SNode,Aries,174,218,392,0.44,0.56
SN_Z02_TAU,SNode,Taurus,189,199,388,0.49,0.51
SN_Z03_GEM,SNode,Gemini,221,171,392,0.56,0.44
SN_Z04_CAN,SNode,Cancer,216,176,392,0.55,0.45
SN_Z05_LEO,SNode,Leo,206,184,390,0.53,0.47
SN_Z06_VIR,SNode,Virgo,219,171,390,0.56,0.44
SN_Z07_LIB,SNode,Libra,210,180,390,0.54,0.46
SN_Z08_SCO,SNode,Scorpio,153,124,277,0.55,0.45
SN_Z09_SAG,SNode,Sagittarius,216,176,392,0.55,0.45
SN_Z10_CAP,SNode,Capricorn,218,170,388,0.56,0.44
SN_Z11_AQU,SNode,Aquarius,191,201,392,0.49,0.51
SN_Z12_PIS,SNode,Pisces,197,193,390,0.51,0.49
SU_Z01_ARI,Sun,Aries,207,169,376,0.55,0.45
SU_Z02_TAU,Sun,Taurus,202,196,398,0.51,0.49
SU_Z03_GEM,Sun,Gemini,208,175,383,0.54,0.46
