PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
SU_Z04_CAN,Sun,Cancer,198,189,387,0.51,0.49
SU_Z05_LEO,Sun,Leo,219,182,401,0.55,0.45
SU_Z06_VIR,Sun,Virgo,199,182,381,0.52,0.48
SU_Z07_LIB,Sun,Libra,193,196,389,0.5,0.5
SU_Z08_SCO,Sun,Scorpio,199,183,382,0.52,0.48
SU_Z09_SAG,Sun,Sagittarius,179,202,381,0.47,0.53
SU_Z10_CAP,Sun,Capricorn,216,134,350,0.62,0.38
SU_Z11_AQU,Sun,Aquarius,203,166,369,0.55,0.45
SU_Z12_PIS,Sun,Pisces,187,189,376,0.5,0.5
UR_Z01_ARI,Uranus,Aries,965,974,1939,0.5,0.5
UR_Z02_TAU,Uranus,Taurus,605,496,1101,0.55,0.45
UR_Z12_PIS,Uranus,Pisces,840,693,1533,0.55,0.45
VE_Z01_ARI,Venus,Aries,211,205,416,0.51,0.49
VE_Z02_TAU,Venus,Taurus,181,139,320,0.57,0.43
VE_Z03_GEM,Venus,Gemini,250,207,457,0.55,0.45
VE_Z04_CAN,Venus,Cancer,166,154,320,0.52,0.48
VE_Z05_LEO,Venus,Leo,221,202,423,0.52,0.48
VE_Z06_VIR,Venus,Virgo,170,185,355,0.48,0.52
VE_Z07_LIB,Venus,Libra,171,182,353,0.48,0.52
VE_Z08_SCO,Venus,Scorpio,231,195,426,0.54,0.46
VE_Z09_SAG,Venus,Sagittarius,159,167,326,0.49,0.51
VE_Z10_CAP,Venus,Capricorn,280,212,492,0.57,0.43
VE_Z11_AQU,Venus,Aquarius,185,154,339,0.55,0.45
VE_Z12_PIS,Venus,Pisces,185,161,346,0.53,0.47
VS_Z01_ARI,Vesta,Aries,201,165,366,0.55,0.45
VS_Z02_TAU,Vesta,Taurus,267,256,523,0.51,0.49
VS_Z03_GEM,Vesta,Gemini,208,190,398,0.52,0.48
VS_Z04_CAN,Vesta,Cancer,264,219,483,0.55,0.45
VS_Z05_LEO,Vesta,Leo,208,172,380,0.55,0.45
VS_Z06_VIR,Vesta,Virgo,212,215,427,0.5,0.5
VS_Z07_LIB,Vesta,Libra,174,173,347,0.5,0.5
VS_Z08_SCO,Vesta,Scorpio,113,97,210,0.54,0.46
VS_Z09_SAG,Vesta,Sagittarius,216,196,412,0.52,0.48
VS_Z10_CAP,Vesta,Capricorn,153,114,267,0.57,0.43
VS_Z11_AQU,Vesta,Aquarius,227,191,418,0.54,0.46
VS_Z12_PIS,Vesta,Pisces,167,175,342,0.49,0.51
