
DAILY PLANET SPEED PHASE:

          Date Speed  Planet SpeedPhase Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-07  0.37   Ceres     Direct 508  492  1000     0.51      0.49
 2: 2021-02-07  0.04  Chiron     Direct 337  329   666     0.51      0.49
 3: 2021-02-07  0.25    Juno     Direct 506  523  1029     0.49      0.51
 4: 2021-02-07  0.24 Jupiter     Direct 467  439   906     0.52      0.48
 5: 2021-02-07  0.55    Mars     Direct 593  586  1179     0.50      0.50
 6: 2021-02-07 -1.12 Mercury Retrograde 114  131   245     0.47      0.53
 7: 2021-02-07 13.94    Moon     Direct 663  672  1335     0.50      0.50
 8: 2021-02-07  0.03 Neptune     Direct 321  309   630     0.51      0.49
 9: 2021-02-07  1.00   NNode     Direct 663  672  1335     0.50      0.50
10: 2021-02-07  0.34  Pallas     Direct 480  507   987     0.49      0.51
11: 2021-02-07  0.03  Pholus     Direct 353  327   680     0.52      0.48
12: 2021-02-07  0.03   Pluto     Direct 345  321   666     0.52      0.48
13: 2021-02-07  0.12  Saturn     Direct 400  363   763     0.52      0.48
14: 2021-02-07  1.00   SNode     Direct 663  672  1335     0.50      0.50
15: 2021-02-07  1.01     Sun     Direct 663  672  1335     0.50      0.50
16: 2021-02-07  0.02  Uranus     Direct 324  358   682     0.48      0.52
17: 2021-02-07  1.25   Venus     Direct 603  626  1229     0.49      0.51
18: 2021-02-07 -0.15   Vesta Retrograde  88  105   193     0.46      0.54

DAILY PLANET ZODIAC SIGN POSITION:

    pID       Date  Planet     ZodSign Buy Sell DaysN BuyDays% SellDays%
 1:  CE 2021-02-07   Ceres      Pisces 128  113   241     0.53      0.47
 2:  CH 2021-02-07  Chiron       Aries 428  443   871     0.49      0.51
 3:  JN 2021-02-07    Juno Sagittarius  23   22    45     0.51      0.49
 4:  JU 2021-02-07 Jupiter    Aquarius  22   22    44     0.50      0.50
 5:  MA 2021-02-07    Mars      Taurus  43   28    71     0.61      0.39
 6:  ME 2021-02-07 Mercury    Aquarius  44   45    89     0.49      0.51
 7:  MO 2021-02-07    Moon Sagittarius  50   62   112     0.45      0.55
 8:  NE 2021-02-07 Neptune      Pisces 663  672  1335     0.50      0.50
 9:  NN 2021-02-07   NNode      Gemini 121  118   239     0.51      0.49
10:  PA 2021-02-07  Pallas    Aquarius  48   41    89     0.54      0.46
11:  PH 2021-02-07  Pholus   Capricorn 413  427   840     0.49      0.51
12:  PL 2021-02-07   Pluto   Capricorn 663  672  1335     0.50      0.50
13:  SA 2021-02-07  Saturn    Aquarius  77   69   146     0.53      0.47
14:  SN 2021-02-07   SNode Sagittarius 121  118   239     0.51      0.49
15:  SU 2021-02-07     Sun    Aquarius  51   50   101     0.50      0.50
16:  UR 2021-02-07  Uranus      Taurus 434  435   869     0.50      0.50
17:  VE 2021-02-07   Venus    Aquarius  39   33    72     0.54      0.46
18:  VS 2021-02-07   Vesta       Virgo  90   75   165     0.55      0.45

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-07    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 663  672  1335     0.50      0.50
 2: 2021-02-07    0.17   0.00   0.38         0      23         9       24     Sun   Ceres SemiQuintile  13   23    36     0.36      0.64
 3: 2021-02-07    0.31   0.01   0.69         0      23        14       24 Mercury  Chiron   SemiSquare  10   10    20     0.50      0.50
 4: 2021-02-07    0.86   0.01   1.72        18      23        21        6    Moon  Saturn SemiQuintile  49   51   100     0.49      0.51
 5: 2021-02-07    1.00   0.01   1.75         4      10         7        7    Moon  Uranus SesquiSquare  49   50    99     0.49      0.51
 6: 2021-02-07    0.98   0.02   1.72        12      18        15        7    Moon Jupiter   SemiSquare  48   51    99     0.48      0.52
 7: 2021-02-07    0.44   0.02   1.00         0      23         4       24   Venus  Uranus       Square  13   12    25     0.52      0.48
 8: 2021-02-07    0.97   0.03   1.72         9      15        12        7    Moon   Ceres       Square  46   51    97     0.47      0.53
 9: 2021-02-07    0.96   0.03   1.70         4      10         7        7    Moon    Mars   BiQuintile  60   36    96     0.62      0.38
10: 2021-02-07    0.99   0.03   1.77        10      16        13        7    Moon   Pluto  SemiSextile  47   53   100     0.47      0.53
11: 2021-02-07    1.00   0.04   1.77         6      12         9        7    Moon  Chiron    BiSeptile  53   47   100     0.53      0.47
12: 2021-02-07    0.77   0.04   1.65         0       4         1        5    Moon     Sun      Sextile  47   47    94     0.50      0.50
13: 2021-02-07    0.91   0.09   1.75        20      23        23        4    Moon    Mars SesquiSquare  49   47    96     0.51      0.49
14: 2021-02-07    0.81   0.10   1.52         0      23        23       24 Mercury  Pallas  Conjunction  19   16    35     0.54      0.46
15: 2021-02-07    0.14   0.10   0.18         0      23        23       24  Saturn  Chiron      Sextile   8    9    17     0.47      0.53
16: 2021-02-07    0.57   0.11   1.04         0      23        NA       24     Sun Neptune  SemiSextile  11   15    26     0.42      0.58
17: 2021-02-07    0.99   0.14   1.84         1       7         4        7    Moon  Pallas      Sextile  58   39    97     0.60      0.40
18: 2021-02-07    0.30   0.16   0.45         0      23        NA       24  Pallas  Pholus   SemiSquare   7    5    12     0.58      0.42
19: 2021-02-07    0.94   0.17   1.72         4       9         6        6    Moon Mercury      Sextile  45   50    95     0.47      0.53
20: 2021-02-07    1.06   0.17   1.94         4      11         7        8    Moon   Venus   SemiSquare  44   47    91     0.48      0.52
21: 2021-02-07    1.02   0.19   1.93         0       6         3        7    Moon Neptune       Square  55   43    98     0.56      0.44
22: 2021-02-07    1.01   0.19   1.91         2       8         5        7    Moon  Saturn   SemiSquare  46   52    98     0.47      0.53
23: 2021-02-07    1.04   0.24   1.99         1       7         4        7    Moon   Vesta       Square  46   51    97     0.47      0.53
24: 2021-02-07    1.03   0.26   1.99         0       6         3        7    Moon   Pluto SemiQuintile  57   42    99     0.58      0.42
25: 2021-02-07    0.53   0.30   0.76         0      23        NA       24   Vesta  Pallas     Quincunx  38   36    74     0.51      0.49
26: 2021-02-07    0.41   0.31   0.51         0      23        NA       24 Jupiter  Pholus SemiQuintile  25   17    42     0.60      0.40
