PlanetQuality,Planet,Quality,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CAR,Ceres,Cardinal,448,427,875,0.51,0.49
CE_FIX,Ceres,Fixed,499,481,980,0.51,0.49
CE_MUT,Ceres,Mutable,721,619,1340,0.54,0.46
CH_CAR,Chiron,Cardinal,419,369,788,0.53,0.47
CH_FIX,Chiron,Fixed,393,368,761,0.52,0.48
CH_MUT,Chiron,Mutable,856,790,1646,0.52,0.48
JN_CAR,Juno,Cardinal,487,439,926,0.53,0.47
JN_FIX,Juno,Fixed,538,476,1014,0.53,0.47
JN_MUT,Juno,Mutable,643,612,1255,0.51,0.49
JU_CAR,Jupiter,Cardinal,597,539,1136,0.53,0.47
JU_FIX,Jupiter,Fixed,612,570,1182,0.52,0.48
JU_MUT,Jupiter,Mutable,459,418,877,0.52,0.48
MA_CAR,Mars,Cardinal,623,540,1163,0.54,0.46
MA_FIX,Mars,Fixed,512,515,1027,0.5,0.5
MA_MUT,Mars,Mutable,533,472,1005,0.53,0.47
ME_CAR,Mercury,Cardinal,559,489,1048,0.53,0.47
ME_FIX,Mercury,Fixed,569,515,1084,0.52,0.48
ME_MUT,Mercury,Mutable,540,523,1063,0.51,0.49
MO_CAR,Moon,Cardinal,549,544,1093,0.5,0.5
MO_FIX,Moon,Fixed,563,472,1035,0.54,0.46
MO_MUT,Moon,Mutable,556,511,1067,0.52,0.48
NE_FIX,Neptune,Fixed,511,471,982,0.52,0.48
NE_MUT,Neptune,Mutable,1157,1056,2213,0.52,0.48
NN_CAR,NNode,Cardinal,588,529,1117,0.53,0.47
NN_FIX,NNode,Fixed,581,555,1136,0.51,0.49
NN_MUT,NNode,Mutable,499,443,942,0.53,0.47
PA_CAR,Pallas,Cardinal,520,483,1003,0.52,0.48
PA_FIX,Pallas,Fixed,519,454,973,0.53,0.47
PA_MUT,Pallas,Mutable,629,590,1219,0.52,0.48
PH_CAR,Pholus,Cardinal,410,359,769,0.53,0.47
PH_MUT,Pholus,Mutable,1258,1168,2426,0.52,0.48
PL_CAR,Pluto,Cardinal,1565,1431,2996,0.52,0.48
PL_MUT,Pluto,Mutable,103,96,199,0.52,0.48
SA_CAR,Saturn,Cardinal,670,638,1308,0.51,0.49
SA_FIX,Saturn,Fixed,474,427,901,0.53,0.47
SA_MUT,Saturn,Mutable,524,462,986,0.53,0.47
SN_CAR,SNode,Cardinal,588,529,1117,0.53,0.47
SN_FIX,SNode,Fixed,581,555,1136,0.51,0.49
SN_MUT,SNode,Mutable,499,443,942,0.53,0.47
SU_CAR,Sun,Cardinal,586,461,1047,0.56,0.44
SU_FIX,Sun,Fixed,542,529,1071,0.51,0.49
SU_MUT,Sun,Mutable,540,537,1077,0.5,0.5
UR_CAR,Uranus,Cardinal,844,772,1616,0.52,0.48
UR_FIX,Uranus,Fixed,413,373,786,0.53,0.47
UR_MUT,Uranus,Mutable,411,382,793,0.52,0.48
VE_CAR,Venus,Cardinal,537,535,1072,0.5,0.5
VE_FIX,Venus,Fixed,561,474,1035,0.54,0.46
VE_MUT,Venus,Mutable,570,518,1088,0.52,0.48
VS_CAR,Vesta,Cardinal,531,459,990,0.54,0.46
VS_FIX,Vesta,Fixed,578,577,1155,0.5,0.5
VS_MUT,Vesta,Mutable,559,491,1050,0.53,0.47
