PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
MAPL_a180,1,47,-0.001,0.017,0.001,0,0.012,-0.046,0.034,0.08,-0.514,0.52,0.002
MENE_a120,1,76,0.002,0.019,0.002,0,0.015,-0.045,0.071,0.116,0.869,2.186,0.002
MEUR_a144,1,66,0.001,0.016,0.001,0.001,0.012,-0.044,0.06,0.103,0.393,2.486,0.002
SUMA_a90,1,66,0,0.017,0.001,0,0.016,-0.034,0.042,0.076,0.25,-0.355,0.002
SUNE_a144,1,79,0.004,0.016,0.002,0.002,0.008,-0.031,0.071,0.102,1.817,5.332,0.002
SUPL_a90,1,69,0.005,0.015,0.004,0.004,0.01,-0.031,0.071,0.102,1.623,5.304,0.002
VENE_a180,1,35,0.005,0.012,0.005,0.005,0.008,-0.026,0.029,0.055,-0.498,0.441,0.002
VESU_a36,1,258,0,0.019,0,0.001,0.012,-0.091,0.083,0.174,-1.013,6.457,0.001
MOSA_a120,1,226,0.001,0.017,0.001,0.001,0.012,-0.07,0.071,0.141,0.237,3.197,0.001
MOME_a72,1,223,0.002,0.018,0.001,0.001,0.011,-0.034,0.167,0.2,3.891,31.239,0.001
MOVE_a135,1,223,0,0.019,-0.001,0,0.013,-0.049,0.086,0.135,0.974,4.055,0.001
MOUR_a72,1,217,0.001,0.018,0.001,0.001,0.012,-0.047,0.083,0.13,0.698,3.878,0.001
MONE_a45,1,233,0.001,0.019,0.001,0.001,0.012,-0.077,0.093,0.169,1.019,6.163,0.001
MOSU_a103,1,206,0,0.014,0.001,0.001,0.009,-0.069,0.058,0.126,-0.587,3.825,0.001
MOJU_a30,1,244,-0.001,0.015,-0.001,-0.001,0.011,-0.052,0.09,0.142,0.914,6.261,0.001
MONE_a36,1,223,0.001,0.019,0,0,0.011,-0.055,0.093,0.148,1.594,6.412,0.001
MOVE_a144,1,199,0,0.016,0,0,0.011,-0.07,0.07,0.14,-0.13,3.085,0.001
MOUR_a60,1,221,0,0.016,0,0,0.011,-0.043,0.071,0.114,0.471,2.859,0.001
MOSA_a135,1,239,-0.001,0.016,-0.001,0,0.01,-0.069,0.068,0.137,-0.453,3.724,0.001
MOJU_a36,1,248,0,0.014,0,0,0.01,-0.058,0.066,0.125,-0.089,3.751,0.001
MONE_a30,1,224,-0.001,0.017,-0.001,-0.001,0.01,-0.069,0.09,0.159,0.528,5.953,0.001
MOVE_a150,1,202,0,0.016,0,0,0.01,-0.07,0.071,0.142,-0.128,4.211,0.001
MOME_a90,1,216,0.001,0.016,0.001,0.001,0.011,-0.066,0.082,0.148,0.375,4.992,0.001
MAUR_a103,1,76,-0.003,0.021,0.001,-0.001,0.015,-0.077,0.042,0.118,-1.009,1.329,0.002
MEMA_a120,1,45,0,0.02,0.004,0.001,0.02,-0.045,0.042,0.087,-0.417,-0.449,0.003
MEPL_a60,1,72,0.004,0.018,0.004,0.003,0.012,-0.03,0.083,0.113,1.392,4.609,0.002
SUJU_a72,1,71,0.001,0.027,0.003,0.001,0.013,-0.118,0.093,0.211,-0.903,6.355,0.003
MOSU_a144,1,206,0.001,0.018,0,0.001,0.012,-0.074,0.065,0.139,-0.166,3.103,0.001
MOJU_a72,1,204,0.001,0.018,0.001,0.001,0.012,-0.058,0.086,0.144,0.789,4.129,0.001
SUSA_a30,1,86,0.001,0.017,0.004,0.002,0.015,-0.069,0.038,0.107,-1.29,3.667,0.002
MOME_a120,1,217,0.001,0.016,0.001,0.001,0.012,-0.074,0.065,0.139,0.057,3.312,0.001
MOPL_a60,1,219,0,0.018,0.001,0,0.012,-0.118,0.06,0.178,-1.072,8.784,0.001
MOMA_a120,1,219,0,0.015,0.001,0,0.01,-0.056,0.057,0.113,0.075,2.778,0.001
MEJU_a45,1,114,0.005,0.019,0.003,0.004,0.011,-0.039,0.093,0.132,1.368,4.718,0.002
MOSU_a150,1,206,0.001,0.015,0.001,0,0.011,-0.053,0.057,0.11,0.054,1.98,0.001
MOSA_a180,1,106,0.002,0.023,-0.001,-0.001,0.012,-0.04,0.167,0.207,3.668,22.161,0.002
MOPL_a72,1,227,0.001,0.02,0,0,0.01,-0.091,0.167,0.258,2.368,21.072,0.001
MOME_a135,1,211,0,0.018,0,0,0.012,-0.084,0.054,0.138,-0.709,3.769,0.001
MOJU_a90,1,195,0.002,0.018,0.001,0.002,0.011,-0.091,0.093,0.184,0.408,7.027,0.001
MOMA_a103,1,205,0.002,0.016,0.001,0.001,0.011,-0.058,0.06,0.118,0.196,2.086,0.001
MOUR_a0,1,116,0,0.02,-0.001,-0.002,0.01,-0.055,0.093,0.148,1.886,7.903,0.002
MOME_a144,1,206,-0.001,0.017,0.001,0,0.012,-0.084,0.054,0.138,-1.273,5.245,0.001
SUNE_a135,1,71,0.002,0.015,0.002,0.002,0.011,-0.045,0.051,0.097,-0.427,2.556,0.002
MOJU_a103,1,212,0,0.015,0,0,0.011,-0.053,0.06,0.113,0.26,2.735,0.001
MOPL_a90,1,226,0.002,0.018,0,0.001,0.012,-0.074,0.093,0.167,1.124,7.478,0.001
MOME_a150,1,208,0.001,0.017,0.001,0.001,0.012,-0.072,0.071,0.143,-0.336,3.495,0.001
MOMA_a90,1,208,0.001,0.022,0,0,0.011,-0.084,0.182,0.267,2.357,22.339,0.002
MOSA_a150,1,223,0,0.016,0,0,0.01,-0.058,0.086,0.144,0.534,5.685,0.001
MOSU_a180,1,95,0.002,0.02,0.001,0.002,0.012,-0.07,0.07,0.14,0.193,3.657,0.002
MEUR_a135,1,69,0.001,0.017,0.001,0.001,0.01,-0.053,0.054,0.107,-0.139,2.38,0.002
MOSA_a144,1,233,0.001,0.016,-0.001,0,0.011,-0.056,0.07,0.126,0.488,3.575,0.001
MOPL_a103,1,224,0.002,0.016,0.001,0.002,0.011,-0.045,0.07,0.115,0.742,3.037,0.001
MOJU_a120,1,237,0.001,0.015,0.001,0.001,0.011,-0.07,0.066,0.136,0.008,2.745,0.001
MOUR_a30,1,224,-0.001,0.018,-0.001,-0.001,0.012,-0.058,0.07,0.128,0.182,2.273,0.001
MOMA_a72,1,220,0.001,0.017,0,0.001,0.012,-0.074,0.082,0.156,0.113,3.951,0.001
MONE_a60,1,224,0,0.016,0,0,0.012,-0.057,0.07,0.126,-0.013,2.55,0.001
MOUR_a36,1,226,-0.001,0.02,0,0,0.012,-0.118,0.066,0.184,-1.234,7.221,0.001
MOVE_a120,1,207,-0.001,0.018,0,-0.001,0.011,-0.084,0.065,0.149,-0.419,3.201,0.001
MOPL_a120,1,221,0,0.016,0.001,0,0.012,-0.059,0.081,0.139,0.086,4.092,0.001
MOJU_a135,1,250,-0.001,0.016,0,-0.001,0.011,-0.084,0.057,0.141,-0.579,3.826,0.001
MOMA_a60,1,223,0.001,0.018,0.002,0.002,0.011,-0.118,0.082,0.2,-1.713,11.331,0.001
MOME_a180,1,102,0.001,0.017,0.001,0,0.012,-0.049,0.078,0.127,0.792,3.927,0.002
MOUR_a45,1,230,-0.002,0.021,0,-0.001,0.012,-0.118,0.182,0.3,1.589,27.473,0.001
MONE_a72,1,229,-0.001,0.016,0,0,0.011,-0.053,0.066,0.119,-0.192,2.133,0.001
JUUR_a90,1,98,0.001,0.017,0.003,0.002,0.014,-0.047,0.042,0.089,-0.596,1.095,0.002
MESA_a60,1,80,-0.005,0.015,-0.001,-0.002,0.009,-0.046,0.021,0.067,-1.327,1.199,0.002
MOSU_a120,1,214,0.001,0.018,0,0,0.011,-0.058,0.086,0.144,0.854,4.879,0.001
SUSA_a36,1,82,0,0.019,0,-0.001,0.008,-0.053,0.086,0.139,1.552,6.547,0.002
VEPL_a120,1,63,0.003,0.018,0.003,0.003,0.012,-0.066,0.06,0.126,-0.056,3.966,0.002
MOVE_a72,1,215,0.001,0.015,0.001,0.001,0.01,-0.069,0.054,0.122,-0.637,3.2,0.001
