PlanetsAspect,buy,sell,daysN,BuyDays%,SellDays%
JUNE_a0,39,38,77,0.51,0.49
JUNE_a103,35,31,66,0.53,0.47
JUNE_a120,35,37,72,0.49,0.51
JUNE_a135,29,40,69,0.42,0.58
JUNE_a144,22,19,41,0.54,0.46
JUNE_a150,48,21,69,0.7,0.3
JUNE_a180,7,3,10,0.7,0.3
JUNE_a30,58,54,112,0.52,0.48
JUNE_a36,64,66,130,0.49,0.51
JUNE_a45,27,15,42,0.64,0.36
JUNE_a60,64,65,129,0.5,0.5
JUNE_a72,27,31,58,0.47,0.53
JUNE_a90,39,33,72,0.54,0.46
JUPL_a0,54,39,93,0.58,0.42
JUPL_a103,4,6,10,0.4,0.6
JUPL_a120,33,27,60,0.55,0.45
JUPL_a135,10,14,24,0.42,0.58
JUPL_a144,41,31,72,0.57,0.43
JUPL_a150,48,54,102,0.47,0.53
JUPL_a180,21,32,53,0.4,0.6
JUPL_a30,53,42,95,0.56,0.44
JUPL_a36,47,49,96,0.49,0.51
JUPL_a45,39,18,57,0.68,0.32
JUPL_a60,41,40,81,0.51,0.49
JUPL_a72,19,7,26,0.73,0.27
JUPL_a90,57,44,101,0.56,0.44
JUSA_a0,18,7,25,0.72,0.28
JUSA_a103,34,32,66,0.52,0.48
JUSA_a120,47,55,102,0.46,0.54
JUSA_a135,38,47,85,0.45,0.55
JUSA_a144,45,22,67,0.67,0.33
JUSA_a150,32,36,68,0.47,0.53
JUSA_a180,34,16,50,0.68,0.32
JUSA_a30,57,49,106,0.54,0.46
JUSA_a36,13,8,21,0.62,0.38
JUSA_a45,46,57,103,0.45,0.55
JUSA_a60,32,21,53,0.6,0.4
JUSA_a72,35,16,51,0.69,0.31
JUSA_a90,9,7,16,0.56,0.44
JUUR_a0,49,36,85,0.58,0.42
JUUR_a103,39,50,89,0.44,0.56
JUUR_a120,30,30,60,0.5,0.5
JUUR_a135,28,26,54,0.52,0.48
JUUR_a144,19,10,29,0.66,0.34
JUUR_a150,9,11,20,0.45,0.55
JUUR_a180,32,33,65,0.49,0.51
JUUR_a30,88,72,160,0.55,0.45
JUUR_a36,81,76,157,0.52,0.48
JUUR_a45,9,20,29,0.31,0.69
JUUR_a60,55,86,141,0.39,0.61
JUUR_a72,25,20,45,0.56,0.44
JUUR_a90,53,45,98,0.54,0.46
MAJU_a0,11,25,36,0.31,0.69
MAJU_a103,34,32,66,0.52,0.48
MAJU_a120,20,35,55,0.36,0.64
MAJU_a135,46,31,77,0.6,0.4
MAJU_a144,38,24,62,0.61,0.39
MAJU_a150,33,21,54,0.61,0.39
MAJU_a180,14,13,27,0.52,0.48
MAJU_a30,31,31,62,0.5,0.5
MAJU_a36,29,34,63,0.46,0.54
MAJU_a45,33,22,55,0.6,0.4
MAJU_a60,24,28,52,0.46,0.54
MAJU_a72,40,41,81,0.49,0.51
MAJU_a90,36,36,72,0.5,0.5
MANE_a0,11,16,27,0.41,0.59
MANE_a103,33,23,56,0.59,0.41
MANE_a120,21,30,51,0.41,0.59
MANE_a135,45,46,91,0.49,0.51
MANE_a144,43,50,93,0.46,0.54
MANE_a150,42,37,79,0.53,0.47
MANE_a180,20,28,48,0.42,0.58
MANE_a30,46,32,78,0.59,0.41
MANE_a36,52,44,96,0.54,0.46
MANE_a45,37,50,87,0.43,0.57
MANE_a60,29,19,48,0.6,0.4
MANE_a72,23,21,44,0.52,0.48
MANE_a90,21,30,51,0.41,0.59
MAPL_a0,17,9,26,0.65,0.35
MAPL_a103,40,20,60,0.67,0.33
MAPL_a120,33,38,71,0.46,0.54
MAPL_a135,40,45,85,0.47,0.53
MAPL_a144,30,39,69,0.43,0.57
MAPL_a150,40,37,77,0.52,0.48
MAPL_a180,26,21,47,0.55,0.45
MAPL_a30,29,19,48,0.6,0.4
MAPL_a36,22,28,50,0.44,0.56
MAPL_a45,24,31,55,0.44,0.56
MAPL_a60,35,19,54,0.65,0.35
MAPL_a72,28,23,51,0.55,0.45
MAPL_a90,46,44,90,0.51,0.49
MASA_a0,19,11,30,0.63,0.37
MASA_a103,14,35,49,0.29,0.71
MASA_a120,26,21,47,0.55,0.45
MASA_a135,30,21,51,0.59,0.41
MASA_a144,24,20,44,0.55,0.45
MASA_a150,21,24,45,0.47,0.53
MASA_a180,8,10,18,0.44,0.56
MASA_a30,58,61,119,0.49,0.51
MASA_a36,66,41,107,0.62,0.38
MASA_a45,48,62,110,0.44,0.56
MASA_a60,62,45,107,0.58,0.42
MASA_a72,48,51,99,0.48,0.52
MASA_a90,48,39,87,0.55,0.45
MAUR_a0,10,19,29,0.34,0.66
MAUR_a103,40,36,76,0.53,0.47
MAUR_a120,29,22,51,0.57,0.43
MAUR_a135,28,41,69,0.41,0.59
MAUR_a144,44,38,82,0.54,0.46
MAUR_a150,39,49,88,0.44,0.56
MAUR_a180,24,17,41,0.59,0.41
MAUR_a30,24,31,55,0.44,0.56
MAUR_a36,34,21,55,0.62,0.38
MAUR_a45,32,20,52,0.62,0.38
MAUR_a60,27,25,52,0.52,0.48
MAUR_a72,30,20,50,0.6,0.4
MAUR_a90,37,37,74,0.5,0.5
MEJU_a0,20,18,38,0.53,0.47
MEJU_a103,17,33,50,0.34,0.66
MEJU_a120,28,21,49,0.57,0.43
MEJU_a135,47,37,84,0.56,0.44
MEJU_a144,43,43,86,0.5,0.5
MEJU_a150,20,27,47,0.43,0.57
MEJU_a180,11,10,21,0.52,0.48
MEJU_a30,36,49,85,0.42,0.58
MEJU_a36,51,56,107,0.48,0.52
MEJU_a45,71,43,114,0.62,0.38
MEJU_a60,37,18,55,0.67,0.33
MEJU_a72,34,40,74,0.46,0.54
MEJU_a90,34,41,75,0.45,0.55
MEMA_a0,35,45,80,0.44,0.56
MEMA_a103,40,42,82,0.49,0.51
MEMA_a120,27,18,45,0.6,0.4
MEMA_a135,18,18,36,0.5,0.5
MEMA_a144,13,16,29,0.45,0.55
MEMA_a150,7,16,23,0.3,0.7
MEMA_a180,5,8,13,0.38,0.62
MEMA_a30,59,71,130,0.45,0.55
MEMA_a36,50,42,92,0.54,0.46
MEMA_a45,61,60,121,0.5,0.5
MEMA_a60,41,48,89,0.46,0.54
MEMA_a72,47,33,80,0.59,0.41
MEMA_a90,35,24,59,0.59,0.41
MENE_a0,23,24,47,0.49,0.51
MENE_a103,46,32,78,0.59,0.41
MENE_a120,45,31,76,0.59,0.41
MENE_a135,40,47,87,0.46,0.54
MENE_a144,40,29,69,0.58,0.42
MENE_a150,42,29,71,0.59,0.41
MENE_a180,16,20,36,0.44,0.56
MENE_a30,42,39,81,0.52,0.48
MENE_a36,30,34,64,0.47,0.53
MENE_a45,35,35,70,0.5,0.5
MENE_a60,24,27,51,0.47,0.53
MENE_a72,39,38,77,0.51,0.49
MENE_a90,45,40,85,0.53,0.47
MEPL_a0,19,25,44,0.43,0.57
MEPL_a103,45,28,73,0.62,0.38
MEPL_a120,23,29,52,0.44,0.56
MEPL_a135,30,19,49,0.61,0.39
MEPL_a144,38,38,76,0.5,0.5
MEPL_a150,33,28,61,0.54,0.46
MEPL_a180,12,8,20,0.6,0.4
MEPL_a30,35,31,66,0.53,0.47
MEPL_a36,47,52,99,0.47,0.53
MEPL_a45,39,35,74,0.53,0.47
MEPL_a60,45,27,72,0.62,0.38
MEPL_a72,30,38,68,0.44,0.56
MEPL_a90,33,30,63,0.52,0.48
MESA_a0,20,24,44,0.45,0.55
MESA_a103,30,41,71,0.42,0.58
MESA_a120,39,28,67,0.58,0.42
MESA_a135,44,35,79,0.56,0.44
MESA_a144,36,26,62,0.58,0.42
MESA_a150,23,23,46,0.5,0.5
MESA_a180,12,13,25,0.48,0.52
MESA_a30,33,52,85,0.39,0.61
MESA_a36,49,31,80,0.61,0.39
MESA_a45,41,35,76,0.54,0.46
MESA_a60,34,46,80,0.42,0.57
MESA_a72,46,45,91,0.51,0.49
MESA_a90,38,33,71,0.54,0.46
MESU_a0,93,92,185,0.5,0.5
MEUR_a0,18,21,39,0.46,0.54
MEUR_a103,29,35,64,0.45,0.55
MEUR_a120,45,24,69,0.65,0.35
MEUR_a135,37,32,69,0.54,0.46
MEUR_a144,35,31,66,0.53,0.47
MEUR_a150,41,31,72,0.57,0.43
MEUR_a180,25,10,35,0.71,0.29
MEUR_a30,26,39,65,0.4,0.6
MEUR_a36,36,36,72,0.5,0.5
MEUR_a45,41,41,82,0.5,0.5
MEUR_a60,47,39,86,0.55,0.45
MEUR_a72,31,34,65,0.48,0.52
MEUR_a90,36,35,71,0.51,0.49
MEVE_a0,48,72,120,0.4,0.6
MEVE_a30,155,113,268,0.58,0.42
MEVE_a36,91,102,193,0.47,0.53
MEVE_a45,96,60,156,0.62,0.38
MEVE_a60,77,76,153,0.5,0.5
MEVE_a72,15,18,33,0.45,0.55
MOJU_a0,45,54,99,0.45,0.55
MOJU_a103,111,101,212,0.52,0.48
MOJU_a120,129,108,237,0.54,0.46
MOJU_a135,125,125,250,0.5,0.5
MOJU_a144,123,115,238,0.52,0.48
MOJU_a150,127,103,230,0.55,0.45
MOJU_a180,61,26,87,0.7,0.3
MOJU_a30,113,131,244,0.46,0.54
MOJU_a36,124,124,248,0.5,0.5
MOJU_a45,131,118,249,0.53,0.47
MOJU_a60,100,125,225,0.44,0.56
MOJU_a72,108,96,204,0.53,0.47
MOJU_a90,103,92,195,0.53,0.47
MOMA_a0,56,42,98,0.57,0.43
MOMA_a103,109,96,205,0.53,0.47
MOMA_a120,116,103,219,0.53,0.47
MOMA_a135,115,104,219,0.53,0.47
MOMA_a144,100,122,222,0.45,0.55
MOMA_a150,105,116,221,0.48,0.52
MOMA_a180,56,47,103,0.54,0.46
MOMA_a30,120,98,218,0.55,0.45
MOMA_a36,113,104,217,0.52,0.48
MOMA_a45,114,102,216,0.53,0.47
MOMA_a60,132,91,223,0.59,0.41
MOMA_a72,109,111,220,0.5,0.5
MOMA_a90,105,103,208,0.5,0.5
MOME_a0,48,53,101,0.48,0.52
MOME_a103,109,105,214,0.51,0.49
MOME_a120,118,99,217,0.54,0.46
MOME_a135,103,108,211,0.49,0.51
MOME_a144,110,96,206,0.53,0.47
MOME_a150,111,97,208,0.53,0.47
MOME_a180,53,49,102,0.52,0.48
MOME_a30,112,103,215,0.52,0.48
MOME_a36,98,108,206,0.48,0.52
MOME_a45,103,105,208,0.5,0.5
MOME_a60,104,113,217,0.48,0.52
MOME_a72,125,98,223,0.56,0.44
MOME_a90,122,94,216,0.56,0.44
MONE_a0,54,56,110,0.49,0.51
MONE_a103,124,93,217,0.57,0.43
MONE_a120,101,115,216,0.47,0.53
MONE_a135,114,113,227,0.5,0.5
MONE_a144,123,90,213,0.58,0.42
MONE_a150,116,94,210,0.55,0.45
MONE_a180,60,45,105,0.57,0.43
MONE_a30,106,118,224,0.47,0.53
MONE_a36,113,110,223,0.51,0.49
MONE_a45,124,109,233,0.53,0.47
MONE_a60,116,108,224,0.52,0.48
MONE_a72,112,117,229,0.49,0.51
MONE_a90,113,101,214,0.53,0.47
MOPL_a0,67,46,113,0.59,0.41
MOPL_a103,124,100,224,0.55,0.45
MOPL_a120,116,105,221,0.52,0.48
MOPL_a135,133,96,229,0.58,0.42
MOPL_a144,128,99,227,0.56,0.44
MOPL_a150,128,97,225,0.57,0.43
MOPL_a180,54,60,114,0.47,0.53
MOPL_a30,114,106,220,0.52,0.48
MOPL_a36,102,106,208,0.49,0.51
MOPL_a45,111,101,212,0.52,0.48
MOPL_a60,116,103,219,0.53,0.47
MOPL_a72,110,117,227,0.48,0.52
MOPL_a90,118,108,226,0.52,0.48
MOSA_a0,53,53,106,0.5,0.5
MOSA_a103,109,118,227,0.48,0.52
MOSA_a120,118,108,226,0.52,0.48
MOSA_a135,116,123,239,0.49,0.51
MOSA_a144,112,121,233,0.48,0.52
MOSA_a150,113,110,223,0.51,0.49
MOSA_a180,50,56,106,0.47,0.53
MOSA_a30,119,104,223,0.53,0.47
MOSA_a36,129,96,225,0.57,0.43
MOSA_a45,130,90,220,0.59,0.41
MOSA_a60,120,107,227,0.53,0.47
MOSA_a72,115,96,211,0.55,0.45
MOSA_a90,119,104,223,0.53,0.47
MOSU_a0,55,47,102,0.54,0.46
MOSU_a103,118,88,206,0.57,0.43
MOSU_a120,111,103,214,0.52,0.48
MOSU_a135,104,108,212,0.49,0.51
MOSU_a144,103,103,206,0.5,0.5
MOSU_a150,111,95,206,0.54,0.46
MOSU_a180,53,42,95,0.56,0.44
MOSU_a30,101,104,205,0.49,0.51
MOSU_a36,113,97,210,0.54,0.46
MOSU_a45,119,87,206,0.58,0.42
MOSU_a60,105,117,222,0.47,0.53
MOSU_a72,115,108,223,0.52,0.48
MOSU_a90,112,102,214,0.52,0.48
MOUR_a0,53,63,116,0.46,0.54
MOUR_a103,122,100,222,0.55,0.45
MOUR_a120,123,100,223,0.55,0.45
MOUR_a135,126,96,222,0.57,0.43
MOUR_a144,126,86,212,0.59,0.41
MOUR_a150,117,94,211,0.55,0.45
MOUR_a180,53,48,101,0.52,0.48
MOUR_a30,105,119,224,0.47,0.53
MOUR_a36,116,110,226,0.51,0.49
MOUR_a45,112,118,230,0.49,0.51
MOUR_a60,111,110,221,0.5,0.5
MOUR_a72,117,100,217,0.54,0.46
MOUR_a90,111,114,225,0.49,0.51
MOVE_a0,60,40,100,0.6,0.4
MOVE_a103,106,108,214,0.5,0.5
MOVE_a120,102,105,207,0.49,0.51
MOVE_a135,109,114,223,0.49,0.51
MOVE_a144,100,99,199,0.5,0.5
MOVE_a150,104,98,202,0.51,0.49
MOVE_a180,56,40,96,0.58,0.42
MOVE_a30,108,105,213,0.51,0.49
MOVE_a36,113,94,207,0.55,0.45
MOVE_a45,119,80,199,0.6,0.4
MOVE_a60,115,96,211,0.55,0.45
MOVE_a72,119,96,215,0.55,0.45
MOVE_a90,127,88,215,0.59,0.41
SANE_a103,61,54,115,0.53,0.47
SANE_a120,73,73,146,0.5,0.5
SANE_a135,35,35,70,0.5,0.5
SANE_a144,44,25,69,0.64,0.36
SANE_a150,81,61,142,0.57,0.43
SANE_a45,10,8,18,0.56,0.44
SANE_a60,70,46,116,0.6,0.4
SANE_a72,50,60,110,0.45,0.55
SANE_a90,4,0,4,1,0
SAPL_a0,13,19,32,0.41,0.59
SAPL_a103,31,49,80,0.39,0.61
SAPL_a120,21,25,46,0.46,0.54
SAPL_a30,2,3,5,0.4,0.6
SAPL_a36,3,1,4,0.75,0.25
SAPL_a45,64,55,119,0.54,0.46
SAPL_a60,57,62,119,0.48,0.52
SAPL_a72,38,56,94,0.4,0.6
SAPL_a90,50,56,106,0.47,0.53
SAUR_a103,109,88,197,0.55,0.45
SAUR_a120,64,57,121,0.53,0.47
SAUR_a135,39,39,78,0.5,0.5
SAUR_a144,58,70,128,0.45,0.55
SAUR_a150,59,50,109,0.54,0.46
SAUR_a180,68,64,132,0.52,0.48
SUJU_a0,16,20,36,0.44,0.56
SUJU_a103,45,24,69,0.65,0.35
SUJU_a120,35,25,60,0.58,0.42
