PlanetsAspect,PlanetX,PlanetY,Aspect,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CH_a0,Ceres,Chiron,Conjunction,6,3,9,0.67,0.33
CE_CH_a103,Ceres,Chiron,BiSeptile,53,56,109,0.49,0.51
CE_CH_a120,Ceres,Chiron,Trine,37,42,79,0.47,0.53
CE_CH_a135,Ceres,Chiron,SesquiSquare,41,44,85,0.48,0.52
CE_CH_a144,Ceres,Chiron,BiQuintile,41,46,87,0.47,0.53
CE_CH_a150,Ceres,Chiron,Quincunx,31,33,64,0.48,0.52
CE_CH_a180,Ceres,Chiron,Opposition,7,12,19,0.37,0.63
CE_CH_a30,Ceres,Chiron,SemiSextile,47,32,79,0.59,0.41
CE_CH_a36,Ceres,Chiron,SemiQuintile,54,40,94,0.57,0.43
CE_CH_a45,Ceres,Chiron,SemiSquare,35,39,74,0.47,0.53
CE_CH_a60,Ceres,Chiron,Sextile,42,30,72,0.58,0.42
CE_CH_a72,Ceres,Chiron,Quintile,18,20,38,0.47,0.53
CE_CH_a90,Ceres,Chiron,Square,37,31,68,0.54,0.46
CE_JU_a0,Ceres,Jupiter,Conjunction,22,11,33,0.67,0.33
CE_JU_a103,Ceres,Jupiter,BiSeptile,48,36,84,0.57,0.43
CE_JU_a120,Ceres,Jupiter,Trine,12,6,18,0.67,0.33
CE_JU_a135,Ceres,Jupiter,SesquiSquare,54,46,100,0.54,0.46
CE_JU_a144,Ceres,Jupiter,BiQuintile,24,33,57,0.42,0.58
CE_JU_a150,Ceres,Jupiter,Quincunx,23,30,53,0.43,0.57
CE_JU_a180,Ceres,Jupiter,Opposition,10,10,20,0.5,0.5
CE_JU_a30,Ceres,Jupiter,SemiSextile,28,21,49,0.57,0.43
CE_JU_a36,Ceres,Jupiter,SemiQuintile,71,62,133,0.53,0.47
CE_JU_a45,Ceres,Jupiter,SemiSquare,48,51,99,0.48,0.52
CE_JU_a60,Ceres,Jupiter,Sextile,14,11,25,0.56,0.44
CE_JU_a72,Ceres,Jupiter,Quintile,5,18,23,0.22,0.78
CE_JU_a90,Ceres,Jupiter,Square,50,39,89,0.56,0.44
CE_NE_a0,Ceres,Neptune,Conjunction,11,8,19,0.58,0.42
CE_NE_a103,Ceres,Neptune,BiSeptile,33,34,67,0.49,0.51
CE_NE_a120,Ceres,Neptune,Trine,41,25,66,0.62,0.38
CE_NE_a135,Ceres,Neptune,SesquiSquare,32,36,68,0.47,0.53
CE_NE_a144,Ceres,Neptune,BiQuintile,37,32,69,0.54,0.46
CE_NE_a150,Ceres,Neptune,Quincunx,32,34,66,0.48,0.52
CE_NE_a180,Ceres,Neptune,Opposition,11,9,20,0.55,0.45
CE_NE_a30,Ceres,Neptune,SemiSextile,52,52,104,0.5,0.5
CE_NE_a36,Ceres,Neptune,SemiQuintile,26,35,61,0.43,0.57
CE_NE_a45,Ceres,Neptune,SemiSquare,27,23,50,0.54,0.46
CE_NE_a60,Ceres,Neptune,Sextile,43,24,67,0.64,0.36
CE_NE_a72,Ceres,Neptune,Quintile,17,16,33,0.52,0.48
CE_NE_a90,Ceres,Neptune,Square,36,25,61,0.59,0.41
CE_NN_a0,Ceres,NNode,Conjunction,64,39,103,0.62,0.38
CE_NN_a103,Ceres,NNode,BiSeptile,38,18,56,0.68,0.32
CE_NN_a120,Ceres,NNode,Trine,48,49,97,0.49,0.51
CE_NN_a135,Ceres,NNode,SesquiSquare,56,56,112,0.5,0.5
CE_NN_a144,Ceres,NNode,BiQuintile,45,51,96,0.47,0.53
CE_NN_a150,Ceres,NNode,Quincunx,59,62,121,0.49,0.51
CE_NN_a180,Ceres,NNode,Opposition,12,8,20,0.6,0.4
CE_NN_a30,Ceres,NNode,SemiSextile,13,20,33,0.39,0.61
CE_NN_a36,Ceres,NNode,SemiQuintile,17,16,33,0.52,0.48
CE_NN_a45,Ceres,NNode,SemiSquare,18,13,31,0.58,0.42
CE_NN_a60,Ceres,NNode,Sextile,21,16,37,0.57,0.43
CE_NN_a72,Ceres,NNode,Quintile,32,36,68,0.47,0.53
CE_NN_a90,Ceres,NNode,Square,40,38,78,0.51,0.49
CE_PA_a103,Ceres,Pallas,BiSeptile,8,4,12,0.67,0.33
CE_PA_a30,Ceres,Pallas,SemiSextile,121,138,259,0.47,0.53
CE_PA_a36,Ceres,Pallas,SemiQuintile,157,117,274,0.57,0.43
CE_PA_a45,Ceres,Pallas,SemiSquare,96,78,174,0.55,0.45
CE_PA_a60,Ceres,Pallas,Sextile,59,54,113,0.52,0.48
CE_PA_a72,Ceres,Pallas,Quintile,21,26,47,0.45,0.55
CE_PA_a90,Ceres,Pallas,Square,16,17,33,0.48,0.52
CE_PH_a0,Ceres,Pholus,Conjunction,9,13,22,0.41,0.59
CE_PH_a103,Ceres,Pholus,BiSeptile,57,28,85,0.67,0.33
CE_PH_a120,Ceres,Pholus,Trine,22,17,39,0.56,0.44
CE_PH_a135,Ceres,Pholus,SesquiSquare,33,27,60,0.55,0.45
CE_PH_a144,Ceres,Pholus,BiQuintile,35,31,66,0.53,0.47
CE_PH_a150,Ceres,Pholus,Quincunx,28,24,52,0.54,0.46
CE_PH_a180,Ceres,Pholus,Opposition,33,34,67,0.49,0.51
CE_PH_a30,Ceres,Pholus,SemiSextile,42,47,89,0.47,0.53
CE_PH_a36,Ceres,Pholus,SemiQuintile,27,51,78,0.35,0.65
CE_PH_a45,Ceres,Pholus,SemiSquare,38,31,69,0.55,0.45
CE_PH_a60,Ceres,Pholus,Sextile,49,52,101,0.49,0.51
CE_PH_a72,Ceres,Pholus,Quintile,34,26,60,0.57,0.43
CE_PH_a90,Ceres,Pholus,Square,47,50,97,0.48,0.52
CE_PL_a0,Ceres,Pluto,Conjunction,26,31,57,0.46,0.54
CE_PL_a103,Ceres,Pluto,BiSeptile,21,19,40,0.52,0.48
CE_PL_a120,Ceres,Pluto,Trine,39,22,61,0.64,0.36
CE_PL_a135,Ceres,Pluto,SesquiSquare,33,27,60,0.55,0.45
CE_PL_a144,Ceres,Pluto,BiQuintile,28,27,55,0.51,0.49
CE_PL_a150,Ceres,Pluto,Quincunx,34,41,75,0.45,0.55
CE_PL_a180,Ceres,Pluto,Opposition,9,9,18,0.5,0.5
CE_PL_a30,Ceres,Pluto,SemiSextile,17,12,29,0.59,0.41
CE_PL_a36,Ceres,Pluto,SemiQuintile,43,35,78,0.55,0.45
CE_PL_a45,Ceres,Pluto,SemiSquare,62,36,98,0.63,0.37
CE_PL_a60,Ceres,Pluto,Sextile,20,12,32,0.62,0.38
CE_PL_a72,Ceres,Pluto,Quintile,60,54,114,0.53,0.47
CE_PL_a90,Ceres,Pluto,Square,12,15,27,0.44,0.56
CE_SA_a0,Ceres,Saturn,Conjunction,14,14,28,0.5,0.5
CE_SA_a103,Ceres,Saturn,BiSeptile,15,21,36,0.42,0.58
CE_SA_a120,Ceres,Saturn,Trine,62,45,107,0.58,0.42
CE_SA_a135,Ceres,Saturn,SesquiSquare,38,35,73,0.52,0.48
CE_SA_a144,Ceres,Saturn,BiQuintile,35,54,89,0.39,0.61
CE_SA_a150,Ceres,Saturn,Quincunx,43,26,69,0.62,0.38
CE_SA_a180,Ceres,Saturn,Opposition,6,5,11,0.55,0.45
CE_SA_a30,Ceres,Saturn,SemiSextile,49,47,96,0.51,0.49
CE_SA_a36,Ceres,Saturn,SemiQuintile,73,60,133,0.55,0.45
CE_SA_a45,Ceres,Saturn,SemiSquare,66,65,131,0.5,0.5
CE_SA_a60,Ceres,Saturn,Sextile,22,26,48,0.46,0.54
CE_SA_a72,Ceres,Saturn,Quintile,10,19,29,0.34,0.66
CE_SA_a90,Ceres,Saturn,Square,29,21,50,0.58,0.42
CE_SN_a0,Ceres,SNode,Conjunction,12,8,20,0.6,0.4
CE_SN_a103,Ceres,SNode,BiSeptile,37,40,77,0.48,0.52
CE_SN_a120,Ceres,SNode,Trine,21,16,37,0.57,0.43
CE_SN_a135,Ceres,SNode,SesquiSquare,18,13,31,0.58,0.42
CE_SN_a144,Ceres,SNode,BiQuintile,17,16,33,0.52,0.48
CE_SN_a150,Ceres,SNode,Quincunx,13,20,33,0.39,0.61
CE_SN_a180,Ceres,SNode,Opposition,64,39,103,0.62,0.38
CE_SN_a30,Ceres,SNode,SemiSextile,59,62,121,0.49,0.51
CE_SN_a36,Ceres,SNode,SemiQuintile,45,50,95,0.47,0.53
CE_SN_a45,Ceres,SNode,SemiSquare,56,56,112,0.5,0.5
CE_SN_a60,Ceres,SNode,Sextile,49,49,98,0.5,0.5
CE_SN_a72,Ceres,SNode,Quintile,55,39,94,0.59,0.41
CE_SN_a90,Ceres,SNode,Square,40,38,78,0.51,0.49
CE_UR_a0,Ceres,Uranus,Conjunction,12,12,24,0.5,0.5
CE_UR_a103,Ceres,Uranus,BiSeptile,32,38,70,0.46,0.54
CE_UR_a120,Ceres,Uranus,Trine,25,16,41,0.61,0.39
CE_UR_a135,Ceres,Uranus,SesquiSquare,22,13,35,0.63,0.37
CE_UR_a144,Ceres,Uranus,BiQuintile,30,29,59,0.51,0.49
CE_UR_a150,Ceres,Uranus,Quincunx,24,32,56,0.43,0.57
CE_UR_a180,Ceres,Uranus,Opposition,11,11,22,0.5,0.5
CE_UR_a30,Ceres,Uranus,SemiSextile,14,11,25,0.56,0.44
CE_UR_a36,Ceres,Uranus,SemiQuintile,11,13,24,0.46,0.54
CE_UR_a45,Ceres,Uranus,SemiSquare,20,16,36,0.56,0.44
CE_UR_a60,Ceres,Uranus,Sextile,53,46,99,0.54,0.46
CE_UR_a72,Ceres,Uranus,Quintile,61,60,121,0.5,0.5
CE_UR_a90,Ceres,Uranus,Square,51,38,89,0.57,0.43
CH_NE_a0,Chiron,Neptune,Conjunction,196,171,367,0.53,0.47
CH_PH_a72,Chiron,Pholus,Quintile,200,178,378,0.53,0.47
CH_PH_a90,Chiron,Pholus,Square,242,189,431,0.56,0.44
CH_PL_a45,Chiron,Pluto,SemiSquare,78,76,154,0.51,0.49
CH_PL_a60,Chiron,Pluto,Sextile,249,235,484,0.51,0.49
CH_PL_a72,Chiron,Pluto,Quintile,231,195,426,0.54,0.46
CH_UR_a30,Chiron,Uranus,SemiSextile,1202,1103,2305,0.52,0.48
CH_UR_a36,Chiron,Uranus,SemiQuintile,21,16,37,0.57,0.43
JN_CE_a103,Juno,Ceres,BiSeptile,18,19,37,0.49,0.51
JN_CE_a120,Juno,Ceres,Trine,116,107,223,0.52,0.48
JN_CE_a135,Juno,Ceres,SesquiSquare,55,66,121,0.45,0.55
JN_CE_a144,Juno,Ceres,BiQuintile,84,73,157,0.54,0.46
JN_CE_a150,Juno,Ceres,Quincunx,72,74,146,0.49,0.51
JN_CE_a180,Juno,Ceres,Opposition,51,40,91,0.56,0.44
JN_CE_a90,Juno,Ceres,Square,16,16,32,0.5,0.5
JN_CH_a0,Juno,Chiron,Conjunction,13,8,21,0.62,0.38
