PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
NN_Z04_CAN,NNode,Cancer,192,182,374,0.51,0.49
NN_Z05_LEO,NNode,Leo,208,174,382,0.54,0.46
NN_Z06_VIR,NNode,Virgo,68,55,123,0.55,0.45
NN_Z07_LIB,NNode,Libra,192,171,363,0.53,0.47
NN_Z08_SCO,NNode,Scorpio,190,189,379,0.5,0.5
NN_Z09_SAG,NNode,Sagittarius,180,198,378,0.48,0.52
NN_Z10_CAP,NNode,Capricorn,208,177,385,0.54,0.46
NN_Z11_AQU,NNode,Aquarius,183,192,375,0.49,0.51
NN_Z12_PIS,NNode,Pisces,45,29,74,0.61,0.39
PA_Z01_ARI,Pallas,Aries,180,167,347,0.52,0.48
PA_Z02_TAU,Pallas,Taurus,148,134,282,0.52,0.48
PA_Z03_GEM,Pallas,Gemini,141,131,272,0.52,0.48
PA_Z04_CAN,Pallas,Cancer,112,94,206,0.54,0.46
PA_Z05_LEO,Pallas,Leo,91,72,163,0.56,0.44
PA_Z06_VIR,Pallas,Virgo,110,110,220,0.5,0.5
PA_Z07_LIB,Pallas,Libra,151,134,285,0.53,0.47
PA_Z08_SCO,Pallas,Scorpio,174,123,297,0.59,0.41
PA_Z09_SAG,Pallas,Sagittarius,142,139,281,0.51,0.49
PA_Z10_CAP,Pallas,Capricorn,157,154,311,0.5,0.5
PA_Z11_AQU,Pallas,Aquarius,133,149,282,0.47,0.53
PA_Z12_PIS,Pallas,Pisces,298,246,544,0.55,0.45
PH_Z09_SAG,Pholus,Sagittarius,1262,1169,2431,0.52,0.48
PH_Z10_CAP,Pholus,Capricorn,575,484,1059,0.54,0.46
PL_Z09_SAG,Pluto,Sagittarius,103,96,199,0.52,0.48
PL_Z10_CAP,Pluto,Capricorn,1734,1557,3291,0.53,0.47
SA_Z06_VIR,Saturn,Virgo,305,282,587,0.52,0.48
SA_Z07_LIB,Saturn,Libra,324,324,648,0.5,0.5
SA_Z08_SCO,Saturn,Scorpio,313,291,604,0.52,0.48
SA_Z09_SAG,Saturn,Sagittarius,219,180,399,0.55,0.45
SA_Z10_CAP,Saturn,Capricorn,350,315,665,0.53,0.47
SA_Z11_AQU,Saturn,Aquarius,326,261,587,0.56,0.44
SN_Z01_ARI,SNode,Aries,192,171,363,0.53,0.47
SN_Z02_TAU,SNode,Taurus,190,189,379,0.5,0.5
SN_Z03_GEM,SNode,Gemini,180,198,378,0.48,0.52
SN_Z04_CAN,SNode,Cancer,208,177,385,0.54,0.46
SN_Z05_LEO,SNode,Leo,183,192,375,0.49,0.51
SN_Z06_VIR,SNode,Virgo,45,29,74,0.61,0.39
SN_Z08_SCO,SNode,Scorpio,154,117,271,0.57,0.43
SN_Z09_SAG,SNode,Sagittarius,217,169,386,0.56,0.44
SN_Z10_CAP,SNode,Capricorn,192,182,374,0.51,0.49
SN_Z11_AQU,SNode,Aquarius,208,174,382,0.54,0.46
SN_Z12_PIS,SNode,Pisces,68,55,123,0.55,0.45
SU_Z01_ARI,Sun,Aries,138,122,260,0.53,0.47
SU_Z02_TAU,Sun,Taurus,153,135,288,0.53,0.47
SU_Z03_GEM,Sun,Gemini,152,159,311,0.49,0.51
SU_Z04_CAN,Sun,Cancer,182,129,311,0.59,0.41
SU_Z05_LEO,Sun,Leo,152,146,298,0.51,0.49
SU_Z06_VIR,Sun,Virgo,164,129,293,0.56,0.44
SU_Z07_LIB,Sun,Libra,159,136,295,0.54,0.46
SU_Z08_SCO,Sun,Scorpio,145,138,283,0.51,0.49
SU_Z09_SAG,Sun,Sagittarius,152,140,292,0.52,0.48
SU_Z10_CAP,Sun,Capricorn,174,118,292,0.6,0.4
SU_Z11_AQU,Sun,Aquarius,138,148,286,0.48,0.52
SU_Z12_PIS,Sun,Pisces,128,153,281,0.46,0.54
UR_Z01_ARI,Uranus,Aries,844,772,1616,0.52,0.48
UR_Z02_TAU,Uranus,Taurus,578,498,1076,0.54,0.46
UR_Z12_PIS,Uranus,Pisces,415,383,798,0.52,0.48
VE_Z01_ARI,Venus,Aries,175,156,331,0.53,0.47
VE_Z02_TAU,Venus,Taurus,113,126,239,0.47,0.53
VE_Z03_GEM,Venus,Gemini,208,178,386,0.54,0.46
VE_Z04_CAN,Venus,Cancer,122,125,247,0.49,0.51
VE_Z05_LEO,Venus,Leo,172,135,307,0.56,0.44
VE_Z06_VIR,Venus,Virgo,143,128,271,0.53,0.47
VE_Z07_LIB,Venus,Libra,146,124,270,0.54,0.46
VE_Z08_SCO,Venus,Scorpio,180,141,321,0.56,0.44
VE_Z09_SAG,Venus,Sagittarius,129,112,241,0.54,0.46
VE_Z10_CAP,Venus,Capricorn,175,186,361,0.48,0.52
VE_Z11_AQU,Venus,Aquarius,144,109,253,0.57,0.43
VE_Z12_PIS,Venus,Pisces,130,133,263,0.49,0.51
VS_Z01_ARI,Vesta,Aries,113,132,245,0.46,0.54
VS_Z02_TAU,Vesta,Taurus,203,210,413,0.49,0.51
VS_Z03_GEM,Vesta,Gemini,151,138,289,0.52,0.48
VS_Z04_CAN,Vesta,Cancer,120,104,224,0.54,0.46
VS_Z05_LEO,Vesta,Leo,167,122,289,0.58,0.42
VS_Z06_VIR,Vesta,Virgo,207,171,378,0.55,0.45
VS_Z07_LIB,Vesta,Libra,169,129,298,0.57,0.43
VS_Z08_SCO,Vesta,Scorpio,83,77,160,0.52,0.48
VS_Z09_SAG,Vesta,Sagittarius,130,121,251,0.52,0.48
VS_Z10_CAP,Vesta,Capricorn,146,117,263,0.56,0.44
VS_Z11_AQU,Vesta,Aquarius,185,219,404,0.46,0.54
VS_Z12_PIS,Vesta,Pisces,163,113,276,0.59,0.41
