PlanetDecan,Planet,Decan,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_01_1ARI,Ceres,AriesD1,25,17,42,0.6,0.4
CE_01_2ARI,Ceres,AriesD2,11,9,20,0.55,0.45
CE_01_3ARI,Ceres,AriesD3,27,26,53,0.51,0.49
CE_02_1TAU,Ceres,TaurusD1,27,25,52,0.52,0.48
CE_02_2TAU,Ceres,TaurusD2,56,52,108,0.52,0.48
CE_02_3TAU,Ceres,TaurusD3,42,37,79,0.53,0.47
CE_03_1GEM,Ceres,GeminiD1,33,20,53,0.62,0.38
CE_03_2GEM,Ceres,GeminiD2,34,30,64,0.53,0.47
CE_03_3GEM,Ceres,GeminiD3,58,70,128,0.45,0.55
CE_04_1CAN,Ceres,CancerD1,56,40,96,0.58,0.42
CE_04_2CAN,Ceres,CancerD2,28,20,48,0.58,0.42
CE_04_3CAN,Ceres,CancerD3,22,29,51,0.43,0.57
CE_05_1LEO,Ceres,LeoD1,50,57,107,0.47,0.53
CE_05_2LEO,Ceres,LeoD2,66,62,128,0.52,0.48
CE_05_3LEO,Ceres,LeoD1,22,27,49,0.45,0.55
CE_06_1VIR,Ceres,VirgoD1,70,57,127,0.55,0.45
CE_06_2VIR,Ceres,VirgoD2,53,44,97,0.55,0.45
CE_06_3VIR,Ceres,VirgoD3,27,20,47,0.57,0.43
CE_07_1LIB,Ceres,LibraD1,13,35,48,0.27,0.73
CE_07_2LIB,Ceres,LibraD2,43,36,79,0.54,0.46
CE_07_3LIB,Ceres,LibraD3,62,54,116,0.53,0.47
CE_08_1SCO,Ceres,ScorpioD1,52,28,80,0.65,0.35
CE_08_2SCO,Ceres,ScorpioD2,23,29,52,0.44,0.56
CE_08_3SCO,Ceres,ScorpioD3,23,23,46,0.5,0.5
CE_09_1SAG,Ceres,SagittariusD1,75,60,135,0.56,0.44
CE_09_2SAG,Ceres,SagittariusD2,51,52,103,0.5,0.5
CE_09_3SAG,Ceres,SagittariusD3,94,51,145,0.65,0.35
CE_10_1CAP,Ceres,CapricornD1,63,47,110,0.57,0.43
CE_10_2CAP,Ceres,CapricornD2,23,29,52,0.44,0.56
CE_10_3CAP,Ceres,CapricornD3,48,62,110,0.44,0.56
CE_11_1AQU,Ceres,AquariusD1,59,58,117,0.5,0.5
CE_11_2AQU,Ceres,AquariusD2,10,27,37,0.27,0.73
CE_11_3AQU,Ceres,AquariusD3,40,27,67,0.6,0.4
CE_12_1PIS,Ceres,PiscesD1,62,52,114,0.54,0.46
CE_12_2PIS,Ceres,PiscesD2,64,69,133,0.48,0.52
CE_12_3PIS,Ceres,PiscesD3,48,54,102,0.47,0.53
CH_01_1ARI,Chiron,AriesD1,311,277,588,0.53,0.47
CH_11_2AQU,Chiron,AquariusD2,133,132,265,0.5,0.5
CH_11_3AQU,Chiron,AquariusD3,260,236,496,0.52,0.48
CH_12_1PIS,Chiron,PiscesD1,315,315,630,0.5,0.5
CH_12_2PIS,Chiron,PiscesD2,250,250,500,0.5,0.5
CH_12_3PIS,Chiron,PiscesD3,291,225,516,0.56,0.44
JN_01_1ARI,Juno,AriesD1,53,36,89,0.6,0.4
JN_01_2ARI,Juno,AriesD2,18,22,40,0.45,0.55
JN_01_3ARI,Juno,AriesD3,21,16,37,0.57,0.43
JN_02_1TAU,Juno,TaurusD1,23,17,40,0.57,0.42
JN_02_2TAU,Juno,TaurusD2,27,15,42,0.64,0.36
JN_02_3TAU,Juno,TaurusD3,58,65,123,0.47,0.53
JN_03_1GEM,Juno,GeminiD1,32,26,58,0.55,0.45
JN_03_2GEM,Juno,GeminiD2,22,16,38,0.58,0.42
JN_03_3GEM,Juno,GeminiD3,18,19,37,0.49,0.51
JN_04_1CAN,Juno,CancerD1,23,15,38,0.61,0.39
JN_04_2CAN,Juno,CancerD2,23,18,41,0.56,0.44
JN_04_3CAN,Juno,CancerD3,19,20,39,0.49,0.51
JN_05_1LEO,Juno,LeoD1,50,48,98,0.51,0.49
JN_05_2LEO,Juno,LeoD2,64,42,106,0.6,0.4
JN_05_3LEO,Juno,LeoD1,28,20,48,0.58,0.42
JN_06_1VIR,Juno,VirgoD1,27,22,49,0.55,0.45
JN_06_2VIR,Juno,VirgoD2,48,67,115,0.42,0.58
JN_06_3VIR,Juno,VirgoD3,72,67,139,0.52,0.48
JN_07_1LIB,Juno,LibraD1,55,55,110,0.5,0.5
JN_07_2LIB,Juno,LibraD2,59,65,124,0.48,0.52
JN_07_3LIB,Juno,LibraD3,34,41,75,0.45,0.55
JN_08_1SCO,Juno,ScorpioD1,28,28,56,0.5,0.5
JN_08_2SCO,Juno,ScorpioD2,38,29,67,0.57,0.43
JN_08_3SCO,Juno,ScorpioD3,83,62,145,0.57,0.43
JN_09_1SAG,Juno,SagittariusD1,75,64,139,0.54,0.46
JN_09_2SAG,Juno,SagittariusD2,61,74,135,0.45,0.55
JN_09_3SAG,Juno,SagittariusD3,74,74,148,0.5,0.5
JN_10_1CAP,Juno,CapricornD1,70,60,130,0.54,0.46
JN_10_2CAP,Juno,CapricornD2,84,53,137,0.61,0.39
JN_10_3CAP,Juno,CapricornD3,26,31,57,0.46,0.54
JN_11_1AQU,Juno,AquariusD1,58,53,111,0.52,0.48
JN_11_2AQU,Juno,AquariusD2,58,73,131,0.44,0.56
JN_11_3AQU,Juno,AquariusD3,23,24,47,0.49,0.51
JN_12_1PIS,Juno,PiscesD1,23,21,44,0.52,0.48
JN_12_2PIS,Juno,PiscesD2,24,23,47,0.51,0.49
JN_12_3PIS,Juno,PiscesD3,61,54,115,0.53,0.47
JU_01_1ARI,Jupiter,AriesD1,58,43,101,0.57,0.43
JU_01_2ARI,Jupiter,AriesD2,17,11,28,0.61,0.39
JU_01_3ARI,Jupiter,AriesD3,9,20,29,0.31,0.69
JU_02_1TAU,Jupiter,TaurusD1,85,86,171,0.5,0.5
JU_02_2TAU,Jupiter,TaurusD2,17,31,48,0.35,0.65
JU_02_3TAU,Jupiter,TaurusD3,13,15,28,0.46,0.54
JU_03_1GEM,Jupiter,GeminiD1,49,53,102,0.48,0.52
JU_03_2GEM,Jupiter,GeminiD2,66,54,120,0.55,0.45
JU_03_3GEM,Jupiter,GeminiD3,10,23,33,0.3,0.7
JU_04_1CAN,Jupiter,CancerD1,14,17,31,0.45,0.55
JU_04_2CAN,Jupiter,CancerD2,94,77,171,0.55,0.45
JU_04_3CAN,Jupiter,CancerD3,25,31,56,0.45,0.55
JU_05_1LEO,Jupiter,LeoD1,18,11,29,0.62,0.38
JU_05_2LEO,Jupiter,LeoD2,65,64,129,0.5,0.5
JU_05_3LEO,Jupiter,LeoD1,52,38,90,0.58,0.42
JU_06_1VIR,Jupiter,VirgoD1,12,17,29,0.41,0.59
JU_06_2VIR,Jupiter,VirgoD2,17,14,31,0.55,0.45
JU_06_3VIR,Jupiter,VirgoD3,1,5,6,0.17,0.83
JU_07_2LIB,Jupiter,LibraD2,69,41,110,0.63,0.37
JU_07_3LIB,Jupiter,LibraD3,56,39,95,0.59,0.41
JU_08_1SCO,Jupiter,ScorpioD1,18,14,32,0.56,0.44
JU_08_2SCO,Jupiter,ScorpioD2,74,65,139,0.53,0.47
JU_08_3SCO,Jupiter,ScorpioD3,44,51,95,0.46,0.54
JU_09_1SAG,Jupiter,SagittariusD1,17,13,30,0.57,0.43
JU_09_2SAG,Jupiter,SagittariusD2,78,74,152,0.51,0.49
JU_09_3SAG,Jupiter,SagittariusD3,83,53,136,0.61,0.39
JU_10_1CAP,Jupiter,CapricornD1,34,27,61,0.56,0.44
JU_10_2CAP,Jupiter,CapricornD2,103,129,232,0.44,0.56
JU_10_3CAP,Jupiter,CapricornD3,118,104,222,0.53,0.47
JU_11_1AQU,Jupiter,AquariusD1,26,29,55,0.47,0.53
JU_11_2AQU,Jupiter,AquariusD2,52,36,88,0.59,0.41
JU_11_3AQU,Jupiter,AquariusD3,67,64,131,0.51,0.49
JU_12_1PIS,Jupiter,PiscesD1,12,15,27,0.44,0.56
JU_12_2PIS,Jupiter,PiscesD2,19,10,29,0.66,0.34
JU_12_3PIS,Jupiter,PiscesD3,68,61,129,0.53,0.47
MA_01_1ARI,Mars,AriesD1,33,34,67,0.49,0.51
MA_01_2ARI,Mars,AriesD2,57,48,105,0.54,0.46
MA_01_3ARI,Mars,AriesD3,65,57,122,0.53,0.47
MA_02_1TAU,Mars,TaurusD1,26,38,64,0.41,0.59
MA_02_2TAU,Mars,TaurusD2,43,18,61,0.7,0.3
MA_02_3TAU,Mars,TaurusD3,22,32,54,0.41,0.59
MA_03_1GEM,Mars,GeminiD1,36,22,58,0.62,0.38
MA_03_2GEM,Mars,GeminiD2,30,29,59,0.51,0.49
MA_03_3GEM,Mars,GeminiD3,60,57,117,0.51,0.49
MA_04_1CAN,Mars,CancerD1,59,57,116,0.51,0.49
MA_04_2CAN,Mars,CancerD2,51,47,98,0.52,0.48
MA_04_3CAN,Mars,CancerD3,50,30,80,0.62,0.38
MA_05_1LEO,Mars,LeoD1,69,67,136,0.51,0.49
MA_05_2LEO,Mars,LeoD2,58,77,135,0.43,0.57
MA_05_3LEO,Mars,LeoD1,38,36,74,0.51,0.49
MA_06_1VIR,Mars,VirgoD1,61,67,128,0.48,0.52
MA_06_2VIR,Mars,VirgoD2,59,58,117,0.5,0.5
MA_06_3VIR,Mars,VirgoD3,62,45,107,0.58,0.42
MA_07_1LIB,Mars,LibraD1,51,35,86,0.59,0.41
MA_07_2LIB,Mars,LibraD2,58,58,116,0.5,0.5
MA_07_3LIB,Mars,LibraD3,65,50,115,0.57,0.43
MA_08_1SCO,Mars,ScorpioD1,29,35,64,0.45,0.55
MA_08_2SCO,Mars,ScorpioD2,39,23,62,0.63,0.37
MA_08_3SCO,Mars,ScorpioD3,38,25,63,0.6,0.4
MA_09_1SAG,Mars,SagittariusD1,27,33,60,0.45,0.55
MA_09_2SAG,Mars,SagittariusD2,22,32,54,0.41,0.59
MA_09_3SAG,Mars,SagittariusD3,29,25,54,0.54,0.46
MA_10_1CAP,Mars,CapricornD1,28,26,54,0.52,0.48
MA_10_2CAP,Mars,CapricornD2,29,31,60,0.48,0.52
MA_10_3CAP,Mars,CapricornD3,37,41,78,0.47,0.53
MA_11_1AQU,Mars,AquariusD1,61,63,124,0.49,0.51
MA_11_2AQU,Mars,AquariusD2,24,32,56,0.43,0.57
MA_11_3AQU,Mars,AquariusD3,31,31,62,0.5,0.5
MA_12_1PIS,Mars,PiscesD1,38,24,62,0.61,0.39
MA_12_2PIS,Mars,PiscesD2,32,33,65,0.49,0.51
MA_12_3PIS,Mars,PiscesD3,43,19,62,0.69,0.31
ME_01_1ARI,Mercury,AriesD1,37,37,74,0.5,0.5
ME_01_2ARI,Mercury,AriesD2,39,39,78,0.5,0.5
ME_01_3ARI,Mercury,AriesD3,49,22,71,0.69,0.31
ME_02_1TAU,Mercury,TaurusD1,36,41,77,0.47,0.53
ME_02_2TAU,Mercury,TaurusD2,28,32,60,0.47,0.53
ME_02_3TAU,Mercury,TaurusD3,40,26,66,0.61,0.39
ME_03_1GEM,Mercury,GeminiD1,42,27,69,0.61,0.39
ME_03_2GEM,Mercury,GeminiD2,42,47,89,0.47,0.53
ME_03_3GEM,Mercury,GeminiD3,40,37,77,0.52,0.48
ME_04_1CAN,Mercury,CancerD1,34,38,72,0.47,0.53
ME_04_2CAN,Mercury,CancerD2,35,51,86,0.41,0.59
ME_04_3CAN,Mercury,CancerD3,49,35,84,0.58,0.42
ME_05_1LEO,Mercury,LeoD1,49,33,82,0.6,0.4
ME_05_2LEO,Mercury,LeoD2,46,36,82,0.56,0.44
ME_05_3LEO,Mercury,LeoD1,44,46,90,0.49,0.51
ME_06_1VIR,Mercury,VirgoD1,41,42,83,0.49,0.51
ME_06_2VIR,Mercury,VirgoD2,42,32,74,0.57,0.43
ME_06_3VIR,Mercury,VirgoD3,34,30,64,0.53,0.47
ME_07_1LIB,Mercury,LibraD1,52,42,94,0.55,0.45
ME_07_2LIB,Mercury,LibraD2,40,43,83,0.48,0.52
ME_07_3LIB,Mercury,LibraD3,48,48,96,0.5,0.5
ME_08_1SCO,Mercury,ScorpioD1,59,50,109,0.54,0.46
ME_08_2SCO,Mercury,ScorpioD2,61,37,98,0.62,0.38
ME_08_3SCO,Mercury,ScorpioD3,54,35,89,0.61,0.39
ME_09_1SAG,Mercury,SagittariusD1,47,45,92,0.51,0.49
ME_09_2SAG,Mercury,SagittariusD2,43,50,93,0.46,0.54
ME_09_3SAG,Mercury,SagittariusD3,50,45,95,0.53,0.47
ME_10_1CAP,Mercury,CapricornD1,53,33,86,0.62,0.38
ME_10_2CAP,Mercury,CapricornD2,37,44,81,0.46,0.54
ME_10_3CAP,Mercury,CapricornD3,42,34,76,0.55,0.45
ME_11_1AQU,Mercury,AquariusD1,36,57,93,0.39,0.61
ME_11_2AQU,Mercury,AquariusD2,48,46,94,0.51,0.49
ME_11_3AQU,Mercury,AquariusD3,37,47,84,0.44,0.56
ME_12_1PIS,Mercury,PiscesD1,36,53,89,0.4,0.6
ME_12_2PIS,Mercury,PiscesD2,47,42,89,0.53,0.47
