PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CE_CH_a30,1,229,0.001,0.016,0,0.001,0.012,-0.067,0.074,0.141,0.407,3.503,0.001
CE_JU_a150,1,188,0.001,0.02,0,0,0.014,-0.055,0.11,0.165,1.287,6.195,0.001
CE_NN_a144,1,265,0.001,0.015,0,0.001,0.012,-0.087,0.051,0.138,-0.626,4.142,0.001
CE_SN_a36,1,264,0.001,0.015,0,0.001,0.012,-0.087,0.051,0.138,-0.634,4.158,0.001
CE_UR_a135,1,216,0,0.015,0,0,0.011,-0.051,0.077,0.128,0.382,4.039,0.001
CH_PH_a45,1,809,0,0.015,-0.001,0,0.012,-0.087,0.079,0.166,0.367,3.14,0.001
JN_JU_a45,1,263,0,0.016,0,0,0.013,-0.068,0.055,0.122,-0.107,1.872,0.001
JN_NN_a36,1,232,0.001,0.018,0.001,0.001,0.015,-0.091,0.076,0.167,0.018,3.867,0.001
JN_PH_a120,1,132,-0.002,0.017,-0.001,-0.002,0.013,-0.05,0.066,0.116,0.207,1.948,0.001
JN_SN_a144,1,232,0.001,0.018,0.001,0.001,0.015,-0.091,0.076,0.167,0.018,3.867,0.001
JN_UR_a120,1,236,0,0.013,-0.001,-0.001,0.011,-0.036,0.045,0.081,0.391,0.664,0.001
JU_CH_a120,1,259,0.002,0.012,0.002,0.001,0.011,-0.036,0.048,0.084,0.672,2.284,0.001
JU_UR_a72,1,324,-0.001,0.016,0,-0.001,0.013,-0.09,0.053,0.143,-0.39,3.523,0.001
MA_PL_a36,1,248,-0.001,0.016,0,-0.001,0.011,-0.068,0.062,0.13,0.105,2.931,0.001
ME_PA_a60,1,311,0.001,0.015,0.001,0.001,0.012,-0.066,0.065,0.13,0.064,2.831,0.001
ME_UR_a36,1,269,0,0.016,0,0,0.012,-0.061,0.069,0.131,0.334,3.304,0.001
ME_VE_a45,1,545,0,0.016,-0.001,-0.001,0.012,-0.074,0.124,0.198,1.043,8.357,0.001
MO_PH_a103,1,807,0.001,0.017,0.001,0.001,0.013,-0.142,0.081,0.223,-0.571,9.57,0.001
MO_VE_a144,1,758,0.001,0.015,0.001,0.001,0.012,-0.102,0.089,0.191,-0.15,5.817,0.001
NE_PL_a60,1,1613,0,0.015,-0.001,0,0.011,-0.127,0.065,0.192,-0.466,7.838,0
NN_SN_a180,1,10858,0.001,0.016,0,0.001,0.012,-0.142,0.124,0.266,-0.161,6.049,0
PA_CH_a72,1,179,0.001,0.018,-0.001,-0.001,0.013,-0.067,0.074,0.141,0.588,3.47,0.001
PA_SA_a150,1,216,0,0.016,0,0.001,0.011,-0.127,0.053,0.18,-2.207,17.357,0.001
PH_PL_a150,1,84,0.001,0.01,0.001,0.001,0.008,-0.02,0.04,0.059,0.903,1.536,0.001
SN_NE_a72,1,222,-0.002,0.016,-0.001,-0.001,0.01,-0.102,0.037,0.139,-1.971,11.008,0.001
SU_CE_a90,1,249,0,0.015,-0.001,0,0.011,-0.061,0.068,0.129,0.144,3.055,0.001
SU_CH_a120,1,267,0.001,0.015,0.001,0.001,0.012,-0.101,0.063,0.164,-0.989,9.268,0.001
SU_JU_a120,1,236,0,0.016,0,0,0.012,-0.053,0.069,0.123,0.319,3.574,0.001
SU_PH_a72,1,261,-0.001,0.015,-0.001,-0.001,0.014,-0.04,0.055,0.095,0.485,1.324,0.001
SU_SA_a103,1,254,0.001,0.014,0.001,0.002,0.012,-0.047,0.073,0.12,0.121,2.653,0.001
SU_UR_a45,1,257,0,0.018,0.001,0.001,0.012,-0.098,0.074,0.172,-0.614,5.294,0.001
UR_PH_a120,1,848,0.001,0.016,0,0.001,0.011,-0.102,0.066,0.168,-0.348,5.611,0.001
VE_MA_a150,1,98,0.002,0.013,0.002,0.001,0.014,-0.028,0.044,0.072,0.405,0.057,0.001
VE_SA_a135,1,259,0.003,0.015,0.002,0.002,0.013,-0.042,0.06,0.101,0.38,0.821,0.001
VE_SU_a30,1,803,0,0.017,0,0,0.012,-0.084,0.102,0.186,0.171,3.965,0.001
VS_NN_a120,1,247,0.001,0.019,0.001,0.001,0.013,-0.142,0.081,0.223,-2.218,17.014,0.001
VS_SA_a144,1,277,0,0.015,-0.001,0,0.014,-0.047,0.043,0.09,-0.064,0.267,0.001
VS_SN_a60,1,247,0.001,0.019,0.001,0.001,0.013,-0.142,0.081,0.223,-2.218,17.014,0.001
MO_PL_a103,1,808,0.002,0.016,0.001,0.002,0.012,-0.061,0.113,0.174,0.565,4.544,0.001
MO_CH_a60,1,795,0.001,0.015,0.001,0,0.012,-0.066,0.113,0.179,1.003,5.416,0.001
MO_UR_a135,1,805,0,0.016,0,0,0.013,-0.127,0.053,0.18,-0.929,7.177,0.001
MO_CE_a90,1,793,0.001,0.016,0.001,0.001,0.012,-0.106,0.074,0.18,-0.292,4.28,0.001
MO_JU_a60,1,799,0,0.015,-0.001,0,0.013,-0.063,0.076,0.14,0.112,2.509,0.001
