PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM01,Ceres,Aswini,186,177,363,0.51,0.49
CE_VM02,Ceres,Bharani,121,124,245,0.49,0.51
CE_VM03,Ceres,Krittica,139,105,244,0.57,0.43
CE_VM04,Ceres,Rohini,126,105,231,0.55,0.45
CE_VM05,Ceres,Mrigashira,111,127,238,0.47,0.53
CE_VM06,Ceres,Ardra,120,103,223,0.54,0.46
CE_VM07,Ceres,Punavasu,122,117,239,0.51,0.49
CE_VM08,Ceres,Pushya,118,130,248,0.48,0.52
CE_VM09,Ceres,Ashlesha,157,140,297,0.53,0.47
CE_VM10,Ceres,Magha,112,94,206,0.54,0.46
CE_VM11,Ceres,PurvaPhalguni,109,84,193,0.56,0.44
CE_VM12,Ceres,UttaraPhalguni,118,96,214,0.55,0.45
CE_VM13,Ceres,Hasta,97,89,186,0.52,0.48
CE_VM14,Ceres,Chitra,139,106,245,0.57,0.43
CE_VM15,Ceres,Swati,115,90,205,0.56,0.44
CE_VM16,Ceres,Vishakha,131,109,240,0.55,0.45
CE_VM17,Ceres,Anuradha,171,156,327,0.52,0.48
CE_VM18,Ceres,Jyeshtha,179,126,305,0.59,0.41
CE_VM19,Ceres,Mula,127,122,249,0.51,0.49
CE_VM20,Ceres,PurvaAshada,134,122,256,0.52,0.48
CE_VM21,Ceres,UttaraAshada,144,132,276,0.52,0.48
CE_VM22,Ceres,Shravana,150,123,273,0.55,0.45
CE_VM23,Ceres,Danishtha,163,146,309,0.53,0.47
CE_VM24,Ceres,Shatabhisha,219,174,393,0.56,0.44
CE_VM25,Ceres,PurvaBhadrapada,123,130,253,0.49,0.51
CE_VM26,Ceres,UttaraBhadrapada,126,118,244,0.52,0.48
CE_VM27,Ceres,Revati,134,139,273,0.49,0.51
CH_VM09,Chiron,Ashlesha,1,3,4,0.25,0.75
CH_VM10,Chiron,Magha,99,84,183,0.54,0.46
CH_VM11,Chiron,PurvaPhalguni,91,79,170,0.54,0.46
CH_VM12,Chiron,UttaraPhalguni,99,103,202,0.49,0.51
CH_VM13,Chiron,Hasta,141,97,238,0.59,0.41
CH_VM14,Chiron,Chitra,105,76,181,0.58,0.42
CH_VM15,Chiron,Swati,104,85,189,0.55,0.45
CH_VM16,Chiron,Vishakha,107,79,186,0.58,0.42
CH_VM17,Chiron,Anuradha,139,116,255,0.55,0.45
CH_VM18,Chiron,Jyeshtha,161,158,319,0.5,0.5
CH_VM19,Chiron,Mula,164,179,343,0.48,0.52
CH_VM20,Chiron,PurvaAshada,206,171,377,0.55,0.45
CH_VM21,Chiron,UttaraAshada,276,213,489,0.56,0.44
CH_VM22,Chiron,Shravana,330,270,600,0.55,0.45
CH_VM23,Chiron,Danishtha,343,317,660,0.52,0.48
CH_VM24,Chiron,Shatabhisha,437,434,871,0.5,0.5
CH_VM25,Chiron,PurvaBhadrapada,458,409,867,0.53,0.47
CH_VM26,Chiron,UttaraBhadrapada,430,411,841,0.51,0.49
JN_VM01,Juno,Aswini,65,41,106,0.61,0.39
JN_VM02,Juno,Bharani,64,55,119,0.54,0.46
JN_VM03,Juno,Krittica,102,100,202,0.5,0.5
JN_VM04,Juno,Rohini,90,69,159,0.57,0.43
JN_VM05,Juno,Mrigashira,87,82,169,0.51,0.49
JN_VM06,Juno,Ardra,61,45,106,0.58,0.42
JN_VM07,Juno,Punavasu,60,53,113,0.53,0.47
JN_VM08,Juno,Pushya,98,89,187,0.52,0.48
JN_VM09,Juno,Ashlesha,143,126,269,0.53,0.47
JN_VM10,Juno,Magha,113,99,212,0.53,0.47
JN_VM11,Juno,PurvaPhalguni,120,122,242,0.5,0.5
JN_VM12,Juno,UttaraPhalguni,193,172,365,0.53,0.47
JN_VM13,Juno,Hasta,214,198,412,0.52,0.48
JN_VM14,Juno,Chitra,252,240,492,0.51,0.49
JN_VM15,Juno,Swati,230,203,433,0.53,0.47
