PlanetAspectCountRange,Planet,Aspect,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_a0_(0,4]",Ceres,Conjunction,"(0,4]",690,596,1286,0.54,0.46
CE_a0_0,Ceres,Conjunction,0,3103,2720,5823,0.53,0.47
"CE_a103_(0,1]",Ceres,BiSeptile,"(0,1]",1054,894,1948,0.54,0.46
"CE_a103_(1,6]",Ceres,BiSeptile,"(1,6]",276,246,522,0.53,0.47
CE_a103_0,Ceres,BiSeptile,0,2463,2176,4639,0.53,0.47
"CE_a120_(0,1]",Ceres,Trine,"(0,1]",1101,953,2054,0.54,0.46
"CE_a120_(1,4]",Ceres,Trine,"(1,4]",219,223,442,0.5,0.5
CE_a120_0,Ceres,Trine,0,2473,2140,4613,0.54,0.46
"CE_a135_(0,1]",Ceres,SesquiSquare,"(0,1]",1067,903,1970,0.54,0.46
"CE_a135_(1,4]",Ceres,SesquiSquare,"(1,4]",225,198,423,0.53,0.47
CE_a135_0,Ceres,SesquiSquare,0,2501,2215,4716,0.53,0.47
"CE_a144_(0,1]",Ceres,BiQuintile,"(0,1]",1076,920,1996,0.54,0.46
"CE_a144_(1,5]",Ceres,BiQuintile,"(1,5]",280,215,495,0.57,0.43
CE_a144_0,Ceres,BiQuintile,0,2437,2181,4618,0.53,0.47
"CE_a150_(0,1]",Ceres,Quincunx,"(0,1]",1026,941,1967,0.52,0.48
"CE_a150_(1,5]",Ceres,Quincunx,"(1,5]",232,200,432,0.54,0.46
CE_a150_0,Ceres,Quincunx,0,2535,2175,4710,0.54,0.46
"CE_a180_(0,3]",Ceres,Opposition,"(0,3]",655,610,1265,0.52,0.48
CE_a180_0,Ceres,Opposition,0,3138,2706,5844,0.54,0.46
"CE_a30_(0,1]",Ceres,SemiSextile,"(0,1]",1200,1063,2263,0.53,0.47
"CE_a30_(1,4]",Ceres,SemiSextile,"(1,4]",396,323,719,0.55,0.45
CE_a30_0,Ceres,SemiSextile,0,2197,1930,4127,0.53,0.47
"CE_a36_(0,1]",Ceres,SemiQuintile,"(0,1]",1151,1009,2160,0.53,0.47
"CE_a36_(1,5]",Ceres,SemiQuintile,"(1,5]",451,370,821,0.55,0.45
CE_a36_0,Ceres,SemiQuintile,0,2191,1937,4128,0.53,0.47
"CE_a45_(0,1]",Ceres,SemiSquare,"(0,1]",1221,1113,2334,0.52,0.48
"CE_a45_(1,5]",Ceres,SemiSquare,"(1,5]",327,320,647,0.51,0.49
CE_a45_0,Ceres,SemiSquare,0,2245,1883,4128,0.54,0.46
"CE_a60_(0,1]",Ceres,Sextile,"(0,1]",1092,976,2068,0.53,0.47
"CE_a60_(1,4]",Ceres,Sextile,"(1,4]",277,250,527,0.53,0.47
CE_a60_0,Ceres,Sextile,0,2424,2090,4514,0.54,0.46
"CE_a72_(0,1]",Ceres,Quintile,"(0,1]",1094,1010,2104,0.52,0.48
"CE_a72_(1,4]",Ceres,Quintile,"(1,4]",231,194,425,0.54,0.46
CE_a72_0,Ceres,Quintile,0,2468,2112,4580,0.54,0.46
"CE_a90_(0,1]",Ceres,Square,"(0,1]",974,803,1777,0.55,0.45
"CE_a90_(1,5]",Ceres,Square,"(1,5]",256,234,490,0.52,0.48
CE_a90_0,Ceres,Square,0,2563,2279,4842,0.53,0.47
"CH_a0_(0,3]",Chiron,Conjunction,"(0,3]",774,684,1458,0.53,0.47
CH_a0_0,Chiron,Conjunction,0,3019,2632,5651,0.53,0.47
"CH_a103_(0,1]",Chiron,BiSeptile,"(0,1]",1096,988,2084,0.53,0.47
"CH_a103_(1,4]",Chiron,BiSeptile,"(1,4]",243,206,449,0.54,0.46
CH_a103_0,Chiron,BiSeptile,0,2454,2122,4576,0.54,0.46
"CH_a120_(0,1]",Chiron,Trine,"(0,1]",916,822,1738,0.53,0.47
"CH_a120_(1,4]",Chiron,Trine,"(1,4]",210,166,376,0.56,0.44
CH_a120_0,Chiron,Trine,0,2667,2328,4995,0.53,0.47
"CH_a135_(0,1]",Chiron,SesquiSquare,"(0,1]",934,772,1706,0.55,0.45
"CH_a135_(1,4]",Chiron,SesquiSquare,"(1,4]",253,206,459,0.55,0.45
CH_a135_0,Chiron,SesquiSquare,0,2606,2338,4944,0.53,0.47
"CH_a144_(0,1]",Chiron,BiQuintile,"(0,1]",899,786,1685,0.53,0.47
"CH_a144_(1,4]",Chiron,BiQuintile,"(1,4]",202,179,381,0.53,0.47
CH_a144_0,Chiron,BiQuintile,0,2692,2351,5043,0.53,0.47
"CH_a150_(0,1]",Chiron,Quincunx,"(0,1]",941,844,1785,0.53,0.47
"CH_a150_(1,5]",Chiron,Quincunx,"(1,5]",191,157,348,0.55,0.45
CH_a150_0,Chiron,Quincunx,0,2661,2315,4976,0.53,0.47
"CH_a180_(0,4]",Chiron,Opposition,"(0,4]",686,666,1352,0.51,0.49
CH_a180_0,Chiron,Opposition,0,3107,2650,5757,0.54,0.46
"CH_a30_(1,5]",Chiron,SemiSextile,"(1,5]",609,563,1172,0.52,0.48
CH_a30_0,Chiron,SemiSextile,0,1520,1326,2846,0.53,0.47
CH_a30_1,Chiron,SemiSextile,1,1664,1427,3091,0.54,0.46
"CH_a36_(0,1]",Chiron,SemiQuintile,"(0,1]",1199,1062,2261,0.53,0.47
"CH_a36_(1,4]",Chiron,SemiQuintile,"(1,4]",324,271,595,0.54,0.46
CH_a36_0,Chiron,SemiQuintile,0,2270,1983,4253,0.53,0.47
"CH_a45_(0,1]",Chiron,SemiSquare,"(0,1]",1086,950,2036,0.53,0.47
"CH_a45_(1,4]",Chiron,SemiSquare,"(1,4]",296,264,560,0.53,0.47
CH_a45_0,Chiron,SemiSquare,0,2411,2102,4513,0.53,0.47
"CH_a60_(0,1]",Chiron,Sextile,"(0,1]",1233,1101,2334,0.53,0.47
"CH_a60_(1,5]",Chiron,Sextile,"(1,5]",341,271,612,0.56,0.44
