PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CE_SA_a60,1,155,0,0.009,0,0,0.008,-0.027,0.026,0.052,-0.164,0.811,0.001
CH_PL_a90,1,7,0,0.004,-0.002,0,0.004,-0.004,0.007,0.011,0.419,-1.685,0.002
JN_CH_a0,1,145,0,0.012,0.001,0,0.007,-0.065,0.062,0.127,-0.338,10.481,0.001
JN_JU_a45,1,201,-0.002,0.015,0,-0.001,0.011,-0.088,0.047,0.135,-0.917,5.85,0.001
JN_PL_a90,1,125,0.001,0.013,0.002,0.002,0.009,-0.037,0.047,0.084,-0.013,1.914,0.001
JN_SN_a72,1,187,0,0.009,0.001,0,0.007,-0.025,0.024,0.049,-0.194,0.489,0.001
JU_CH_a45,1,150,0.001,0.008,0.001,0.001,0.007,-0.038,0.021,0.059,-0.735,3.215,0.001
JU_NE_a103,1,106,0,0.01,0,0,0.007,-0.025,0.028,0.054,0.406,0.705,0.001
JU_PL_a45,1,238,0.001,0.009,0.002,0.001,0.007,-0.039,0.049,0.088,0.159,4.266,0.001
JU_UR_a103,1,184,-0.001,0.018,0.001,0,0.009,-0.108,0.051,0.159,-1.787,9.597,0.001
MA_VS_a180,1,69,-0.001,0.013,0,-0.001,0.008,-0.055,0.05,0.105,-0.064,6.393,0.002
ME_CH_a30,1,185,0,0.012,0.001,0.001,0.009,-0.044,0.048,0.092,-0.426,3.344,0.001
ME_JN_a30,1,237,0.001,0.011,0.002,0.002,0.008,-0.038,0.05,0.087,-0.077,2.5,0.001
ME_PL_a120,1,164,-0.001,0.011,0,0,0.007,-0.047,0.039,0.086,-0.789,3.865,0.001
ME_SA_a144,1,153,0.001,0.014,0.001,0.001,0.009,-0.049,0.057,0.106,0.142,3.359,0.001
ME_SU_a0,1,442,0,0.012,0.001,0,0.008,-0.042,0.052,0.094,-0.132,3.09,0.001
NN_SN_a180,1,7179,0,0.012,0.001,0,0.009,-0.108,0.066,0.174,-0.535,6.136,0
PA_NN_a90,1,145,0,0.009,0.001,0.001,0.008,-0.036,0.023,0.059,-0.771,1.442,0.001
PA_SN_a90,1,145,0,0.009,0.001,0.001,0.008,-0.036,0.023,0.059,-0.771,1.442,0.001
PH_NE_a150,1,8,0.001,0.004,0,0.001,0.005,-0.004,0.007,0.011,0.162,-1.905,0.002
SN_CH_a72,1,103,0,0.009,0.001,0,0.007,-0.033,0.022,0.054,-0.397,0.813,0.001
SU_CH_a30,1,174,0.002,0.01,0.002,0.002,0.007,-0.035,0.04,0.075,-0.178,2.081,0.001
SU_JN_a30,1,222,-0.001,0.012,0.001,0,0.007,-0.057,0.035,0.092,-0.936,3.201,0.001
SU_PL_a120,1,171,0,0.009,0.001,0,0.009,-0.026,0.026,0.052,-0.072,0.294,0.001
SU_SA_a144,1,158,-0.002,0.012,-0.002,-0.001,0.01,-0.051,0.039,0.089,-0.689,2.5,0.001
UR_NE_a0,1,197,0.002,0.009,0.002,0.002,0.009,-0.026,0.023,0.048,-0.3,-0.227,0.001
UR_PH_a150,1,10,0.002,0.005,0.001,0.002,0.006,-0.004,0.011,0.015,0.323,-1.373,0.002
VE_CH_a72,1,176,0,0.014,0.001,0.001,0.01,-0.066,0.025,0.091,-1.929,6.894,0.001
VE_JN_a72,1,212,0,0.011,0.001,0,0.007,-0.065,0.037,0.101,-0.993,6.218,0.001
VE_NN_a180,1,71,0,0.01,0,0,0.01,-0.037,0.027,0.064,-0.402,1.436,0.001
VE_PA_a90,1,163,0.002,0.011,0.001,0.001,0.007,-0.033,0.037,0.07,0.402,1.53,0.001
VE_SN_a0,1,71,0,0.01,0,0,0.01,-0.037,0.027,0.064,-0.402,1.436,0.001
VS_PA_a0,1,99,0,0.008,0,0,0.007,-0.026,0.019,0.045,-0.394,0.862,0.001
MO_MA_a103,1,522,0,0.012,0,0,0.009,-0.097,0.062,0.159,-0.885,11.002,0.001
MO_SA_a90,1,541,0,0.011,0,0,0.008,-0.108,0.04,0.148,-1.84,16.638,0
MO_CE_a30,1,540,0,0.011,0,0,0.009,-0.057,0.045,0.102,-0.764,3.468,0
VE_VS_a90,1,184,0.001,0.01,0.001,0.001,0.009,-0.035,0.043,0.078,0.192,1.684,0.001
MO_NE_a135,1,528,0,0.011,0.001,0.001,0.008,-0.108,0.049,0.157,-1.549,15.776,0
MO_UR_a135,1,530,0,0.012,0,0,0.009,-0.075,0.05,0.125,-0.812,5.286,0.001
VE_SA_a103,1,204,-0.001,0.015,0,0,0.009,-0.088,0.05,0.139,-1.289,7.624,0.001
JN_NE_a144,1,124,0,0.012,0.001,0,0.008,-0.037,0.047,0.084,0.344,2.535,0.001
SU_NN_a135,1,165,0,0.01,0,0,0.008,-0.036,0.03,0.066,-0.217,1.203,0.001
SU_SN_a45,1,165,0,0.01,0,0,0.008,-0.036,0.03,0.066,-0.217,1.203,0.001
MO_CE_a36,1,528,0.001,0.011,0.001,0.001,0.009,-0.054,0.045,0.099,-0.408,2.858,0
MO_ME_a45,1,515,0,0.012,0,0,0.01,-0.08,0.051,0.131,-0.581,5.867,0.001
MO_JU_a120,1,537,0,0.012,0.001,0,0.008,-0.075,0.066,0.141,-0.52,6.062,0.001
MO_PH_a72,1,528,0,0.012,0.001,0.001,0.009,-0.097,0.063,0.16,-0.81,9.275,0.001
MO_SU_a45,1,494,0.001,0.011,0.002,0.001,0.009,-0.065,0.057,0.122,-0.238,3.584,0.001
ME_UR_a180,1,87,0.003,0.01,0.002,0.003,0.007,-0.027,0.05,0.076,1.041,4.851,0.001
MO_CH_a72,1,542,0.001,0.011,0.001,0.001,0.008,-0.042,0.062,0.105,0.086,3.022,0
MO_NN_a180,1,267,-0.001,0.012,0,-0.001,0.008,-0.073,0.039,0.112,-1.351,8.132,0.001
MO_PA_a90,1,514,0,0.011,0,0,0.009,-0.038,0.051,0.089,0.065,2.324,0
MO_SN_a0,1,267,-0.001,0.012,0,-0.001,0.008,-0.073,0.039,0.112,-1.351,8.132,0.001
MO_VE_a0,1,249,0.002,0.01,0.002,0.002,0.008,-0.026,0.033,0.059,-0.089,0.706,0.001
SU_PA_a135,1,138,0.001,0.014,0,0,0.008,-0.042,0.054,0.097,0.611,3.46,0.001
ME_PH_a30,1,191,0.001,0.013,0.002,0.001,0.009,-0.08,0.066,0.146,-0.774,10.038,0.001
MO_JN_a72,1,548,0,0.012,0.001,0,0.009,-0.088,0.062,0.151,-0.297,7.189,0.001
MO_SA_a103,1,537,0,0.011,0,0,0.009,-0.052,0.041,0.093,-0.231,1.744,0
MO_VS_a90,1,509,0,0.011,0,0,0.008,-0.066,0.052,0.118,-0.136,4.166,0.001
MO_MA_a90,1,525,0,0.013,0.001,0,0.009,-0.088,0.05,0.138,-1.391,8.421,0.001
MO_NE_a144,1,531,0,0.012,0.001,0.001,0.009,-0.108,0.05,0.158,-1.743,15.333,0.001
SU_JU_a72,1,178,0,0.014,0,0,0.008,-0.088,0.054,0.143,-0.943,9.805,0.001
MO_UR_a144,1,540,0.001,0.012,0.001,0.001,0.009,-0.066,0.05,0.116,-0.442,4.404,0.001
MO_CE_a45,1,533,0,0.012,0.001,0,0.008,-0.088,0.049,0.137,-0.462,7.06,0.001
MO_ME_a36,1,511,0.001,0.012,0.001,0.001,0.009,-0.065,0.066,0.131,0.014,5.457,0.001
JN_UR_a144,1,130,0,0.009,0.001,0,0.007,-0.026,0.024,0.049,-0.569,1.025,0.001
MA_CE_a135,1,171,0,0.012,0,0,0.008,-0.049,0.05,0.099,0.198,3.32,0.001
ME_NE_a180,1,95,-0.001,0.011,0.001,0,0.008,-0.036,0.021,0.057,-0.887,1.021,0.001
MO_SU_a36,1,507,0.001,0.011,0.001,0.001,0.009,-0.08,0.052,0.132,-0.645,6.71,0
CE_NE_a103,1,147,0,0.01,0,0,0.008,-0.021,0.054,0.076,1.157,4.636,0.001
MO_NE_a150,1,530,0,0.011,0,0,0.009,-0.055,0.05,0.104,-0.397,3.129,0
MO_PH_a60,1,525,0,0.012,0.001,0.001,0.008,-0.108,0.033,0.141,-2.31,16.77,0.001
MO_UR_a150,1,536,0,0.012,0.001,0,0.009,-0.05,0.049,0.099,-0.258,2.789,0.001
MO_ME_a30,1,509,0.001,0.013,0.001,0.001,0.009,-0.065,0.066,0.131,0.024,5.211,0.001
CE_UR_a103,1,183,0,0.008,0.001,0,0.007,-0.035,0.022,0.058,-0.496,1.291,0.001
CH_NE_a144,1,18,0.004,0.007,0.002,0.003,0.007,-0.006,0.021,0.027,0.862,0.623,0.002
JN_NN_a103,1,219,-0.002,0.016,-0.001,-0.001,0.009,-0.108,0.051,0.159,-2.341,15.355,0.001
JU_NN_a60,1,91,-0.001,0.011,0,0,0.008,-0.039,0.037,0.076,-0.332,2.232,0.001
JU_SN_a120,1,91,-0.001,0.011,0,0,0.008,-0.039,0.037,0.076,-0.332,2.232,0.001
ME_JN_a36,1,240,0,0.013,0.001,0,0.01,-0.038,0.047,0.085,0.306,1.498,0.001
ME_VE_a36,1,444,-0.001,0.013,0,0,0.01,-0.08,0.066,0.146,-0.284,5.784,0.001
MO_ME_a0,1,258,0.001,0.012,0.001,0.001,0.007,-0.052,0.05,0.102,-0.142,4.347,0.001
MO_PH_a30,1,532,-0.001,0.011,0.001,0,0.008,-0.065,0.054,0.119,-0.437,4.609,0
MO_UR_a180,1,268,0.001,0.014,0,0.001,0.01,-0.108,0.063,0.171,-1.236,14.99,0.001
MO_VE_a36,1,506,0.001,0.012,0.001,0.001,0.008,-0.055,0.054,0.109,0.188,3.925,0.001
PA_JU_a150,1,171,0,0.014,0.002,0,0.012,-0.039,0.032,0.071,-0.235,-0.114,0.001
SN_PH_a72,1,95,0.001,0.009,0.001,0.002,0.007,-0.029,0.021,0.05,-0.512,0.859,0.001
SU_VS_a135,1,120,0,0.012,0.001,0,0.007,-0.047,0.045,0.092,0.12,4.446,0.001
VE_CE_a45,1,187,0,0.01,0,0.001,0.008,-0.035,0.029,0.065,-0.454,1.556,0.001
VE_MA_a90,1,179,0.001,0.01,0.001,0.001,0.009,-0.026,0.035,0.061,0.111,0.257,0.001
VE_NE_a144,1,164,-0.001,0.012,0,-0.001,0.009,-0.057,0.047,0.104,-0.838,5.018,0.001
VE_UR_a144,1,158,0.002,0.011,0.001,0.002,0.008,-0.033,0.047,0.08,0.212,1.974,0.001
MO_PL_a120,1,541,0.001,0.012,0.001,0.001,0.009,-0.049,0.063,0.112,0.047,3.442,0
MO_SA_a144,1,528,0.001,0.011,0.001,0.001,0.008,-0.065,0.06,0.124,-0.155,4.589,0
MO_CH_a30,1,530,-0.001,0.012,0,0,0.009,-0.088,0.054,0.143,-1.26,9.967,0.001
MO_NN_a135,1,529,0.001,0.011,0.002,0.001,0.008,-0.051,0.041,0.092,-0.645,3.178,0
MO_PA_a135,1,507,0.001,0.012,0.001,0.001,0.009,-0.04,0.063,0.104,0.445,3.265,0.001
MO_SN_a45,1,530,0.001,0.011,0.002,0.001,0.008,-0.051,0.041,0.092,-0.641,3.175,0
MO_JN_a30,1,529,0.001,0.012,0.001,0.001,0.009,-0.075,0.066,0.141,-0.223,5.138,0.001
MO_JU_a72,1,510,0.001,0.012,0.001,0.001,0.008,-0.045,0.057,0.102,0.431,3.029,0.001
MO_SU_a0,1,256,0.002,0.011,0.001,0.002,0.009,-0.049,0.054,0.103,0.531,4.59,0.001
MO_VS_a135,1,521,0.001,0.011,0.001,0.001,0.009,-0.037,0.057,0.094,0.259,2.137,0
ME_CH_a36,1,187,-0.001,0.016,0,0,0.007,-0.108,0.039,0.147,-3.238,17.675,0.001
MO_SA_a150,1,519,0,0.012,0.001,0.001,0.01,-0.097,0.06,0.156,-0.848,8.78,0.001
CH_UR_a144,1,66,0.001,0.01,0.001,0.001,0.011,-0.022,0.027,0.049,0.022,-0.361,0.001
MO_VE_a45,1,494,0.001,0.012,0.001,0.001,0.008,-0.037,0.052,0.089,0.352,3.168,0.001
MO_MA_a45,1,505,0,0.011,0.001,0.001,0.008,-0.065,0.049,0.114,-0.577,4.096,0
MO_CE_a90,1,518,0.001,0.011,0.001,0.001,0.008,-0.042,0.057,0.1,0.133,2.999,0.001
MO_PA_a144,1,512,0.001,0.013,0,0,0.009,-0.055,0.063,0.118,0.567,4.494,0.001
MO_VS_a144,1,506,0.001,0.011,0.001,0.001,0.009,-0.051,0.057,0.108,-0.16,2.387,0.001
SU_SA_a150,1,145,0.001,0.011,0.001,0.001,0.009,-0.031,0.052,0.084,0.369,2.622,0.001
MO_JU_a60,1,510,0,0.012,0.001,0,0.009,-0.049,0.054,0.103,-0.086,3.082,0.001
MO_NN_a120,1,541,0.001,0.012,0.001,0.001,0.008,-0.108,0.054,0.162,-1.272,13.176,0.001
MO_PA_a150,1,536,0,0.012,0.001,0,0.009,-0.055,0.057,0.112,0.09,3.4,0.001
MO_PL_a103,1,535,0.001,0.012,0.001,0,0.008,-0.052,0.06,0.111,0.023,3.431,0
MO_SN_a60,1,541,0.001,0.012,0.001,0.001,0.008,-0.108,0.054,0.162,-1.272,13.176,0.001
MO_MA_a36,1,512,0.001,0.012,0.001,0.001,0.008,-0.065,0.05,0.115,-0.06,3.551,0.001
MO_VS_a150,1,512,0,0.012,0.001,0.001,0.009,-0.108,0.036,0.144,-2.246,15.89,0.001
MO_CE_a103,1,531,0,0.012,0.001,0,0.009,-0.108,0.038,0.146,-1.741,11.395,0.001
MO_MA_a30,1,516,0.001,0.011,0.001,0.001,0.008,-0.041,0.05,0.091,0.037,2.159,0
MO_VE_a60,1,499,0,0.01,0.001,0.001,0.007,-0.044,0.049,0.093,-0.296,2.936,0
MO_PH_a0,1,265,0.001,0.011,0.001,0.001,0.008,-0.054,0.066,0.12,0.454,6.192,0.001
MO_SN_a72,1,525,0,0.011,0,0,0.009,-0.057,0.043,0.1,-0.088,2.732,0
MO_PL_a90,1,541,0,0.012,0.001,0,0.008,-0.108,0.057,0.165,-0.929,16.043,0.001
MO_JU_a45,1,531,0.001,0.011,0.001,0.001,0.008,-0.057,0.062,0.119,-0.358,5.144,0
MO_CH_a0,1,265,0,0.013,0.001,0.001,0.01,-0.097,0.048,0.144,-1.896,11.511,0.001
MO_JN_a0,1,262,0,0.012,0.001,0.001,0.008,-0.065,0.05,0.115,-0.64,4.925,0.001
MO_NN_a103,1,542,0,0.011,0,0,0.01,-0.065,0.043,0.107,-0.45,4.126,0
ME_VE_a30,1,579,0,0.011,0,0,0.009,-0.065,0.062,0.127,-0.299,5.156,0
MO_SA_a180,1,263,0.001,0.012,0.001,0.001,0.008,-0.053,0.066,0.119,0.467,6.109,0.001
MO_SU_a30,1,503,0.001,0.011,0.001,0.001,0.009,-0.08,0.052,0.132,-0.602,6.317,0
MO_VE_a72,1,502,0.001,0.012,0.001,0,0.009,-0.053,0.066,0.119,0.379,4.363,0.001
MO_CE_a120,1,523,0,0.011,0,0,0.008,-0.045,0.06,0.105,-0.02,2.75,0
