PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(4,5]",Ceres,"(4,5]",754,611,1365,0.55,0.45
"CE_(5,7]",Ceres,"(5,7]",1205,1079,2284,0.53,0.47
"CE_(7,13]",Ceres,"(7,13]",545,487,1032,0.53,0.47
"CE_[0,4]",Ceres,"[0,4]",1265,1121,2386,0.53,0.47
"CH_(4,5]",Chiron,"(4,5]",722,646,1368,0.53,0.47
"CH_(5,7]",Chiron,"(5,7]",1312,1120,2432,0.54,0.46
"CH_(7,13]",Chiron,"(7,13]",562,523,1085,0.52,0.48
"CH_[0,4]",Chiron,"[0,4]",1173,1009,2182,0.54,0.46
"JN_(4,5]",Juno,"(4,5]",763,601,1364,0.56,0.44
"JN_(5,7]",Juno,"(5,7]",1207,1056,2263,0.53,0.47
"JN_(7,14]",Juno,"(7,14]",484,446,930,0.52,0.48
"JN_[0,4]",Juno,"[0,4]",1315,1195,2510,0.52,0.48
"JU_(4,5]",Jupiter,"(4,5]",738,633,1371,0.54,0.46
"JU_(5,7]",Jupiter,"(5,7]",1228,1086,2314,0.53,0.47
"JU_(7,12]",Jupiter,"(7,12]",490,435,925,0.53,0.47
"JU_[0,4]",Jupiter,"[0,4]",1313,1144,2457,0.53,0.47
"MA_(4,5]",Mars,"(4,5]",730,634,1364,0.54,0.46
"MA_(5,7]",Mars,"(5,7]",1137,992,2129,0.53,0.47
"MA_(7,13]",Mars,"(7,13]",479,456,935,0.51,0.49
"MA_[0,4]",Mars,"[0,4]",1423,1216,2639,0.54,0.46
"ME_(4,5]",Mercury,"(4,5]",739,652,1391,0.53,0.47
"ME_(5,7]",Mercury,"(5,7]",1081,1069,2150,0.5,0.5
"ME_(7,14]",Mercury,"(7,14]",464,385,849,0.55,0.45
"ME_[0,4]",Mercury,"[0,4]",1485,1192,2677,0.55,0.45
"MO_(13,15]",Moon,"(13,15]",1072,963,2035,0.53,0.47
"MO_(15,17]",Moon,"(15,17]",910,817,1727,0.53,0.47
"MO_(17,27]",Moon,"(17,27]",654,543,1197,0.55,0.45
"MO_[5,13]",Moon,"[5,13]",1133,975,2108,0.54,0.46
"NE_(4,5]",Neptune,"(4,5]",741,659,1400,0.53,0.47
"NE_(5,6]",Neptune,"(5,6]",630,530,1160,0.54,0.46
"NE_(6,13]",Neptune,"(6,13]",773,692,1465,0.53,0.47
"NE_[0,4]",Neptune,"[0,4]",1625,1417,3042,0.53,0.47
"NN_(5,6]",NNode,"(5,6]",779,703,1482,0.53,0.47
"NN_(6,7]",NNode,"(6,7]",665,555,1220,0.55,0.45
"NN_(7,13]",NNode,"(7,13]",754,698,1452,0.52,0.48
"NN_[1,5]",NNode,"[1,5]",1571,1342,2913,0.54,0.46
"PA_(4,5]",Pallas,"(4,5]",687,650,1337,0.51,0.49
"PA_(5,7]",Pallas,"(5,7]",1227,1005,2232,0.55,0.45
"PA_(7,13]",Pallas,"(7,13]",508,466,974,0.52,0.48
"PA_[0,4]",Pallas,"[0,4]",1347,1177,2524,0.53,0.47
"PH_(4,5]",Pholus,"(4,5]",792,590,1382,0.57,0.43
"PH_(5,6]",Pholus,"(5,6]",617,604,1221,0.51,0.49
"PH_(6,13]",Pholus,"(6,13]",892,876,1768,0.5,0.5
"PH_[0,4]",Pholus,"[0,4]",1468,1228,2696,0.54,0.46
"PL_(4,5]",Pluto,"(4,5]",818,695,1513,0.54,0.46
"PL_(5,6]",Pluto,"(5,6]",610,541,1151,0.53,0.47
"PL_(6,14]",Pluto,"(6,14]",781,680,1461,0.53,0.47
"PL_[0,4]",Pluto,"[0,4]",1560,1382,2942,0.53,0.47
"SA_(4,5]",Saturn,"(4,5]",728,603,1331,0.55,0.45
"SA_(5,7]",Saturn,"(5,7]",1146,1001,2147,0.53,0.47
"SA_(7,14]",Saturn,"(7,14]",498,429,927,0.54,0.46
"SA_[0,4]",Saturn,"[0,4]",1397,1265,2662,0.52,0.48
"SN_(5,6]",SNode,"(5,6]",811,688,1499,0.54,0.46
"SN_(6,7]",SNode,"(6,7]",637,560,1197,0.53,0.47
"SN_(7,13]",SNode,"(7,13]",785,730,1515,0.52,0.48
"SN_[1,5]",SNode,"[1,5]",1536,1320,2856,0.54,0.46
"SU_(4,5]",Sun,"(4,5]",783,667,1450,0.54,0.46
"SU_(5,7]",Sun,"(5,7]",1166,1020,2186,0.53,0.47
"SU_(7,14]",Sun,"(7,14]",484,446,930,0.52,0.48
"SU_[0,4]",Sun,"[0,4]",1336,1165,2501,0.53,0.47
"UR_(4,5]",Uranus,"(4,5]",740,629,1369,0.54,0.46
"UR_(5,7]",Uranus,"(5,7]",1229,1102,2331,0.53,0.47
"UR_(7,15]",Uranus,"(7,15]",727,606,1333,0.55,0.45
"UR_[0,4]",Uranus,"[0,4]",1073,961,2034,0.53,0.47
"VE_(4,5]",Venus,"(4,5]",736,653,1389,0.53,0.47
"VE_(5,7]",Venus,"(5,7]",1206,1023,2229,0.54,0.46
"VE_(7,14]",Venus,"(7,14]",622,553,1175,0.53,0.47
"VE_[0,4]",Venus,"[0,4]",1205,1069,2274,0.53,0.47
"VS_(4,5]",Vesta,"(4,5]",743,626,1369,0.54,0.46
"VS_(5,7]",Vesta,"(5,7]",1129,1020,2149,0.53,0.47
"VS_(7,13]",Vesta,"(7,13]",523,471,994,0.53,0.47
"VS_[0,4]",Vesta,"[0,4]",1374,1181,2555,0.54,0.46
