PlanetArabMansion,Planet,ArabMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AM01,Ceres,Saratan,111,114,225,0.49,0.51
CE_AM02,Ceres,Butain,138,149,287,0.48,0.52
CE_AM03,Ceres,Turaija,174,154,328,0.53,0.47
CE_AM04,Ceres,Dabaran,120,123,243,0.49,0.51
CE_AM05,Ceres,Haq'a,133,103,236,0.56,0.44
CE_AM06,Ceres,Han'a,124,101,225,0.55,0.45
CE_AM07,Ceres,Dira,105,122,227,0.46,0.54
CE_AM08,Ceres,Natra,113,100,213,0.53,0.47
CE_AM09,Ceres,Tarf(a),130,113,243,0.53,0.47
CE_AM10,Ceres,Gabha,103,114,217,0.47,0.53
CE_AM11,Ceres,Zubra,161,157,318,0.51,0.49
CE_AM12,Ceres,Sarfa,100,81,181,0.55,0.45
CE_AM13,Ceres,Auwa,117,92,209,0.56,0.44
CE_AM14,Ceres,Simak,100,82,182,0.55,0.45
CE_AM15,Ceres,Gafr,111,100,211,0.53,0.47
CE_AM16,Ceres,Zubana,114,88,202,0.56,0.44
CE_AM17,Ceres,Iklik,109,85,194,0.56,0.44
CE_AM18,Ceres,Qualb,124,101,225,0.55,0.45
CE_AM19,Ceres,Saula,147,135,282,0.52,0.48
CE_AM20,Ceres,Na'a'im,193,142,335,0.58,0.42
CE_AM21,Ceres,Balda,129,109,238,0.54,0.46
CE_AM22,Ceres,Dabih,129,128,257,0.5,0.5
CE_AM23,Ceres,Bula,135,120,255,0.53,0.47
CE_AM24,Ceres,Su'ud,141,111,252,0.56,0.44
CE_AM25,Ceres,Ahbija,134,121,255,0.53,0.47
CE_AM26,Ceres,Muqaddam,183,154,337,0.54,0.46
CE_AM27,Ceres,Mu'ahhar,180,166,346,0.52,0.48
CE_AM28,Ceres,Risa,131,116,247,0.53,0.47
CH_AM01,Chiron,Saratan,322,294,616,0.52,0.48
CH_AM12,Chiron,Sarfa,67,50,117,0.57,0.43
CH_AM13,Chiron,Auwa,95,91,186,0.51,0.49
CH_AM14,Chiron,Simak,121,115,236,0.51,0.49
CH_AM15,Chiron,Gafr,98,81,179,0.55,0.45
CH_AM16,Chiron,Zubana,82,46,128,0.64,0.36
CH_AM17,Chiron,Iklik,126,106,232,0.54,0.46
CH_AM18,Chiron,Qualb,139,105,244,0.57,0.43
CH_AM19,Chiron,Saula,130,121,251,0.52,0.48
CH_AM20,Chiron,Na'a'im,135,109,244,0.55,0.45
CH_AM21,Chiron,Balda,144,140,284,0.51,0.49
CH_AM22,Chiron,Dabih,143,170,313,0.46,0.54
CH_AM23,Chiron,Bula,245,167,412,0.59,0.41
CH_AM24,Chiron,Su'ud,282,210,492,0.57,0.43
CH_AM25,Chiron,Ahbija,310,312,622,0.5,0.5
CH_AM26,Chiron,Muqaddam,348,317,665,0.52,0.48
CH_AM27,Chiron,Mu'ahhar,429,400,829,0.52,0.48
CH_AM28,Chiron,Risa,473,447,920,0.51,0.49
JN_AM01,Juno,Saratan,128,103,231,0.55,0.45
JN_AM02,Juno,Butain,85,74,159,0.53,0.47
JN_AM03,Juno,Turaija,64,39,103,0.62,0.38
JN_AM04,Juno,Dabaran,67,56,123,0.54,0.46
JN_AM05,Juno,Haq'a,95,94,189,0.5,0.5
JN_AM06,Juno,Han'a,88,69,157,0.56,0.44
JN_AM07,Juno,Dira,82,81,163,0.5,0.5
JN_AM08,Juno,Natra,60,44,104,0.58,0.42
JN_AM09,Juno,Tarf(a),60,46,106,0.57,0.43
JN_AM10,Juno,Gabha,90,83,173,0.52,0.48
JN_AM11,Juno,Zubra,133,119,252,0.53,0.47
JN_AM12,Juno,Sarfa,113,107,220,0.51,0.49
JN_AM13,Juno,Auwa,109,100,209,0.52,0.48
JN_AM14,Juno,Simak,188,166,354,0.53,0.47
JN_AM15,Juno,Gafr,182,167,349,0.52,0.48
JN_AM16,Juno,Zubana,236,221,457,0.52,0.48
JN_AM17,Juno,Iklik,227,227,454,0.5,0.5
JN_AM18,Juno,Qualb,202,170,372,0.54,0.46
JN_AM19,Juno,Saula,205,190,395,0.52,0.48
JN_AM20,Juno,Na'a'im,173,187,360,0.48,0.52
JN_AM21,Juno,Balda,194,183,377,0.51,0.49
JN_AM22,Juno,Dabih,201,153,354,0.57,0.43
JN_AM23,Juno,Bula,167,145,312,0.54,0.46
JN_AM24,Juno,Su'ud,100,94,194,0.52,0.48
JN_AM25,Juno,Ahbija,154,153,307,0.5,0.5
JN_AM26,Juno,Muqaddam,110,74,184,0.6,0.4
JN_AM27,Juno,Mu'ahhar,68,51,119,0.57,0.43
JN_AM28,Juno,Risa,108,85,193,0.56,0.44
JU_AM01,Jupiter,Saratan,77,70,147,0.52,0.48
JU_AM02,Jupiter,Butain,55,45,100,0.55,0.45
JU_AM03,Jupiter,Turaija,171,178,349,0.49,0.51
JU_AM04,Jupiter,Dabaran,52,68,120,0.43,0.57
JU_AM05,Jupiter,Haq'a,77,66,143,0.54,0.46
JU_AM06,Jupiter,Han'a,183,173,356,0.51,0.49
JU_AM07,Jupiter,Dira,29,51,80,0.36,0.64
JU_AM08,Jupiter,Natra,124,120,244,0.51,0.49
JU_AM09,Jupiter,Tarf(a),151,109,260,0.58,0.42
JU_AM10,Jupiter,Gabha,58,49,107,0.54,0.46
JU_AM11,Jupiter,Zubra,195,172,367,0.53,0.47
JU_AM12,Jupiter,Sarfa,62,59,121,0.51,0.49
JU_AM13,Jupiter,Auwa,160,132,292,0.55,0.45
JU_AM14,Jupiter,Simak,126,105,231,0.55,0.45
JU_AM15,Jupiter,Gafr,111,78,189,0.59,0.41
