
DAILY PLANET SPEED PHASE:

          Date Speed  Planet SpeedPhase  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-08  0.37   Ceres     Direct 1467 1372  2839     0.52      0.48
 2: 2021-02-08  0.04  Chiron     Direct 1081  982  2063     0.52      0.48
 3: 2021-02-08  0.25    Juno     Direct 1495 1378  2873     0.52      0.48
 4: 2021-02-08  0.24 Jupiter     Direct 1323 1176  2499     0.53      0.47
 5: 2021-02-08  0.55    Mars     Direct 1758 1595  3353     0.52      0.48
 6: 2021-02-08 -1.18 Mercury Retrograde  385  342   727     0.53      0.47
 7: 2021-02-08 13.84    Moon     Direct 1993 1812  3805     0.52      0.48
 8: 2021-02-08  0.03 Neptune     Direct 1000  932  1932     0.52      0.48
 9: 2021-02-08  1.00   NNode     Direct 1993 1812  3805     0.52      0.48
10: 2021-02-08  0.34  Pallas     Direct 1449 1353  2802     0.52      0.48
11: 2021-02-08  0.03  Pholus     Direct 1028  942  1970     0.52      0.48
12: 2021-02-08  0.03   Pluto     Direct 1024  922  1946     0.53      0.47
13: 2021-02-08  0.12  Saturn     Direct 1179 1077  2256     0.52      0.48
14: 2021-02-08  1.00   SNode     Direct 1993 1812  3805     0.52      0.48
15: 2021-02-08  1.01     Sun     Direct 1993 1812  3805     0.52      0.48
16: 2021-02-08  0.02  Uranus     Direct 1075  987  2062     0.52      0.48
17: 2021-02-08  1.25   Venus     Direct 1815 1644  3459     0.52      0.48
18: 2021-02-08 -0.15   Vesta Retrograde  342  302   644     0.53      0.47

DAILY PLANET ZODIAC SIGN POSITION:

    pID       Date  Planet     ZodSign  Buy Sell DaysN BuyDays% SellDays%
 1:  CE 2021-02-08   Ceres      Pisces  278  199   477     0.58      0.42
 2:  CH 2021-02-08  Chiron       Aries  292  312   604     0.48      0.52
 3:  JN 2021-02-08    Juno Sagittarius  234  239   473     0.49      0.51
 4:  JU 2021-02-08 Jupiter    Aquarius  169  132   301     0.56      0.44
 5:  MA 2021-02-08    Mars      Taurus  117  114   231     0.51      0.49
 6:  ME 2021-02-08 Mercury    Aquarius  169  162   331     0.51      0.49
 7:  MO 2021-02-08    Moon   Capricorn  169  155   324     0.52      0.48
 8:  NE 2021-02-08 Neptune      Pisces 1219 1189  2408     0.51      0.49
 9:  NN 2021-02-08   NNode      Gemini   97   75   172     0.56      0.44
10:  PA 2021-02-08  Pallas    Aquarius  275  208   483     0.57      0.43
11:  PH 2021-02-08  Pholus   Capricorn  290  312   602     0.48      0.52
12:  PL 2021-02-08   Pluto   Capricorn 1686 1563  3249     0.52      0.48
13:  SA 2021-02-08  Saturn    Aquarius   57   48   105     0.54      0.46
14:  SN 2021-02-08   SNode Sagittarius   97   75   172     0.56      0.44
15:  SU 2021-02-08     Sun    Aquarius  160  145   305     0.52      0.48
16:  UR 2021-02-08  Uranus      Taurus  295  307   602     0.49      0.51
17:  VE 2021-02-08   Venus    Aquarius  129  119   248     0.52      0.48
18:  VS 2021-02-08   Vesta       Virgo  171  152   323     0.53      0.47

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-08    0.23   0.00   0.51         0      23        20       24    Mars   NNode  SemiSextile   35   27    62     0.56      0.44
 2: 2021-02-08    0.23   0.00   0.51         0      23        20       24    Mars   SNode     Quincunx   35   27    62     0.56      0.44
 3: 2021-02-08    0.31   0.00   0.67         0      23        10       24 Mercury  Pholus   SemiSquare   51   55   106     0.48      0.52
 4: 2021-02-08    0.36   0.00   0.82         0      23        19       24 Mercury   Vesta     Quincunx   45   34    79     0.57      0.43
 5: 2021-02-08    0.98   0.00   1.72         6      12         9        7    Moon  Uranus        Trine  149  131   280     0.53      0.47
 6: 2021-02-08    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 1993 1812  3805     0.52      0.48
 7: 2021-02-08    0.30   0.00   0.68         0      23         9       24     Sun   Vesta     Quincunx   24   22    46     0.52      0.48
 8: 2021-02-08    0.57   0.02   1.26         0      23        14       24 Mercury     Sun  Conjunction  122  121   243     0.50      0.50
 9: 2021-02-08    0.41   0.02   0.88         0      23         2       24     Sun Neptune  SemiSextile   58   33    91     0.64      0.36
10: 2021-02-08    0.33   0.02   0.76         0      23        19       24     Sun  Pholus   SemiSquare   42   47    89     0.47      0.53
11: 2021-02-08    0.62   0.03   1.20         0      23        23       24 Mercury Neptune  SemiSextile   54   40    94     0.57      0.43
12: 2021-02-08    0.70   0.03   1.43         0      23         1       24 Mercury  Pallas  Conjunction   46   27    73     0.63      0.37
13: 2021-02-08    0.96   0.03   1.70        17      23        20        7    Moon   Ceres     Quintile  131  139   270     0.49      0.51
14: 2021-02-08    0.82   0.03   1.64        20      23        23        4    Moon  Pallas SemiQuintile  155  128   283     0.55      0.45
15: 2021-02-08    0.92   0.04   1.65         2       8         5        7    Moon     Sun   SemiSquare  148  111   259     0.57      0.43
16: 2021-02-08    0.07   0.04   0.11         0      23        23       24  Saturn  Chiron      Sextile    5    6    11     0.45      0.55
17: 2021-02-08    0.98   0.05   1.75         4      10         7        7    Moon Jupiter SemiQuintile  161  148   309     0.52      0.48
18: 2021-02-08    0.99   0.06   1.77         7      13        10        7    Moon Neptune     Quintile  149  133   282     0.53      0.47
19: 2021-02-08    0.99   0.06   1.78         3       9         6        7    Moon  Pholus  Conjunction   75   67   142     0.53      0.47
20: 2021-02-08    0.91   0.06   1.62         9      15        12        7    Moon   Venus  SemiSextile  140  126   266     0.53      0.47
21: 2021-02-08    0.97   0.07   1.76         4      10         7        7    Moon  Pallas   SemiSquare  155  128   283     0.55      0.45
22: 2021-02-08    0.24   0.08   0.40         0      23        23       24   Ceres   Pluto      Sextile   54   45    99     0.55      0.45
23: 2021-02-08    0.72   0.09   1.51        19      23        22        5    Moon     Sun SemiQuintile  137  128   265     0.52      0.48
24: 2021-02-08    0.91   0.09   1.84         0       5         2        6    Moon   Vesta    BiSeptile  130  146   276     0.47      0.53
25: 2021-02-08    0.93   0.13   1.73         4       9         6        6    Moon Mercury   SemiSquare  138  132   270     0.51      0.49
26: 2021-02-08    0.92   0.18   1.67         0      23        NA       24 Mercury   Ceres SemiQuintile   76   78   154     0.49      0.51
27: 2021-02-08    1.01   0.20   1.91         5      11         8        7    Moon  Chiron       Square  151  132   283     0.53      0.47
28: 2021-02-08    0.29   0.20   0.38         0      23        NA       24   Vesta Neptune   Opposition   35   32    67     0.52      0.48
