
DAILY PLANET SPEED PHASE:

          Date Speed  Planet SpeedPhase  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-13  0.37   Ceres     Direct 1468 1374  2842     0.52      0.48
 2: 2021-02-13  0.05  Chiron     Direct 1082  984  2066     0.52      0.48
 3: 2021-02-13  0.24    Juno     Direct 1496 1380  2876     0.52      0.48
 4: 2021-02-13  0.24 Jupiter     Direct 1324 1178  2502     0.53      0.47
 5: 2021-02-13  0.56    Mars     Direct 1759 1597  3356     0.52      0.48
 6: 2021-02-13 -0.98 Mercury Retrograde  386  344   730     0.53      0.47
 7: 2021-02-13 12.86    Moon     Direct 1994 1814  3808     0.52      0.48
 8: 2021-02-13  0.04 Neptune     Direct 1001  934  1935     0.52      0.48
 9: 2021-02-13  1.00   NNode     Direct 1994 1814  3808     0.52      0.48
10: 2021-02-13  0.34  Pallas     Direct 1450 1355  2805     0.52      0.48
11: 2021-02-13  0.03  Pholus     Direct 1029  944  1973     0.52      0.48
12: 2021-02-13  0.03   Pluto     Direct 1025  924  1949     0.53      0.47
13: 2021-02-13  0.12  Saturn     Direct 1180 1079  2259     0.52      0.48
14: 2021-02-13  1.00   SNode     Direct 1994 1814  3808     0.52      0.48
15: 2021-02-13  1.01     Sun     Direct 1994 1814  3808     0.52      0.48
16: 2021-02-13  0.03  Uranus     Direct 1076  989  2065     0.52      0.48
17: 2021-02-13  1.25   Venus     Direct 1816 1646  3462     0.52      0.48
18: 2021-02-13 -0.19   Vesta Retrograde  343  304   647     0.53      0.47

DAILY PLANET ZODIAC SIGN POSITION:

    pID       Date  Planet     ZodSign  Buy Sell DaysN BuyDays% SellDays%
 1:  CE 2021-02-13   Ceres      Pisces  279  201   480     0.58      0.42
 2:  CH 2021-02-13  Chiron       Aries  293  314   607     0.48      0.52
 3:  JN 2021-02-13    Juno Sagittarius  235  241   476     0.49      0.51
 4:  JU 2021-02-13 Jupiter    Aquarius  170  134   304     0.56      0.44
 5:  MA 2021-02-13    Mars      Taurus  118  116   234     0.50      0.50
 6:  ME 2021-02-13 Mercury    Aquarius  170  164   334     0.51      0.49
 7:  MO 2021-02-13    Moon      Pisces  167  154   321     0.52      0.48
 8:  NE 2021-02-13 Neptune      Pisces 1220 1191  2411     0.51      0.49
 9:  NN 2021-02-13   NNode      Gemini   98   77   175     0.56      0.44
10:  PA 2021-02-13  Pallas    Aquarius  276  210   486     0.57      0.43
11:  PH 2021-02-13  Pholus   Capricorn  291  314   605     0.48      0.52
12:  PL 2021-02-13   Pluto   Capricorn 1687 1565  3252     0.52      0.48
13:  SA 2021-02-13  Saturn    Aquarius   58   50   108     0.54      0.46
14:  SN 2021-02-13   SNode Sagittarius   98   77   175     0.56      0.44
15:  SU 2021-02-13     Sun    Aquarius  161  147   308     0.52      0.48
16:  UR 2021-02-13  Uranus      Taurus  296  309   605     0.49      0.51
17:  VE 2021-02-13   Venus    Aquarius  130  121   251     0.52      0.48
18:  VS 2021-02-13   Vesta       Virgo  172  154   326     0.53      0.47

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-13    0.43   0.08   0.79         0      23         0       24    Mars   Vesta        Trine   49   33    82     0.60      0.40
 2: 2021-02-13    0.92   0.01   1.61         0       6         3        7    Moon   Pluto   SemiSquare  151  125   276     0.55      0.45
 3: 2021-02-13    1.04   0.25   1.84         4      11         7        8    Moon Jupiter  SemiSextile  151  150   301     0.50      0.50
 4: 2021-02-13    0.90   0.00   1.58         4      10         7        7    Moon  Saturn SemiQuintile  142  140   282     0.50      0.50
 5: 2021-02-13    0.12   0.00   0.29         0      23         7       24   Vesta Jupiter   BiQuintile   32   34    66     0.48      0.52
 6: 2021-02-13    0.60   0.02   1.37         0      23         8       24 Mercury   Venus  Conjunction   64   72   136     0.47      0.53
 7: 2021-02-13    1.02   0.27   1.98         8      14        11        7    Moon Mercury  SemiSextile  148  125   273     0.54      0.46
 8: 2021-02-13    1.07   0.02   1.94         7      15        11        9    Moon   Venus  SemiSextile  140  126   266     0.53      0.47
 9: 2021-02-13    0.90   0.02   1.57        11      17        14        7    Moon    Juno       Square  144  139   283     0.51      0.49
10: 2021-02-13    0.93   0.11   1.71        11      17        14        7    Moon   NNode       Square  155  128   283     0.55      0.45
11: 2021-02-13    0.93   0.11   1.71        11      17        14        7    Moon   SNode       Square  155  128   283     0.55      0.45
12: 2021-02-13    0.26   0.01   0.60         0      23        15       24     Sun  Uranus     Quintile   40   53    93     0.43      0.57
13: 2021-02-13    1.05   0.14   1.97        12      19        16        8    Moon  Pholus     Quintile  134  148   282     0.48      0.52
14: 2021-02-13    0.89   0.01   1.56        16      22        19        7    Moon Jupiter SemiQuintile  161  148   309     0.52      0.48
15: 2021-02-13    1.07   0.21   1.94        15      22        19        8    Moon   Vesta   Opposition   70   66   136     0.51      0.49
16: 2021-02-13    1.01   0.05   1.97        16      23        20        8    Moon    Mars      Sextile  149  133   282     0.53      0.47
17: 2021-02-13    0.92   0.09   1.68        17      23        20        7    Moon Neptune  Conjunction   68   68   136     0.50      0.50
18: 2021-02-13    0.87   0.07   1.76        18      23        21        6    Moon Mercury SemiQuintile  145  124   269     0.54      0.46
19: 2021-02-13    0.16   0.02   0.29         0      23        23       24    Juno   NNode   Opposition   10   13    23     0.43      0.57
20: 2021-02-13    0.16   0.02   0.29         0      23        23       24    Juno   SNode  Conjunction   10   13    23     0.43      0.57
21: 2021-02-13    0.32   0.07   0.57         0      23        23       24    Mars Neptune      Sextile   33   34    67     0.49      0.51
22: 2021-02-13    1.02   0.31   1.73        20      23        23        4    Moon   Venus SemiQuintile  145  124   269     0.54      0.46
23: 2021-02-13    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 1994 1814  3808     0.52      0.48
24: 2021-02-13    0.94   0.88   1.01         0      23        NA       24   Ceres Jupiter   SemiSquare   46   54   100     0.46      0.54
25: 2021-02-13    0.66   0.64   0.67         0      23        NA       24  Chiron  Uranus  SemiSextile 1414 1281  2695     0.52      0.48
26: 2021-02-13    0.67   0.57   0.77         0      23        NA       24 Jupiter Neptune SemiQuintile   75   60   135     0.56      0.44
27: 2021-02-13    0.99   0.74   1.24         0      23        NA       24    Mars  Pholus SesquiSquare   45   44    89     0.51      0.49
