PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
JUNE_a150,1,20,-0.027,0.104,-0.004,-0.028,0.154,-0.185,0.151,0.336,0.023,-1.483,0.023
MAPL_a180,1,8,-0.013,0.054,-0.009,-0.013,0.026,-0.136,0.046,0.181,-1.223,0.435,0.019
MEUR_a90,1,30,-0.013,0.047,-0.003,-0.006,0.026,-0.169,0.054,0.223,-1.646,2.735,0.009
MOSA_a36,1,98,-0.003,0.045,0.002,-0.001,0.029,-0.169,0.154,0.323,-0.572,3.127,0.005
SUJU_a90,1,32,-0.005,0.056,-0.002,0,0.026,-0.149,0.109,0.258,-0.801,0.707,0.01
SUNE_a120,1,33,-0.013,0.053,-0.003,-0.014,0.029,-0.136,0.127,0.263,0.097,0.779,0.009
URNE_a45,1,717,0.002,0.056,0,0,0.032,-0.229,0.311,0.539,0.718,4.768,0.002
VEJU_a135,1,43,-0.002,0.033,0,0.001,0.024,-0.136,0.055,0.191,-1.49,4.115,0.005
VESU_a45,1,249,-0.001,0.045,0,0,0.029,-0.229,0.163,0.391,-0.724,4.348,0.003
VEUR_a30,1,40,0.002,0.039,-0.001,-0.002,0.019,-0.056,0.189,0.245,2.696,10.843,0.006
MOPL_a60,1,97,-0.001,0.051,-0.005,-0.002,0.029,-0.141,0.167,0.308,0.412,1.224,0.005
MOMA_a120,1,94,-0.003,0.051,0,-0.002,0.028,-0.169,0.213,0.382,0.191,3.909,0.005
MOJU_a36,1,95,-0.005,0.05,-0.002,-0.004,0.027,-0.169,0.256,0.425,0.696,8.448,0.005
MESA_a144,1,19,0.003,0.05,-0.002,0.004,0.021,-0.136,0.127,0.263,-0.201,2.184,0.012
MOSA_a30,1,98,0.002,0.046,0.001,0.003,0.029,-0.169,0.154,0.323,-0.38,2.608,0.005
MENE_a135,1,49,-0.013,0.036,-0.005,-0.01,0.023,-0.136,0.054,0.19,-1.142,1.979,0.005
MEVE_a60,1,50,-0.008,0.058,-0.004,-0.004,0.032,-0.162,0.129,0.291,-0.659,0.777,0.008
MOJU_a45,1,97,-0.002,0.039,0.004,-0.001,0.028,-0.136,0.096,0.231,-0.327,1.055,0.004
MOME_a120,1,94,-0.005,0.047,-0.001,-0.003,0.028,-0.192,0.139,0.331,-0.663,2.8,0.005
MOSU_a135,1,91,0,0.046,0.001,0.002,0.03,-0.192,0.12,0.311,-0.775,3.402,0.005
MOUR_a150,1,97,0.001,0.047,0.001,0.002,0.031,-0.136,0.125,0.261,-0.298,0.658,0.005
MOVE_a180,1,46,-0.01,0.056,0.005,-0.005,0.044,-0.192,0.099,0.29,-1.002,1.088,0.008
MONE_a103,1,95,-0.003,0.047,-0.004,-0.003,0.026,-0.136,0.154,0.29,0.295,2.039,0.005
MOPL_a45,1,99,0.008,0.06,-0.001,0.004,0.029,-0.189,0.244,0.433,0.717,3.357,0.006
MOUR_a144,1,96,0.002,0.045,0,0.002,0.025,-0.136,0.154,0.29,0.079,1.933,0.005
MOMA_a135,1,94,0,0.047,-0.003,-0.001,0.027,-0.136,0.171,0.307,0.453,2.015,0.005
MOSU_a144,1,90,0.002,0.059,0.003,0.001,0.024,-0.192,0.311,0.502,1.14,8.094,0.006
MOPL_a36,1,98,0.009,0.052,0.005,0.007,0.021,-0.164,0.233,0.398,1.01,6.421,0.005
MEJU_a72,1,28,-0.006,0.052,0.004,-0.001,0.022,-0.155,0.099,0.254,-1.294,2.309,0.01
MOUR_a135,1,95,0.004,0.049,0.003,0.003,0.024,-0.155,0.217,0.372,0.37,4.18,0.005
VEPL_a135,1,49,-0.002,0.047,-0.003,-0.003,0.025,-0.149,0.145,0.295,0.024,2.183,0.007
MOJU_a60,1,97,0.001,0.051,0.001,0.001,0.026,-0.229,0.269,0.497,0.217,10.619,0.005
MONE_a90,1,95,-0.002,0.042,-0.001,-0.002,0.022,-0.142,0.217,0.359,1.068,7.644,0.004
MOMA_a144,1,92,0.009,0.045,0.002,0.003,0.028,-0.062,0.189,0.251,1.582,3.521,0.005
MOSU_a150,1,92,0.006,0.057,0.004,0.004,0.025,-0.185,0.311,0.495,1.155,8.865,0.006
MOME_a135,1,93,0.01,0.059,0.004,0.005,0.037,-0.133,0.311,0.444,1.66,6.681,0.006
MOPL_a30,1,99,0,0.061,0.006,0.002,0.027,-0.217,0.233,0.451,-0.175,5.026,0.006
