PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(2,3]",Ceres,"(2,3]",152,144,296,0.51,0.49
"CE_(3,4]",Ceres,"(3,4]",157,151,308,0.51,0.49
"CE_(4,8]",Ceres,"(4,8]",149,143,292,0.51,0.49
"CE_[0,2]",Ceres,"[0,2]",279,296,575,0.49,0.51
"CH_(1,2]",Chiron,"(1,2]",302,296,598,0.51,0.49
"CH_(2,3]",Chiron,"(2,3]",137,141,278,0.49,0.51
CH_1,Chiron,1,278,270,548,0.51,0.49
"CH_[0,1)",Chiron,"[0,1)",20,27,47,0.43,0.57
"JN_(2,3]",Juno,"(2,3]",175,166,341,0.51,0.49
"JN_(3,4]",Juno,"(3,4]",118,112,230,0.51,0.49
"JN_(4,9]",Juno,"(4,9]",120,118,238,0.5,0.5
"JN_[0,2]",Juno,"[0,2]",324,338,662,0.49,0.51
"JU_(1,2]",Jupiter,"(1,2]",227,252,479,0.47,0.53
"JU_(2,3]",Jupiter,"(2,3]",131,127,258,0.51,0.49
"JU_(3,7]",Jupiter,"(3,7]",119,126,245,0.49,0.51
"JU_[0,1]",Jupiter,"[0,1]",260,229,489,0.53,0.47
"MA_(2,3]",Mars,"(2,3]",158,165,323,0.49,0.51
"MA_(3,5]",Mars,"(3,5]",280,266,546,0.51,0.49
"MA_(5,11]",Mars,"(5,11]",116,112,228,0.51,0.49
"MA_[0,2]",Mars,"[0,2]",183,191,374,0.49,0.51
"ME_(3,4]",Mercury,"(3,4]",162,144,306,0.53,0.47
"ME_(4,6]",Mercury,"(4,6]",232,227,459,0.51,0.49
"ME_(6,13]",Mercury,"(6,13]",88,78,166,0.53,0.47
"ME_[0,3]",Mercury,"[0,3]",255,285,540,0.47,0.53
"MO_(13,15]",Moon,"(13,15]",231,230,461,0.5,0.5
"MO_(15,17]",Moon,"(15,17]",168,181,349,0.48,0.52
"MO_(17,27]",Moon,"(17,27]",123,111,234,0.53,0.47
"MO_[5,13]",Moon,"[5,13]",215,212,427,0.5,0.5
NE_0,Neptune,0,737,734,1471,0.5,0.5
"NN_(2,3]",NNode,"(2,3]",205,168,373,0.55,0.45
"NN_(3,6]",NNode,"(3,6]",207,242,449,0.46,0.54
NN_2,NNode,2,225,233,458,0.49,0.51
"NN_[1,2)",NNode,"[1,2)",100,91,191,0.52,0.48
"PA_(1,2]",Pallas,"(1,2]",165,169,334,0.49,0.51
"PA_(2,3]",Pallas,"(2,3]",205,189,394,0.52,0.48
"PA_(3,8]",Pallas,"(3,8]",135,141,276,0.49,0.51
"PA_[0,1]",Pallas,"[0,1]",232,235,467,0.5,0.5
"PH_(0,1]",Pholus,"(0,1]",184,148,332,0.55,0.45
PH_0,Pholus,0,553,586,1139,0.49,0.51
"SA_(1,2]",Saturn,"(1,2]",212,184,396,0.54,0.46
"SA_(2,4]",Saturn,"(2,4]",79,75,154,0.51,0.49
SA_1,Saturn,1,152,157,309,0.49,0.51
"SA_[0,1)",Saturn,"[0,1)",294,318,612,0.48,0.52
"SN_(2,5]",SNode,"(2,5]",227,260,487,0.47,0.53
SN_2,SNode,2,209,179,388,0.54,0.46
"SN_[0,1]",SNode,"[0,1]",301,295,596,0.51,0.49
"SU_(3,4]",Sun,"(3,4]",165,156,321,0.51,0.49
"SU_(4,5]",Sun,"(4,5]",106,136,242,0.44,0.56
"SU_(5,11]",Sun,"(5,11]",165,131,296,0.56,0.44
"SU_[0,3]",Sun,"[0,3]",301,311,612,0.49,0.51
"UR_(1,3]",Uranus,"(1,3]",312,325,637,0.49,0.51
UR_0,Uranus,0,184,210,394,0.47,0.53
UR_1,Uranus,1,241,199,440,0.55,0.45
"VE_(3,4]",Venus,"(3,4]",137,158,295,0.46,0.54
"VE_(4,6]",Venus,"(4,6]",253,223,476,0.53,0.47
"VE_(6,12]",Venus,"(6,12]",93,101,194,0.48,0.52
"VE_[0,3]",Venus,"[0,3]",254,252,506,0.5,0.5
"VS_(2,3]",Vesta,"(2,3]",168,141,309,0.54,0.46
"VS_(3,4]",Vesta,"(3,4]",146,135,281,0.52,0.48
"VS_(4,10]",Vesta,"(4,10]",195,197,392,0.5,0.5
"VS_[0,2]",Vesta,"[0,2]",228,261,489,0.47,0.53
