PlanetsAspect,PlanetX,PlanetY,Aspect,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CH_a103,Ceres,Chiron,BiSeptile,4,6,10,0.4,0.6
CE_CH_a120,Ceres,Chiron,Trine,7,22,29,0.24,0.76
CE_CH_a135,Ceres,Chiron,SesquiSquare,14,13,27,0.52,0.48
CE_CH_a144,Ceres,Chiron,BiQuintile,21,19,40,0.52,0.48
CE_CH_a150,Ceres,Chiron,Quincunx,4,5,9,0.44,0.56
CE_CH_a180,Ceres,Chiron,Opposition,0,4,4,0,1
CE_CH_a30,Ceres,Chiron,SemiSextile,19,16,35,0.54,0.46
CE_CH_a36,Ceres,Chiron,SemiQuintile,16,24,40,0.4,0.6
CE_CH_a45,Ceres,Chiron,SemiSquare,2,5,7,0.29,0.71
CE_CH_a60,Ceres,Chiron,Sextile,6,1,7,0.86,0.14
CE_CH_a72,Ceres,Chiron,Quintile,5,0,5,1,0
CE_CH_a90,Ceres,Chiron,Square,1,9,10,0.1,0.9
CE_JU_a0,Ceres,Jupiter,Conjunction,8,4,12,0.67,0.33
CE_JU_a103,Ceres,Jupiter,BiSeptile,15,6,21,0.71,0.29
CE_JU_a30,Ceres,Jupiter,SemiSextile,9,9,18,0.5,0.5
CE_JU_a36,Ceres,Jupiter,SemiQuintile,7,11,18,0.39,0.61
CE_JU_a45,Ceres,Jupiter,SemiSquare,11,17,28,0.39,0.61
CE_JU_a60,Ceres,Jupiter,Sextile,0,6,6,0,1
CE_JU_a72,Ceres,Jupiter,Quintile,4,1,5,0.8,0.2
CE_JU_a90,Ceres,Jupiter,Square,11,12,23,0.48,0.52
CE_NE_a0,Ceres,Neptune,Conjunction,3,3,6,0.5,0.5
CE_NE_a103,Ceres,Neptune,BiSeptile,7,21,28,0.25,0.75
CE_NE_a120,Ceres,Neptune,Trine,3,8,11,0.27,0.73
CE_NE_a135,Ceres,Neptune,SesquiSquare,4,6,10,0.4,0.6
CE_NE_a144,Ceres,Neptune,BiQuintile,16,14,30,0.53,0.47
CE_NE_a150,Ceres,Neptune,Quincunx,17,10,27,0.63,0.37
CE_NE_a180,Ceres,Neptune,Opposition,1,4,5,0.2,0.8
CE_NE_a30,Ceres,Neptune,SemiSextile,3,3,6,0.5,0.5
CE_NE_a36,Ceres,Neptune,SemiQuintile,4,2,6,0.67,0.33
CE_NE_a45,Ceres,Neptune,SemiSquare,5,1,6,0.83,0.17
CE_NE_a60,Ceres,Neptune,Sextile,3,2,5,0.6,0.4
CE_NE_a72,Ceres,Neptune,Quintile,3,2,5,0.6,0.4
CE_NE_a90,Ceres,Neptune,Square,3,3,6,0.5,0.5
CE_NN_a0,Ceres,NNode,Conjunction,32,20,52,0.62,0.38
CE_NN_a103,Ceres,NNode,BiSeptile,8,2,10,0.8,0.2
