PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(2,3]",Ceres,"(2,3]",960,788,1748,0.55,0.45
"CE_(3,4]",Ceres,"(3,4]",733,634,1367,0.54,0.46
"CE_(4,8]",Ceres,"(4,8]",561,465,1026,0.55,0.45
"CE_[0,2]",Ceres,"[0,2]",1814,1467,3281,0.55,0.45
"CH_(1,2]",Chiron,"(1,2]",1165,1014,2179,0.53,0.47
"CH_(2,3]",Chiron,"(2,3]",411,279,690,0.6,0.4
CH_1,Chiron,1,1676,1403,3079,0.54,0.46
"CH_[0,1)",Chiron,"[0,1)",816,658,1474,0.55,0.45
"JN_(2,3]",Juno,"(2,3]",921,777,1698,0.54,0.46
"JN_(3,4]",Juno,"(3,4]",775,670,1445,0.54,0.46
"JN_(4,9]",Juno,"(4,9]",694,541,1235,0.56,0.44
"JN_[0,2]",Juno,"[0,2]",1678,1366,3044,0.55,0.45
"JU_(1,2]",Jupiter,"(1,2]",1220,996,2216,0.55,0.45
"JU_(2,3]",Jupiter,"(2,3]",997,821,1818,0.55,0.45
"JU_(3,7]",Jupiter,"(3,7]",692,552,1244,0.56,0.44
"JU_[0,1]",Jupiter,"[0,1]",1159,985,2144,0.54,0.46
"MA_(2,3]",Mars,"(2,3]",876,781,1657,0.53,0.47
"MA_(3,5]",Mars,"(3,5]",1462,1172,2634,0.56,0.44
"MA_(5,11]",Mars,"(5,11]",529,446,975,0.54,0.46
"MA_[0,2]",Mars,"[0,2]",1201,955,2156,0.56,0.44
"ME_(3,4]",Mercury,"(3,4]",824,716,1540,0.54,0.46
"ME_(4,6]",Mercury,"(4,6]",1314,1109,2423,0.54,0.46
"ME_(6,13]",Mercury,"(6,13]",528,409,937,0.56,0.44
"ME_[0,3]",Mercury,"[0,3]",1402,1120,2522,0.56,0.44
"MO_(13,15]",Moon,"(13,15]",1164,987,2151,0.54,0.46
"MO_(15,17]",Moon,"(15,17]",984,821,1805,0.55,0.45
"MO_(17,27]",Moon,"(17,27]",712,540,1252,0.57,0.43
"MO_[5,13]",Moon,"[5,13]",1208,1006,2214,0.55,0.45
NE_0,Neptune,0,4068,3354,7422,0.55,0.45
"NN_(2,3]",NNode,"(2,3]",1076,894,1970,0.55,0.45
"NN_(3,6]",NNode,"(3,6]",951,788,1739,0.55,0.45
NN_2,NNode,2,1428,1180,2608,0.55,0.45
"NN_[1,2)",NNode,"[1,2)",613,492,1105,0.55,0.45
"PA_(1,2]",Pallas,"(1,2]",1087,909,1996,0.54,0.46
"PA_(2,3]",Pallas,"(2,3]",973,745,1718,0.57,0.43
"PA_(3,8]",Pallas,"(3,8]",848,744,1592,0.53,0.47
"PA_[0,1]",Pallas,"[0,1]",1160,956,2116,0.55,0.45
"PH_(0,1]",Pholus,"(0,1]",1734,1346,3080,0.56,0.44
"PH_(1,2]",Pholus,"(1,2]",130,137,267,0.49,0.51
PH_0,Pholus,0,2204,1871,4075,0.54,0.46
"SA_(1,2]",Saturn,"(1,2]",1127,900,2027,0.56,0.44
"SA_(2,4]",Saturn,"(2,4]",461,385,846,0.54,0.46
SA_1,Saturn,1,1554,1251,2805,0.55,0.45
"SA_[0,1)",Saturn,"[0,1)",926,818,1744,0.53,0.47
"SN_(2,5]",SNode,"(2,5]",968,787,1755,0.55,0.45
SN_2,SNode,2,1055,861,1916,0.55,0.45
"SN_[0,1]",SNode,"[0,1]",2045,1706,3751,0.55,0.45
"SU_(3,4]",Sun,"(3,4]",913,725,1638,0.56,0.44
"SU_(4,5]",Sun,"(4,5]",660,607,1267,0.52,0.48
"SU_(5,11]",Sun,"(5,11]",798,656,1454,0.55,0.45
"SU_[0,3]",Sun,"[0,3]",1697,1366,3063,0.55,0.45
"UR_(1,3]",Uranus,"(1,3]",934,728,1662,0.56,0.44
UR_0,Uranus,0,1346,1212,2558,0.53,0.47
UR_1,Uranus,1,1788,1414,3202,0.56,0.44
"VE_(3,4]",Venus,"(3,4]",904,733,1637,0.55,0.45
"VE_(4,6]",Venus,"(4,6]",1317,1045,2362,0.56,0.44
"VE_(6,12]",Venus,"(6,12]",540,445,985,0.55,0.45
"VE_[0,3]",Venus,"[0,3]",1307,1131,2438,0.54,0.46
"VS_(2,3]",Vesta,"(2,3]",992,766,1758,0.56,0.44
"VS_(3,4]",Vesta,"(3,4]",740,685,1425,0.52,0.48
"VS_(4,10]",Vesta,"(4,10]",960,804,1764,0.54,0.46
"VS_[0,2]",Vesta,"[0,2]",1376,1099,2475,0.56,0.44
