PlanetAspectCountRange,Planet,Aspect,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_a0_(0,4]",Ceres,Conjunction,"(0,4]",781,568,1349,0.58,0.42
CE_a0_0,Ceres,Conjunction,0,3250,2752,6002,0.54,0.46
"CE_a103_(0,1]",Ceres,BiSeptile,"(0,1]",1114,868,1982,0.56,0.44
"CE_a103_(1,6]",Ceres,BiSeptile,"(1,6]",285,240,525,0.54,0.46
CE_a103_0,Ceres,BiSeptile,0,2632,2212,4844,0.54,0.46
"CE_a120_(0,1]",Ceres,Trine,"(0,1]",1156,957,2113,0.55,0.45
"CE_a120_(1,4]",Ceres,Trine,"(1,4]",245,220,465,0.53,0.47
CE_a120_0,Ceres,Trine,0,2630,2143,4773,0.55,0.45
"CE_a135_(0,1]",Ceres,SesquiSquare,"(0,1]",1125,893,2018,0.56,0.44
"CE_a135_(1,4]",Ceres,SesquiSquare,"(1,4]",235,210,445,0.53,0.47
CE_a135_0,Ceres,SesquiSquare,0,2671,2217,4888,0.55,0.45
"CE_a144_(0,1]",Ceres,BiQuintile,"(0,1]",1120,979,2099,0.53,0.47
"CE_a144_(1,5]",Ceres,BiQuintile,"(1,5]",286,234,520,0.55,0.45
CE_a144_0,Ceres,BiQuintile,0,2625,2107,4732,0.55,0.45
"CE_a150_(0,1]",Ceres,Quincunx,"(0,1]",1105,923,2028,0.54,0.46
"CE_a150_(1,5]",Ceres,Quincunx,"(1,5]",239,230,469,0.51,0.49
CE_a150_0,Ceres,Quincunx,0,2687,2167,4854,0.55,0.45
"CE_a180_(0,3]",Ceres,Opposition,"(0,3]",734,596,1330,0.55,0.45
CE_a180_0,Ceres,Opposition,0,3297,2724,6021,0.55,0.45
"CE_a30_(0,1]",Ceres,SemiSextile,"(0,1]",1253,1070,2323,0.54,0.46
"CE_a30_(1,4]",Ceres,SemiSextile,"(1,4]",433,329,762,0.57,0.43
CE_a30_0,Ceres,SemiSextile,0,2345,1921,4266,0.55,0.45
"CE_a36_(0,1]",Ceres,SemiQuintile,"(0,1]",1242,1009,2251,0.55,0.45
"CE_a36_(1,5]",Ceres,SemiQuintile,"(1,5]",495,347,842,0.59,0.41
CE_a36_0,Ceres,SemiQuintile,0,2294,1964,4258,0.54,0.46
"CE_a45_(0,1]",Ceres,SemiSquare,"(0,1]",1322,1083,2405,0.55,0.45
"CE_a45_(1,5]",Ceres,SemiSquare,"(1,5]",351,307,658,0.53,0.47
CE_a45_0,Ceres,SemiSquare,0,2358,1930,4288,0.55,0.45
"CE_a60_(0,1]",Ceres,Sextile,"(0,1]",1137,976,2113,0.54,0.46
"CE_a60_(1,4]",Ceres,Sextile,"(1,4]",298,235,533,0.56,0.44
CE_a60_0,Ceres,Sextile,0,2596,2109,4705,0.55,0.45
"CE_a72_(0,1]",Ceres,Quintile,"(0,1]",1146,984,2130,0.54,0.46
"CE_a72_(1,4]",Ceres,Quintile,"(1,4]",229,212,441,0.52,0.48
CE_a72_0,Ceres,Quintile,0,2656,2124,4780,0.56,0.44
"CE_a90_(0,1]",Ceres,Square,"(0,1]",987,822,1809,0.55,0.45
"CE_a90_(1,5]",Ceres,Square,"(1,5]",260,232,492,0.53,0.47
CE_a90_0,Ceres,Square,0,2784,2266,5050,0.55,0.45
"CH_a0_(0,3]",Chiron,Conjunction,"(0,3]",818,670,1488,0.55,0.45
CH_a0_0,Chiron,Conjunction,0,3213,2650,5863,0.55,0.45
"CH_a103_(0,1]",Chiron,BiSeptile,"(0,1]",1176,958,2134,0.55,0.45
"CH_a103_(1,4]",Chiron,BiSeptile,"(1,4]",244,209,453,0.54,0.46
CH_a103_0,Chiron,BiSeptile,0,2611,2153,4764,0.55,0.45
"CH_a120_(0,1]",Chiron,Trine,"(0,1]",989,781,1770,0.56,0.44
"CH_a120_(1,4]",Chiron,Trine,"(1,4]",210,194,404,0.52,0.48
CH_a120_0,Chiron,Trine,0,2832,2345,5177,0.55,0.45
"CH_a135_(0,1]",Chiron,SesquiSquare,"(0,1]",965,802,1767,0.55,0.45
"CH_a135_(1,4]",Chiron,SesquiSquare,"(1,4]",256,209,465,0.55,0.45
CH_a135_0,Chiron,SesquiSquare,0,2810,2309,5119,0.55,0.45
"CH_a144_(0,1]",Chiron,BiQuintile,"(0,1]",926,815,1741,0.53,0.47
"CH_a144_(1,4]",Chiron,BiQuintile,"(1,4]",262,203,465,0.56,0.44
CH_a144_0,Chiron,BiQuintile,0,2843,2302,5145,0.55,0.45
"CH_a150_(0,1]",Chiron,Quincunx,"(0,1]",1042,812,1854,0.56,0.44
"CH_a150_(1,5]",Chiron,Quincunx,"(1,5]",248,190,438,0.57,0.43
CH_a150_0,Chiron,Quincunx,0,2741,2318,5059,0.54,0.46
"CH_a180_(0,4]",Chiron,Opposition,"(0,4]",781,667,1448,0.54,0.46
CH_a180_0,Chiron,Opposition,0,3250,2653,5903,0.55,0.45
"CH_a30_(1,5]",Chiron,SemiSextile,"(1,5]",673,511,1184,0.57,0.43
CH_a30_0,Chiron,SemiSextile,0,1632,1405,3037,0.54,0.46
CH_a30_1,Chiron,SemiSextile,1,1726,1404,3130,0.55,0.45
"CH_a36_(0,1]",Chiron,SemiQuintile,"(0,1]",1283,1088,2371,0.54,0.46
"CH_a36_(1,4]",Chiron,SemiQuintile,"(1,4]",324,294,618,0.52,0.48
CH_a36_0,Chiron,SemiQuintile,0,2424,1938,4362,0.56,0.44
"CH_a45_(0,1]",Chiron,SemiSquare,"(0,1]",1158,992,2150,0.54,0.46
"CH_a45_(1,4]",Chiron,SemiSquare,"(1,4]",312,258,570,0.55,0.45
CH_a45_0,Chiron,SemiSquare,0,2561,2070,4631,0.55,0.45
"CH_a60_(0,1]",Chiron,Sextile,"(0,1]",1310,1081,2391,0.55,0.45
"CH_a60_(1,5]",Chiron,Sextile,"(1,5]",341,256,597,0.57,0.43
CH_a60_0,Chiron,Sextile,0,2380,1983,4363,0.55,0.45
"CH_a72_(0,1]",Chiron,Quintile,"(0,1]",1335,1056,2391,0.56,0.44
"CH_a72_(1,5]",Chiron,Quintile,"(1,5]",339,250,589,0.58,0.42
CH_a72_0,Chiron,Quintile,0,2357,2014,4371,0.54,0.46
"CH_a90_(0,1]",Chiron,Square,"(0,1]",1072,932,2004,0.53,0.47
