PlanetElement,Planet,Element,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AIR,Ceres,Air,195,158,353,0.55,0.45
CE_EAR,Ceres,Earth,196,214,410,0.48,0.52
CE_FIR,Ceres,Fire,446,410,856,0.52,0.48
CE_WAT,Ceres,Water,273,216,489,0.56,0.44
CH_FIR,Chiron,Fire,535,445,980,0.55,0.45
CH_WAT,Chiron,Water,575,553,1128,0.51,0.49
JN_AIR,Juno,Air,321,276,597,0.54,0.46
JN_EAR,Juno,Earth,320,308,628,0.51,0.49
JN_FIR,Juno,Fire,190,180,370,0.51,0.49
JN_WAT,Juno,Water,279,234,513,0.54,0.46
JU_AIR,Jupiter,Air,302,239,541,0.56,0.44
JU_EAR,Jupiter,Earth,416,358,774,0.54,0.46
JU_FIR,Jupiter,Fire,191,200,391,0.49,0.51
JU_WAT,Jupiter,Water,201,201,402,0.5,0.5
MA_AIR,Mars,Air,280,243,523,0.54,0.46
MA_EAR,Mars,Earth,231,231,462,0.5,0.5
MA_FIR,Mars,Fire,350,297,647,0.54,0.46
MA_WAT,Mars,Water,249,227,476,0.52,0.48
ME_AIR,Mercury,Air,232,211,443,0.52,0.48
ME_EAR,Mercury,Earth,308,246,554,0.56,0.44
ME_FIR,Mercury,Fire,280,277,557,0.5,0.5
ME_WAT,Mercury,Water,290,264,554,0.52,0.48
MO_AIR,Moon,Air,287,236,523,0.55,0.45
MO_EAR,Moon,Earth,279,252,531,0.53,0.47
MO_FIR,Moon,Fire,276,249,525,0.53,0.47
MO_WAT,Moon,Water,268,261,529,0.51,0.49
NE_WAT,Neptune,Water,1110,998,2108,0.53,0.47
NN_AIR,NNode,Air,232,177,409,0.57,0.43
NN_EAR,NNode,Earth,291,276,567,0.51,0.49
NN_FIR,NNode,Fire,291,275,566,0.51,0.49
NN_WAT,NNode,Water,296,270,566,0.52,0.48
PA_AIR,Pallas,Air,360,341,701,0.51,0.49
PA_EAR,Pallas,Earth,350,293,643,0.54,0.46
PA_FIR,Pallas,Fire,185,178,363,0.51,0.49
PA_WAT,Pallas,Water,215,186,401,0.54,0.46
PH_EAR,Pholus,Earth,525,424,949,0.55,0.45
PH_FIR,Pholus,Fire,585,574,1159,0.5,0.5
PL_EAR,Pluto,Earth,1110,998,2108,0.53,0.47
SA_AIR,Saturn,Air,154,101,255,0.6,0.4
SA_EAR,Saturn,Earth,503,486,989,0.51,0.49
SA_FIR,Saturn,Fire,437,387,824,0.53,0.47
SA_WAT,Saturn,Water,16,24,40,0.4,0.6
SN_AIR,SNode,Air,291,275,566,0.51,0.49
SN_EAR,SNode,Earth,296,270,566,0.52,0.48
SN_FIR,SNode,Fire,232,178,410,0.57,0.43
SN_WAT,SNode,Water,291,275,566,0.51,0.49
SU_AIR,Sun,Air,272,241,513,0.53,0.47
SU_EAR,Sun,Earth,312,236,548,0.57,0.43
SU_FIR,Sun,Fire,264,265,529,0.5,0.5
SU_WAT,Sun,Water,262,256,518,0.51,0.49
UR_EAR,Uranus,Earth,534,444,978,0.55,0.45
UR_FIR,Uranus,Fire,576,554,1130,0.51,0.49
VE_AIR,Venus,Air,308,265,573,0.54,0.46
VE_EAR,Venus,Earth,248,211,459,0.54,0.46
VE_FIR,Venus,Fire,286,270,556,0.51,0.49
VE_WAT,Venus,Water,268,252,520,0.52,0.48
VS_AIR,Vesta,Air,138,126,264,0.52,0.48
VS_EAR,Vesta,Earth,415,360,775,0.54,0.46
VS_FIR,Vesta,Fire,308,333,641,0.48,0.52
VS_WAT,Vesta,Water,249,179,428,0.58,0.42
