PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CE_PA_a103,1,12,0.014,0.037,0.019,0.018,0.035,-0.069,0.059,0.129,-0.881,-0.273,0.011
CH_UR_a30,1,1365,0.002,0.039,0.002,0.002,0.03,-0.22,0.222,0.442,-0.187,3.354,0.001
JN_JU_a72,1,71,0.002,0.048,0.001,0.003,0.032,-0.166,0.115,0.28,-0.396,1.553,0.006
JN_PA_a103,1,76,0.002,0.03,0.004,0.002,0.024,-0.097,0.084,0.181,-0.251,1.053,0.003
JN_PL_a0,1,18,-0.005,0.042,0.004,-0.002,0.029,-0.106,0.042,0.148,-1.277,0.861,0.01
JU_PL_a72,1,66,0.007,0.037,0.007,0.007,0.03,-0.078,0.098,0.176,-0.003,0.026,0.005
JU_SN_a103,1,20,-0.002,0.03,0.001,-0.002,0.033,-0.055,0.052,0.107,-0.14,-0.978,0.007
MA_CE_a60,1,44,0.002,0.029,0.002,0.003,0.032,-0.083,0.056,0.138,-0.388,-0.057,0.004
MA_NE_a150,1,26,0.006,0.025,0.006,0.004,0.016,-0.036,0.065,0.101,0.55,-0.04,0.005
MA_SA_a72,1,42,0.012,0.037,0.005,0.011,0.032,-0.057,0.106,0.163,0.332,-0.212,0.006
ME_SN_a72,1,54,0.001,0.018,0,0,0.012,-0.048,0.048,0.096,0.243,0.918,0.002
ME_UR_a135,1,46,-0.003,0.046,0.003,-0.002,0.025,-0.145,0.122,0.267,-0.193,1.718,0.007
MO_VE_a60,1,134,0.002,0.038,0.001,0.002,0.03,-0.078,0.222,0.3,1.328,7.507,0.003
NN_CH_a144,1,53,0.022,0.056,0.021,0.019,0.04,-0.134,0.222,0.356,0.699,2.43,0.008
NN_SN_a180,1,1901,0.002,0.037,0.002,0.002,0.027,-0.22,0.222,0.442,-0.231,3.57,0.001
PA_CH_a36,1,51,0.001,0.046,0.008,0.005,0.039,-0.126,0.093,0.218,-0.735,0.311,0.006
PA_PL_a103,1,82,0,0.045,0.003,0.001,0.033,-0.145,0.122,0.267,-0.294,1.44,0.005
PA_SN_a72,1,41,0.002,0.048,0.008,0.005,0.031,-0.154,0.108,0.262,-0.923,2.107,0.007
SA_CH_a90,1,63,-0.014,0.034,-0.01,-0.011,0.031,-0.122,0.049,0.172,-0.847,0.97,0.004
SA_PH_a0,1,48,0.02,0.056,0.02,0.017,0.04,-0.134,0.222,0.356,0.791,2.91,0.008
SA_UR_a120,1,95,-0.003,0.039,-0.002,-0.003,0.03,-0.122,0.112,0.234,-0.004,1.132,0.004
SN_CH_a36,1,53,0.022,0.056,0.021,0.019,0.04,-0.134,0.222,0.356,0.699,2.43,0.008
SU_MA_a36,1,53,0.003,0.042,-0.002,0.001,0.039,-0.097,0.122,0.218,0.488,0.595,0.006
SU_NN_a90,1,44,0.007,0.026,0.002,0.006,0.018,-0.041,0.066,0.108,0.331,-0.148,0.004
SU_PH_a36,1,49,0.001,0.029,0,0.002,0.025,-0.077,0.059,0.137,-0.336,0.116,0.004
SU_SA_a36,1,49,0.006,0.033,0.007,0.006,0.024,-0.073,0.093,0.166,-0.119,0.227,0.005
SU_SN_a90,1,44,0.007,0.026,0.002,0.006,0.018,-0.041,0.066,0.108,0.331,-0.148,0.004
UR_NE_a45,1,586,0.002,0.038,0.001,0.002,0.026,-0.22,0.222,0.442,-0.109,5.856,0.002
UR_PH_a120,1,362,0.002,0.04,0.002,0.002,0.028,-0.22,0.122,0.342,-0.721,5.053,0.002
VE_JN_a72,1,40,0,0.042,-0.004,-0.005,0.031,-0.056,0.122,0.177,1.078,1.123,0.007
VE_JU_a0,1,21,-0.005,0.027,-0.002,-0.003,0.025,-0.083,0.041,0.124,-0.796,0.997,0.006
VE_PL_a72,1,56,0,0.04,-0.002,0,0.037,-0.104,0.104,0.208,0.012,0.217,0.005
VE_SN_a103,1,43,0.008,0.032,0.008,0.006,0.024,-0.048,0.112,0.159,0.762,1.279,0.005
VS_CE_a72,1,2,0.011,0.005,0.011,0.011,0.006,0.008,0.015,0.008,0,-2.75,0.004
VS_NE_a135,1,18,0.006,0.029,0.001,0.004,0.027,-0.03,0.075,0.105,0.843,-0.076,0.007
VS_PH_a60,1,94,0.003,0.04,-0.001,0.003,0.031,-0.113,0.098,0.211,-0.079,0.263,0.004
MO_JU_a60,1,141,0.002,0.043,0.003,0.005,0.027,-0.22,0.112,0.332,-1.503,6.091,0.004
MO_MA_a36,1,137,-0.004,0.035,0,-0.003,0.025,-0.166,0.081,0.247,-0.71,3.045,0.003
MO_SU_a72,1,136,0.003,0.032,0.002,0.003,0.027,-0.078,0.088,0.166,0.111,0.068,0.003
MO_ME_a90,1,134,0.004,0.028,0.002,0.002,0.027,-0.063,0.088,0.15,0.503,0.674,0.002
MO_UR_a135,1,139,0,0.041,0,0.001,0.033,-0.129,0.157,0.287,-0.028,1.753,0.003
ME_PL_a36,1,68,-0.002,0.06,0.007,0.004,0.03,-0.22,0.122,0.342,-1.428,3.707,0.007
MO_NE_a180,1,71,-0.006,0.045,-0.001,-0.005,0.032,-0.129,0.157,0.287,0.171,1.968,0.005
ME_JN_a36,1,55,0,0.058,0.012,0,0.038,-0.154,0.222,0.376,0.615,3.634,0.008
ME_NE_a90,1,71,-0.002,0.051,0,-0.002,0.032,-0.145,0.122,0.267,-0.163,0.73,0.006
ME_CH_a103,1,42,0.007,0.045,0.008,0.008,0.03,-0.134,0.122,0.256,-0.355,1.513,0.007
MO_MA_a30,1,138,0.001,0.036,0.003,0.002,0.027,-0.154,0.081,0.235,-0.547,1.83,0.003
MO_SA_a103,1,140,0.003,0.04,0.004,0.004,0.026,-0.154,0.122,0.276,-0.449,2.711,0.003
MO_VS_a45,1,139,0,0.037,-0.002,0.002,0.028,-0.154,0.094,0.248,-0.869,3.281,0.003
JN_NN_a150,1,39,0.007,0.033,0.01,0.008,0.04,-0.081,0.075,0.156,-0.376,-0.295,0.005
JN_SN_a30,1,39,0.007,0.033,0.01,0.008,0.04,-0.081,0.075,0.156,-0.376,-0.295,0.005
MO_PH_a103,1,140,-0.005,0.039,-0.005,-0.006,0.032,-0.106,0.157,0.263,0.438,1.742,0.003
MO_CE_a30,1,143,-0.001,0.036,0.002,0,0.026,-0.129,0.095,0.225,-0.276,1.46,0.003
MO_PA_a135,1,139,0.008,0.036,0.006,0.007,0.024,-0.1,0.157,0.257,0.39,2.456,0.003
MA_PH_a72,1,38,-0.007,0.034,0,-0.005,0.021,-0.104,0.048,0.152,-0.91,0.618,0.006
MO_JN_a120,1,140,0.005,0.036,0.006,0.007,0.027,-0.166,0.078,0.244,-1.283,4.945,0.003
MO_PL_a120,1,142,-0.001,0.038,-0.001,0.001,0.03,-0.154,0.157,0.311,-0.282,3.047,0.003
MO_NN_a30,1,142,-0.003,0.035,-0.003,-0.002,0.032,-0.129,0.095,0.225,-0.402,0.966,0.003
MO_SN_a150,1,142,-0.003,0.035,-0.003,-0.002,0.032,-0.129,0.095,0.225,-0.402,0.966,0.003
MO_UR_a144,1,140,-0.002,0.035,-0.001,-0.001,0.03,-0.104,0.084,0.188,-0.421,0.73,0.003
MO_CE_a36,1,143,0.001,0.035,0.002,0.001,0.021,-0.091,0.099,0.19,0.034,0.96,0.003
MO_SU_a60,1,137,0.004,0.041,0.002,0.003,0.024,-0.11,0.222,0.332,1.032,5.778,0.003
MO_JU_a45,1,140,0.001,0.031,0.005,0.002,0.024,-0.09,0.074,0.163,-0.305,0.624,0.003
MO_VE_a45,1,130,-0.001,0.036,0.001,-0.001,0.026,-0.134,0.153,0.288,0.398,3.111,0.003
MO_VS_a36,1,139,0.004,0.033,0,0.004,0.028,-0.091,0.096,0.187,-0.046,0.462,0.003
VS_CH_a144,1,25,0.013,0.023,0.015,0.013,0.021,-0.031,0.056,0.087,0.048,-0.603,0.005
