PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(4,5]",Ceres,"(4,5]",193,209,402,0.48,0.52
"CE_(5,7]",Ceres,"(5,7]",407,329,736,0.55,0.45
"CE_(7,13]",Ceres,"(7,13]",243,212,455,0.53,0.47
"CE_[0,4]",Ceres,"[0,4]",316,292,608,0.52,0.48
"CH_(4,5]",Chiron,"(4,5]",233,206,439,0.53,0.47
"CH_(5,7]",Chiron,"(5,7]",451,374,825,0.55,0.45
"CH_(7,13]",Chiron,"(7,13]",206,182,388,0.53,0.47
"CH_[0,4]",Chiron,"[0,4]",269,280,549,0.49,0.51
"JN_(4,5]",Juno,"(4,5]",243,212,455,0.53,0.47
"JN_(5,7]",Juno,"(5,7]",379,311,690,0.55,0.45
"JN_(7,14]",Juno,"(7,14]",139,132,271,0.51,0.49
"JN_[0,4]",Juno,"[0,4]",398,387,785,0.51,0.49
"JU_(4,5]",Jupiter,"(4,5]",228,207,435,0.52,0.48
"JU_(5,7]",Jupiter,"(5,7]",347,301,648,0.54,0.46
"JU_(7,12]",Jupiter,"(7,12]",141,132,273,0.52,0.48
"JU_[0,4]",Jupiter,"[0,4]",443,402,845,0.52,0.48
"MA_(4,5]",Mars,"(4,5]",237,180,417,0.57,0.43
"MA_(5,7]",Mars,"(5,7]",354,324,678,0.52,0.48
"MA_(7,13]",Mars,"(7,13]",172,168,340,0.51,0.49
"MA_[0,4]",Mars,"[0,4]",396,370,766,0.52,0.48
"ME_(4,5]",Mercury,"(4,5]",247,195,442,0.56,0.44
"ME_(5,7]",Mercury,"(5,7]",337,318,655,0.51,0.49
"ME_(7,14]",Mercury,"(7,14]",123,121,244,0.5,0.5
"ME_[0,4]",Mercury,"[0,4]",452,408,860,0.53,0.47
"MO_(13,15]",Moon,"(13,15]",362,313,675,0.54,0.46
"MO_(15,17]",Moon,"(15,17]",275,255,530,0.52,0.48
"MO_(17,27]",Moon,"(17,27]",178,175,353,0.5,0.5
"MO_[5,13]",Moon,"[5,13]",344,299,643,0.53,0.47
"NE_(4,5]",Neptune,"(4,5]",228,183,411,0.55,0.45
"NE_(5,6]",Neptune,"(5,6]",171,153,324,0.53,0.47
"NE_(6,13]",Neptune,"(6,13]",224,210,434,0.52,0.48
"NE_[0,4]",Neptune,"[0,4]",536,496,1032,0.52,0.48
"NN_(5,6]",NNode,"(5,6]",239,211,450,0.53,0.47
"NN_(6,7]",NNode,"(6,7]",199,183,382,0.52,0.48
"NN_(7,13]",NNode,"(7,13]",243,233,476,0.51,0.49
"NN_[1,5]",NNode,"[1,5]",478,415,893,0.54,0.46
"PA_(4,5]",Pallas,"(4,5]",211,199,410,0.51,0.49
"PA_(5,7]",Pallas,"(5,7]",348,341,689,0.51,0.49
"PA_(7,13]",Pallas,"(7,13]",153,138,291,0.53,0.47
"PA_[0,4]",Pallas,"[0,4]",447,364,811,0.55,0.45
"PH_(4,5]",Pholus,"(4,5]",222,206,428,0.52,0.48
"PH_(5,6]",Pholus,"(5,6]",187,178,365,0.51,0.49
"PH_(6,13]",Pholus,"(6,13]",226,209,435,0.52,0.48
"PH_[0,4]",Pholus,"[0,4]",524,449,973,0.54,0.46
"PL_(4,5]",Pluto,"(4,5]",259,216,475,0.55,0.45
"PL_(5,6]",Pluto,"(5,6]",190,175,365,0.52,0.48
"PL_(6,14]",Pluto,"(6,14]",213,185,398,0.54,0.46
"PL_[0,4]",Pluto,"[0,4]",497,466,963,0.52,0.48
"SA_(4,5]",Saturn,"(4,5]",206,184,390,0.53,0.47
"SA_(5,7]",Saturn,"(5,7]",374,341,715,0.52,0.48
"SA_(7,14]",Saturn,"(7,14]",170,167,337,0.5,0.5
"SA_[0,4]",Saturn,"[0,4]",409,350,759,0.54,0.46
"SN_(5,6]",SNode,"(5,6]",258,214,472,0.55,0.45
"SN_(6,7]",SNode,"(6,7]",208,164,372,0.56,0.44
"SN_(7,13]",SNode,"(7,13]",238,256,494,0.48,0.52
"SN_[1,5]",SNode,"[1,5]",455,408,863,0.53,0.47
"SU_(4,5]",Sun,"(4,5]",269,233,502,0.54,0.46
"SU_(5,7]",Sun,"(5,7]",331,332,663,0.5,0.5
"SU_(7,14]",Sun,"(7,14]",155,140,295,0.53,0.47
"SU_[0,4]",Sun,"[0,4]",404,337,741,0.55,0.45
"UR_(4,5]",Uranus,"(4,5]",197,198,395,0.5,0.5
"UR_(5,7]",Uranus,"(5,7]",433,348,781,0.55,0.45
"UR_(7,15]",Uranus,"(7,15]",275,253,528,0.52,0.48
"UR_[0,4]",Uranus,"[0,4]",254,243,497,0.51,0.49
"VE_(4,5]",Venus,"(4,5]",237,209,446,0.53,0.47
"VE_(5,7]",Venus,"(5,7]",361,319,680,0.53,0.47
"VE_(7,14]",Venus,"(7,14]",198,169,367,0.54,0.46
"VE_[0,4]",Venus,"[0,4]",363,345,708,0.51,0.49
"VS_(4,5]",Vesta,"(4,5]",209,181,390,0.54,0.46
"VS_(5,7]",Vesta,"(5,7]",377,341,718,0.53,0.47
"VS_(7,13]",Vesta,"(7,13]",180,152,332,0.54,0.46
"VS_[0,4]",Vesta,"[0,4]",393,368,761,0.52,0.48
