PlanetSpeedPhase,Planet,SpeedPhase,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_DIR,Ceres,Direct,1729,1709,3438,0.5,0.5
CE_RET,Ceres,Retrograde,489,468,957,0.51,0.49
CE_STA,Ceres,Stationary,69,84,153,0.45,0.55
CH_DIR,Chiron,Direct,1306,1283,2589,0.5,0.5
CH_RET,Chiron,Retrograde,857,848,1705,0.5,0.5
CH_STA,Chiron,Stationary,124,130,254,0.49,0.51
JN_DIR,Juno,Direct,1702,1697,3399,0.5,0.5
JN_RET,Juno,Retrograde,483,487,970,0.5,0.5
JN_STA,Juno,Stationary,102,77,179,0.57,0.43
JU_DIR,Jupiter,Direct,1500,1476,2976,0.5,0.5
JU_RET,Jupiter,Retrograde,682,666,1348,0.51,0.49
JU_STA,Jupiter,Stationary,105,119,224,0.47,0.53
MA_DIR,Mars,Direct,2035,2001,4036,0.5,0.5
MA_RET,Mars,Retrograde,208,208,416,0.5,0.5
MA_STA,Mars,Stationary,44,52,96,0.46,0.54
ME_DIR,Mercury,Direct,1778,1741,3519,0.51,0.49
ME_RET,Mercury,Retrograde,432,454,886,0.49,0.51
ME_STA,Mercury,Stationary,77,66,143,0.54,0.46
MO_DIR,Moon,Direct,2287,2261,4548,0.5,0.5
NE_DIR,Neptune,Direct,1215,1197,2412,0.5,0.5
NE_RET,Neptune,Retrograde,849,838,1687,0.5,0.5
NE_STA,Neptune,Stationary,223,226,449,0.5,0.5
NN_DIR,NNode,Direct,2287,2261,4548,0.5,0.5
PA_DIR,Pallas,Direct,1715,1722,3437,0.5,0.5
PA_RET,Pallas,Retrograde,487,476,963,0.51,0.49
PA_STA,Pallas,Stationary,85,63,148,0.57,0.43
PH_DIR,Pholus,Direct,1175,1174,2349,0.5,0.5
PH_RET,Pholus,Retrograde,933,934,1867,0.5,0.5
PH_STA,Pholus,Stationary,179,153,332,0.54,0.46
PL_DIR,Pluto,Direct,1185,1159,2344,0.51,0.49
PL_RET,Pluto,Retrograde,866,864,1730,0.5,0.5
PL_STA,Pluto,Stationary,236,238,474,0.5,0.5
SA_DIR,Saturn,Direct,1335,1329,2664,0.5,0.5
SA_RET,Saturn,Retrograde,826,787,1613,0.51,0.49
SA_STA,Saturn,Stationary,126,145,271,0.46,0.54
SN_DIR,SNode,Direct,2287,2261,4548,0.5,0.5
SU_DIR,Sun,Direct,2287,2261,4548,0.5,0.5
UR_DIR,Uranus,Direct,1271,1316,2587,0.49,0.51
UR_RET,Uranus,Retrograde,870,803,1673,0.52,0.48
UR_STA,Uranus,Stationary,146,142,288,0.51,0.49
VE_DIR,Venus,Direct,2080,2047,4127,0.5,0.5
VE_RET,Venus,Retrograde,161,170,331,0.49,0.51
VE_STA,Venus,Stationary,46,44,90,0.51,0.49
VS_DIR,Vesta,Direct,1812,1762,3574,0.51,0.49
VS_RET,Vesta,Retrograde,403,429,832,0.48,0.52
VS_STA,Vesta,Stationary,72,70,142,0.51,0.49
