PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CE_PH_a120,1,89,0.001,0.008,0,0,0.006,-0.026,0.055,0.081,2.789,20.152,0.001
CE_PL_a144,1,86,0,0.008,0,0,0.004,-0.047,0.017,0.064,-2.747,15.049,0.001
CE_UR_a144,1,87,0.001,0.005,0.001,0.001,0.005,-0.012,0.024,0.036,0.811,2.659,0.001
CH_UR_a45,1,60,0,0.006,0,0,0.004,-0.013,0.018,0.03,0.426,1.135,0.001
JN_NE_a60,1,110,-0.001,0.017,-0.001,-0.001,0.005,-0.094,0.114,0.208,0.887,29.391,0.002
JN_SA_a150,1,42,0,0.005,-0.001,0,0.004,-0.007,0.013,0.021,0.8,0.253,0.001
JU_CH_a120,1,114,0,0.005,0,0,0.004,-0.017,0.019,0.036,0.538,2.794,0
JU_NE_a144,1,121,0,0.005,0,0,0.005,-0.017,0.019,0.036,0.176,1.575,0
JU_NN_a120,1,150,0,0.007,0.001,0.001,0.006,-0.02,0.019,0.039,-0.604,0.443,0.001
JU_SN_a60,1,150,0,0.007,0.001,0.001,0.006,-0.02,0.019,0.039,-0.604,0.443,0.001
MA_PH_a120,1,106,0,0.006,0,0,0.005,-0.018,0.02,0.038,0.003,0.988,0.001
MA_VS_a90,1,56,0,0.006,0,0,0.005,-0.015,0.012,0.027,-0.118,-0.141,0.001
ME_JU_a103,1,87,0,0.005,0,0,0.005,-0.01,0.023,0.033,0.834,2.246,0.001
MO_NN_a30,1,328,0,0.007,0.001,0.001,0.005,-0.057,0.035,0.092,-1.567,16.944,0
MO_PL_a120,1,333,0,0.009,0,0,0.005,-0.133,0.027,0.16,-8.918,127.972,0.001
MO_SN_a150,1,328,0,0.007,0.001,0.001,0.005,-0.057,0.035,0.092,-1.567,16.944,0
NN_PL_a150,1,96,0.001,0.004,0,0,0.004,-0.007,0.011,0.018,0.409,-0.42,0
NN_SN_a180,1,4438,0,0.007,0,0,0.005,-0.133,0.166,0.299,1.467,100.433,0
PA_NE_a60,1,150,0.001,0.005,0.001,0,0.005,-0.012,0.018,0.03,0.334,0.666,0
PA_PH_a135,1,88,0.001,0.005,0.001,0.001,0.005,-0.012,0.012,0.024,-0.2,0.003,0
SA_NE_a150,1,191,0,0.018,0.001,0,0.008,-0.133,0.166,0.299,1.938,50.589,0.001
SN_PL_a30,1,96,0.001,0.004,0,0,0.004,-0.007,0.011,0.018,0.409,-0.42,0
SU_CE_a135,1,71,0.001,0.006,0,0.001,0.004,-0.014,0.02,0.034,0.643,0.92,0.001
SU_CH_a36,1,104,0.002,0.007,0.002,0.001,0.005,-0.014,0.035,0.049,0.976,3.63,0.001
SU_JN_a0,1,72,0.001,0.005,0.001,0.001,0.004,-0.019,0.015,0.034,-0.789,3.349,0.001
SU_MA_a103,1,85,0,0.005,0,0,0.004,-0.009,0.021,0.03,0.798,1.761,0.001
SU_NE_a60,1,112,0,0.006,0.001,0,0.005,-0.02,0.024,0.044,0.341,2.102,0.001
SU_SA_a150,1,88,0,0.006,0,0,0.004,-0.015,0.013,0.029,-0.043,0.121,0.001
VE_PA_a90,1,95,0,0.01,0.001,0,0.005,-0.057,0.057,0.114,-0.169,17.122,0.001
VE_PH_a45,1,116,0,0.006,0.001,0,0.005,-0.016,0.022,0.038,0.016,0.961,0.001
VS_PL_a0,1,27,-0.001,0.004,0.001,0,0.003,-0.008,0.007,0.015,-0.267,-0.816,0.001
MO_VS_a120,1,334,0,0.005,0,0,0.004,-0.02,0.027,0.047,0.398,2.03,0
MO_VE_a103,1,311,0,0.006,0,0,0.004,-0.026,0.024,0.05,-0.335,2.138,0
MA_CE_a120,1,133,-0.001,0.006,-0.001,-0.001,0.005,-0.022,0.012,0.034,-0.697,1.325,0.001
MO_MA_a30,1,328,0,0.006,0,0,0.005,-0.026,0.023,0.049,-0.058,2.082,0
MO_NE_a72,1,331,0,0.01,0.001,0.001,0.005,-0.133,0.021,0.154,-8.277,113.972,0.001
VE_NE_a30,1,124,-0.001,0.008,-0.001,-0.001,0.005,-0.067,0.022,0.089,-3.831,30.161,0.001
MO_JU_a144,1,354,0,0.006,0,0,0.005,-0.019,0.027,0.046,0.727,2.582,0
MO_PH_a150,1,329,0,0.006,0,0,0.005,-0.047,0.017,0.064,-1.628,10.341,0
MO_CE_a90,1,326,0,0.007,0,0,0.005,-0.026,0.026,0.052,0.007,1.698,0
VE_MA_a72,1,101,0,0.005,0,0,0.005,-0.015,0.009,0.024,-0.134,-0.244,0
JU_PL_a90,1,166,0.001,0.006,0.001,0.001,0.006,-0.026,0.023,0.049,-0.015,2.831,0
MO_SU_a135,1,311,0,0.009,0,0,0.005,-0.133,0.014,0.148,-9.392,131.812,0.001
ME_NN_a135,1,119,0,0.005,0.001,0.001,0.005,-0.017,0.013,0.03,-0.333,0.281,0.001
ME_SN_a45,1,119,0,0.005,0.001,0.001,0.005,-0.017,0.013,0.03,-0.333,0.281,0.001
MO_JN_a135,1,322,0,0.006,-0.001,0,0.005,-0.023,0.027,0.05,0.22,1.882,0
MO_CH_a103,1,328,-0.001,0.006,0,0,0.005,-0.022,0.022,0.044,-0.433,1.863,0
MO_UR_a60,1,328,0,0.006,0,0,0.005,-0.02,0.057,0.077,2.227,22.407,0
MO_MA_a36,1,321,-0.001,0.006,0,0,0.005,-0.02,0.023,0.044,-0.12,1.294,0
MO_SA_a72,1,326,0,0.006,0,0,0.005,-0.016,0.031,0.047,0.699,3.065,0
MO_JU_a135,1,359,0,0.006,0,0,0.005,-0.019,0.026,0.044,0.335,2.127,0
MO_ME_a120,1,332,0.001,0.012,0,0,0.004,-0.094,0.166,0.26,6.469,119.016,0.001
VE_SA_a180,1,40,0,0.004,0,0,0.005,-0.01,0.008,0.018,0.03,-0.554,0.001
VS_PH_a30,1,57,0.001,0.005,0.001,0.001,0.007,-0.012,0.013,0.025,-0.053,-0.592,0.001
MO_PL_a135,1,329,0,0.006,0.001,0,0.005,-0.023,0.031,0.054,0.014,2.927,0
ME_NE_a36,1,112,-0.001,0.006,-0.001,-0.001,0.006,-0.022,0.019,0.04,0.024,0.908,0.001
MO_JN_a144,1,314,0,0.006,0,0,0.005,-0.023,0.023,0.047,0.035,1.714,0
MO_SU_a144,1,310,0,0.006,0,0,0.004,-0.02,0.014,0.034,-0.385,1.336,0
MO_VS_a135,1,329,0,0.007,0,0,0.005,-0.02,0.055,0.076,1.823,12.996,0
MO_MA_a45,1,319,0,0.006,-0.001,0,0.005,-0.022,0.016,0.038,-0.211,0.905,0
MO_PA_a30,1,322,0,0.008,0,0,0.005,-0.067,0.024,0.09,-2.829,21.169,0
MO_NE_a90,1,327,0,0.006,0,0,0.005,-0.02,0.022,0.042,-0.413,0.956,0
MO_VE_a120,1,303,0,0.005,0,0,0.005,-0.018,0.021,0.039,0.26,1.209,0
MO_UR_a72,1,325,-0.001,0.007,0,0,0.005,-0.06,0.035,0.095,-1.68,15.214,0
MO_SA_a60,1,333,0,0.006,0,0,0.005,-0.047,0.028,0.074,-0.979,9.229,0
MA_JN_a103,1,77,0.001,0.007,0,0,0.005,-0.018,0.023,0.042,0.283,1.747,0.001
MA_NE_a45,1,120,0,0.006,0,0,0.006,-0.023,0.014,0.038,-0.434,0.925,0.001
MO_MA_a72,1,322,0,0.007,0,0,0.005,-0.067,0.055,0.122,-1.034,30.29,0
MO_ME_a150,1,308,0.001,0.006,0.001,0.001,0.006,-0.022,0.026,0.047,0.181,1.366,0
MO_VE_a144,1,300,0,0.006,0,0,0.005,-0.017,0.024,0.041,0.235,0.792,0
SU_CH_a30,1,111,0.001,0.005,0.001,0.001,0.005,-0.012,0.014,0.026,-0.221,-0.209,0.001
SU_UR_a72,1,113,-0.001,0.007,0,0,0.005,-0.026,0.017,0.043,-0.974,2.201,0.001
VE_JN_a30,1,128,0,0.008,0,0,0.006,-0.023,0.065,0.089,3.515,29.018,0.001
VE_SU_a30,1,346,0,0.01,0.001,0,0.004,-0.067,0.114,0.181,4.51,64.173,0.001
VE_UR_a45,1,120,0,0.014,0.001,0.001,0.005,-0.133,0.024,0.157,-7.584,71.528,0.001
VS_CE_a150,1,117,0.001,0.005,0.001,0.001,0.005,-0.016,0.013,0.029,-0.133,0.117,0
VS_NN_a144,1,151,0,0.006,-0.001,0,0.005,-0.017,0.021,0.038,0.233,0.772,0
VS_SN_a36,1,151,0,0.006,-0.001,0,0.005,-0.017,0.021,0.038,0.233,0.772,0
MO_PA_a60,1,343,0.001,0.011,0,0,0.005,-0.023,0.166,0.189,10.125,145.697,0.001
MO_CE_a45,1,321,0,0.006,0,0,0.005,-0.023,0.023,0.047,0.195,2.039,0
MO_CH_a144,1,322,-0.001,0.006,-0.001,-0.001,0.005,-0.047,0.024,0.07,-1.061,8.815,0
MO_NE_a120,1,322,0,0.006,0,0,0.005,-0.023,0.024,0.047,-0.277,2.222,0
MO_SA_a30,1,331,0,0.007,0,0,0.005,-0.023,0.022,0.045,-0.093,1.008,0
SU_JU_a90,1,107,0.001,0.012,0,0,0.005,-0.011,0.114,0.125,7.622,68.751,0.001
MO_UR_a103,1,330,0,0.006,0,0,0.005,-0.047,0.018,0.065,-1.034,8.016,0
MO_JN_a180,1,160,0,0.004,0.001,0,0.005,-0.013,0.009,0.023,-0.227,-0.363,0
MO_VE_a150,1,307,0,0.007,0,0,0.006,-0.022,0.024,0.046,0.192,1.379,0
VE_CH_a0,1,81,0,0.005,0.001,0,0.004,-0.022,0.015,0.037,-0.779,2.919,0.001
MO_CH_a150,1,324,0,0.006,0,0,0.005,-0.026,0.024,0.05,0.283,1.999,0
MO_SU_a180,1,159,0,0.007,0,0,0.005,-0.022,0.024,0.046,-0.009,2.15,0.001
MO_JU_a90,1,302,0,0.012,0,0,0.005,-0.067,0.166,0.233,8.279,124.066,0.001
ME_PH_a45,1,125,0,0.006,0,0,0.005,-0.02,0.024,0.044,0.105,2.034,0.001
MO_CE_a36,1,319,0,0.006,0,0,0.005,-0.023,0.017,0.041,-0.385,1.715,0
MO_PL_a180,1,164,0,0.006,0,0,0.005,-0.021,0.013,0.034,-0.449,0.685,0
ME_PA_a90,1,68,0.001,0.005,0,0,0.004,-0.015,0.018,0.034,0.453,2.347,0.001
JN_CH_a30,1,129,0.001,0.007,0.001,0,0.005,-0.022,0.027,0.049,0.593,3.263,0.001
MO_PA_a72,1,345,0,0.006,0,0,0.005,-0.023,0.023,0.047,0.09,1.578,0
SU_CE_a144,1,85,0,0.006,0,0,0.005,-0.019,0.022,0.041,0.123,1.96,0.001
VS_NE_a45,1,96,0,0.005,0,0,0.005,-0.014,0.018,0.032,0.281,0.756,0.001
MO_VS_a180,1,161,0,0.007,0,0,0.005,-0.017,0.029,0.046,0.848,2.758,0.001
MO_CE_a30,1,331,0,0.007,0,0,0.005,-0.067,0.024,0.09,-2.843,23.48,0
MO_NN_a36,1,330,0,0.008,0,0,0.005,-0.06,0.057,0.117,-0.988,22.452,0
MO_SN_a144,1,330,0,0.008,0,0,0.005,-0.06,0.057,0.117,-0.988,22.452,0
SU_NN_a150,1,105,0.001,0.009,0.001,0.001,0.005,-0.06,0.055,0.115,-0.649,25.294,0.001
SU_SN_a30,1,105,0.001,0.009,0.001,0.001,0.005,-0.06,0.055,0.115,-0.649,25.294,0.001
MO_MA_a90,1,318,0.001,0.01,0.001,0.001,0.005,-0.06,0.114,0.174,3.634,56.349,0.001
MO_NE_a135,1,330,0,0.006,0,0,0.005,-0.047,0.016,0.063,-1.334,9.929,0
MO_UR_a120,1,329,0,0.006,0,0,0.005,-0.02,0.024,0.044,0.291,1.803,0
MO_PH_a144,1,324,-0.001,0.01,0,0,0.004,-0.133,0.024,0.157,-8.153,106.734,0.001
VE_JU_a120,1,95,0,0.005,0.001,0.001,0.005,-0.012,0.015,0.027,-0.043,-0.192,0.001
VS_PA_a103,1,58,0,0.005,0,0,0.004,-0.009,0.011,0.019,0.175,-0.443,0.001
MO_NN_a45,1,330,-0.001,0.009,-0.001,-0.001,0.005,-0.067,0.057,0.124,-0.599,26.133,0
MO_SN_a135,1,330,-0.001,0.009,-0.001,-0.001,0.005,-0.067,0.057,0.124,-0.599,26.133,0
SU_PL_a0,1,56,-0.001,0.005,-0.001,0,0.004,-0.022,0.01,0.032,-0.895,2.918,0.001
MO_NE_a144,1,331,0,0.006,0,0,0.005,-0.018,0.024,0.042,0.336,0.807,0
MA_SA_a103,1,76,0,0.006,0.001,0,0.005,-0.019,0.017,0.036,-0.279,0.835,0.001
MO_JU_a72,1,308,0,0.006,0,0,0.005,-0.02,0.022,0.042,0.059,1.747,0
MA_CH_a72,1,85,0.001,0.007,0.001,0.001,0.007,-0.026,0.022,0.048,-0.232,1.717,0.001
MO_ME_a180,1,157,-0.001,0.006,-0.001,-0.001,0.004,-0.02,0.021,0.041,-0.015,1.903,0
MO_PA_a90,1,319,0,0.006,0,0,0.005,-0.023,0.024,0.048,-0.093,1.635,0
MO_PH_a135,1,324,0.001,0.011,0,0,0.005,-0.02,0.166,0.186,11.19,170.085,0.001
VE_NN_a120,1,85,0,0.006,0.001,0,0.006,-0.014,0.021,0.034,0.101,0.824,0.001
VE_SN_a60,1,85,0,0.006,0.001,0,0.006,-0.014,0.021,0.034,0.101,0.824,0.001
MO_MA_a103,1,314,0.001,0.007,0.001,0,0.005,-0.022,0.065,0.087,2.77,26.684,0
MO_NE_a150,1,326,0,0.006,0,0,0.005,-0.026,0.024,0.05,-0.081,1.971,0
MO_SA_a0,1,166,0,0.006,0,0,0.005,-0.02,0.024,0.044,0.283,1.853,0
CE_PA_a103,1,23,0.002,0.005,0.002,0.002,0.004,-0.007,0.011,0.018,0.037,-0.457,0.001
ME_NE_a30,1,125,0,0.006,-0.001,0,0.005,-0.02,0.022,0.042,0.119,1.42,0.001
MO_UR_a135,1,329,-0.001,0.006,0,0,0.005,-0.022,0.031,0.053,-0.268,2.582,0
MO_JN_a150,1,322,0,0.006,0,0,0.005,-0.026,0.026,0.052,0.114,2.733,0
PA_SA_a90,1,106,0.001,0.011,0,0,0.006,-0.06,0.055,0.115,-0.104,11.044,0.001
ME_SA_a180,1,48,0.002,0.008,0,0.001,0.007,-0.021,0.035,0.055,0.92,3.834,0.001
MO_CH_a180,1,167,0,0.005,0,0,0.004,-0.019,0.019,0.038,0.347,1.627,0
MO_VE_a180,1,154,0.001,0.006,0,0,0.005,-0.015,0.019,0.034,0.189,0.311,0
MO_JU_a60,1,326,0.001,0.007,0.001,0.001,0.005,-0.019,0.065,0.084,2.782,27.625,0
VE_PL_a30,1,102,0,0.022,0,0,0.005,-0.133,0.166,0.299,2.043,43.725,0.002
MO_NN_a60,1,332,0.001,0.011,0,0,0.004,-0.02,0.166,0.186,11.386,175.633,0.001
MO_SN_a120,1,333,0.001,0.011,0,0,0.004,-0.02,0.166,0.186,11.402,176.132,0.001
MO_SU_a150,1,307,0,0.006,0,0,0.005,-0.02,0.017,0.037,-0.313,0.784,0
MO_PL_a150,1,334,0,0.005,0,0,0.005,-0.02,0.016,0.036,-0.409,0.934,0
MO_PA_a103,1,320,0,0.006,0,0,0.005,-0.022,0.029,0.051,0.38,3.572,0
MO_UR_a144,1,330,0,0.006,0,0,0.005,-0.02,0.019,0.039,-0.207,1.513,0
JN_UR_a72,1,57,0,0.008,0,0,0.006,-0.02,0.022,0.042,0.139,0.515,0.001
MA_UR_a30,1,78,0.001,0.005,0.001,0.001,0.005,-0.011,0.01,0.022,-0.234,-0.624,0.001
MO_CE_a0,1,169,0,0.006,0,0,0.005,-0.026,0.024,0.05,-0.431,2.736,0
MO_PH_a120,1,328,0.001,0.006,0.001,0.001,0.005,-0.02,0.031,0.051,-0.084,3.574,0
MO_PL_a144,1,326,0,0.005,0,0,0.005,-0.02,0.012,0.032,-0.722,1.205,0
MO_VS_a150,1,323,0,0.006,0,0,0.006,-0.018,0.018,0.036,0.133,0.61,0
MO_MA_a120,1,324,0,0.011,0,0,0.005,-0.023,0.166,0.189,10.43,155.783,0.001
MO_UR_a150,1,334,0,0.006,0,0,0.005,-0.023,0.019,0.042,-0.178,1.503,0
MO_NN_a72,1,327,0.001,0.011,0,0.001,0.005,-0.02,0.166,0.186,10.343,153.26,0.001
MO_VS_a144,1,319,0,0.007,0,0,0.006,-0.019,0.055,0.074,1.631,12.979,0
MO_JU_a45,1,361,0,0.006,0,0,0.005,-0.022,0.035,0.057,0.476,3.765,0
MO_SN_a103,1,334,0,0.01,0,0,0.005,-0.133,0.031,0.164,-7.66,106.324,0.001
JN_CE_a144,1,226,0,0.008,0,0,0.005,-0.067,0.065,0.132,-0.262,33.723,0.001
JN_JU_a90,1,83,0.001,0.005,0.001,0.001,0.004,-0.019,0.015,0.034,-0.222,1.415,0.001
MO_CH_a135,1,330,0,0.006,0,0,0.004,-0.047,0.018,0.064,-1.56,12.708,0
MO_JN_a103,1,323,-0.001,0.01,0,0,0.005,-0.133,0.022,0.155,-8.35,114.673,0.001
MO_NN_a103,1,335,0,0.005,0,0,0.005,-0.026,0.016,0.042,-0.486,1.901,0
NN_CH_a120,1,184,0.001,0.005,0,0,0.004,-0.013,0.031,0.043,1.132,6.205,0
SA_PH_a135,1,40,0.001,0.006,0.003,0.001,0.005,-0.015,0.014,0.029,-0.323,-0.413,0.001
SN_CH_a60,1,184,0.001,0.005,0,0,0.004,-0.013,0.031,0.043,1.132,6.205,0
SU_CE_a150,1,74,0,0.007,-0.001,0,0.006,-0.02,0.021,0.041,0.314,0.876,0.001
SU_PH_a30,1,109,0,0.006,0,0,0.006,-0.022,0.028,0.049,0.396,3.111,0.001
VE_CE_a180,1,27,-0.001,0.005,0,-0.001,0.003,-0.013,0.01,0.023,-0.377,0.433,0.001
VE_JN_a36,1,127,0,0.015,0,0,0.006,-0.094,0.114,0.208,1.562,38.798,0.001
VE_UR_a36,1,119,0,0.006,0,0,0.005,-0.017,0.027,0.044,0.857,3.222,0.001
MO_PA_a144,1,312,0.001,0.009,0.001,0.001,0.005,-0.022,0.114,0.136,6.826,86.15,0
SU_NN_a144,1,106,0,0.006,0,0,0.005,-0.014,0.022,0.036,0.352,1.11,0.001
SU_SN_a36,1,106,0,0.006,0,0,0.005,-0.014,0.022,0.036,0.352,1.11,0.001
VE_PH_a60,1,117,0.001,0.007,0,0,0.004,-0.023,0.027,0.05,0.741,3.564,0.001
MO_SN_a72,1,329,0,0.006,0,0,0.005,-0.026,0.019,0.045,-0.432,2.288,0
MO_PL_a103,1,330,0,0.011,0,0,0.005,-0.067,0.166,0.233,8.601,135.299,0.001
MO_VE_a135,1,320,0,0.006,0,0,0.005,-0.02,0.024,0.044,0.132,1.807,0
JN_NN_a150,1,103,0,0.004,0,0,0.003,-0.011,0.02,0.031,0.97,3.192,0
JN_SN_a30,1,103,0,0.004,0,0,0.003,-0.011,0.02,0.031,0.97,3.192,0
MO_PA_a150,1,337,0,0.007,0,0,0.005,-0.06,0.02,0.079,-2.197,19.495,0
MO_SU_a103,1,313,0.001,0.009,0,0,0.005,-0.018,0.114,0.132,6.571,75.051,0.001
MO_PH_a72,1,328,0,0.006,0,0,0.005,-0.026,0.023,0.05,-0.231,2.077,0
MO_VS_a103,1,321,0,0.009,0,0,0.005,-0.026,0.114,0.14,6.185,78.08,0.001
VS_UR_a60,1,68,0.002,0.007,0.001,0.002,0.005,-0.014,0.035,0.049,1.547,5.811,0.001
MO_CH_a120,1,331,0,0.006,0,0,0.006,-0.023,0.026,0.049,0.021,1.448,0
MO_JN_a90,1,335,0,0.011,0,0,0.004,-0.021,0.166,0.187,10.383,156.211,0.001
MO_JU_a0,1,162,0,0.007,0,0,0.004,-0.06,0.029,0.088,-2.861,25.214,0.001
MO_NN_a120,1,327,0,0.006,0,0,0.005,-0.023,0.026,0.049,0.466,2.611,0
MO_SN_a60,1,327,0,0.006,0,0,0.005,-0.023,0.026,0.049,0.466,2.611,0
MO_PL_a90,1,336,0,0.006,0,0,0.005,-0.018,0.022,0.04,0.275,1.101,0
VE_PL_a36,1,115,0,0.006,0,0,0.004,-0.02,0.024,0.044,0.385,2.871,0.001
MO_CE_a60,1,329,0,0.006,0,0,0.005,-0.022,0.022,0.044,-0.289,1.453,0
MO_SU_a90,1,314,-0.001,0.006,-0.001,0,0.005,-0.026,0.016,0.042,-0.543,1.292,0
MO_PH_a60,1,326,0,0.008,0,0,0.005,-0.094,0.029,0.123,-5.275,65.291,0
SU_NE_a45,1,107,0,0.006,0,0,0.006,-0.02,0.013,0.033,-0.232,0.51,0.001
ME_UR_a45,1,117,-0.001,0.01,0,-0.001,0.005,-0.057,0.057,0.114,0.052,17.645,0.001
MO_ME_a103,1,299,0,0.009,0,0,0.005,-0.017,0.114,0.131,7.153,89.036,0.001
MO_VS_a90,1,315,-0.001,0.008,-0.001,0,0.005,-0.094,0.029,0.123,-4.946,57.535,0
SN_UR_a103,1,95,0,0.007,0.001,0,0.005,-0.019,0.023,0.041,-0.073,1.569,0.001
MO_MA_a180,1,162,0,0.006,0,0,0.006,-0.016,0.024,0.04,0.519,1.049,0.001
SU_PA_a103,1,92,0.002,0.006,0.001,0.001,0.005,-0.014,0.024,0.038,0.683,1.319,0.001
MO_NN_a135,1,328,0,0.006,0.001,0,0.005,-0.047,0.017,0.064,-1.262,8.479,0
MO_SN_a45,1,328,0,0.006,0.001,0,0.005,-0.047,0.017,0.064,-1.262,8.479,0
MO_CE_a72,1,314,0,0.007,0,0,0.005,-0.023,0.065,0.089,2.305,21.514,0
MO_JN_a72,1,332,0.001,0.007,0,0.001,0.005,-0.023,0.065,0.089,2.419,24.402,0
MO_PL_a72,1,329,0,0.006,0,0,0.004,-0.026,0.023,0.049,-0.485,3.164,0
