PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM01,Ceres,Aswini,55,44,99,0.56,0.44
CE_VM02,Ceres,Bharani,65,74,139,0.47,0.53
CE_VM03,Ceres,Krittica,91,94,185,0.49,0.51
CE_VM04,Ceres,Rohini,104,86,190,0.55,0.45
CE_VM05,Ceres,Mrigashira,54,39,93,0.58,0.42
CE_VM06,Ceres,Ardra,38,47,85,0.45,0.55
CE_VM07,Ceres,Punavasu,104,83,187,0.56,0.44
CE_VM08,Ceres,Pushya,67,73,140,0.48,0.52
CE_VM09,Ceres,Ashlesha,68,53,121,0.56,0.44
CE_VM10,Ceres,Magha,76,97,173,0.44,0.56
CE_VM11,Ceres,PurvaPhalguni,79,73,152,0.52,0.48
CE_VM12,Ceres,UttaraPhalguni,93,86,179,0.52,0.48
CE_VM13,Ceres,Hasta,70,69,139,0.5,0.5
CE_VM14,Ceres,Chitra,46,40,86,0.53,0.47
CE_VM15,Ceres,Swati,65,56,121,0.54,0.46
CE_VM16,Ceres,Vishakha,103,99,202,0.51,0.49
CE_VM17,Ceres,Anuradha,75,89,164,0.46,0.54
CE_VM18,Ceres,Jyeshtha,79,99,178,0.44,0.56
CE_VM19,Ceres,Mula,99,111,210,0.47,0.53
CE_VM20,Ceres,PurvaAshada,91,102,193,0.47,0.53
CE_VM21,Ceres,UttaraAshada,83,99,182,0.46,0.54
CE_VM22,Ceres,Shravana,43,58,101,0.43,0.57
CE_VM23,Ceres,Danishtha,109,103,212,0.51,0.49
CE_VM24,Ceres,Shatabhisha,115,115,230,0.5,0.5
CE_VM25,Ceres,PurvaBhadrapada,130,113,243,0.53,0.47
CE_VM26,Ceres,UttaraBhadrapada,120,97,217,0.55,0.45
CE_VM27,Ceres,Revati,111,100,211,0.53,0.47
CH_,Chiron,,1,0,1,1,0
CH_VM01,Chiron,Aswini,303,304,607,0.5,0.5
CH_VM22,Chiron,Shravana,89,71,160,0.56,0.44
CH_VM23,Chiron,Danishtha,242,275,517,0.47,0.53
CH_VM24,Chiron,Shatabhisha,312,263,575,0.54,0.46
