PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
MA_Z06_VIR,Mars,Virgo,232,237,469,0.49,0.51
MA_Z07_LIB,Mars,Libra,218,245,463,0.47,0.53
MA_Z08_SCO,Mars,Scorpio,209,173,382,0.55,0.45
MA_Z09_SAG,Mars,Sagittarius,176,196,372,0.47,0.53
MA_Z10_CAP,Mars,Capricorn,163,162,325,0.5,0.5
MA_Z11_AQU,Mars,Aquarius,168,201,369,0.46,0.54
MA_Z12_PIS,Mars,Pisces,151,146,297,0.51,0.49
ME_Z01_ARI,Mercury,Aries,207,192,399,0.52,0.48
ME_Z02_TAU,Mercury,Taurus,163,195,358,0.46,0.54
ME_Z03_GEM,Mercury,Gemini,179,196,375,0.48,0.52
ME_Z04_CAN,Mercury,Cancer,202,188,390,0.52,0.48
ME_Z05_LEO,Mercury,Leo,198,200,398,0.5,0.5
ME_Z06_VIR,Mercury,Virgo,201,184,385,0.52,0.48
ME_Z07_LIB,Mercury,Libra,213,228,441,0.48,0.52
ME_Z08_SCO,Mercury,Scorpio,253,204,457,0.55,0.45
ME_Z09_SAG,Mercury,Sagittarius,229,230,459,0.5,0.5
ME_Z10_CAP,Mercury,Capricorn,235,218,453,0.52,0.48
ME_Z11_AQU,Mercury,Aquarius,197,240,437,0.45,0.55
ME_Z12_PIS,Mercury,Pisces,208,206,414,0.5,0.5
MO_Z01_ARI,Moon,Aries,230,184,414,0.56,0.44
MO_Z02_TAU,Moon,Taurus,215,204,419,0.51,0.49
MO_Z03_GEM,Moon,Gemini,216,193,409,0.53,0.47
MO_Z04_CAN,Moon,Cancer,195,228,423,0.46,0.54
MO_Z05_LEO,Moon,Leo,235,185,420,0.56,0.44
MO_Z06_VIR,Moon,Virgo,191,222,413,0.46,0.54
MO_Z07_LIB,Moon,Libra,190,222,412,0.46,0.54
MO_Z08_SCO,Moon,Scorpio,194,220,414,0.47,0.53
MO_Z09_SAG,Moon,Sagittarius,199,210,409,0.49,0.51
MO_Z10_CAP,Moon,Capricorn,199,210,409,0.49,0.51
MO_Z11_AQU,Moon,Aquarius,190,222,412,0.46,0.54
MO_Z12_PIS,Moon,Pisces,231,181,412,0.56,0.44
NE_Z11_AQU,Neptune,Aquarius,1039,981,2020,0.51,0.49
NE_Z12_PIS,Neptune,Pisces,1446,1500,2946,0.49,0.51
NN_Z01_ARI,NNode,Aries,189,214,403,0.47,0.53
NN_Z02_TAU,NNode,Taurus,276,267,543,0.51,0.49
NN_Z03_GEM,NNode,Gemini,197,207,404,0.49,0.51
NN_Z04_CAN,NNode,Cancer,200,204,404,0.5,0.5
NN_Z05_LEO,NNode,Leo,201,201,402,0.5,0.5
NN_Z06_VIR,NNode,Virgo,192,213,405,0.47,0.53
NN_Z07_LIB,NNode,Libra,184,221,405,0.45,0.55
NN_Z08_SCO,NNode,Scorpio,215,188,403,0.53,0.47
NN_Z09_SAG,NNode,Sagittarius,206,199,405,0.51,0.49
NN_Z10_CAP,NNode,Capricorn,202,203,405,0.5,0.5
NN_Z11_AQU,NNode,Aquarius,201,184,385,0.52,0.48
NN_Z12_PIS,NNode,Pisces,222,180,402,0.55,0.45
PA_Z01_ARI,Pallas,Aries,212,218,430,0.49,0.51
PA_Z02_TAU,Pallas,Taurus,172,161,333,0.52,0.48
PA_Z03_GEM,Pallas,Gemini,148,168,316,0.47,0.53
PA_Z04_CAN,Pallas,Cancer,133,122,255,0.52,0.48
PA_Z05_LEO,Pallas,Leo,109,102,211,0.52,0.48
PA_Z06_VIR,Pallas,Virgo,168,172,340,0.49,0.51
PA_Z07_LIB,Pallas,Libra,219,236,455,0.48,0.52
PA_Z08_SCO,Pallas,Scorpio,170,196,366,0.46,0.54
PA_Z09_SAG,Pallas,Sagittarius,167,193,360,0.46,0.54
PA_Z10_CAP,Pallas,Capricorn,322,295,617,0.52,0.48
PA_Z11_AQU,Pallas,Aquarius,268,240,508,0.53,0.47
PA_Z12_PIS,Pallas,Pisces,397,378,775,0.51,0.49
PH_Z08_SCO,Pholus,Scorpio,240,251,491,0.49,0.51
PH_Z09_SAG,Pholus,Sagittarius,1699,1657,3356,0.51,0.49
PH_Z10_CAP,Pholus,Capricorn,546,573,1119,0.49,0.51
PL_Z09_SAG,Pluto,Sagittarius,601,578,1179,0.51,0.49
PL_Z10_CAP,Pluto,Capricorn,1884,1903,3787,0.5,0.5
SA_Z04_CAN,Saturn,Cancer,208,213,421,0.49,0.51
SA_Z05_LEO,Saturn,Leo,284,270,554,0.51,0.49
SA_Z06_VIR,Saturn,Virgo,329,288,617,0.53,0.47
SA_Z07_LIB,Saturn,Libra,350,341,691,0.51,0.49
SA_Z08_SCO,Saturn,Scorpio,327,318,645,0.51,0.49
SA_Z09_SAG,Saturn,Sagittarius,339,370,709,0.48,0.52
SA_Z10_CAP,Saturn,Capricorn,350,357,707,0.5,0.5
SA_Z11_AQU,Saturn,Aquarius,298,324,622,0.48,0.52
SN_Z01_ARI,SNode,Aries,184,221,405,0.45,0.55
SN_Z02_TAU,SNode,Taurus,215,188,403,0.53,0.47
SN_Z03_GEM,SNode,Gemini,206,199,405,0.51,0.49
SN_Z04_CAN,SNode,Cancer,202,203,405,0.5,0.5
SN_Z05_LEO,SNode,Leo,201,184,385,0.52,0.48
SN_Z06_VIR,SNode,Virgo,222,180,402,0.55,0.45
SN_Z07_LIB,SNode,Libra,189,214,403,0.47,0.53
SN_Z08_SCO,SNode,Scorpio,276,267,543,0.51,0.49
SN_Z09_SAG,SNode,Sagittarius,197,207,404,0.49,0.51
SN_Z10_CAP,SNode,Capricorn,200,204,404,0.5,0.5
SN_Z11_AQU,SNode,Aquarius,201,201,402,0.5,0.5
SN_Z12_PIS,SNode,Pisces,192,213,405,0.47,0.53
SU_Z01_ARI,Sun,Aries,204,209,413,0.49,0.51
SU_Z02_TAU,Sun,Taurus,197,224,421,0.47,0.53
SU_Z03_GEM,Sun,Gemini,210,213,423,0.5,0.5
SU_Z04_CAN,Sun,Cancer,215,211,426,0.5,0.5
SU_Z05_LEO,Sun,Leo,207,200,407,0.51,0.49
SU_Z06_VIR,Sun,Virgo,219,200,419,0.52,0.48
SU_Z07_LIB,Sun,Libra,195,215,410,0.48,0.52
SU_Z08_SCO,Sun,Scorpio,205,199,404,0.51,0.49
SU_Z09_SAG,Sun,Sagittarius,217,193,410,0.53,0.47
SU_Z10_CAP,Sun,Capricorn,210,213,423,0.5,0.5
SU_Z11_AQU,Sun,Aquarius,200,206,406,0.49,0.51
SU_Z12_PIS,Sun,Pisces,206,198,404,0.51,0.49
UR_Z01_ARI,Uranus,Aries,1003,1006,2009,0.5,0.5
UR_Z02_TAU,Uranus,Taurus,553,586,1139,0.49,0.51
UR_Z11_AQU,Uranus,Aquarius,11,8,19,0.58,0.42
UR_Z12_PIS,Uranus,Pisces,918,881,1799,0.51,0.49
VE_Z01_ARI,Venus,Aries,220,230,450,0.49,0.51
VE_Z02_TAU,Venus,Taurus,173,174,347,0.5,0.5
VE_Z03_GEM,Venus,Gemini,272,289,561,0.48,0.52
VE_Z04_CAN,Venus,Cancer,169,179,348,0.49,0.51
VE_Z05_LEO,Venus,Leo,232,220,452,0.51,0.49
VE_Z06_VIR,Venus,Virgo,192,171,363,0.53,0.47
VE_Z07_LIB,Venus,Libra,182,201,383,0.48,0.52
VE_Z08_SCO,Venus,Scorpio,228,204,432,0.53,0.47
VE_Z09_SAG,Venus,Sagittarius,169,173,342,0.49,0.51
VE_Z10_CAP,Venus,Capricorn,271,266,537,0.5,0.5
VE_Z11_AQU,Venus,Aquarius,188,186,374,0.5,0.5
VE_Z12_PIS,Venus,Pisces,189,188,377,0.5,0.5
VS_Z01_ARI,Vesta,Aries,197,181,378,0.52,0.48
VS_Z02_TAU,Vesta,Taurus,228,295,523,0.44,0.56
VS_Z03_GEM,Vesta,Gemini,213,200,413,0.52,0.48
VS_Z04_CAN,Vesta,Cancer,250,247,497,0.5,0.5
VS_Z05_LEO,Vesta,Leo,189,201,390,0.48,0.52
VS_Z06_VIR,Vesta,Virgo,224,219,443,0.51,0.49
VS_Z07_LIB,Vesta,Libra,189,168,357,0.53,0.47
VS_Z08_SCO,Vesta,Scorpio,97,123,220,0.44,0.56
VS_Z09_SAG,Vesta,Sagittarius,237,200,437,0.54,0.46
VS_Z10_CAP,Vesta,Capricorn,146,168,314,0.46,0.54
VS_Z11_AQU,Vesta,Aquarius,245,233,478,0.51,0.49
VS_Z12_PIS,Vesta,Pisces,270,246,516,0.52,0.48
