PlanetAspectCountRange,Planet,Aspect,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_a0_(0,3]",Ceres,Conjunction,"(0,3]",230,210,440,0.52,0.48
CE_a0_0,Ceres,Conjunction,0,2017,2001,4018,0.5,0.5
"CE_a103_(0,4]",Ceres,BiSeptile,"(0,4]",437,435,872,0.5,0.5
CE_a103_0,Ceres,BiSeptile,0,1810,1776,3586,0.5,0.5
"CE_a120_(0,3]",Ceres,Trine,"(0,3]",444,527,971,0.46,0.54
CE_a120_0,Ceres,Trine,0,1803,1684,3487,0.52,0.48
"CE_a135_(0,4]",Ceres,SesquiSquare,"(0,4]",385,432,817,0.47,0.53
CE_a135_0,Ceres,SesquiSquare,0,1862,1779,3641,0.51,0.49
"CE_a144_(0,3]",Ceres,BiQuintile,"(0,3]",485,454,939,0.52,0.48
CE_a144_0,Ceres,BiQuintile,0,1762,1757,3519,0.5,0.5
"CE_a150_(0,4]",Ceres,Quincunx,"(0,4]",455,453,908,0.5,0.5
CE_a150_0,Ceres,Quincunx,0,1792,1758,3550,0.5,0.5
"CE_a180_(0,3]",Ceres,Opposition,"(0,3]",260,201,461,0.56,0.44
CE_a180_0,Ceres,Opposition,0,1987,2010,3997,0.5,0.5
"CE_a30_(0,4]",Ceres,SemiSextile,"(0,4]",435,424,859,0.51,0.49
CE_a30_0,Ceres,SemiSextile,0,1812,1787,3599,0.5,0.5
"CE_a36_(0,4]",Ceres,SemiQuintile,"(0,4]",447,402,849,0.53,0.47
CE_a36_0,Ceres,SemiQuintile,0,1800,1809,3609,0.5,0.5
"CE_a45_(0,3]",Ceres,SemiSquare,"(0,3]",482,460,942,0.51,0.49
CE_a45_0,Ceres,SemiSquare,0,1765,1751,3516,0.5,0.5
"CE_a60_(0,3]",Ceres,Sextile,"(0,3]",392,374,766,0.51,0.49
CE_a60_0,Ceres,Sextile,0,1855,1837,3692,0.5,0.5
"CE_a72_(0,3]",Ceres,Quintile,"(0,3]",389,371,760,0.51,0.49
CE_a72_0,Ceres,Quintile,0,1858,1840,3698,0.5,0.5
"CE_a90_(0,4]",Ceres,Square,"(0,4]",399,372,771,0.52,0.48
CE_a90_0,Ceres,Square,0,1848,1839,3687,0.5,0.5
"CH_a0_(0,3]",Chiron,Conjunction,"(0,3]",352,354,706,0.5,0.5
CH_a0_0,Chiron,Conjunction,0,1895,1857,3752,0.51,0.49
"CH_a103_(0,1]",Chiron,BiSeptile,"(0,1]",634,709,1343,0.47,0.53
"CH_a103_(1,4]",Chiron,BiSeptile,"(1,4]",168,126,294,0.57,0.43
CH_a103_0,Chiron,BiSeptile,0,1445,1376,2821,0.51,0.49
