
DAILY PLANET SPEED PHASE:

          Date speed  Planet SpeedPhase  buy sell daysN BuyDays% SellDays%
 1: 2021-02-01  0.36   Ceres     Direct  891  860  1751     0.51      0.49
 2: 2021-02-01  0.04  Chiron     Direct  658  587  1245     0.53      0.47
 3: 2021-02-01  0.26    Juno     Direct  877  868  1745     0.50      0.50
 4: 2021-02-01  0.24 Jupiter     Direct  760  733  1493     0.51      0.49
 5: 2021-02-01  0.53    Mars     Direct 1048 1027  2075     0.51      0.49
 6: 2021-02-01 -0.26 Mercury Retrograde  219  222   441     0.50      0.50
 7: 2021-02-01 14.10    Moon     Direct 1178 1143  2321     0.51      0.49
 8: 2021-02-01  0.03 Neptune     Direct  634  562  1196     0.53      0.47
 9: 2021-02-01  1.00   NNode     Direct 1178 1143  2321     0.51      0.49
10: 2021-02-01  0.34  Pallas     Direct  853  866  1719     0.50      0.50
11: 2021-02-01  0.03  Pholus     Direct  615  614  1229     0.50      0.50
12: 2021-02-01  0.03   Pluto     Direct  619  604  1223     0.51      0.49
13: 2021-02-01  0.12  Saturn     Direct  684  680  1364     0.50      0.50
14: 2021-02-01  1.00   SNode     Direct 1178 1143  2321     0.51      0.49
15: 2021-02-01  1.01     Sun     Direct 1178 1143  2321     0.51      0.49
16: 2021-02-01  0.02  Uranus     Direct  641  599  1240     0.52      0.48
17: 2021-02-01  1.25   Venus     Direct 1073 1036  2109     0.51      0.49
18: 2021-02-01 -0.10   Vesta Retrograde  172  206   378     0.46      0.54

DAILY PLANET ZODIAC SIGN POSITION:

          Date  Planet     ZodSign  buy sell daysN BuyDays% SellDays%
 1: 2021-02-01   Ceres      Pisces  178  138   316     0.56      0.44
 2: 2021-02-01  Chiron       Aries  436  433   869     0.50      0.50
 3: 2021-02-01    Juno Sagittarius   66   66   132     0.50      0.50
 4: 2021-02-01 Jupiter    Aquarius   22   20    42     0.52      0.48
 5: 2021-02-01    Mars      Taurus   85   69   154     0.55      0.45
 6: 2021-02-01 Mercury    Aquarius  106   93   199     0.53      0.47
 7: 2021-02-01    Moon       Virgo   96   96   192     0.50      0.50
 8: 2021-02-01 Neptune      Pisces 1178 1143  2321     0.51      0.49
 9: 2021-02-01   NNode      Gemini  133  104   237     0.56      0.44
10: 2021-02-01  Pallas    Aquarius  168  151   319     0.53      0.47
11: 2021-02-01  Pholus   Capricorn  438  400   838     0.52      0.48
12: 2021-02-01   Pluto   Capricorn 1178 1143  2321     0.51      0.49
13: 2021-02-01  Saturn    Aquarius   81   63   144     0.56      0.44
14: 2021-02-01   SNode Sagittarius  133  104   237     0.56      0.44
15: 2021-02-01     Sun    Aquarius  105   83   188     0.56      0.44
16: 2021-02-01  Uranus      Taurus  430  437   867     0.50      0.50
17: 2021-02-01   Venus   Capricorn   74   97   171     0.43      0.57
18: 2021-02-01   Vesta       Virgo   95   68   163     0.58      0.42

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect  buy sell daysN BuyDays% SellDays%
 1: 2021-02-01    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 1178 1143  2321     0.51      0.49
 2: 2021-02-01    0.12   0.01   0.25         0      23        11       24     Sun    Mars       Square   21   35    56     0.38      0.62
 3: 2021-02-01    0.46   0.01   0.93         0      23        23       24     Sun Neptune SemiQuintile   30   24    54     0.56      0.44
 4: 2021-02-01    1.04   0.02   1.83        12      18        15        7    Moon Mercury   BiQuintile   89   72   161     0.55      0.45
 5: 2021-02-01    0.19   0.02   0.41         0      23        10       24   Venus    Mars    BiSeptile   22   29    51     0.43      0.57
 6: 2021-02-01    0.92   0.04   1.81        20      23        23        4    Moon  Uranus     Quincunx   85   89   174     0.49      0.51
 7: 2021-02-01    1.00   0.05   1.78         0       6         3        7    Moon Jupiter SesquiSquare   82   84   166     0.49      0.51
 8: 2021-02-01    1.04   0.05   1.84         2       8         5        7    Moon Mercury     Quincunx   95   68   163     0.58      0.42
 9: 2021-02-01    1.01   0.05   1.81        17      23        20        7    Moon  Pholus       Square   93   80   173     0.54      0.46
10: 2021-02-01    1.02   0.06   1.83        10      16        13        7    Moon  Uranus   BiQuintile   83   89   172     0.48      0.52
11: 2021-02-01    1.00   0.09   1.82        11      17        14        7    Moon    Juno     Quintile   81   90   171     0.47      0.53
12: 2021-02-01    0.93   0.09   1.69         8      14        11        7    Moon   Venus        Trine   83   78   161     0.52      0.48
13: 2021-02-01    1.03   0.11   1.89        17      23        20        7    Moon   SNode     Quintile   91   81   172     0.53      0.47
14: 2021-02-01    0.91   0.14   1.86         0       5         2        6    Moon  Pallas   BiQuintile   89   80   169     0.53      0.47
15: 2021-02-01    1.04   0.15   1.93         9      15        12        7    Moon   NNode    BiSeptile   84   90   174     0.48      0.52
16: 2021-02-01    1.03   0.17   1.93         0       6         3        7    Moon   Pluto        Trine   83   86   169     0.49      0.51
17: 2021-02-01    0.58   0.22   0.94         0      23        NA       24     Sun    Juno      Sextile   30   31    61     0.49      0.51
18: 2021-02-01    1.08   0.23   1.93        20      23        23        4    Moon    Mars   BiQuintile   88   78   166     0.53      0.47
19: 2021-02-01    1.09   0.23   1.95         4      11         7        8    Moon     Sun SesquiSquare   91   73   164     0.55      0.45
20: 2021-02-01    1.02   0.24   1.97        14      20        17        7    Moon  Pallas SesquiSquare   98   68   166     0.59      0.41
21: 2021-02-01    1.01   0.26   1.96         5      11         8        7    Moon    Mars SesquiSquare   87   79   166     0.52      0.48
22: 2021-02-01    0.88   0.27   1.48        18      23        21        6    Moon  Saturn        Trine   85   84   169     0.50      0.50
23: 2021-02-01    0.39   0.28   0.49         0      23        NA       24   Vesta  Saturn SesquiSquare   87   80   167     0.52      0.48
24: 2021-02-01    0.77   0.29   1.48        19      23        22        5    Moon  Chiron   Opposition   46   38    84     0.55      0.45
25: 2021-02-01    0.33   0.29   0.37         0      23        NA       24  Saturn  Pholus  SemiSextile   43   45    88     0.49      0.51
