
DAILY PLANET SPEED PHASE:

          Date speed  Planet SpeedPhase  buy sell daysN BuyDays% SellDays%
 1: 2021-02-08  0.37   Ceres     Direct  891  860  1751     0.51      0.49
 2: 2021-02-08  0.04  Chiron     Direct  658  587  1245     0.53      0.47
 3: 2021-02-08  0.25    Juno     Direct  877  868  1745     0.50      0.50
 4: 2021-02-08  0.24 Jupiter     Direct  760  733  1493     0.51      0.49
 5: 2021-02-08  0.55    Mars     Direct 1048 1027  2075     0.51      0.49
 6: 2021-02-08 -1.18 Mercury Retrograde  219  222   441     0.50      0.50
 7: 2021-02-08 13.84    Moon     Direct 1178 1143  2321     0.51      0.49
 8: 2021-02-08  0.03 Neptune     Direct  634  562  1196     0.53      0.47
 9: 2021-02-08  1.00   NNode     Direct 1178 1143  2321     0.51      0.49
10: 2021-02-08  0.34  Pallas     Direct  853  866  1719     0.50      0.50
11: 2021-02-08  0.03  Pholus     Direct  615  614  1229     0.50      0.50
12: 2021-02-08  0.03   Pluto     Direct  619  604  1223     0.51      0.49
13: 2021-02-08  0.12  Saturn     Direct  684  680  1364     0.50      0.50
14: 2021-02-08  1.00   SNode     Direct 1178 1143  2321     0.51      0.49
15: 2021-02-08  1.01     Sun     Direct 1178 1143  2321     0.51      0.49
16: 2021-02-08  0.02  Uranus     Direct  641  599  1240     0.52      0.48
17: 2021-02-08  1.25   Venus     Direct 1073 1036  2109     0.51      0.49
18: 2021-02-08 -0.15   Vesta Retrograde  172  206   378     0.46      0.54

DAILY PLANET ZODIAC SIGN POSITION:

          Date  Planet     ZodSign  buy sell daysN BuyDays% SellDays%
 1: 2021-02-08   Ceres      Pisces  178  138   316     0.56      0.44
 2: 2021-02-08  Chiron       Aries  436  433   869     0.50      0.50
 3: 2021-02-08    Juno Sagittarius   66   66   132     0.50      0.50
 4: 2021-02-08 Jupiter    Aquarius   22   20    42     0.52      0.48
 5: 2021-02-08    Mars      Taurus   85   69   154     0.55      0.45
 6: 2021-02-08 Mercury    Aquarius  106   93   199     0.53      0.47
 7: 2021-02-08    Moon   Capricorn  103  100   203     0.51      0.49
 8: 2021-02-08 Neptune      Pisces 1178 1143  2321     0.51      0.49
 9: 2021-02-08   NNode      Gemini  133  104   237     0.56      0.44
10: 2021-02-08  Pallas    Aquarius  168  151   319     0.53      0.47
11: 2021-02-08  Pholus   Capricorn  438  400   838     0.52      0.48
12: 2021-02-08   Pluto   Capricorn 1178 1143  2321     0.51      0.49
13: 2021-02-08  Saturn    Aquarius   81   63   144     0.56      0.44
14: 2021-02-08   SNode Sagittarius  133  104   237     0.56      0.44
15: 2021-02-08     Sun    Aquarius  105   83   188     0.56      0.44
16: 2021-02-08  Uranus      Taurus  430  437   867     0.50      0.50
17: 2021-02-08   Venus    Aquarius   84   63   147     0.57      0.43
18: 2021-02-08   Vesta       Virgo   95   68   163     0.58      0.42

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect  buy sell daysN BuyDays% SellDays%
 1: 2021-02-08    0.23   0.00   0.51         0      23        20       24    Mars   NNode  SemiSextile   21   16    37     0.57      0.43
 2: 2021-02-08    0.23   0.00   0.51         0      23        20       24    Mars   SNode     Quincunx   21   16    37     0.57      0.43
 3: 2021-02-08    0.31   0.00   0.67         0      23        10       24 Mercury  Pholus   SemiSquare   28   29    57     0.49      0.51
 4: 2021-02-08    0.36   0.00   0.82         0      23        19       24 Mercury   Vesta     Quincunx   20   20    40     0.50      0.50
 5: 2021-02-08    0.98   0.00   1.72         6      12         9        7    Moon  Uranus        Trine   86   84   170     0.51      0.49
 6: 2021-02-08    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 1178 1143  2321     0.51      0.49
 7: 2021-02-08    0.30   0.00   0.68         0      23         9       24     Sun   Vesta     Quincunx   13   18    31     0.42      0.58
 8: 2021-02-08    0.57   0.02   1.26         0      23        14       24 Mercury     Sun  Conjunction   70   74   144     0.49      0.51
 9: 2021-02-08    0.41   0.02   0.88         0      23         2       24     Sun Neptune  SemiSextile   31   23    54     0.57      0.43
10: 2021-02-08    0.33   0.02   0.76         0      23        19       24     Sun  Pholus   SemiSquare   29   29    58     0.50      0.50
11: 2021-02-08    0.62   0.03   1.20         0      23        23       24 Mercury Neptune  SemiSextile   36   24    60     0.60      0.40
12: 2021-02-08    0.70   0.03   1.43         0      23         1       24 Mercury  Pallas  Conjunction   23   34    57     0.40      0.60
13: 2021-02-08    0.96   0.03   1.70        17      23        20        7    Moon   Ceres     Quintile   82   86   168     0.49      0.51
14: 2021-02-08    0.82   0.03   1.64        20      23        23        4    Moon  Pallas SemiQuintile   82   87   169     0.49      0.51
15: 2021-02-08    0.92   0.04   1.65         2       8         5        7    Moon     Sun   SemiSquare   70   89   159     0.44      0.56
16: 2021-02-08    0.07   0.04   0.11         0      23        23       24  Saturn  Chiron      Sextile    6    9    15     0.40      0.60
17: 2021-02-08    0.98   0.05   1.75         4      10         7        7    Moon Jupiter SemiQuintile   87   84   171     0.51      0.49
18: 2021-02-08    0.99   0.06   1.77         7      13        10        7    Moon Neptune     Quintile   82   92   174     0.47      0.53
19: 2021-02-08    0.99   0.06   1.78         3       9         6        7    Moon  Pholus  Conjunction   46   40    86     0.53      0.47
20: 2021-02-08    0.91   0.06   1.62         9      15        12        7    Moon   Venus  SemiSextile   92   71   163     0.56      0.44
21: 2021-02-08    0.97   0.07   1.76         4      10         7        7    Moon  Pallas   SemiSquare   87   81   168     0.52      0.48
22: 2021-02-08    0.24   0.08   0.40         0      23        23       24   Ceres   Pluto      Sextile   13   10    23     0.57      0.43
23: 2021-02-08    0.72   0.09   1.51        19      23        22        5    Moon     Sun SemiQuintile   85   80   165     0.52      0.48
24: 2021-02-08    0.91   0.09   1.84         0       5         2        6    Moon   Vesta    BiSeptile   78   91   169     0.46      0.54
25: 2021-02-08    0.93   0.13   1.73         4       9         6        6    Moon Mercury   SemiSquare   80   84   164     0.49      0.51
