
DAILY PLANET SPEED PHASE:

          Date Speed  Planet SpeedPhase  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-11  0.37   Ceres     Direct  895  861  1756     0.51      0.49
 2: 2021-02-11  0.05  Chiron     Direct  662  588  1250     0.53      0.47
 3: 2021-02-11  0.24    Juno     Direct  881  869  1750     0.50      0.50
 4: 2021-02-11  0.24 Jupiter     Direct  764  734  1498     0.51      0.49
 5: 2021-02-11  0.55    Mars     Direct 1052 1028  2080     0.51      0.49
 6: 2021-02-11 -1.14 Mercury Retrograde  223  223   446     0.50      0.50
 7: 2021-02-11 13.36    Moon     Direct 1182 1144  2326     0.51      0.49
 8: 2021-02-11  0.03 Neptune     Direct  638  563  1201     0.53      0.47
 9: 2021-02-11  1.00   NNode     Direct 1182 1144  2326     0.51      0.49
10: 2021-02-11  0.34  Pallas     Direct  857  867  1724     0.50      0.50
11: 2021-02-11  0.03  Pholus     Direct  619  615  1234     0.50      0.50
12: 2021-02-11  0.03   Pluto     Direct  623  605  1228     0.51      0.49
13: 2021-02-11  0.12  Saturn     Direct  688  681  1369     0.50      0.50
14: 2021-02-11  1.00   SNode     Direct 1182 1144  2326     0.51      0.49
15: 2021-02-11  1.01     Sun     Direct 1182 1144  2326     0.51      0.49
16: 2021-02-11  0.02  Uranus     Direct  645  600  1245     0.52      0.48
17: 2021-02-11  1.25   Venus     Direct 1077 1037  2114     0.51      0.49
18: 2021-02-11 -0.17   Vesta Retrograde  176  207   383     0.46      0.54

DAILY PLANET ZODIAC SIGN POSITION:

    pID       Date  Planet     ZodSign  Buy Sell DaysN BuyDays% SellDays%
 1:  CE 2021-02-11   Ceres      Pisces  182  139   321     0.57      0.43
 2:  CH 2021-02-11  Chiron       Aries  440  434   874     0.50      0.50
 3:  JN 2021-02-11    Juno Sagittarius   70   67   137     0.51      0.49
 4:  JU 2021-02-11 Jupiter    Aquarius   26   21    47     0.55      0.45
 5:  MA 2021-02-11    Mars      Taurus   89   70   159     0.56      0.44
 6:  ME 2021-02-11 Mercury    Aquarius  110   94   204     0.54      0.46
 7:  MO 2021-02-11    Moon    Aquarius  110   87   197     0.56      0.44
 8:  NE 2021-02-11 Neptune      Pisces 1182 1144  2326     0.51      0.49
 9:  NN 2021-02-11   NNode      Gemini  137  105   242     0.57      0.43
10:  PA 2021-02-11  Pallas    Aquarius  172  152   324     0.53      0.47
11:  PH 2021-02-11  Pholus   Capricorn  442  401   843     0.52      0.48
12:  PL 2021-02-11   Pluto   Capricorn 1182 1144  2326     0.51      0.49
13:  SA 2021-02-11  Saturn    Aquarius   85   64   149     0.57      0.43
14:  SN 2021-02-11   SNode Sagittarius  137  105   242     0.57      0.43
15:  SU 2021-02-11     Sun    Aquarius  109   84   193     0.56      0.44
16:  UR 2021-02-11  Uranus      Taurus  434  438   872     0.50      0.50
17:  VE 2021-02-11   Venus    Aquarius   87   63   150     0.58      0.42
18:  VS 2021-02-11   Vesta       Virgo   99   69   168     0.59      0.41

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-11    1.10   0.28   1.92         0       3         0        4    Moon Jupiter  Conjunction   35   53    88     0.40      0.60
 2: 2021-02-11    0.77   0.11   1.58         0       4         1        5    Moon   Vesta   BiQuintile   88   80   168     0.52      0.48
 3: 2021-02-11    0.90   0.23   1.88         0       5         2        6    Moon Neptune SemiQuintile   85   87   172     0.49      0.51
 4: 2021-02-11    0.96   0.18   1.81         3       9         6        7    Moon    Juno      Sextile   94   78   172     0.55      0.45
 5: 2021-02-11    0.90   0.23   1.58         5      10         7        6    Moon Mercury  Conjunction   39   42    81     0.48      0.52
 6: 2021-02-11    0.96   0.07   1.74         4      10         7        7    Moon   NNode        Trine   92   78   170     0.54      0.46
 7: 2021-02-11    0.96   0.07   1.74         4      10         7        7    Moon   SNode      Sextile   92   78   170     0.54      0.46
 8: 2021-02-11    0.92   0.05   1.63         7      13        10        7    Moon    Mars       Square   85   81   166     0.51      0.49
 9: 2021-02-11    0.27   0.02   0.55         0      23        11       24 Mercury   NNode        Trine   86   96   182     0.47      0.53
10: 2021-02-11    0.27   0.02   0.55         0      23        11       24 Mercury   SNode      Sextile   86   96   182     0.47      0.53
11: 2021-02-11    1.10   0.25   1.96         9      16        12        8    Moon Neptune  SemiSextile   86   85   171     0.50      0.50
12: 2021-02-11    0.97   0.07   1.75         9      15        12        7    Moon   Vesta     Quincunx   79   91   170     0.46      0.54
13: 2021-02-11    0.94   0.11   1.72        11      17        14        7    Moon   Ceres SemiQuintile   84   84   168     0.50      0.50
14: 2021-02-11    0.97   0.17   1.83        11      17        14        7    Moon  Pholus   SemiSquare   97   77   174     0.56      0.44
15: 2021-02-11    0.28   0.00   0.64         0      23        15       24   Venus Jupiter  Conjunction   21   18    39     0.54      0.46
16: 2021-02-11    1.10   0.21   1.99        12      19        16        8    Moon  Chiron   SemiSquare   93   79   172     0.54      0.46
17: 2021-02-11    1.07   0.21   1.95        13      20        17        8    Moon  Pallas  Conjunction   43   43    86     0.50      0.50
18: 2021-02-11    1.01   0.05   1.98        16      23        19        8    Moon     Sun  Conjunction   41   40    81     0.51      0.49
19: 2021-02-11    0.88   0.20   1.84        19      23        22        5    Moon  Uranus     Quintile   97   72   169     0.57      0.43
20: 2021-02-11    0.69   0.05   1.35         0      23        23       24 Mercury    Juno      Sextile   31   30    61     0.51      0.49
21: 2021-02-11    0.95   0.13   1.77        20      23        23        4    Moon   Pluto  SemiSextile   91   82   173     0.53      0.47
22: 2021-02-11    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 1182 1144  2326     0.51      0.49
23: 2021-02-11    0.78   0.62   0.95         0      23        NA       24   Ceres   Pluto      Sextile   15   10    25     0.60      0.40
24: 2021-02-11    0.70   0.69   0.71         0      23        NA       24  Chiron  Uranus  SemiSextile  973  965  1938     0.50      0.50
25: 2021-02-11    0.74   0.60   0.88         0      23        NA       24    Juno   NNode   Opposition    4    4     8     0.50      0.50
26: 2021-02-11    0.74   0.60   0.88         0      23        NA       24    Juno   SNode  Conjunction    4    4     8     0.50      0.50
27: 2021-02-11    1.05   0.70   1.40         0      23        NA       24    Mars   Vesta        Trine   17   18    35     0.49      0.51
28: 2021-02-11    1.39   0.83   1.95         0      16        NA       17 Mercury    Mars       Square   36   32    68     0.53      0.47
29: 2021-02-11    0.48   0.34   0.63         0      23        NA       24  Pallas  Chiron   SemiSquare   41   33    74     0.55      0.45
30: 2021-02-11    0.14   0.11   0.18         0      23        NA       24  Saturn  Chiron      Sextile   10   10    20     0.50      0.50
31: 2021-02-11    0.56   0.51   0.60         0      23        NA       24  Saturn  Uranus       Square    5    3     8     0.62      0.38
32: 2021-02-11    1.11   0.79   1.43         0      23        NA       24     Sun  Pallas  Conjunction   14   24    38     0.37      0.63
