Date,pID,Lon,CM
2021-05-20,PH,275.43,ga-2Sgr
2021-05-20,VS,160.05,chUMa
2021-05-21,SU,60.64,16Tau
2021-05-21,MO,171.78,chUMa
2021-05-21,ME,81.92,epTau
2021-05-21,VE,75.22,epTau
2021-05-21,MA,107.05,muGem
2021-05-21,JU,330.77,gaEqu
2021-05-21,SA,313.51,epAqr
2021-05-21,UR,41.86,beAri
2021-05-21,NE,352.87,alAqr
2021-05-21,PL,296.68,muLyr
2021-05-21,NN,71.42,epTau
2021-05-21,SN,251.42,siSco
2021-05-21,CE,35.11,beAri
2021-05-21,CH,11.68,psPeg
2021-05-21,JN,259.95,alHer
2021-05-21,PA,351.2,alAqr
2021-05-21,PH,275.4,ga-2Sgr
2021-05-21,VS,160.26,chUMa
2021-05-22,SU,61.6,16Tau
2021-05-22,MO,185.9,gaCom
2021-05-22,ME,82.54,epTau
2021-05-22,VE,76.45,epTau
2021-05-22,MA,107.67,muGem
2021-05-22,JU,330.86,gaEqu
2021-05-22,SA,313.52,epAqr
2021-05-22,UR,41.91,beAri
2021-05-22,NE,352.88,alAqr
2021-05-22,PL,296.67,muLyr
2021-05-22,NN,71.37,epTau
2021-05-22,SN,251.37,siSco
2021-05-22,CE,35.49,beAri
2021-05-22,CH,11.73,psPeg
2021-05-22,JN,259.75,alHer
2021-05-22,PA,351.42,alAqr
2021-05-22,PH,275.38,ga-2Sgr
2021-05-22,VS,160.48,chUMa
2021-05-23,SU,62.56,16Tau
2021-05-23,MO,200.44,gaCrv
2021-05-23,ME,83.08,epTau
2021-05-23,VE,77.67,epTau
2021-05-23,MA,108.28,muGem
2021-05-23,JU,330.94,gaEqu
2021-05-23,SA,313.52,epAqr
2021-05-23,UR,41.97,beAri
2021-05-23,NE,352.9,alAqr
2021-05-23,PL,296.65,muLyr
2021-05-23,NN,71.31,epTau
2021-05-23,SN,251.31,siSco
2021-05-23,CE,35.88,beAri
2021-05-23,CH,11.77,psPeg
2021-05-23,JN,259.55,alHer
2021-05-23,PA,351.63,alAqr
2021-05-23,PH,275.36,ga-2Sgr
2021-05-23,VS,160.7,chUMa
2021-05-24,SU,63.52,16Tau
2021-05-24,MO,215.31,laCen
2021-05-24,ME,83.55,epTau
2021-05-24,VE,78.9,epTau
2021-05-24,MA,108.89,muGem
2021-05-24,JU,331.03,gaEqu
2021-05-24,SA,313.52,epAqr
2021-05-24,UR,42.02,beAri
2021-05-24,NE,352.92,alAqr
2021-05-24,PL,296.64,muLyr
2021-05-24,NN,71.26,epTau
2021-05-24,SN,251.26,siSco
2021-05-24,CE,36.26,beAri
2021-05-24,CH,11.81,psPeg
2021-05-24,JN,259.34,alHer
2021-05-24,PA,351.84,alAqr
2021-05-24,PH,275.33,ga-2Sgr
2021-05-24,VS,160.93,chUMa
2021-05-25,SU,64.48,16Tau
2021-05-25,MO,230.41,xi-2Lib
2021-05-25,ME,83.94,laOri
2021-05-25,VE,80.12,epTau
2021-05-25,MA,109.5,muGem
2021-05-25,JU,331.11,gaEqu
2021-05-25,SA,313.51,epAqr
2021-05-25,UR,42.08,beAri
2021-05-25,NE,352.94,alAqr
2021-05-25,PL,296.63,muLyr
2021-05-25,NN,71.21,epTau
2021-05-25,SN,251.21,siSco
2021-05-25,CE,36.65,beAri
2021-05-25,CH,11.85,psPeg
2021-05-25,JN,259.14,alHer
2021-05-25,PA,352.05,alAqr
2021-05-25,PH,275.3,ga-2Sgr
2021-05-25,VS,161.16,chUMa
2021-05-26,SU,65.44,16Tau
2021-05-26,MO,245.6,piSco
2021-05-26,ME,84.25,laOri
2021-05-26,VE,81.35,epTau
2021-05-26,MA,110.12,muGem
2021-05-26,JU,331.19,gaEqu
2021-05-26,SA,313.51,epAqr
2021-05-26,UR,42.13,beAri
2021-05-26,NE,352.95,alAqr
2021-05-26,PL,296.62,muLyr
2021-05-26,NN,71.15,epTau
2021-05-26,SN,251.15,siSco
2021-05-26,CE,37.03,beAri
2021-05-26,CH,11.89,psPeg
2021-05-26,JN,258.93,alHer
2021-05-26,PA,352.25,alAqr
2021-05-26,PH,275.28,ga-2Sgr
2021-05-26,VS,161.41,chUMa
2021-05-27,SU,66.4,16Tau
2021-05-27,MO,260.71,alHer
2021-05-27,ME,84.48,laOri
2021-05-27,VE,82.57,epTau
2021-05-27,MA,110.73,muGem
2021-05-27,JU,331.26,gaEqu
2021-05-27,SA,313.5,epAqr
2021-05-27,UR,42.18,beAri
2021-05-27,NE,352.97,alAqr
2021-05-27,PL,296.61,muLyr
2021-05-27,NN,71.1,epTau
2021-05-27,SN,251.1,siSco
2021-05-27,CE,37.41,beAri
2021-05-27,CH,11.93,psPeg
2021-05-27,JN,258.71,alHer
2021-05-27,PA,352.45,alAqr
2021-05-27,PH,275.25,ga-2Sgr
2021-05-27,VS,161.65,chUMa
2021-05-28,SU,67.36,16Tau
2021-05-28,MO,275.61,ga-2Sgr
2021-05-28,ME,84.63,laOri
2021-05-28,VE,83.79,epTau
2021-05-28,MA,111.34,muGem
2021-05-28,JU,331.34,gaEqu
2021-05-28,SA,313.5,epAqr
2021-05-28,UR,42.24,beAri
2021-05-28,NE,352.98,alAqr
2021-05-28,PL,296.59,muLyr
2021-05-28,NN,71.05,epTau
2021-05-28,SN,251.05,siSco
2021-05-28,CE,37.8,beAri
2021-05-28,CH,11.97,psPeg
2021-05-28,JN,258.5,alHer
2021-05-28,PA,352.65,alAqr
2021-05-28,PH,275.23,ga-2Sgr
2021-05-28,VS,161.9,chUMa
2021-05-29,SU,68.32,16Tau
2021-05-29,MO,290.17,muLyr
2021-05-29,ME,84.71,laOri
2021-05-29,VE,85.02,zeOri
2021-05-29,MA,111.96,muGem
2021-05-29,JU,331.41,gaEqu
2021-05-29,SA,313.49,epAqr
2021-05-29,UR,42.29,beAri
2021-05-29,NE,353,alAqr
2021-05-29,PL,296.58,muLyr
2021-05-29,NN,71,epTau
2021-05-29,SN,251,siSco
2021-05-29,CE,38.18,beAri
2021-05-29,CH,12,psPeg
2021-05-29,JN,258.28,alHer
2021-05-29,PA,352.84,alAqr
2021-05-29,PH,275.2,ga-2Sgr
2021-05-29,VS,162.15,chUMa
2021-05-30,SU,69.28,epTau
2021-05-30,MO,304.31,beCap
2021-05-30,ME,84.7,laOri
2021-05-30,VE,86.24,zeOri
2021-05-30,MA,112.57,muGem
2021-05-30,JU,331.48,gaEqu
2021-05-30,SA,313.48,epAqr
2021-05-30,UR,42.34,beAri
2021-05-30,NE,353.01,alAqr
2021-05-30,PL,296.56,muLyr
2021-05-30,NN,70.94,epTau
2021-05-30,SN,250.94,siSco
2021-05-30,CE,38.56,beAri
2021-05-30,CH,12.04,psPeg
2021-05-30,JN,258.06,alHer
2021-05-30,PA,353.04,alAqr
2021-05-30,PH,275.17,ga-2Sgr
2021-05-30,VS,162.41,chUMa
2021-05-31,SU,70.24,epTau
2021-05-31,MO,318.01,epAqr
2021-05-31,ME,84.62,laOri
2021-05-31,VE,87.46,zeOri
2021-05-31,MA,113.18,muGem
2021-05-31,JU,331.54,gaEqu
2021-05-31,SA,313.47,epAqr
2021-05-31,UR,42.4,beAri
2021-05-31,NE,353.03,alAqr
2021-05-31,PL,296.55,muLyr
2021-05-31,NN,70.89,epTau
2021-05-31,SN,250.89,siSco
2021-05-31,CE,38.94,beAri
2021-05-31,CH,12.08,psPeg
2021-05-31,JN,257.84,alHer
2021-05-31,PA,353.22,alAqr
2021-05-31,PH,275.14,ga-2Sgr
2021-05-31,VS,162.68,chUMa
2021-06-01,SU,71.19,epTau
2021-06-01,MO,331.28,gaEqu
2021-06-01,ME,84.48,laOri
2021-06-01,VE,88.69,zeOri
2021-06-01,MA,113.8,muGem
2021-06-01,JU,331.6,gaEqu
2021-06-01,SA,313.45,epAqr
2021-06-01,UR,42.45,beAri
2021-06-01,NE,353.04,alAqr
2021-06-01,PL,296.53,muLyr
2021-06-01,NN,70.84,epTau
2021-06-01,SN,250.84,siSco
2021-06-01,CE,39.32,beAri
2021-06-01,CH,12.11,psPeg
2021-06-01,JN,257.62,alHer
2021-06-01,PA,353.41,alAqr
2021-06-01,PH,275.12,ga-2Sgr
2021-06-01,VS,162.94,chUMa
2021-06-02,SU,72.15,epTau
2021-06-02,MO,344.14,alAqr
2021-06-02,ME,84.25,laOri
2021-06-02,VE,89.91,zeOri
2021-06-02,MA,114.41,muGem
2021-06-02,JU,331.66,gaEqu
2021-06-02,SA,313.44,epAqr
2021-06-02,UR,42.5,beAri
2021-06-02,NE,353.05,alAqr
2021-06-02,PL,296.52,muLyr
2021-06-02,NN,70.78,epTau
2021-06-02,SN,250.78,siSco
2021-06-02,CE,39.7,beAri
2021-06-02,CH,12.15,psPeg
2021-06-02,JN,257.4,alHer
2021-06-02,PA,353.59,alAqr
2021-06-02,PH,275.09,ga-2Sgr
2021-06-02,VS,163.22,chUMa
2021-06-03,SU,73.11,epTau
2021-06-03,MO,266.66,alHer
2021-06-03,ME,83.97,laOri
2021-06-03,VE,91.13,zeOri
2021-06-03,MA,115.02,muGem
2021-06-03,JU,331.72,gaEqu
2021-06-03,SA,313.42,epAqr
2021-06-03,UR,42.55,beAri
2021-06-03,NE,353.07,alAqr
2021-06-03,PL,296.5,muLyr
2021-06-03,NN,70.73,epTau
2021-06-03,SN,250.73,siSco
2021-06-03,CE,40.08,beAri
2021-06-03,CH,12.18,psPeg
2021-06-03,JN,257.17,alHer
2021-06-03,PA,353.77,alPeg
2021-06-03,PH,275.06,ga-2Sgr
2021-06-03,VS,163.5,chUMa
2021-06-04,SU,74.07,epTau
2021-06-04,MO,8.9,alPeg
2021-06-04,ME,83.63,epTau
2021-06-04,VE,92.35,zeOri
2021-06-04,MA,115.64,muGem
2021-06-04,JU,331.77,gaEqu
2021-06-04,SA,313.4,epAqr
2021-06-04,UR,42.6,beAri
2021-06-04,NE,353.08,alAqr
2021-06-04,PL,296.49,muLyr
2021-06-04,NN,70.68,epTau
2021-06-04,SN,250.68,siSco
2021-06-04,CE,40.45,beAri
2021-06-04,CH,12.22,psPeg
2021-06-04,JN,256.95,alHer
2021-06-04,PA,353.95,alPeg
2021-06-04,PH,275.03,ga-2Sgr
2021-06-04,VS,163.78,chUMa
2021-06-05,SU,75.03,epTau
2021-06-05,MO,20.93,psPeg
2021-06-05,ME,83.23,epTau
2021-06-05,VE,93.57,zeOri
2021-06-05,MA,116.25,muGem
2021-06-05,JU,331.82,gaEqu
2021-06-05,SA,313.38,epAqr
2021-06-05,UR,42.65,beAri
2021-06-05,NE,353.09,alAqr
2021-06-05,PL,296.47,muLyr
2021-06-05,NN,70.62,epTau
2021-06-05,SN,250.62,siSco
2021-06-05,CE,40.83,beAri
2021-06-05,CH,12.25,psPeg
2021-06-05,JN,256.72,alHer
2021-06-05,PA,354.12,alPeg
2021-06-05,PH,275,ga-2Sgr
2021-06-05,VS,164.06,chUMa
2021-06-06,SU,75.98,epTau
2021-06-06,MO,32.82,piAnd
2021-06-06,ME,82.78,epTau
2021-06-06,VE,94.79,zeOri
2021-06-06,MA,116.87,muGem
2021-06-06,JU,331.86,gaEqu
2021-06-06,SA,313.36,epAqr
2021-06-06,UR,42.7,beAri
2021-06-06,NE,353.1,alAqr
2021-06-06,PL,296.45,muLyr
2021-06-06,NN,70.57,epTau
2021-06-06,SN,250.57,siSco
2021-06-06,CE,41.21,beAri
2021-06-06,CH,12.28,psPeg
2021-06-06,JN,256.49,alHer
2021-06-06,PA,354.29,alPeg
2021-06-06,PH,274.97,ga-2Sgr
2021-06-06,VS,164.35,chUMa
2021-06-07,SU,76.94,epTau
2021-06-07,MO,44.63,beAri
2021-06-07,ME,82.29,epTau
2021-06-07,VE,96.01,muGem
2021-06-07,MA,117.48,muGem
2021-06-07,JU,331.91,gaEqu
2021-06-07,SA,313.33,epAqr
2021-06-07,UR,42.75,beAri
2021-06-07,NE,353.11,alAqr
2021-06-07,PL,296.44,muLyr
2021-06-07,NN,70.52,epTau
2021-06-07,SN,250.52,siSco
2021-06-07,CE,41.58,beAri
2021-06-07,CH,12.31,psPeg
2021-06-07,JN,256.27,siSco
2021-06-07,PA,354.46,alPeg
2021-06-07,PH,274.94,ga-2Sgr
2021-06-07,VS,164.65,chUMa
2021-06-08,SU,77.9,epTau
2021-06-08,MO,56.42,ta-6Eri
2021-06-08,ME,81.77,epTau
2021-06-08,VE,97.23,muGem
2021-06-08,MA,118.1,muGem
2021-06-08,JU,331.95,gaEqu
2021-06-08,SA,313.31,epAqr
2021-06-08,UR,42.8,beAri
2021-06-08,NE,353.12,alAqr
2021-06-08,PL,296.42,muLyr
2021-06-08,NN,70.47,epTau
2021-06-08,SN,250.47,siSco
2021-06-08,CE,41.96,beAri
2021-06-08,CH,12.34,psPeg
2021-06-08,JN,256.04,siSco
2021-06-08,PA,354.62,alPeg
2021-06-08,PH,274.92,ga-2Sgr
2021-06-08,VS,164.95,chUMa
2021-06-09,SU,78.85,epTau
2021-06-09,MO,68.23,16Tau
2021-06-09,ME,81.23,epTau
2021-06-09,VE,98.46,muGem
2021-06-09,MA,118.72,muGem
2021-06-09,JU,331.99,gaEqu
2021-06-09,SA,313.28,epAqr
2021-06-09,UR,42.85,beAri
2021-06-09,NE,353.13,alAqr
2021-06-09,PL,296.4,muLyr
2021-06-09,NN,70.41,epTau
2021-06-09,SN,250.41,siSco
2021-06-09,CE,42.33,beAri
2021-06-09,CH,12.37,psPeg
2021-06-09,JN,255.81,siSco
2021-06-09,PA,354.78,alPeg
2021-06-09,PH,274.89,ga-2Sgr
2021-06-09,VS,165.25,chUMa
2021-06-10,SU,79.81,epTau
2021-06-10,MO,80.1,epTau
2021-06-10,ME,80.68,epTau
2021-06-10,VE,99.68,muGem
2021-06-10,MA,119.33,muGem
2021-06-10,JU,332.02,gaEqu
2021-06-10,SA,313.26,epAqr
2021-06-10,UR,42.9,beAri
2021-06-10,NE,353.14,alAqr
2021-06-10,PL,296.38,muLyr
2021-06-10,NN,70.36,epTau
2021-06-10,SN,250.36,siSco
2021-06-10,CE,42.7,beAri
2021-06-10,CH,12.4,psPeg
2021-06-10,JN,255.59,siSco
2021-06-10,PA,354.94,alPeg
2021-06-10,PH,274.86,ga-2Sgr
2021-06-10,VS,165.56,chUMa
2021-06-11,SU,80.77,epTau
2021-06-11,MO,92.07,zeOri
2021-06-11,ME,80.12,epTau
2021-06-11,VE,100.89,muGem
2021-06-11,MA,119.95,muGem
2021-06-11,JU,332.05,gaEqu
2021-06-11,SA,313.23,epAqr
2021-06-11,UR,42.95,beAri
2021-06-11,NE,353.14,alAqr
2021-06-11,PL,296.37,muLyr
2021-06-11,NN,70.31,epTau
2021-06-11,SN,250.31,siSco
2021-06-11,CE,43.07,beAri
2021-06-11,CH,12.43,psPeg
2021-06-11,JN,255.36,siSco
2021-06-11,PA,355.09,alPeg
2021-06-11,PH,274.83,ga-2Sgr
2021-06-11,VS,165.87,chUMa
2021-06-12,SU,81.72,epTau
2021-06-12,MO,104.18,muGem
2021-06-12,ME,79.56,epTau
2021-06-12,VE,102.11,muGem
2021-06-12,MA,120.56,muGem
2021-06-12,JU,332.08,gaEqu
2021-06-12,SA,313.2,epAqr
2021-06-12,UR,43,beAri
2021-06-12,NE,353.15,alAqr
2021-06-12,PL,296.35,muLyr
2021-06-12,NN,70.25,epTau
2021-06-12,SN,250.25,siSco
2021-06-12,CE,43.44,beAri
2021-06-12,CH,12.46,psPeg
2021-06-12,JN,255.13,siSco
2021-06-12,PA,355.24,alPeg
2021-06-12,PH,274.8,ga-2Sgr
2021-06-12,VS,166.19,chUMa
2021-06-13,SU,82.68,epTau
2021-06-13,MO,116.46,muGem
2021-06-13,ME,79.02,epTau
2021-06-13,VE,103.33,muGem
2021-06-13,MA,121.18,muGem
2021-06-13,JU,332.1,gaEqu
2021-06-13,SA,313.16,epAqr
2021-06-13,UR,43.05,beAri
2021-06-13,NE,353.16,alAqr
2021-06-13,PL,296.33,muLyr
2021-06-13,NN,70.2,epTau
2021-06-13,SN,250.2,siSco
2021-06-13,CE,43.81,beAri
2021-06-13,CH,12.49,psPeg
2021-06-13,JN,254.91,siSco
2021-06-13,PA,355.38,alPeg
2021-06-13,PH,274.77,ga-2Sgr
2021-06-13,VS,166.51,chUMa
2021-06-14,SU,83.63,epTau
2021-06-14,MO,128.93,xiPup
2021-06-14,ME,78.51,epTau
2021-06-14,VE,104.55,muGem
2021-06-14,MA,121.8,muGem
2021-06-14,JU,332.12,gaEqu
2021-06-14,SA,313.13,epAqr
2021-06-14,UR,43.09,beAri
2021-06-14,NE,353.17,alAqr
2021-06-14,PL,296.31,muLyr
2021-06-14,NN,70.15,epTau
2021-06-14,SN,250.15,siSco
2021-06-14,CE,44.18,beAri
2021-06-14,CH,12.51,psPeg
2021-06-14,JN,254.69,siSco
2021-06-14,PA,355.52,alPeg
2021-06-14,PH,274.74,ga-2Sgr
2021-06-14,VS,166.83,chUMa
2021-06-15,SU,84.59,laOri
2021-06-15,MO,141.64,laDra
2021-06-15,ME,78.02,epTau
2021-06-15,VE,105.77,muGem
2021-06-15,MA,122.41,muGem
2021-06-15,JU,332.14,gaEqu
2021-06-15,SA,313.09,epAqr
2021-06-15,UR,43.14,beAri
2021-06-15,NE,353.17,alAqr
2021-06-15,PL,296.29,muLyr
2021-06-15,NN,70.1,epTau
2021-06-15,SN,250.1,siSco
2021-06-15,CE,44.55,beAri
2021-06-15,CH,12.54,psPeg
2021-06-15,JN,254.46,siSco
2021-06-15,PA,355.66,alPeg
2021-06-15,PH,274.71,ga-2Sgr
2021-06-15,VS,167.16,chUMa
2021-06-16,SU,85.54,zeOri
2021-06-16,MO,154.62,chUMa
2021-06-16,ME,77.58,epTau
2021-06-16,VE,106.99,muGem
2021-06-16,MA,123.03,muGem
2021-06-16,JU,332.16,gaEqu
2021-06-16,SA,313.06,epAqr
2021-06-16,UR,43.19,beAri
2021-06-16,NE,353.18,alAqr
2021-06-16,PL,296.27,muLyr
2021-06-16,NN,70.04,epTau
2021-06-16,SN,250.04,siSco
2021-06-16,CE,44.92,beAri
2021-06-16,CH,12.56,psPeg
2021-06-16,JN,254.24,siSco
2021-06-16,PA,355.79,alPeg
2021-06-16,PH,274.68,ga-2Sgr
2021-06-16,VS,167.49,chUMa
2021-06-17,SU,86.5,zeOri
2021-06-17,MO,167.9,chUMa
2021-06-17,ME,77.18,epTau
2021-06-17,VE,108.2,muGem
2021-06-17,MA,123.65,muGem
2021-06-17,JU,332.17,gaEqu
2021-06-17,SA,313.02,epAqr
2021-06-17,UR,43.23,beAri
2021-06-17,NE,353.18,alAqr
2021-06-17,PL,296.25,muLyr
2021-06-17,NN,69.99,epTau
2021-06-17,SN,249.99,siSco
2021-06-17,CE,45.28,beAri
2021-06-17,CH,12.59,psPeg
2021-06-17,JN,254.02,siSco
2021-06-17,PA,355.92,alPeg
2021-06-17,PH,274.65,ga-2Sgr
2021-06-17,VS,167.82,chUMa
2021-06-18,SU,87.45,zeOri
2021-06-18,MO,181.51,gaCom
2021-06-18,ME,76.84,epTau
2021-06-18,VE,109.42,muGem
2021-06-18,MA,124.26,muGem
2021-06-18,JU,332.18,gaEqu
2021-06-18,SA,312.98,epAqr
2021-06-18,UR,43.28,beAri
2021-06-18,NE,353.19,alAqr
2021-06-18,PL,296.23,muLyr
2021-06-18,NN,69.94,epTau
2021-06-18,SN,249.94,siSco
2021-06-18,CE,45.65,beAri
2021-06-18,CH,12.61,psPeg
2021-06-18,JN,253.81,siSco
2021-06-18,PA,356.05,alPeg
2021-06-18,PH,274.61,ga-2Sgr
2021-06-18,VS,168.16,chUMa
2021-06-19,SU,88.41,zeOri
2021-06-19,MO,195.45,gaCrv
2021-06-19,ME,76.57,epTau
2021-06-19,VE,110.64,muGem
2021-06-19,MA,124.88,muGem
2021-06-19,JU,332.18,gaEqu
2021-06-19,SA,312.94,epAqr
2021-06-19,UR,43.32,beAri
2021-06-19,NE,353.19,alAqr
2021-06-19,PL,296.21,muLyr
2021-06-19,NN,69.88,epTau
2021-06-19,SN,249.88,siSco
2021-06-19,CE,46.01,beAri
2021-06-19,CH,12.63,psPeg
2021-06-19,JN,253.59,siSco
2021-06-19,PA,356.17,alPeg
2021-06-19,PH,274.58,ga-2Sgr
2021-06-19,VS,168.5,chUMa
2021-06-20,SU,89.36,zeOri
2021-06-20,MO,209.73,alVir
2021-06-20,ME,76.35,epTau
2021-06-20,VE,111.85,muGem
2021-06-20,MA,125.5,muGem
2021-06-20,JU,332.18,gaEqu
2021-06-20,SA,312.9,epAqr
2021-06-20,UR,43.37,beAri
2021-06-20,NE,353.19,alAqr
2021-06-20,PL,296.19,muLyr
2021-06-20,NN,69.83,epTau
2021-06-20,SN,249.83,siSco
2021-06-20,CE,46.37,beAri
2021-06-20,CH,12.66,psPeg
2021-06-20,JN,253.38,siSco
2021-06-20,PA,356.29,alPeg
2021-06-20,PH,274.55,ga-2Sgr
2021-06-20,VS,168.84,chUMa
2021-06-21,SU,90.32,zeOri
2021-06-21,MO,224.31,laCen
2021-06-21,ME,76.21,epTau
2021-06-21,VE,113.07,muGem
2021-06-21,MA,126.12,muGem
2021-06-21,JU,332.18,gaEqu
2021-06-21,SA,312.85,epAqr
2021-06-21,UR,43.41,beAri
2021-06-21,NE,353.19,alAqr
2021-06-21,PL,296.17,muLyr
2021-06-21,NN,69.78,epTau
2021-06-21,SN,249.78,siSco
2021-06-21,CE,46.74,beAri
2021-06-21,CH,12.68,psPeg
2021-06-21,JN,253.17,siSco
2021-06-21,PA,356.4,alPeg
2021-06-21,PH,274.52,ga-2Sgr
2021-06-21,VS,169.19,chUMa
2021-06-22,SU,91.27,zeOri
2021-06-22,MO,239.12,xi-2Lib
2021-06-22,ME,76.14,epTau
2021-06-22,VE,114.29,muGem
2021-06-22,MA,126.73,xiPup
2021-06-22,JU,332.18,gaEqu
2021-06-22,SA,312.81,epAqr
2021-06-22,UR,43.45,beAri
2021-06-22,NE,353.2,alAqr
2021-06-22,PL,296.15,muLyr
2021-06-22,NN,69.72,epTau
2021-06-22,SN,249.72,siSco
2021-06-22,CE,47.09,beAri
2021-06-22,CH,12.7,psPeg
2021-06-22,JN,252.97,siSco
2021-06-22,PA,356.51,alPeg
2021-06-22,PH,274.49,ga-2Sgr
2021-06-22,VS,169.54,chUMa
2021-06-23,SU,92.22,zeOri
2021-06-23,MO,254.06,siSco
2021-06-23,ME,76.14,epTau
2021-06-23,VE,115.5,muGem
2021-06-23,MA,127.35,xiPup
2021-06-23,JU,332.17,gaEqu
2021-06-23,SA,312.76,epAqr
2021-06-23,UR,43.5,beAri
2021-06-23,NE,353.2,alAqr
2021-06-23,PL,296.13,muLyr
2021-06-23,NN,69.67,epTau
2021-06-23,SN,249.67,siSco
2021-06-23,CE,47.46,beAri
2021-06-23,CH,12.72,psPeg
2021-06-23,JN,252.76,siSco
2021-06-23,PA,356.62,alPeg
2021-06-23,PH,274.46,ga-2Sgr
2021-06-23,VS,169.9,chUMa
2021-06-24,SU,93.18,zeOri
2021-06-24,MO,269.01,alHer
2021-06-24,ME,76.22,epTau
2021-06-24,VE,116.72,muGem
2021-06-24,MA,127.97,xiPup
2021-06-24,JU,332.16,gaEqu
2021-06-24,SA,312.71,epAqr
2021-06-24,UR,43.54,beAri
2021-06-24,NE,353.2,alAqr
2021-06-24,PL,296.11,muLyr
2021-06-24,NN,69.62,epTau
2021-06-24,SN,249.62,siSco
2021-06-24,CE,47.81,ta-6Eri
2021-06-24,CH,12.74,psPeg
2021-06-24,JN,252.56,siSco
2021-06-24,PA,356.72,alPeg
2021-06-24,PH,274.43,ga-2Sgr
2021-06-24,VS,170.26,chUMa
2021-06-25,SU,94.13,zeOri
2021-06-25,MO,283.84,muLyr
2021-06-25,ME,76.39,epTau
2021-06-25,VE,117.93,muGem
2021-06-25,MA,128.59,xiPup
2021-06-25,JU,332.15,gaEqu
2021-06-25,SA,312.67,epAqr
2021-06-25,UR,43.58,beAri
2021-06-25,NE,353.2,alAqr
2021-06-25,PL,296.08,muLyr
2021-06-25,NN,69.57,epTau
2021-06-25,SN,249.57,siSco
2021-06-25,CE,48.17,ta-6Eri
2021-06-25,CH,12.75,psPeg
2021-06-25,JN,252.36,siSco
2021-06-25,PA,356.81,alPeg
2021-06-25,PH,274.4,ga-2Sgr
2021-06-25,VS,170.61,chUMa
2021-06-26,SU,95.08,zeOri
2021-06-26,MO,298.4,muLyr
2021-06-26,ME,76.63,epTau
2021-06-26,VE,119.14,muGem
2021-06-26,MA,129.21,xiPup
2021-06-26,JU,332.13,gaEqu
2021-06-26,SA,312.62,epAqr
2021-06-26,UR,43.62,beAri
2021-06-26,NE,353.2,alAqr
2021-06-26,PL,296.06,muLyr
2021-06-26,NN,69.51,epTau
2021-06-26,SN,249.51,siSco
2021-06-26,CE,48.53,ta-6Eri
2021-06-26,CH,12.77,psPeg
2021-06-26,JN,252.17,siSco
2021-06-26,PA,356.9,alPeg
2021-06-26,PH,274.37,ga-2Sgr
2021-06-26,VS,170.98,chUMa
2021-06-27,SU,96.04,muGem
2021-06-27,MO,312.61,epAqr
2021-06-27,ME,76.95,epTau
2021-06-27,VE,120.36,muGem
2021-06-27,MA,129.83,xiPup
2021-06-27,JU,332.11,gaEqu
2021-06-27,SA,312.57,epAqr
2021-06-27,UR,43.66,beAri
2021-06-27,NE,353.2,alAqr
2021-06-27,PL,296.04,muLyr
2021-06-27,NN,69.46,epTau
2021-06-27,SN,249.46,siSco
2021-06-27,CE,48.88,ta-6Eri
2021-06-27,CH,12.79,psPeg
2021-06-27,JN,251.98,siSco
2021-06-27,PA,356.99,alPeg
2021-06-27,PH,274.34,ga-2Sgr
2021-06-27,VS,171.35,chUMa
2021-06-28,SU,96.99,muGem
2021-06-28,MO,326.41,gaEqu
2021-06-28,ME,77.35,epTau
2021-06-28,VE,121.57,muGem
2021-06-28,MA,130.45,xiPup
2021-06-28,JU,332.09,gaEqu
2021-06-28,SA,312.51,epAqr
2021-06-28,UR,43.7,beAri
2021-06-28,NE,353.2,alAqr
2021-06-28,PL,296.02,muLyr
2021-06-28,NN,69.41,epTau
2021-06-28,SN,249.41,siSco
2021-06-28,CE,49.23,ta-6Eri
2021-06-28,CH,12.8,psPeg
2021-06-28,JN,251.79,siSco
2021-06-28,PA,357.07,alPeg
2021-06-28,PH,274.31,ga-2Sgr
2021-06-28,VS,171.72,chUMa
2021-06-29,SU,97.94,muGem
2021-06-29,MO,339.76,alAqr
2021-06-29,ME,77.83,epTau
2021-06-29,VE,122.78,muGem
2021-06-29,MA,131.07,laDra
2021-06-29,JU,332.06,gaEqu
2021-06-29,SA,312.46,epAqr
2021-06-29,UR,43.74,beAri
2021-06-29,NE,353.2,alAqr
2021-06-29,PL,295.99,muLyr
2021-06-29,NN,69.35,epTau
2021-06-29,SN,249.35,siSco
2021-06-29,CE,49.59,ta-6Eri
2021-06-29,CH,12.82,psPeg
2021-06-29,JN,251.61,siSco
2021-06-29,PA,357.15,alPeg
2021-06-29,PH,274.28,ga-2Sgr
2021-06-29,VS,172.09,chUMa
2021-06-30,SU,98.9,muGem
2021-06-30,MO,352.7,alAqr
2021-06-30,ME,78.38,epTau
2021-06-30,VE,123.99,muGem
2021-06-30,MA,131.69,laDra
2021-06-30,JU,332.03,gaEqu
2021-06-30,SA,312.41,epAqr
2021-06-30,UR,43.78,beAri
2021-06-30,NE,353.19,alAqr
2021-06-30,PL,295.97,muLyr
2021-06-30,NN,69.3,epTau
2021-06-30,SN,249.3,siSco
2021-06-30,CE,49.94,ta-6Eri
2021-06-30,CH,12.83,psPeg
2021-06-30,JN,251.43,siSco
2021-06-30,PA,357.22,alPeg
2021-06-30,PH,274.24,ga-2Sgr
2021-06-30,VS,172.46,chUMa
2021-07-01,SU,99.85,muGem
