Date,pID,Lon,CM
2015-11-12,SU,229.75,xi-2Lib
2015-11-12,MO,238.08,xi-2Lib
2015-11-12,ME,226.7,xi-2Lib
2015-11-12,VE,184.17,gaCom
2015-11-12,MA,179.75,gaCom
2015-11-12,JU,168.57,chUMa
2015-11-12,SA,245.39,piSco
2015-11-12,UR,17.32,psPeg
2015-11-12,NE,337.03,alAqr
2015-11-12,PL,283.55,muLyr
2015-11-12,NN,178.23,gaCom
2015-11-12,SN,358.23,alPeg
2015-11-12,CE,303.78,muLyr
2015-11-12,CH,347.06,alAqr
2015-11-12,JN,200.8,gaCrv
2015-11-12,PA,274.06,ga-2Sgr
2015-11-12,PH,263.83,alHer
2015-11-12,VS,358.59,alPeg
2015-11-13,SU,230.76,xi-2Lib
2015-11-13,MO,250.53,siSco
2015-11-13,ME,228.31,xi-2Lib
2015-11-13,VE,185.27,gaCom
2015-11-13,MA,180.34,gaCom
2015-11-13,JU,168.72,chUMa
2015-11-13,SA,245.51,piSco
2015-11-13,UR,17.29,psPeg
2015-11-13,NE,337.03,alAqr
2015-11-13,PL,283.57,muLyr
2015-11-13,NN,178.18,gaCom
2015-11-13,SN,358.18,alPeg
2015-11-13,CE,304.04,muLyr
2015-11-13,CH,347.04,alAqr
2015-11-13,JN,201.15,gaCrv
2015-11-13,PA,274.41,ga-2Sgr
2015-11-13,PH,263.87,alHer
2015-11-13,VS,358.58,alPeg
2015-11-14,SU,231.77,xi-2Lib
2015-11-14,MO,263.16,alHer
2015-11-14,ME,229.92,xi-2Lib
2015-11-14,VE,186.38,gaCom
2015-11-14,MA,180.95,gaCom
2015-11-14,JU,168.87,chUMa
2015-11-14,SA,245.62,piSco
2015-11-14,UR,17.26,psPeg
2015-11-14,NE,337.02,alAqr
2015-11-14,PL,283.6,muLyr
2015-11-14,NN,178.13,gaCom
2015-11-14,SN,358.12,alPeg
2015-11-14,CE,304.31,beCap
2015-11-14,CH,347.03,alAqr
2015-11-14,JN,201.5,gaCrv
2015-11-14,PA,274.75,ga-2Sgr
2015-11-14,PH,263.9,alHer
2015-11-14,VS,358.58,alPeg
2015-11-15,SU,232.77,xi-2Lib
2015-11-15,MO,275.99,ga-2Sgr
2015-11-15,ME,231.52,xi-2Lib
2015-11-15,VE,187.48,gaCom
2015-11-15,MA,181.55,gaCom
2015-11-15,JU,169.02,chUMa
2015-11-15,SA,245.74,piSco
2015-11-15,UR,17.23,psPeg
2015-11-15,NE,337.02,alAqr
2015-11-15,PL,283.62,muLyr
2015-11-15,NN,178.07,gaCom
2015-11-15,SN,358.07,alPeg
2015-11-15,CE,304.58,beCap
2015-11-15,CH,347.02,alAqr
2015-11-15,JN,201.84,gaCrv
2015-11-15,PA,275.1,ga-2Sgr
2015-11-15,PH,263.94,alHer
2015-11-15,VS,358.59,alPeg
2015-11-16,SU,233.78,xi-2Lib
2015-11-16,MO,289.03,muLyr
2015-11-16,ME,233.12,xi-2Lib
2015-11-16,VE,188.59,gaCom
2015-11-16,MA,182.15,gaCom
2015-11-16,JU,169.16,chUMa
2015-11-16,SA,245.85,piSco
2015-11-16,UR,17.2,psPeg
2015-11-16,NE,337.02,alAqr
2015-11-16,PL,283.65,muLyr
2015-11-16,NN,178.02,gaCom
2015-11-16,SN,358.02,alPeg
2015-11-16,CE,304.86,beCap
2015-11-16,CH,347,alAqr
2015-11-16,JN,202.19,gaCrv
2015-11-16,PA,275.45,ga-2Sgr
2015-11-16,PH,263.98,alHer
2015-11-16,VS,358.61,alPeg
2015-11-17,SU,234.79,xi-2Lib
2015-11-17,MO,302.29,muLyr
2015-11-17,ME,234.71,xi-2Lib
2015-11-17,VE,189.71,gaCom
2015-11-17,MA,182.75,gaCom
2015-11-17,JU,169.3,chUMa
2015-11-17,SA,245.97,piSco
2015-11-17,UR,17.17,psPeg
2015-11-17,NE,337.02,alAqr
2015-11-17,PL,283.67,muLyr
2015-11-17,NN,177.97,gaCom
2015-11-17,SN,357.97,alPeg
2015-11-17,CE,305.14,beCap
2015-11-17,CH,346.99,alAqr
2015-11-17,JN,202.53,gaCrv
2015-11-17,PA,275.8,ga-2Sgr
2015-11-17,PH,264.02,alHer
2015-11-17,VS,358.63,alPeg
2015-11-18,SU,235.8,xi-2Lib
2015-11-18,MO,315.77,epAqr
2015-11-18,ME,236.3,xi-2Lib
2015-11-18,VE,190.83,gaCom
2015-11-18,MA,183.34,gaCom
2015-11-18,JU,169.44,chUMa
2015-11-18,SA,246.09,piSco
2015-11-18,UR,17.14,psPeg
2015-11-18,NE,337.02,alAqr
2015-11-18,PL,283.7,muLyr
2015-11-18,NN,177.91,gaCom
2015-11-18,SN,357.91,alPeg
2015-11-18,CE,305.42,beCap
2015-11-18,CH,346.98,alAqr
2015-11-18,JN,202.87,gaCrv
2015-11-18,PA,276.15,ga-2Sgr
2015-11-18,PH,264.06,alHer
2015-11-18,VS,358.66,alPeg
2015-11-19,SU,236.81,xi-2Lib
2015-11-19,MO,329.52,gaEqu
2015-11-19,ME,237.88,xi-2Lib
2015-11-19,VE,191.95,gaCrv
2015-11-19,MA,183.94,gaCom
2015-11-19,JU,169.58,chUMa
2015-11-19,SA,246.2,piSco
2015-11-19,UR,17.11,psPeg
2015-11-19,NE,337.02,alAqr
2015-11-19,PL,283.72,muLyr
2015-11-19,NN,177.86,gaCom
2015-11-19,SN,357.86,alPeg
2015-11-19,CE,305.7,beCap
2015-11-19,CH,346.98,alAqr
2015-11-19,JN,203.21,gaCrv
2015-11-19,PA,276.5,ga-2Sgr
2015-11-19,PH,264.09,alHer
2015-11-19,VS,358.7,alPeg
2015-11-20,SU,237.82,xi-2Lib
2015-11-20,MO,343.52,alAqr
2015-11-20,ME,239.46,xi-2Lib
2015-11-20,VE,193.08,gaCrv
2015-11-20,MA,184.54,gaCom
2015-11-20,JU,169.72,chUMa
2015-11-20,SA,246.33,piSco
2015-11-20,UR,17.08,psPeg
2015-11-20,NE,337.02,alAqr
2015-11-20,PL,283.75,muLyr
2015-11-20,NN,177.81,gaCom
2015-11-20,SN,357.81,alPeg
2015-11-20,CE,305.98,beCap
2015-11-20,CH,346.97,alAqr
2015-11-20,JN,203.55,gaCrv
2015-11-20,PA,276.85,ga-2Sgr
2015-11-20,PH,264.13,alHer
2015-11-20,VS,358.75,alPeg
2015-11-21,SU,238.83,xi-2Lib
2015-11-21,MO,237.79,xi-2Lib
2015-11-21,ME,241.04,xi-2Lib
2015-11-21,VE,194.21,gaCrv
2015-11-21,MA,185.13,gaCom
2015-11-21,JU,169.85,chUMa
2015-11-21,SA,246.44,piSco
2015-11-21,UR,17.05,psPeg
2015-11-21,NE,337.02,alAqr
2015-11-21,PL,283.77,muLyr
2015-11-21,NN,177.75,gaCom
2015-11-21,SN,357.75,alPeg
2015-11-21,CE,306.27,beCap
2015-11-21,CH,346.96,alAqr
2015-11-21,JN,203.89,gaCrv
2015-11-21,PA,277.2,ga-2Sgr
2015-11-21,PH,264.17,alHer
2015-11-21,VS,358.8,alPeg
2015-11-22,SU,239.83,xi-2Lib
2015-11-22,MO,12.29,psPeg
2015-11-22,ME,242.61,xi-2Lib
2015-11-22,VE,195.34,gaCrv
2015-11-22,MA,185.73,gaCom
2015-11-22,JU,169.98,chUMa
2015-11-22,SA,246.56,piSco
2015-11-22,UR,17.03,psPeg
2015-11-22,NE,337.02,alAqr
2015-11-22,PL,283.8,muLyr
2015-11-22,NN,177.7,gaCom
2015-11-22,SN,357.7,alPeg
2015-11-22,CE,306.56,beCap
2015-11-22,CH,346.95,alAqr
2015-11-22,JN,204.23,alVir
2015-11-22,PA,277.56,ga-2Sgr
2015-11-22,PH,264.21,alHer
2015-11-22,VS,358.86,alPeg
2015-11-23,SU,240.84,xi-2Lib
2015-11-23,MO,26.97,piAnd
2015-11-23,ME,244.18,piSco
2015-11-23,VE,196.48,gaCrv
2015-11-23,MA,186.32,gaCom
2015-11-23,JU,170.11,chUMa
2015-11-23,SA,246.68,piSco
2015-11-23,UR,17,psPeg
2015-11-23,NE,337.03,alAqr
2015-11-23,PL,283.83,muLyr
2015-11-23,NN,177.65,gaCom
2015-11-23,SN,357.65,alPeg
2015-11-23,CE,306.85,beCap
2015-11-23,CH,346.95,alAqr
2015-11-23,JN,204.57,alVir
2015-11-23,PA,277.91,ga-2Sgr
2015-11-23,PH,264.25,alHer
2015-11-23,VS,358.93,alPeg
2015-11-24,SU,241.86,xi-2Lib
2015-11-24,MO,41.74,beAri
2015-11-24,ME,245.74,piSco
2015-11-24,VE,197.62,gaCrv
2015-11-24,MA,186.92,gaCom
2015-11-24,JU,170.24,chUMa
2015-11-24,SA,246.8,piSco
2015-11-24,UR,16.97,psPeg
2015-11-24,NE,337.03,alAqr
2015-11-24,PL,283.85,muLyr
2015-11-24,NN,177.6,gaCom
2015-11-24,SN,357.6,alPeg
2015-11-24,CE,307.15,beCap
2015-11-24,CH,346.94,alAqr
2015-11-24,JN,204.9,alVir
2015-11-24,PA,278.27,ga-2Sgr
2015-11-24,PH,264.29,alHer
2015-11-24,VS,359,alPeg
2015-11-25,SU,242.87,xi-2Lib
2015-11-25,MO,56.48,ta-6Eri
2015-11-25,ME,247.31,piSco
2015-11-25,VE,198.76,gaCrv
2015-11-25,MA,187.51,gaCom
2015-11-25,JU,170.36,chUMa
2015-11-25,SA,246.91,piSco
2015-11-25,UR,16.95,psPeg
2015-11-25,NE,337.03,alAqr
2015-11-25,PL,283.88,muLyr
2015-11-25,NN,177.54,gaCom
2015-11-25,SN,357.54,alPeg
2015-11-25,CE,307.44,beCap
2015-11-25,CH,346.94,alAqr
2015-11-25,JN,205.23,alVir
2015-11-25,PA,278.62,ga-2Sgr
2015-11-25,PH,264.33,alHer
2015-11-25,VS,359.08,alPeg
2015-11-26,SU,243.88,piSco
2015-11-26,MO,71.05,epTau
2015-11-26,ME,248.87,siSco
2015-11-26,VE,199.91,gaCrv
2015-11-26,MA,188.1,gaCom
2015-11-26,JU,170.49,chUMa
2015-11-26,SA,247.03,piSco
2015-11-26,UR,16.93,psPeg
2015-11-26,NE,337.04,alAqr
2015-11-26,PL,283.91,muLyr
2015-11-26,NN,177.49,gaCom
2015-11-26,SN,357.49,alPeg
2015-11-26,CE,307.74,beCap
2015-11-26,CH,346.94,alAqr
2015-11-26,JN,205.57,alVir
2015-11-26,PA,278.98,ga-2Sgr
2015-11-26,PH,264.37,alHer
2015-11-26,VS,359.17,alPeg
2015-11-27,SU,244.89,piSco
2015-11-27,MO,85.34,zeOri
2015-11-27,ME,250.43,siSco
2015-11-27,VE,201.06,gaCrv
2015-11-27,MA,188.7,gaCom
2015-11-27,JU,170.61,chUMa
2015-11-27,SA,247.15,piSco
2015-11-27,UR,16.9,psPeg
2015-11-27,NE,337.04,alAqr
2015-11-27,PL,283.94,muLyr
2015-11-27,NN,177.44,gaCom
2015-11-27,SN,357.44,alPeg
2015-11-27,CE,308.04,beCap
2015-11-27,CH,346.94,alAqr
2015-11-27,JN,205.9,alVir
2015-11-27,PA,279.34,ga-2Sgr
2015-11-27,PH,264.41,alHer
2015-11-27,VS,359.26,alPeg
2015-11-28,SU,245.9,piSco
2015-11-28,MO,99.24,muGem
2015-11-28,ME,251.99,siSco
2015-11-28,VE,202.21,gaCrv
2015-11-28,MA,189.29,gaCom
2015-11-28,JU,170.73,chUMa
2015-11-28,SA,247.27,piSco
2015-11-28,UR,16.88,psPeg
2015-11-28,NE,337.05,alAqr
2015-11-28,PL,283.97,muLyr
2015-11-28,NN,177.38,gaCom
2015-11-28,SN,357.38,alPeg
2015-11-28,CE,308.35,beCap
2015-11-28,CH,346.94,alAqr
2015-11-28,JN,206.22,alVir
2015-11-28,PA,279.7,ga-2Sgr
2015-11-28,PH,264.45,alHer
2015-11-28,VS,359.37,alPeg
2015-11-29,SU,246.91,piSco
2015-11-29,MO,112.71,muGem
2015-11-29,ME,253.54,siSco
2015-11-29,VE,203.37,gaCrv
2015-11-29,MA,189.88,gaCom
2015-11-29,JU,170.84,chUMa
2015-11-29,SA,247.39,piSco
2015-11-29,UR,16.86,psPeg
2015-11-29,NE,337.05,alAqr
2015-11-29,PL,283.99,muLyr
2015-11-29,NN,177.33,gaCom
2015-11-29,SN,357.33,alPeg
2015-11-29,CE,308.65,beCap
2015-11-29,CH,346.94,alAqr
2015-11-29,JN,206.55,alVir
2015-11-29,PA,280.06,ga-2Sgr
2015-11-29,PH,264.49,alHer
2015-11-29,VS,359.47,alPeg
2015-11-30,SU,247.93,siSco
2015-11-30,MO,125.75,muGem
2015-11-30,ME,255.1,siSco
2015-11-30,VE,204.52,alVir
2015-11-30,MA,190.47,gaCom
2015-11-30,JU,170.96,chUMa
2015-11-30,SA,247.51,piSco
2015-11-30,UR,16.84,psPeg
2015-11-30,NE,337.06,alAqr
2015-11-30,PL,284.02,muLyr
2015-11-30,NN,177.28,gaCom
2015-11-30,SN,357.28,alPeg
2015-11-30,CE,308.96,beCap
2015-11-30,CH,346.94,alAqr
2015-11-30,JN,206.88,alVir
2015-11-30,PA,280.42,muLyr
2015-11-30,PH,264.53,alHer
2015-11-30,VS,359.59,alPeg
2015-12-01,SU,248.94,siSco
2015-12-01,MO,138.38,laDra
2015-12-01,ME,256.65,alHer
2015-12-01,VE,205.69,alVir
2015-12-01,MA,191.06,gaCrv
2015-12-01,JU,171.07,chUMa
2015-12-01,SA,247.62,piSco
2015-12-01,UR,16.81,psPeg
2015-12-01,NE,337.07,alAqr
2015-12-01,PL,284.05,muLyr
2015-12-01,NN,177.22,gaCom
2015-12-01,SN,357.23,alPeg
2015-12-01,CE,309.27,beCap
2015-12-01,CH,346.94,alAqr
2015-12-01,JN,207.2,alVir
2015-12-01,PA,280.78,muLyr
2015-12-01,PH,264.57,alHer
2015-12-01,VS,359.71,alPeg
2015-12-02,SU,249.95,siSco
2015-12-02,MO,150.67,alPyx
2015-12-02,ME,258.2,alHer
2015-12-02,VE,206.85,alVir
2015-12-02,MA,191.64,gaCrv
2015-12-02,JU,171.18,chUMa
2015-12-02,SA,247.75,piSco
2015-12-02,UR,16.8,psPeg
2015-12-02,NE,337.07,alAqr
2015-12-02,PL,284.08,muLyr
2015-12-02,NN,177.17,gaCom
2015-12-02,SN,357.17,alPeg
2015-12-02,CE,309.58,beCap
2015-12-02,CH,346.95,alAqr
2015-12-02,JN,207.53,alVir
2015-12-02,PA,281.14,muLyr
2015-12-02,PH,264.61,alHer
2015-12-02,VS,359.83,alPeg
2015-12-03,SU,250.97,siSco
2015-12-03,MO,162.7,chUMa
2015-12-03,ME,259.75,alHer
2015-12-03,VE,208.01,alVir
2015-12-03,MA,192.23,gaCrv
2015-12-03,JU,171.28,chUMa
2015-12-03,SA,247.86,piSco
2015-12-03,UR,16.78,psPeg
2015-12-03,NE,337.08,alAqr
2015-12-03,PL,284.11,muLyr
2015-12-03,NN,177.12,gaCom
2015-12-03,SN,357.12,alPeg
2015-12-03,CE,309.9,beCap
2015-12-03,CH,346.95,alAqr
2015-12-03,JN,207.85,alVir
2015-12-03,PA,281.5,muLyr
2015-12-03,PH,264.65,alHer
2015-12-03,VS,269.96,alHer
2015-12-04,SU,251.98,siSco
2015-12-04,MO,174.56,gaCom
2015-12-04,ME,261.3,alHer
2015-12-04,VE,209.18,alVir
2015-12-04,MA,192.82,gaCrv
2015-12-04,JU,171.39,chUMa
2015-12-04,SA,247.98,siSco
2015-12-04,UR,16.76,psPeg
2015-12-04,NE,337.09,alAqr
2015-12-04,PL,284.14,muLyr
2015-12-04,NN,177.07,gaCom
2015-12-04,SN,357.07,alPeg
2015-12-04,CE,310.21,beCap
2015-12-04,CH,346.96,alAqr
2015-12-04,JN,208.17,alVir
2015-12-04,PA,281.86,muLyr
2015-12-04,PH,264.69,alHer
2015-12-04,VS,0.1,alPeg
2015-12-05,SU,253,siSco
2015-12-05,MO,186.35,gaCom
2015-12-05,ME,262.85,alHer
2015-12-05,VE,210.35,alVir
2015-12-05,MA,193.4,gaCrv
2015-12-05,JU,171.49,chUMa
2015-12-05,SA,248.1,siSco
2015-12-05,UR,16.74,psPeg
2015-12-05,NE,337.1,alAqr
2015-12-05,PL,284.17,muLyr
2015-12-05,NN,177.01,gaCom
2015-12-05,SN,357.01,alPeg
2015-12-05,CE,310.53,beCap
2015-12-05,CH,346.96,alAqr
2015-12-05,JN,208.48,alVir
2015-12-05,PA,282.22,muLyr
2015-12-05,PH,264.74,alHer
2015-12-05,VS,0.25,alPeg
2015-12-06,SU,254.01,siSco
2015-12-06,MO,198.15,gaCrv
2015-12-06,ME,264.4,alHer
2015-12-06,VE,211.53,alVir
2015-12-06,MA,193.99,gaCrv
2015-12-06,JU,171.59,chUMa
2015-12-06,SA,248.22,siSco
2015-12-06,UR,16.72,psPeg
2015-12-06,NE,337.11,alAqr
2015-12-06,PL,284.2,muLyr
2015-12-06,NN,176.96,gaCom
2015-12-06,SN,356.96,alPeg
2015-12-06,CE,310.85,beCap
2015-12-06,CH,346.97,alAqr
2015-12-06,JN,208.8,alVir
2015-12-06,PA,282.59,muLyr
2015-12-06,PH,264.78,alHer
2015-12-06,VS,0.4,alPeg
2015-12-07,SU,255.03,siSco
2015-12-07,MO,210.04,alVir
2015-12-07,ME,265.95,alHer
2015-12-07,VE,212.7,alVir
2015-12-07,MA,194.57,gaCrv
2015-12-07,JU,171.68,chUMa
2015-12-07,SA,248.34,siSco
2015-12-07,UR,16.71,psPeg
2015-12-07,NE,337.12,alAqr
2015-12-07,PL,284.23,muLyr
2015-12-07,NN,176.91,gaCom
2015-12-07,SN,356.91,alPeg
2015-12-07,CE,311.18,beCap
2015-12-07,CH,346.98,alAqr
2015-12-07,JN,209.11,alVir
2015-12-07,PA,282.95,muLyr
2015-12-07,PH,264.82,alHer
2015-12-07,VS,0.55,alPeg
2015-12-08,SU,256.04,siSco
2015-12-08,MO,222.09,laCen
2015-12-08,ME,267.49,alHer
2015-12-08,VE,213.88,alVir
2015-12-08,MA,195.15,gaCrv
2015-12-08,JU,171.78,chUMa
2015-12-08,SA,248.45,siSco
2015-12-08,UR,16.69,psPeg
2015-12-08,NE,337.13,alAqr
2015-12-08,PL,284.27,muLyr
2015-12-08,NN,176.85,gaCom
2015-12-08,SN,356.85,alPeg
2015-12-08,CE,311.5,beCap
2015-12-08,CH,346.99,alAqr
2015-12-08,JN,209.43,alVir
2015-12-08,PA,283.31,muLyr
2015-12-08,PH,264.86,alHer
2015-12-08,VS,0.72,alPeg
2015-12-09,SU,257.06,alHer
2015-12-09,MO,234.36,xi-2Lib
2015-12-09,ME,269.03,alHer
2015-12-09,VE,215.06,laCen
2015-12-09,MA,195.74,gaCrv
2015-12-09,JU,171.87,chUMa
2015-12-09,SA,248.57,siSco
2015-12-09,UR,16.68,psPeg
2015-12-09,NE,337.14,alAqr
2015-12-09,PL,284.3,muLyr
2015-12-09,NN,176.8,gaCom
2015-12-09,SN,356.8,alPeg
2015-12-09,CE,311.83,beCap
2015-12-09,CH,347,alAqr
2015-12-09,JN,209.74,alVir
2015-12-09,PA,283.68,muLyr
2015-12-09,PH,264.9,alHer
2015-12-09,VS,0.88,alPeg
2015-12-10,SU,258.07,alHer
2015-12-10,MO,246.85,piSco
2015-12-10,ME,270.57,alHer
2015-12-10,VE,216.24,laCen
2015-12-10,MA,196.32,gaCrv
2015-12-10,JU,171.96,chUMa
2015-12-10,SA,248.69,siSco
2015-12-10,UR,16.66,psPeg
2015-12-10,NE,337.15,alAqr
2015-12-10,PL,284.33,muLyr
2015-12-10,NN,176.75,gaCom
2015-12-10,SN,356.75,alPeg
2015-12-10,CE,312.16,epAqr
2015-12-10,CH,347.01,alAqr
2015-12-10,JN,210.05,alVir
2015-12-10,PA,284.05,muLyr
2015-12-10,PH,264.94,alHer
2015-12-10,VS,1.06,alPeg
2015-12-11,SU,259.09,alHer
2015-12-11,MO,259.6,alHer
2015-12-11,ME,272.11,ga-2Sgr
2015-12-11,VE,217.43,laCen
2015-12-11,MA,196.9,gaCrv
2015-12-11,JU,172.04,chUMa
2015-12-11,SA,248.81,siSco
2015-12-11,UR,16.65,psPeg
2015-12-11,NE,337.17,alAqr
2015-12-11,PL,284.36,muLyr
2015-12-11,NN,176.7,gaCom
2015-12-11,SN,356.7,alPeg
2015-12-11,CE,312.49,epAqr
2015-12-11,CH,347.02,alAqr
2015-12-11,JN,210.35,alVir
2015-12-11,PA,284.41,muLyr
2015-12-11,PH,264.99,alHer
2015-12-11,VS,1.23,alPeg
2015-12-12,SU,260.11,alHer
2015-12-12,MO,272.58,ga-2Sgr
2015-12-12,ME,273.64,ga-2Sgr
2015-12-12,VE,218.61,laCen
2015-12-12,MA,197.48,gaCrv
2015-12-12,JU,172.12,chUMa
2015-12-12,SA,248.92,siSco
2015-12-12,UR,16.64,psPeg
2015-12-12,NE,337.18,alAqr
2015-12-12,PL,284.39,muLyr
2015-12-12,NN,176.64,gaCom
2015-12-12,SN,356.64,alPeg
2015-12-12,CE,312.82,epAqr
2015-12-12,CH,347.03,alAqr
2015-12-12,JN,210.66,alVir
2015-12-12,PA,284.78,muLyr
2015-12-12,PH,265.03,alHer
2015-12-12,VS,1.42,alPeg
2015-12-13,SU,261.12,alHer
2015-12-13,MO,285.79,muLyr
2015-12-13,ME,275.17,ga-2Sgr
2015-12-13,VE,219.8,laCen
2015-12-13,MA,198.05,gaCrv
2015-12-13,JU,172.2,chUMa
2015-12-13,SA,249.04,siSco
2015-12-13,UR,16.63,psPeg
2015-12-13,NE,337.19,alAqr
2015-12-13,PL,284.43,muLyr
2015-12-13,NN,176.59,gaCom
2015-12-13,SN,356.59,alPeg
2015-12-13,CE,313.15,epAqr
2015-12-13,CH,347.05,alAqr
2015-12-13,JN,210.96,alVir
2015-12-13,PA,285.14,muLyr
2015-12-13,PH,265.07,alHer
2015-12-13,VS,1.61,alPeg
2015-12-14,SU,262.14,alHer
2015-12-14,MO,299.18,muLyr
2015-12-14,ME,276.7,ga-2Sgr
2015-12-14,VE,220.99,laCen
2015-12-14,MA,198.63,gaCrv
2015-12-14,JU,172.28,chUMa
2015-12-14,SA,249.16,siSco
2015-12-14,UR,16.62,psPeg
2015-12-14,NE,337.21,alAqr
2015-12-14,PL,284.46,muLyr
2015-12-14,NN,176.54,gaCom
2015-12-14,SN,356.54,alPeg
2015-12-14,CE,313.49,epAqr
2015-12-14,CH,347.06,alAqr
2015-12-14,JN,211.26,alVir
2015-12-14,PA,285.51,muLyr
2015-12-14,PH,265.11,alHer
2015-12-14,VS,1.8,alPeg
2015-12-15,SU,263.16,alHer
2015-12-15,MO,312.73,epAqr
2015-12-15,ME,278.21,ga-2Sgr
2015-12-15,VE,222.18,laCen
2015-12-15,MA,199.21,gaCrv
2015-12-15,JU,172.35,chUMa
2015-12-15,SA,249.28,siSco
2015-12-15,UR,16.61,psPeg
2015-12-15,NE,337.22,alAqr
2015-12-15,PL,284.49,muLyr
2015-12-15,NN,176.48,gaCom
2015-12-15,SN,356.48,alPeg
2015-12-15,CE,313.82,epAqr
2015-12-15,CH,347.08,alAqr
2015-12-15,JN,211.56,alVir
2015-12-15,PA,285.88,muLyr
2015-12-15,PH,265.16,alHer
2015-12-15,VS,2,alPeg
2015-12-16,SU,264.18,alHer
2015-12-16,MO,326.42,gaEqu
2015-12-16,ME,279.72,ga-2Sgr
2015-12-16,VE,223.37,laCen
2015-12-16,MA,199.78,gaCrv
2015-12-16,JU,172.43,chUMa
2015-12-16,SA,249.39,siSco
2015-12-16,UR,16.6,psPeg
2015-12-16,NE,337.24,alAqr
2015-12-16,PL,284.52,muLyr
2015-12-16,NN,176.43,gaCom
2015-12-16,SN,356.43,alPeg
2015-12-16,CE,314.16,epAqr
2015-12-16,CH,347.1,alAqr
2015-12-16,JN,211.86,alVir
2015-12-16,PA,286.24,muLyr
2015-12-16,PH,265.2,alHer
2015-12-16,VS,2.21,alPeg
2015-12-17,SU,265.2,alHer
2015-12-17,MO,340.24,alAqr
2015-12-17,ME,281.22,muLyr
2015-12-17,VE,224.57,laCen
2015-12-17,MA,200.36,gaCrv
2015-12-17,JU,172.5,chUMa
2015-12-17,SA,249.51,siSco
2015-12-17,UR,16.59,psPeg
2015-12-17,NE,337.26,alAqr
2015-12-17,PL,284.56,muLyr
2015-12-17,NN,176.38,gaCom
2015-12-17,SN,356.38,alPeg
2015-12-17,CE,314.5,epAqr
2015-12-17,CH,347.11,alAqr
2015-12-17,JN,212.16,alVir
2015-12-17,PA,286.61,muLyr
2015-12-17,PH,265.24,alHer
2015-12-17,VS,2.42,alPeg
2015-12-18,SU,266.21,alHer
2015-12-18,MO,324.19,gaEqu
2015-12-18,ME,282.71,muLyr
2015-12-18,VE,225.76,xi-2Lib
2015-12-18,MA,200.93,gaCrv
2015-12-18,JU,172.56,chUMa
2015-12-18,SA,249.62,siSco
2015-12-18,UR,16.58,psPeg
2015-12-18,NE,337.27,alAqr
2015-12-18,PL,284.59,muLyr
2015-12-18,NN,176.32,gaCom
2015-12-18,SN,356.32,alPeg
2015-12-18,CE,314.84,epAqr
2015-12-18,CH,347.13,alAqr
2015-12-18,JN,212.45,alVir
2015-12-18,PA,286.98,muLyr
2015-12-18,PH,265.28,alHer
2015-12-18,VS,2.63,alPeg
2015-12-19,SU,267.23,alHer
2015-12-19,MO,8.26,alPeg
2015-12-19,ME,284.18,muLyr
2015-12-19,VE,226.95,xi-2Lib
2015-12-19,MA,201.5,gaCrv
2015-12-19,JU,172.62,chUMa
2015-12-19,SA,249.74,siSco
2015-12-19,UR,16.58,psPeg
2015-12-19,NE,337.29,alAqr
2015-12-19,PL,284.62,muLyr
2015-12-19,NN,176.27,gaCom
2015-12-19,SN,356.27,alPeg
2015-12-19,CE,315.19,epAqr
2015-12-19,CH,347.15,alAqr
2015-12-19,JN,212.74,alVir
2015-12-19,PA,287.35,muLyr
2015-12-19,PH,265.32,alHer
2015-12-19,VS,2.85,alPeg
2015-12-20,SU,268.25,alHer
2015-12-20,MO,22.45,psPeg
2015-12-20,ME,285.63,muLyr
2015-12-20,VE,228.15,xi-2Lib
2015-12-20,MA,202.07,gaCrv
2015-12-20,JU,172.68,chUMa
2015-12-20,SA,249.85,siSco
2015-12-20,UR,16.57,psPeg
2015-12-20,NE,337.31,alAqr
2015-12-20,PL,284.66,muLyr
2015-12-20,NN,176.22,gaCom
2015-12-20,SN,356.22,alPeg
2015-12-20,CE,315.53,epAqr
2015-12-20,CH,347.17,alAqr
2015-12-20,JN,213.03,alVir
2015-12-20,PA,287.72,muLyr
2015-12-20,PH,265.37,alHer
2015-12-20,VS,3.07,alPeg
2015-12-21,SU,269.27,alHer
2015-12-21,MO,36.73,beAri
2015-12-21,ME,287.07,muLyr
2015-12-21,VE,229.35,xi-2Lib
2015-12-21,MA,202.64,gaCrv
2015-12-21,JU,172.74,chUMa
2015-12-21,SA,249.97,siSco
2015-12-21,UR,16.57,psPeg
2015-12-21,NE,337.32,alAqr
2015-12-21,PL,284.69,muLyr
2015-12-21,NN,176.17,gaCom
2015-12-21,SN,356.17,alPeg
2015-12-21,CE,315.88,epAqr
2015-12-21,CH,347.19,alAqr
2015-12-21,JN,213.32,alVir
2015-12-21,PA,288.09,muLyr
2015-12-21,PH,265.41,alHer
2015-12-21,VS,3.3,alPeg
2015-12-22,SU,270.28,alHer
2015-12-22,MO,51.05,ta-6Eri
2015-12-22,ME,288.47,muLyr
2015-12-22,VE,230.55,xi-2Lib
2015-12-22,MA,203.21,gaCrv
2015-12-22,JU,172.79,chUMa
2015-12-22,SA,250.08,siSco
2015-12-22,UR,16.56,psPeg
2015-12-22,NE,337.34,alAqr
2015-12-22,PL,284.72,muLyr
2015-12-22,NN,176.11,gaCom
2015-12-22,SN,356.11,alPeg
2015-12-22,CE,316.23,epAqr
2015-12-22,CH,347.21,alAqr
