PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CE_CH_a30,1,116,0.003,0.018,0.002,0.003,0.013,-0.056,0.061,0.117,0.251,1.913,0.002
CE_JU_a150,1,88,0.001,0.02,0.001,0,0.015,-0.041,0.112,0.153,1.668,8.16,0.002
CE_UR_a135,1,101,0.001,0.016,0.001,0.001,0.011,-0.056,0.078,0.134,0.579,5.842,0.002
CH_PH_a45,1,368,0,0.019,0,0,0.015,-0.08,0.064,0.143,-0.106,2.182,0.001
JN_JU_a45,1,125,-0.002,0.018,-0.001,-0.002,0.011,-0.064,0.086,0.15,0.63,5.186,0.002
JN_NN_a36,1,124,0.003,0.022,0,0.001,0.015,-0.058,0.11,0.168,1.295,4.966,0.002
JN_SN_a144,1,124,0.003,0.022,0,0.001,0.015,-0.058,0.11,0.168,1.295,4.966,0.002
JN_UR_a120,1,105,0.004,0.013,0.001,0.003,0.012,-0.028,0.041,0.069,0.618,0.184,0.001
JU_CH_a120,1,139,0.001,0.016,-0.001,0,0.011,-0.037,0.076,0.114,1.48,4.602,0.001
ME_UR_a36,1,147,0.001,0.019,0.001,0,0.013,-0.063,0.139,0.202,2.615,18.686,0.002
NE_PL_a60,1,772,0.001,0.017,0,0.001,0.015,-0.061,0.081,0.142,0.388,1.206,0.001
NN_SN_a180,1,10367,0.001,0.017,0,0,0.012,-0.202,0.18,0.382,0.183,10.774,0
PA_CH_a72,1,90,0.006,0.027,0.003,0.004,0.015,-0.074,0.145,0.219,1.725,8.494,0.003
SU_JU_a120,1,117,0.001,0.016,-0.001,0,0.012,-0.033,0.063,0.096,1.045,2.19,0.002
SU_PH_a72,1,131,-0.002,0.016,-0.001,-0.002,0.014,-0.055,0.058,0.112,-0.065,1.833,0.001
UR_PH_a120,1,485,0,0.021,0.001,0.001,0.011,-0.127,0.145,0.272,0.014,13.254,0.001
VS_SA_a144,1,144,0,0.013,0,-0.001,0.009,-0.044,0.055,0.099,0.405,2.671,0.001
MO_PL_a103,1,415,0.001,0.017,0.001,0,0.011,-0.067,0.112,0.179,0.835,6.584,0.001
MO_CE_a90,1,432,0.001,0.016,0,0,0.012,-0.086,0.08,0.166,-0.113,4.627,0.001
MO_CH_a60,1,427,0.001,0.018,0.001,0.001,0.012,-0.07,0.112,0.182,0.423,5.428,0.001
MO_UR_a135,1,437,0.001,0.017,0,0,0.011,-0.075,0.08,0.156,0.479,4.437,0.001
MO_JU_a60,1,464,0,0.016,0,0.001,0.011,-0.104,0.073,0.177,-0.893,6.933,0.001
MO_SU_a180,1,243,0.001,0.019,0,0,0.013,-0.056,0.139,0.194,1.663,11.844,0.001
MO_PA_a135,1,451,0,0.016,0,0,0.012,-0.051,0.065,0.116,0.33,1.566,0.001
MO_VE_a150,1,491,0.002,0.017,0.001,0.001,0.012,-0.061,0.112,0.172,1.259,7.63,0.001
VE_MA_a150,1,51,0.002,0.011,0.001,0.002,0.007,-0.032,0.034,0.066,0.039,1.11,0.002
MO_MA_a60,1,469,0.001,0.017,0.001,0.001,0.012,-0.086,0.076,0.162,-0.332,4.445,0.001
MO_SA_a72,1,430,0.002,0.017,0.001,0.001,0.012,-0.086,0.145,0.231,1.158,12.014,0.001
MO_VS_a72,1,476,0.001,0.018,0,0,0.012,-0.083,0.126,0.209,0.604,6.455,0.001
MO_NN_a45,1,426,0.001,0.018,0,0,0.012,-0.075,0.141,0.216,1.254,9.749,0.001
MO_SN_a135,1,427,0.001,0.018,0,0,0.012,-0.075,0.141,0.216,1.257,9.773,0.001
ME_NN_a120,1,237,0,0.015,0.001,0.001,0.011,-0.075,0.04,0.115,-0.84,3.602,0.001
ME_SN_a60,1,237,0,0.015,0.001,0.001,0.011,-0.075,0.04,0.115,-0.84,3.602,0.001
MO_NE_a150,1,427,0.001,0.014,0.001,0,0.01,-0.091,0.065,0.156,-0.312,7.509,0.001
MO_CH_a72,1,448,0,0.019,0,0,0.013,-0.127,0.125,0.252,-0.576,11.113,0.001
MO_PL_a90,1,438,0.001,0.016,0.001,0.001,0.011,-0.063,0.065,0.128,-0.029,2.235,0.001
MO_CE_a103,1,449,0,0.02,0.001,0.001,0.012,-0.202,0.125,0.327,-1.883,25.39,0.001
MO_PA_a144,1,415,0,0.018,0,0,0.014,-0.072,0.081,0.153,0.329,2.342,0.001
MO_PH_a120,1,424,0.002,0.017,0.001,0.001,0.012,-0.048,0.141,0.189,1.496,11.336,0.001
MO_UR_a120,1,429,0,0.015,0,0,0.011,-0.07,0.066,0.136,-0.073,4.032,0.001
MO_JN_a0,1,217,0.002,0.015,0,0.001,0.011,-0.067,0.086,0.154,0.888,6.664,0.001
MO_JU_a45,1,473,0,0.015,-0.001,-0.001,0.011,-0.06,0.069,0.129,0.404,3.215,0.001
MO_NN_a36,1,417,0,0.016,0,0,0.012,-0.054,0.065,0.119,0.055,1.712,0.001
MO_SN_a144,1,416,0,0.015,0,0,0.012,-0.054,0.065,0.119,-0.053,1.547,0.001
MO_PA_a150,1,456,0.001,0.017,0,0.001,0.013,-0.075,0.069,0.144,0.057,2.327,0.001
MO_MA_a45,1,481,0.001,0.016,0.001,0.001,0.012,-0.075,0.076,0.152,-0.032,3.136,0.001
JN_PH_a120,1,66,0,0.015,0.002,0.001,0.015,-0.06,0.032,0.092,-0.929,2.191,0.002
MO_ME_a150,1,456,0.001,0.018,0.001,0.001,0.012,-0.067,0.125,0.192,1.055,9.915,0.001
SU_PA_a45,1,168,0,0.014,-0.001,-0.001,0.012,-0.054,0.053,0.107,0.125,2.171,0.001
ME_PL_a72,1,138,0.002,0.019,0.002,0.002,0.012,-0.07,0.085,0.155,0.611,5.25,0.002
ME_VS_a120,1,96,0,0.015,0,0,0.011,-0.05,0.049,0.099,-0.083,2.336,0.002
MO_JU_a36,1,495,0,0.015,0,0,0.012,-0.074,0.066,0.14,-0.228,2.392,0.001
MO_NE_a135,1,410,0.001,0.016,0,0.001,0.012,-0.064,0.083,0.147,0.611,3.775,0.001
MO_MA_a36,1,476,0.001,0.018,-0.001,0,0.013,-0.072,0.11,0.182,1.095,6.647,0.001
MO_PH_a135,1,440,0.001,0.017,0,0,0.012,-0.081,0.126,0.207,1.045,9.163,0.001
MO_CH_a90,1,438,0.001,0.016,0.001,0.002,0.013,-0.05,0.067,0.117,-0.011,2.234,0.001
MO_ME_a144,1,434,0,0.016,0,-0.001,0.011,-0.05,0.125,0.175,1.476,9.674,0.001
MO_PL_a72,1,435,0.001,0.017,0.001,0.001,0.011,-0.058,0.139,0.197,1.637,11.507,0.001
MO_JU_a30,1,465,0,0.017,0.001,0,0.012,-0.083,0.091,0.173,-0.572,4.799,0.001
MO_UR_a103,1,415,0.001,0.018,0.002,0.001,0.011,-0.127,0.125,0.252,-0.544,14.729,0.001
MO_SA_a45,1,440,0,0.015,-0.001,-0.001,0.011,-0.064,0.09,0.154,0.527,4.393,0.001
JN_CE_a103,1,164,0.002,0.02,0,0,0.01,-0.051,0.174,0.225,4.006,31.803,0.002
JN_PA_a144,1,204,-0.001,0.016,0,-0.001,0.01,-0.05,0.08,0.13,0.413,4.475,0.001
MA_PL_a36,1,128,-0.001,0.018,-0.001,0,0.012,-0.083,0.05,0.133,-0.921,4.123,0.002
MO_JN_a45,1,425,0,0.017,0,0,0.012,-0.083,0.068,0.151,0.148,3.716,0.001
SU_NN_a135,1,131,-0.002,0.013,-0.002,-0.001,0.011,-0.042,0.035,0.076,-0.237,0.493,0.001
SU_SN_a45,1,131,-0.002,0.013,-0.002,-0.001,0.011,-0.042,0.035,0.076,-0.237,0.493,0.001
MO_CH_a120,1,429,0,0.016,0,0,0.011,-0.092,0.076,0.168,-0.091,4.637,0.001
MO_JU_a0,1,216,-0.001,0.018,-0.001,-0.001,0.012,-0.127,0.068,0.196,-1.415,11.943,0.001
MO_CE_a150,1,455,0,0.015,0,0,0.011,-0.063,0.073,0.136,0.231,2.997,0.001
MO_UR_a72,1,450,0,0.017,0.001,0,0.011,-0.099,0.069,0.168,-0.374,5.157,0.001
MO_MA_a0,1,246,0.002,0.018,0.001,0.002,0.011,-0.127,0.126,0.253,-0.128,18.235,0.001
MO_PL_a36,1,425,-0.001,0.017,0,0,0.014,-0.074,0.057,0.13,-0.453,2.03,0.001
ME_CH_a120,1,145,0.001,0.015,0.001,0.001,0.014,-0.063,0.038,0.101,-0.773,2.13,0.001
MO_SU_a120,1,551,0,0.017,0,0,0.011,-0.122,0.086,0.209,-0.551,8.663,0.001
