PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(3,8]",Ceres,"(3,8]",1174,1115,2289,0.51,0.49
CE_3,Ceres,3,1547,1380,2927,0.53,0.47
"CE_[0,2]",Ceres,"[0,2]",2646,2513,5159,0.51,0.49
"CH_(3,4]",Chiron,"(3,4]",1165,1136,2301,0.51,0.49
"CH_(4,5]",Chiron,"(4,5]",1061,1014,2075,0.51,0.49
"CH_(5,11]",Chiron,"(5,11]",1256,1084,2340,0.54,0.46
"CH_[0,3]",Chiron,"[0,3]",1885,1774,3659,0.52,0.48
"JN_(1,2]",Juno,"(1,2]",1773,1617,3390,0.52,0.48
"JN_(2,3]",Juno,"(2,3]",1440,1348,2788,0.52,0.48
"JN_(3,7]",Juno,"(3,7]",856,780,1636,0.52,0.48
"JN_[0,1]",Juno,"[0,1]",1298,1263,2561,0.51,0.49
"JU_(2,3]",Jupiter,"(2,3]",1493,1433,2926,0.51,0.49
"JU_(3,4]",Jupiter,"(3,4]",1172,1084,2256,0.52,0.48
"JU_(4,8]",Jupiter,"(4,8]",808,777,1585,0.51,0.49
"JU_[0,2]",Jupiter,"[0,2]",1894,1714,3608,0.52,0.48
"MA_(2,5]",Mars,"(2,5]",1091,1028,2119,0.51,0.49
MA_2,Mars,2,1895,1750,3645,0.52,0.48
"MA_[0,1]",Mars,"[0,1]",2381,2230,4611,0.52,0.48
"ME_(1,3]",Mercury,"(1,3]",621,621,1242,0.5,0.5
ME_0,Mercury,0,1498,1401,2899,0.52,0.48
ME_1,Mercury,1,3248,2986,6234,0.52,0.48
"NE_(4,5]",Neptune,"(4,5]",1099,988,2087,0.53,0.47
"NE_(5,6]",Neptune,"(5,6]",845,848,1693,0.5,0.5
"NE_(6,13]",Neptune,"(6,13]",1120,922,2042,0.55,0.45
"NE_[0,4]",Neptune,"[0,4]",2303,2250,4553,0.51,0.49
"NN_(2,3]",NNode,"(2,3]",1467,1281,2748,0.53,0.47
"NN_(3,4]",NNode,"(3,4]",1245,1161,2406,0.52,0.48
"NN_(4,9]",NNode,"(4,9]",1145,1095,2240,0.51,0.49
"NN_[0,2]",NNode,"[0,2]",1510,1471,2981,0.51,0.49
"PA_(2,3]",Pallas,"(2,3]",1552,1450,3002,0.52,0.48
"PA_(3,4]",Pallas,"(3,4]",1067,992,2059,0.52,0.48
"PA_(4,8]",Pallas,"(4,8]",612,580,1192,0.51,0.49
"PA_[0,2]",Pallas,"[0,2]",2136,1986,4122,0.52,0.48
"PH_(3,5]",Pholus,"(3,5]",2170,1979,4149,0.52,0.48
"PH_(5,6]",Pholus,"(5,6]",796,794,1590,0.5,0.5
"PH_(6,13]",Pholus,"(6,13]",914,874,1788,0.51,0.49
"PH_[0,3]",Pholus,"[0,3]",1487,1361,2848,0.52,0.48
"PL_(4,5]",Pluto,"(4,5]",1115,1061,2176,0.51,0.49
"PL_(5,6]",Pluto,"(5,6]",915,905,1820,0.5,0.5
"PL_(6,14]",Pluto,"(6,14]",1243,1113,2356,0.53,0.47
"PL_[0,4]",Pluto,"[0,4]",2094,1929,4023,0.52,0.48
"SA_(3,4]",Saturn,"(3,4]",1200,1030,2230,0.54,0.46
"SA_(4,5]",Saturn,"(4,5]",854,859,1713,0.5,0.5
"SA_(5,11]",Saturn,"(5,11]",1018,938,1956,0.52,0.48
"SA_[0,3]",Saturn,"[0,3]",2295,2181,4476,0.51,0.49
"SN_(3,4]",SNode,"(3,4]",1437,1318,2755,0.52,0.48
"SN_(4,5]",SNode,"(4,5]",1266,1156,2422,0.52,0.48
"SN_(5,10]",SNode,"(5,10]",1204,1143,2347,0.51,0.49
"SN_[1,3]",SNode,"[1,3]",1460,1391,2851,0.51,0.49
"SU_(1,2]",Sun,"(1,2]",1740,1636,3376,0.52,0.48
"SU_(2,4]",Sun,"(2,4]",367,342,709,0.52,0.48
SU_1,Sun,1,2448,2264,4712,0.52,0.48
"SU_[0,1)",Sun,"[0,1)",812,766,1578,0.51,0.49
"UR_(3,5]",Uranus,"(3,5]",2195,2026,4221,0.52,0.48
"UR_(5,6]",Uranus,"(5,6]",826,765,1591,0.52,0.48
"UR_(6,13]",Uranus,"(6,13]",858,840,1698,0.51,0.49
"UR_[0,3]",Uranus,"[0,3]",1488,1377,2865,0.52,0.48
"VE_(1,2]",Venus,"(1,2]",1342,1284,2626,0.51,0.49
"VE_(2,3]",Venus,"(2,3]",183,161,344,0.53,0.47
VE_1,Venus,1,2794,2528,5322,0.52,0.48
"VE_[0,1)",Venus,"[0,1)",1048,1035,2083,0.5,0.5
"VS_(1,2]",Vesta,"(1,2]",1984,1795,3779,0.53,0.47
"VS_(2,3]",Vesta,"(2,3]",1131,1094,2225,0.51,0.49
"VS_(3,6]",Vesta,"(3,6]",452,393,845,0.53,0.47
"VS_[0,1]",Vesta,"[0,1]",1800,1726,3526,0.51,0.49
