PlanetQuality,Planet,Quality,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CAR,Ceres,Cardinal,2141,2019,4160,0.51,0.49
CE_FIX,Ceres,Fixed,2052,1974,4026,0.51,0.49
CE_MUT,Ceres,Mutable,2378,2205,4583,0.52,0.48
CH_CAR,Chiron,Cardinal,2201,2126,4327,0.51,0.49
CH_FIX,Chiron,Fixed,2109,2029,4138,0.51,0.49
CH_MUT,Chiron,Mutable,2261,2043,4304,0.53,0.47
JN_CAR,Juno,Cardinal,2119,2078,4197,0.5,0.5
JN_FIX,Juno,Fixed,2158,2019,4177,0.52,0.48
JN_MUT,Juno,Mutable,2294,2101,4395,0.52,0.48
JU_CAR,Jupiter,Cardinal,2184,2121,4305,0.51,0.49
JU_FIX,Jupiter,Fixed,2185,2016,4201,0.52,0.48
JU_MUT,Jupiter,Mutable,2202,2061,4263,0.52,0.48
MA_CAR,Mars,Cardinal,2206,2105,4311,0.51,0.49
MA_FIX,Mars,Fixed,2195,2023,4218,0.52,0.48
MA_MUT,Mars,Mutable,2170,2070,4240,0.51,0.49
ME_CAR,Mercury,Cardinal,2207,2053,4260,0.52,0.48
ME_FIX,Mercury,Fixed,2203,2094,4297,0.51,0.49
ME_MUT,Mercury,Mutable,2161,2051,4212,0.51,0.49
MO_CAR,Moon,Cardinal,2184,2075,4259,0.51,0.49
MO_FIX,Moon,Fixed,2172,2101,4273,0.51,0.49
MO_MUT,Moon,Mutable,2215,2022,4237,0.52,0.48
NE_CAR,Neptune,Cardinal,1817,1691,3508,0.52,0.48
NE_FIX,Neptune,Fixed,1723,1651,3374,0.51,0.49
NE_MUT,Neptune,Mutable,3031,2856,5887,0.51,0.49
NN_CAR,NNode,Cardinal,2193,2086,4279,0.51,0.49
NN_FIX,NNode,Fixed,2170,2012,4182,0.52,0.48
NN_MUT,NNode,Mutable,2208,2100,4308,0.51,0.49
PA_CAR,Pallas,Cardinal,2172,2092,4264,0.51,0.49
PA_FIX,Pallas,Fixed,2204,1985,4189,0.53,0.47
PA_MUT,Pallas,Mutable,2195,2121,4316,0.51,0.49
PH_CAR,Pholus,Cardinal,1791,1727,3518,0.51,0.49
PH_FIX,Pholus,Fixed,1403,1331,2734,0.51,0.49
PH_MUT,Pholus,Mutable,3377,3140,6517,0.52,0.48
PL_CAR,Pluto,Cardinal,3385,3191,6576,0.51,0.49
PL_FIX,Pluto,Fixed,1492,1411,2903,0.51,0.49
PL_MUT,Pluto,Mutable,1694,1596,3290,0.51,0.49
SA_CAR,Saturn,Cardinal,2243,2115,4358,0.51,0.49
SA_FIX,Saturn,Fixed,2259,2084,4343,0.52,0.48
SA_MUT,Saturn,Mutable,2069,1999,4068,0.51,0.49
SN_CAR,SNode,Cardinal,2193,2086,4279,0.51,0.49
SN_FIX,SNode,Fixed,2170,2012,4182,0.52,0.48
SN_MUT,SNode,Mutable,2208,2100,4308,0.51,0.49
SU_CAR,Sun,Cardinal,2179,2016,4195,0.52,0.48
SU_FIX,Sun,Fixed,2210,2134,4344,0.51,0.49
SU_MUT,Sun,Mutable,2182,2048,4230,0.52,0.48
UR_CAR,Uranus,Cardinal,2352,2120,4472,0.53,0.47
UR_FIX,Uranus,Fixed,2385,2290,4675,0.51,0.49
UR_MUT,Uranus,Mutable,1834,1788,3622,0.51,0.49
VE_CAR,Venus,Cardinal,2229,2073,4302,0.52,0.48
VE_FIX,Venus,Fixed,2217,2073,4290,0.52,0.48
VE_MUT,Venus,Mutable,2125,2052,4177,0.51,0.49
VS_CAR,Vesta,Cardinal,2139,2038,4177,0.51,0.49
VS_FIX,Vesta,Fixed,2068,2083,4151,0.5,0.5
VS_MUT,Vesta,Mutable,2364,2077,4441,0.53,0.47
