PlanetsAspect,PlanetX,PlanetY,Aspect,Buy,Sell,DaysN,BuyDays%,SellDays%
CECH_a0,Ceres,Chiron,Conjunction,47,23,70,0.67,0.33
CECH_a103,Ceres,Chiron,BiSeptile,163,159,322,0.51,0.49
CECH_a120,Ceres,Chiron,Trine,96,99,195,0.49,0.51
CECH_a135,Ceres,Chiron,SesquiSquare,118,111,229,0.52,0.48
CECH_a144,Ceres,Chiron,BiQuintile,81,71,152,0.53,0.47
CECH_a150,Ceres,Chiron,Quincunx,77,46,123,0.63,0.37
CECH_a180,Ceres,Chiron,Opposition,88,89,177,0.5,0.5
CECH_a30,Ceres,Chiron,SemiSextile,116,105,221,0.52,0.48
CECH_a36,Ceres,Chiron,SemiQuintile,138,133,271,0.51,0.49
CECH_a45,Ceres,Chiron,SemiSquare,119,111,230,0.52,0.48
CECH_a60,Ceres,Chiron,Sextile,130,107,237,0.55,0.45
CECH_a72,Ceres,Chiron,Quintile,120,98,218,0.55,0.45
CECH_a90,Ceres,Chiron,Square,142,136,278,0.51,0.49
CEJU_a0,Ceres,Jupiter,Conjunction,45,43,88,0.51,0.49
CEJU_a103,Ceres,Jupiter,BiSeptile,126,123,249,0.51,0.49
CEJU_a120,Ceres,Jupiter,Trine,97,81,178,0.54,0.46
CEJU_a135,Ceres,Jupiter,SesquiSquare,116,127,243,0.48,0.52
CEJU_a144,Ceres,Jupiter,BiQuintile,102,97,199,0.51,0.49
CEJU_a150,Ceres,Jupiter,Quincunx,92,91,183,0.5,0.5
CEJU_a180,Ceres,Jupiter,Opposition,56,53,109,0.51,0.49
CEJU_a30,Ceres,Jupiter,SemiSextile,116,117,233,0.5,0.5
CEJU_a36,Ceres,Jupiter,SemiQuintile,163,150,313,0.52,0.48
CEJU_a45,Ceres,Jupiter,SemiSquare,97,90,187,0.52,0.48
CEJU_a60,Ceres,Jupiter,Sextile,96,96,192,0.5,0.5
CEJU_a72,Ceres,Jupiter,Quintile,113,105,218,0.52,0.48
CEJU_a90,Ceres,Jupiter,Square,107,87,194,0.55,0.45
CENE_a0,Ceres,Neptune,Conjunction,66,48,114,0.58,0.42
CENE_a103,Ceres,Neptune,BiSeptile,94,87,181,0.52,0.48
CENE_a120,Ceres,Neptune,Trine,143,110,253,0.57,0.43
CENE_a135,Ceres,Neptune,SesquiSquare,103,101,204,0.5,0.5
CENE_a144,Ceres,Neptune,BiQuintile,120,98,218,0.55,0.45
CENE_a150,Ceres,Neptune,Quincunx,111,119,230,0.48,0.52
CENE_a180,Ceres,Neptune,Opposition,38,27,65,0.58,0.42
CENE_a30,Ceres,Neptune,SemiSextile,131,116,247,0.53,0.47
CENE_a36,Ceres,Neptune,SemiQuintile,125,113,238,0.53,0.47
CENE_a45,Ceres,Neptune,SemiSquare,134,112,246,0.54,0.46
CENE_a60,Ceres,Neptune,Sextile,122,117,239,0.51,0.49
CENE_a72,Ceres,Neptune,Quintile,107,94,201,0.53,0.47
CENE_a90,Ceres,Neptune,Square,96,90,186,0.52,0.48
CENN_a0,Ceres,NNode,Conjunction,90,66,156,0.58,0.42
CENN_a103,Ceres,NNode,BiSeptile,105,92,197,0.53,0.47
CENN_a120,Ceres,NNode,Trine,162,142,304,0.53,0.47
CENN_a135,Ceres,NNode,SesquiSquare,150,138,288,0.52,0.48
CENN_a144,Ceres,NNode,BiQuintile,124,129,253,0.49,0.51
CENN_a150,Ceres,NNode,Quincunx,162,141,303,0.53,0.47
CENN_a180,Ceres,NNode,Opposition,34,36,70,0.49,0.51
CENN_a30,Ceres,NNode,SemiSextile,115,76,191,0.6,0.4
CENN_a36,Ceres,NNode,SemiQuintile,121,101,222,0.55,0.45
CENN_a45,Ceres,NNode,SemiSquare,84,59,143,0.59,0.41
CENN_a60,Ceres,NNode,Sextile,141,136,277,0.51,0.49
CENN_a72,Ceres,NNode,Quintile,89,95,184,0.48,0.52
CENN_a90,Ceres,NNode,Square,140,133,273,0.51,0.49
CEPA_a103,Ceres,Pallas,BiSeptile,29,30,59,0.49,0.51
CEPA_a30,Ceres,Pallas,SemiSextile,520,488,1008,0.52,0.48
CEPA_a36,Ceres,Pallas,SemiQuintile,441,386,827,0.53,0.47
CEPA_a45,Ceres,Pallas,SemiSquare,408,389,797,0.51,0.49
CEPA_a60,Ceres,Pallas,Sextile,171,169,340,0.5,0.5
CEPA_a72,Ceres,Pallas,Quintile,87,100,187,0.47,0.53
CEPA_a90,Ceres,Pallas,Square,52,43,95,0.55,0.45
CEPH_a0,Ceres,Pholus,Conjunction,61,62,123,0.5,0.5
