PlanetAspectCountRange,Planet,Aspect,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_a0_(0,4]",Ceres,Conjunction,"(0,4]",1023,897,1920,0.53,0.47
CE_a0_0,Ceres,Conjunction,0,4382,4134,8516,0.51,0.49
"CE_a103_(0,1]",Ceres,BiSeptile,"(0,1]",1536,1370,2906,0.53,0.47
"CE_a103_(1,6]",Ceres,BiSeptile,"(1,6]",368,347,715,0.51,0.49
CE_a103_0,Ceres,BiSeptile,0,3501,3314,6815,0.51,0.49
"CE_a120_(0,1]",Ceres,Trine,"(0,1]",1503,1427,2930,0.51,0.49
"CE_a120_(1,4]",Ceres,Trine,"(1,4]",340,331,671,0.51,0.49
CE_a120_0,Ceres,Trine,0,3562,3273,6835,0.52,0.48
"CE_a135_(0,1]",Ceres,SesquiSquare,"(0,1]",1481,1360,2841,0.52,0.48
"CE_a135_(1,4]",Ceres,SesquiSquare,"(1,4]",313,294,607,0.52,0.48
CE_a135_0,Ceres,SesquiSquare,0,3611,3377,6988,0.52,0.48
"CE_a144_(0,1]",Ceres,BiQuintile,"(0,1]",1481,1385,2866,0.52,0.48
"CE_a144_(1,5]",Ceres,BiQuintile,"(1,5]",340,313,653,0.52,0.48
CE_a144_0,Ceres,BiQuintile,0,3584,3333,6917,0.52,0.48
"CE_a150_(0,1]",Ceres,Quincunx,"(0,1]",1424,1264,2688,0.53,0.47
"CE_a150_(1,5]",Ceres,Quincunx,"(1,5]",329,311,640,0.51,0.49
CE_a150_0,Ceres,Quincunx,0,3652,3456,7108,0.51,0.49
"CE_a180_(0,3]",Ceres,Opposition,"(0,3]",936,870,1806,0.52,0.48
CE_a180_0,Ceres,Opposition,0,4469,4161,8630,0.52,0.48
"CE_a30_(0,1]",Ceres,SemiSextile,"(0,1]",1637,1598,3235,0.51,0.49
"CE_a30_(1,4]",Ceres,SemiSextile,"(1,4]",569,470,1039,0.55,0.45
CE_a30_0,Ceres,SemiSextile,0,3199,2963,6162,0.52,0.48
"CE_a36_(0,1]",Ceres,SemiQuintile,"(0,1]",1621,1460,3081,0.53,0.47
"CE_a36_(1,5]",Ceres,SemiQuintile,"(1,5]",614,535,1149,0.53,0.47
CE_a36_0,Ceres,SemiQuintile,0,3170,3036,6206,0.51,0.49
"CE_a45_(0,1]",Ceres,SemiSquare,"(0,1]",1678,1620,3298,0.51,0.49
"CE_a45_(1,5]",Ceres,SemiSquare,"(1,5]",458,445,903,0.51,0.49
CE_a45_0,Ceres,SemiSquare,0,3269,2966,6235,0.52,0.48
"CE_a60_(0,1]",Ceres,Sextile,"(0,1]",1579,1465,3044,0.52,0.48
"CE_a60_(1,4]",Ceres,Sextile,"(1,4]",413,392,805,0.51,0.49
CE_a60_0,Ceres,Sextile,0,3413,3174,6587,0.52,0.48
"CE_a72_(0,1]",Ceres,Quintile,"(0,1]",1571,1501,3072,0.51,0.49
"CE_a72_(1,4]",Ceres,Quintile,"(1,4]",373,347,720,0.52,0.48
CE_a72_0,Ceres,Quintile,0,3461,3183,6644,0.52,0.48
"CE_a90_(0,1]",Ceres,Square,"(0,1]",1276,1272,2548,0.5,0.5
"CE_a90_(1,5]",Ceres,Square,"(1,5]",406,384,790,0.51,0.49
CE_a90_0,Ceres,Square,0,3723,3375,7098,0.52,0.48
"CH_a0_(0,3]",Chiron,Conjunction,"(0,3]",976,932,1908,0.51,0.49
CH_a0_0,Chiron,Conjunction,0,4429,4099,8528,0.52,0.48
"CH_a103_(0,1]",Chiron,BiSeptile,"(0,1]",1467,1368,2835,0.52,0.48
"CH_a103_(1,4]",Chiron,BiSeptile,"(1,4]",292,296,588,0.5,0.5
CH_a103_0,Chiron,BiSeptile,0,3646,3367,7013,0.52,0.48
"CH_a120_(0,1]",Chiron,Trine,"(0,1]",1345,1254,2599,0.52,0.48
"CH_a120_(1,4]",Chiron,Trine,"(1,4]",288,267,555,0.52,0.48
CH_a120_0,Chiron,Trine,0,3772,3510,7282,0.52,0.48
"CH_a135_(0,1]",Chiron,SesquiSquare,"(0,1]",1369,1247,2616,0.52,0.48
"CH_a135_(1,4]",Chiron,SesquiSquare,"(1,4]",343,304,647,0.53,0.47
CH_a135_0,Chiron,SesquiSquare,0,3693,3480,7173,0.51,0.49
"CH_a144_(0,1]",Chiron,BiQuintile,"(0,1]",1422,1318,2740,0.52,0.48
"CH_a144_(1,4]",Chiron,BiQuintile,"(1,4]",451,394,845,0.53,0.47
CH_a144_0,Chiron,BiQuintile,0,3532,3319,6851,0.52,0.48
"CH_a150_(0,1]",Chiron,Quincunx,"(0,1]",1384,1208,2592,0.53,0.47
"CH_a150_(1,5]",Chiron,Quincunx,"(1,5]",475,452,927,0.51,0.49
CH_a150_0,Chiron,Quincunx,0,3546,3371,6917,0.51,0.49
"CH_a180_(0,4]",Chiron,Opposition,"(0,4]",1263,1246,2509,0.5,0.5
CH_a180_0,Chiron,Opposition,0,4142,3785,7927,0.52,0.48
"CH_a30_(1,5]",Chiron,SemiSextile,"(1,5]",745,637,1382,0.54,0.46
CH_a30_0,Chiron,SemiSextile,0,2571,2487,5058,0.51,0.49
CH_a30_1,Chiron,SemiSextile,1,2089,1907,3996,0.52,0.48
"CH_a36_(0,1]",Chiron,SemiQuintile,"(0,1]",1726,1636,3362,0.51,0.49
"CH_a36_(1,4]",Chiron,SemiQuintile,"(1,4]",440,396,836,0.53,0.47
CH_a36_0,Chiron,SemiQuintile,0,3239,2999,6238,0.52,0.48
"CH_a45_(0,1]",Chiron,SemiSquare,"(0,1]",1654,1522,3176,0.52,0.48
"CH_a45_(1,4]",Chiron,SemiSquare,"(1,4]",411,386,797,0.52,0.48
CH_a45_0,Chiron,SemiSquare,0,3340,3123,6463,0.52,0.48
"CH_a60_(0,1]",Chiron,Sextile,"(0,1]",1661,1518,3179,0.52,0.48
"CH_a60_(1,5]",Chiron,Sextile,"(1,5]",394,365,759,0.52,0.48
CH_a60_0,Chiron,Sextile,0,3350,3148,6498,0.52,0.48
"CH_a72_(0,1]",Chiron,Quintile,"(0,1]",1664,1480,3144,0.53,0.47
"CH_a72_(1,5]",Chiron,Quintile,"(1,5]",355,319,674,0.53,0.47
CH_a72_0,Chiron,Quintile,0,3386,3232,6618,0.51,0.49
"CH_a90_(0,1]",Chiron,Square,"(0,1]",1357,1263,2620,0.52,0.48
"CH_a90_(1,5]",Chiron,Square,"(1,5]",439,402,841,0.52,0.48
CH_a90_0,Chiron,Square,0,3609,3366,6975,0.52,0.48
"JN_a0_(0,3]",Juno,Conjunction,"(0,3]",1124,1010,2134,0.53,0.47
JN_a0_0,Juno,Conjunction,0,4281,4021,8302,0.52,0.48
"JN_a103_(0,1]",Juno,BiSeptile,"(0,1]",1657,1545,3202,0.52,0.48
"JN_a103_(1,5]",Juno,BiSeptile,"(1,5]",324,305,629,0.52,0.48
JN_a103_0,Juno,BiSeptile,0,3424,3181,6605,0.52,0.48
"JN_a120_(0,1]",Juno,Trine,"(0,1]",1551,1524,3075,0.5,0.5
"JN_a120_(1,4]",Juno,Trine,"(1,4]",381,356,737,0.52,0.48
JN_a120_0,Juno,Trine,0,3473,3151,6624,0.52,0.48
"JN_a135_(0,1]",Juno,SesquiSquare,"(0,1]",1611,1430,3041,0.53,0.47
"JN_a135_(1,4]",Juno,SesquiSquare,"(1,4]",319,345,664,0.48,0.52
JN_a135_0,Juno,SesquiSquare,0,3475,3256,6731,0.52,0.48
"JN_a144_(0,1]",Juno,BiQuintile,"(0,1]",1577,1490,3067,0.51,0.49
"JN_a144_(1,5]",Juno,BiQuintile,"(1,5]",381,341,722,0.53,0.47
JN_a144_0,Juno,BiQuintile,0,3447,3200,6647,0.52,0.48
"JN_a150_(0,1]",Juno,Quincunx,"(0,1]",1528,1432,2960,0.52,0.48
"JN_a150_(1,4]",Juno,Quincunx,"(1,4]",384,352,736,0.52,0.48
JN_a150_0,Juno,Quincunx,0,3493,3247,6740,0.52,0.48
"JN_a180_(0,4]",Juno,Opposition,"(0,4]",1068,988,2056,0.52,0.48
JN_a180_0,Juno,Opposition,0,4337,4043,8380,0.52,0.48
"JN_a30_(0,1]",Juno,SemiSextile,"(0,1]",1538,1492,3030,0.51,0.49
"JN_a30_(1,5]",Juno,SemiSextile,"(1,5]",458,365,823,0.56,0.44
JN_a30_0,Juno,SemiSextile,0,3409,3174,6583,0.52,0.48
"JN_a36_(0,1]",Juno,SemiQuintile,"(0,1]",1580,1419,2999,0.53,0.47
"JN_a36_(1,4]",Juno,SemiQuintile,"(1,4]",376,359,735,0.51,0.49
JN_a36_0,Juno,SemiQuintile,0,3449,3253,6702,0.51,0.49
"JN_a45_(0,1]",Juno,SemiSquare,"(0,1]",1561,1448,3009,0.52,0.48
"JN_a45_(1,4]",Juno,SemiSquare,"(1,4]",368,369,737,0.5,0.5
JN_a45_0,Juno,SemiSquare,0,3476,3214,6690,0.52,0.48
"JN_a60_(0,1]",Juno,Sextile,"(0,1]",1630,1529,3159,0.52,0.48
"JN_a60_(1,6]",Juno,Sextile,"(1,6]",383,398,781,0.49,0.51
