PlanetAspectCountRange,Planet,Aspect,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_a0_(0,2]",Ceres,Conjunction,"(0,2]",512,440,952,0.54,0.46
CE_a0_0,Ceres,Conjunction,0,4855,4568,9423,0.52,0.48
"CE_a103_(0,3]",Ceres,BiSeptile,"(0,3]",1042,947,1989,0.52,0.48
CE_a103_0,Ceres,BiSeptile,0,4325,4061,8386,0.52,0.48
"CE_a120_(0,3]",Ceres,Trine,"(0,3]",997,940,1937,0.51,0.49
CE_a120_0,Ceres,Trine,0,4370,4068,8438,0.52,0.48
"CE_a135_(0,3]",Ceres,SesquiSquare,"(0,3]",1016,937,1953,0.52,0.48
CE_a135_0,Ceres,SesquiSquare,0,4351,4071,8422,0.52,0.48
"CE_a144_(0,3]",Ceres,BiQuintile,"(0,3]",962,946,1908,0.5,0.5
CE_a144_0,Ceres,BiQuintile,0,4405,4062,8467,0.52,0.48
"CE_a150_(0,3]",Ceres,Quincunx,"(0,3]",920,810,1730,0.53,0.47
CE_a150_0,Ceres,Quincunx,0,4447,4198,8645,0.51,0.49
"CE_a180_(0,2]",Ceres,Opposition,"(0,2]",502,426,928,0.54,0.46
CE_a180_0,Ceres,Opposition,0,4865,4582,9447,0.51,0.49
"CE_a30_(0,1]",Ceres,SemiSextile,"(0,1]",1227,1101,2328,0.53,0.47
"CE_a30_(1,3]",Ceres,SemiSextile,"(1,3]",232,205,437,0.53,0.47
CE_a30_0,Ceres,SemiSextile,0,3908,3702,7610,0.51,0.49
"CE_a36_(0,1]",Ceres,SemiQuintile,"(0,1]",1189,1080,2269,0.52,0.48
"CE_a36_(1,4]",Ceres,SemiQuintile,"(1,4]",247,215,462,0.53,0.47
CE_a36_0,Ceres,SemiQuintile,0,3931,3713,7644,0.51,0.49
"CE_a45_(0,3]",Ceres,SemiSquare,"(0,3]",1267,1228,2495,0.51,0.49
CE_a45_0,Ceres,SemiSquare,0,4100,3780,7880,0.52,0.48
