PlanetsAspect,buy,sell,daysN,BuyDays%,SellDays%
JUNE_a103,8,10,18,0.44,0.56
JUNE_a120,34,52,86,0.4,0.6
JUNE_a135,0,2,2,0,1
JUNE_a45,12,7,19,0.63,0.37
JUNE_a60,51,61,112,0.46,0.54
JUNE_a72,8,11,19,0.42,0.58
JUNE_a90,46,41,87,0.53,0.47
JUPL_a0,75,44,119,0.63,0.37
JUPL_a30,71,59,130,0.55,0.45
JUPL_a36,52,66,118,0.44,0.56
JUPL_a45,7,14,21,0.33,0.67
JUPL_a60,50,57,107,0.47,0.53
JUPL_a72,11,10,21,0.52,0.48
JUSA_a0,20,17,37,0.54,0.46
JUSA_a30,78,82,160,0.49,0.51
JUSA_a36,11,20,31,0.35,0.65
JUSA_a45,67,89,156,0.43,0.57
JUUR_a103,44,43,87,0.51,0.49
JUUR_a120,6,10,16,0.38,0.62
JUUR_a135,34,31,65,0.52,0.48
JUUR_a144,11,20,31,0.35,0.65
JUUR_a150,9,7,16,0.56,0.44
JUUR_a180,0,2,2,0,1
JUUR_a90,7,4,11,0.64,0.36
MAJU_a0,6,9,15,0.4,0.6
MAJU_a103,13,3,16,0.81,0.19
MAJU_a120,4,11,15,0.27,0.73
MAJU_a135,5,7,12,0.42,0.58
MAJU_a144,9,3,12,0.75,0.25
MAJU_a150,10,2,12,0.83,0.17
MAJU_a180,1,5,6,0.17,0.83
MAJU_a30,15,18,33,0.45,0.55
MAJU_a36,17,15,32,0.53,0.47
MAJU_a45,12,9,21,0.57,0.43
MAJU_a60,12,10,22,0.55,0.45
MAJU_a72,32,37,69,0.46,0.54
MAJU_a90,19,21,40,0.48,0.52
MANE_a0,4,10,14,0.29,0.71
MANE_a103,12,9,21,0.57,0.43
MANE_a120,12,9,21,0.57,0.43
MANE_a135,8,12,20,0.4,0.6
MANE_a144,10,10,20,0.5,0.5
MANE_a150,11,7,18,0.61,0.39
MANE_a180,4,2,6,0.67,0.33
MANE_a30,28,35,63,0.44,0.56
MANE_a36,40,51,91,0.44,0.56
MANE_a45,33,50,83,0.4,0.6
MANE_a60,12,10,22,0.55,0.45
MANE_a72,10,11,21,0.48,0.52
MANE_a90,11,10,21,0.52,0.48
MAPL_a0,7,8,15,0.47,0.53
MAPL_a103,9,12,21,0.43,0.57
MAPL_a120,11,4,15,0.73,0.27
MAPL_a135,4,10,14,0.29,0.71
MAPL_a144,4,9,13,0.31,0.69
MAPL_a150,1,13,14,0.07,0.93
MAPL_a180,3,3,6,0.5,0.5
