PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(4,5]",Ceres,"(4,5]",116,122,238,0.49,0.51
"CE_(5,7]",Ceres,"(5,7]",198,212,410,0.48,0.52
"CE_(7,13]",Ceres,"(7,13]",130,117,247,0.53,0.47
"CE_[0,4]",Ceres,"[0,4]",168,173,341,0.49,0.51
"CH_(4,5]",Chiron,"(4,5]",130,143,273,0.48,0.52
"CH_(5,7]",Chiron,"(5,7]",238,234,472,0.5,0.5
"CH_(7,13]",Chiron,"(7,13]",133,124,257,0.52,0.48
"CH_[0,4]",Chiron,"[0,4]",111,123,234,0.47,0.53
"JN_(4,5]",Juno,"(4,5]",116,136,252,0.46,0.54
"JN_(5,7]",Juno,"(5,7]",208,173,381,0.55,0.45
"JN_(7,14]",Juno,"(7,14]",82,82,164,0.5,0.5
"JN_[0,4]",Juno,"[0,4]",206,233,439,0.47,0.53
"JU_(4,5]",Jupiter,"(4,5]",126,117,243,0.52,0.48
"JU_(5,7]",Jupiter,"(5,7]",152,177,329,0.46,0.54
"JU_(7,12]",Jupiter,"(7,12]",86,85,171,0.5,0.5
"JU_[0,4]",Jupiter,"[0,4]",248,245,493,0.5,0.5
"MA_(4,5]",Mars,"(4,5]",127,92,219,0.58,0.42
"MA_(5,7]",Mars,"(5,7]",182,200,382,0.48,0.52
"MA_(7,13]",Mars,"(7,13]",91,113,204,0.45,0.55
"MA_[0,4]",Mars,"[0,4]",212,219,431,0.49,0.51
"ME_(4,5]",Mercury,"(4,5]",115,116,231,0.5,0.5
"ME_(5,7]",Mercury,"(5,7]",192,178,370,0.52,0.48
"ME_(7,14]",Mercury,"(7,14]",69,69,138,0.5,0.5
"ME_[0,4]",Mercury,"[0,4]",236,261,497,0.47,0.53
"MO_(13,15]",Moon,"(13,15]",195,181,376,0.52,0.48
"MO_(15,17]",Moon,"(15,17]",141,162,303,0.47,0.53
"MO_(17,27]",Moon,"(17,27]",93,105,198,0.47,0.53
"MO_[5,13]",Moon,"[5,13]",183,176,359,0.51,0.49
"NE_(4,5]",Neptune,"(4,5]",109,115,224,0.49,0.51
"NE_(5,6]",Neptune,"(5,6]",96,98,194,0.49,0.51
"NE_(6,13]",Neptune,"(6,13]",167,170,337,0.5,0.5
"NE_[0,4]",Neptune,"[0,4]",240,241,481,0.5,0.5
"NN_(5,6]",NNode,"(5,6]",100,134,234,0.43,0.57
"NN_(6,7]",NNode,"(6,7]",100,96,196,0.51,0.49
"NN_(7,13]",NNode,"(7,13]",166,166,332,0.5,0.5
"NN_[1,5]",NNode,"[1,5]",246,228,474,0.52,0.48
"PA_(4,5]",Pallas,"(4,5]",90,127,217,0.41,0.59
"PA_(5,7]",Pallas,"(5,7]",196,180,376,0.52,0.48
"PA_(7,13]",Pallas,"(7,13]",95,91,186,0.51,0.49
"PA_[0,4]",Pallas,"[0,4]",231,226,457,0.51,0.49
"PH_(4,5]",Pholus,"(4,5]",104,109,213,0.49,0.51
"PH_(5,6]",Pholus,"(5,6]",87,125,212,0.41,0.59
"PH_(6,13]",Pholus,"(6,13]",131,126,257,0.51,0.49
"PH_[0,4]",Pholus,"[0,4]",290,264,554,0.52,0.48
"PL_(4,5]",Pluto,"(4,5]",122,128,250,0.49,0.51
"PL_(5,6]",Pluto,"(5,6]",95,100,195,0.49,0.51
"PL_(6,14]",Pluto,"(6,14]",100,87,187,0.53,0.47
"PL_[0,4]",Pluto,"[0,4]",295,309,604,0.49,0.51
"SA_(4,5]",Saturn,"(4,5]",116,109,225,0.52,0.48
"SA_(5,7]",Saturn,"(5,7]",208,224,432,0.48,0.52
"SA_(7,14]",Saturn,"(7,14]",98,104,202,0.49,0.51
"SA_[0,4]",Saturn,"[0,4]",190,187,377,0.5,0.5
"SN_(5,6]",SNode,"(5,6]",116,141,257,0.45,0.55
"SN_(6,7]",SNode,"(6,7]",112,112,224,0.5,0.5
"SN_(7,13]",SNode,"(7,13]",153,173,326,0.47,0.53
"SN_[1,5]",SNode,"[1,5]",231,198,429,0.54,0.46
"SU_(4,5]",Sun,"(4,5]",149,138,287,0.52,0.48
"SU_(5,7]",Sun,"(5,7]",163,195,358,0.46,0.54
"SU_(7,14]",Sun,"(7,14]",88,86,174,0.51,0.49
"SU_[0,4]",Sun,"[0,4]",212,205,417,0.51,0.49
"UR_(4,5]",Uranus,"(4,5]",93,123,216,0.43,0.57
"UR_(5,7]",Uranus,"(5,7]",255,242,497,0.51,0.49
"UR_(7,15]",Uranus,"(7,15]",157,147,304,0.52,0.48
"UR_[0,4]",Uranus,"[0,4]",107,112,219,0.49,0.51
"VE_(4,5]",Venus,"(4,5]",106,130,236,0.45,0.55
"VE_(5,7]",Venus,"(5,7]",197,184,381,0.52,0.48
"VE_(7,14]",Venus,"(7,14]",116,102,218,0.53,0.47
"VE_[0,4]",Venus,"[0,4]",193,208,401,0.48,0.52
"VS_(4,5]",Vesta,"(4,5]",117,96,213,0.55,0.45
"VS_(5,7]",Vesta,"(5,7]",194,197,391,0.5,0.5
"VS_(7,13]",Vesta,"(7,13]",97,103,200,0.48,0.52
"VS_[0,4]",Vesta,"[0,4]",204,228,432,0.47,0.53
