PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
MAJU_a150,1,144,0.009,0.038,0.004,0.007,0.019,-0.18,0.181,0.361,0.38,8.113,0.003
MEJU_a72,1,138,-0.002,0.022,0,-0.001,0.015,-0.099,0.061,0.16,-1.084,4.274,0.002
MEMA_a135,1,60,-0.006,0.03,-0.004,-0.004,0.023,-0.099,0.056,0.155,-0.881,1.336,0.004
MEPL_a150,1,140,0.003,0.026,0.002,0.002,0.013,-0.099,0.12,0.219,0.992,7.599,0.002
MEVE_a36,1,367,0.001,0.028,0,0,0.018,-0.109,0.186,0.295,0.994,7.167,0.001
SUNE_a120,1,144,-0.001,0.032,0.001,0,0.017,-0.134,0.101,0.235,0.023,4.207,0.003
MOME_a180,1,206,-0.001,0.029,-0.002,-0.001,0.019,-0.124,0.096,0.22,-0.194,3.272,0.002
MOPL_a30,1,446,0,0.03,-0.001,0,0.017,-0.19,0.161,0.351,-0.479,11.062,0.001
SUSA_a45,1,145,0,0.025,0.001,0,0.016,-0.099,0.071,0.17,-0.529,3.087,0.002
MOMA_a45,1,425,0.004,0.034,0.002,0.002,0.017,-0.18,0.327,0.507,2.509,23.981,0.002
MOVE_a144,1,411,0.003,0.034,0.001,0,0.017,-0.116,0.327,0.443,3.315,26.749,0.002
MOJU_a103,1,449,0.001,0.031,0,0,0.019,-0.18,0.185,0.365,0.218,7.924,0.001
MOUR_a90,1,446,0.001,0.03,0,0.001,0.017,-0.167,0.14,0.306,0.106,5.972,0.001
MOVE_a150,1,409,0.002,0.031,0.001,0.001,0.017,-0.134,0.327,0.461,2.859,31.231,0.002
MOSA_a150,1,436,0.002,0.03,0.001,0.001,0.016,-0.136,0.182,0.318,0.716,7.939,0.001
MONE_a72,1,446,0.001,0.033,0.001,0.001,0.016,-0.167,0.235,0.402,1.191,13.1,0.002
VENE_a135,1,140,-0.005,0.041,-0.002,-0.003,0.016,-0.22,0.233,0.453,-0.261,13.5,0.003
MOMA_a60,1,430,0.003,0.031,0,0.001,0.017,-0.168,0.188,0.356,1.394,11.665,0.001
MOJU_a90,1,443,0.002,0.033,0.001,0.001,0.018,-0.169,0.235,0.404,0.619,9.59,0.002
MOSA_a144,1,445,0.002,0.031,0.002,0.002,0.018,-0.18,0.182,0.362,0.249,9.524,0.001
MOUR_a72,1,441,0.003,0.031,0.001,0.002,0.016,-0.18,0.266,0.446,1.651,17.475,0.001
MONE_a60,1,443,0.001,0.031,0.001,0.001,0.016,-0.18,0.235,0.415,0.968,12.493,0.001
MOSA_a135,1,452,0,0.031,0.001,0.001,0.016,-0.168,0.167,0.335,-0.198,9.318,0.001
MOSU_a180,1,210,0.001,0.025,0,0,0.017,-0.124,0.09,0.214,0.023,4.624,0.002
MOMA_a72,1,434,0.002,0.029,0.002,0.002,0.016,-0.134,0.186,0.32,0.464,6.263,0.001
MOPL_a0,1,224,0.001,0.033,0,0,0.017,-0.18,0.233,0.413,1.019,14.155,0.002
VESA_a60,1,147,0.001,0.033,0.002,0,0.019,-0.09,0.153,0.243,1.015,4.757,0.003
MOME_a150,1,413,0.002,0.035,0.001,0.001,0.016,-0.14,0.327,0.468,2.65,24.893,0.002
MOUR_a60,1,442,0.001,0.027,0,0,0.015,-0.095,0.157,0.252,0.781,6.479,0.001
MEUR_a90,1,129,0.003,0.036,0,0.001,0.019,-0.114,0.188,0.302,1.247,7.384,0.003
MOJU_a72,1,424,0.002,0.031,0.003,0.002,0.018,-0.206,0.15,0.356,-0.075,9.563,0.002
MAPL_a72,1,133,0.007,0.03,0.004,0.006,0.02,-0.112,0.138,0.249,0.33,4.721,0.003
MOME_a144,1,409,0.001,0.036,-0.001,-0.001,0.016,-0.169,0.327,0.496,2.87,25.329,0.002
MONE_a45,1,442,0.001,0.028,0.001,0.001,0.016,-0.164,0.157,0.322,0.406,6.843,0.001
MOVE_a180,1,204,-0.001,0.024,-0.002,-0.001,0.017,-0.088,0.102,0.19,0.438,3.59,0.002
MOSA_a120,1,447,0.002,0.029,0.002,0.002,0.017,-0.19,0.115,0.306,-0.648,8.537,0.001
SUPL_a180,1,67,0.003,0.025,0.003,0.002,0.012,-0.066,0.122,0.189,1.484,7.412,0.003
SUJU_a103,1,140,0.006,0.035,0.004,0.005,0.015,-0.168,0.109,0.277,-0.043,4.992,0.003
MOMA_a90,1,438,0,0.029,0,0,0.017,-0.133,0.161,0.294,0.371,6.861,0.001
MOJU_a60,1,422,0.001,0.032,0,0.001,0.017,-0.14,0.266,0.407,1.935,17.109,0.002
MOME_a135,1,427,0.001,0.032,0.001,0.001,0.016,-0.19,0.235,0.425,0.517,13.087,0.002
MENE_a103,1,130,0.002,0.023,0.004,0.002,0.017,-0.081,0.098,0.179,0.197,3.101,0.002
MOMA_a135,1,431,0,0.025,0.001,0.001,0.016,-0.164,0.13,0.295,-1.132,9.837,0.001
MOSA_a72,1,430,0.002,0.027,0.001,0.002,0.017,-0.206,0.131,0.337,-0.515,11.517,0.001
MOSU_a120,1,427,0.002,0.034,-0.001,0,0.016,-0.19,0.22,0.41,1.325,12.295,0.002
MOVE_a135,1,425,0,0.033,0.001,0,0.017,-0.19,0.235,0.425,0.751,12.489,0.002
VEJU_a120,1,143,-0.001,0.029,0.001,0,0.018,-0.186,0.08,0.266,-1.704,11.41,0.002
VEMA_a90,1,149,0.004,0.04,0.002,0.002,0.017,-0.134,0.235,0.369,2.354,13.953,0.003
MOUR_a0,1,221,0.001,0.025,0,0,0.017,-0.074,0.153,0.226,1.429,7.904,0.002
MOME_a90,1,411,0.003,0.031,0.001,0.001,0.015,-0.082,0.266,0.348,2.774,18.817,0.002
MOMA_a144,1,427,0,0.033,-0.001,-0.001,0.018,-0.19,0.233,0.423,1.199,14.935,0.002
MOPL_a72,1,446,0.001,0.027,0.001,0,0.014,-0.134,0.153,0.287,0.471,7.74,0.001
MOSA_a60,1,440,0.001,0.028,0.001,0.001,0.016,-0.097,0.235,0.332,1.553,13.048,0.001
MAUR_a135,1,157,0,0.037,0,-0.001,0.022,-0.206,0.138,0.343,-0.362,7.154,0.003
