PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(4,5]",Ceres,"(4,5]",623,526,1149,0.54,0.46
"CE_(5,7]",Ceres,"(5,7]",967,949,1916,0.5,0.5
"CE_(7,13]",Ceres,"(7,13]",456,457,913,0.5,0.5
"CE_[0,4]",Ceres,"[0,4]",1072,924,1996,0.54,0.46
"CH_(4,5]",Chiron,"(4,5]",584,555,1139,0.51,0.49
"CH_(5,7]",Chiron,"(5,7]",1103,994,2097,0.53,0.47
"CH_(7,13]",Chiron,"(7,13]",508,457,965,0.53,0.47
"CH_[0,4]",Chiron,"[0,4]",923,850,1773,0.52,0.48
"JN_(4,5]",Juno,"(4,5]",602,546,1148,0.52,0.48
"JN_(5,7]",Juno,"(5,7]",1034,906,1940,0.53,0.47
"JN_(7,14]",Juno,"(7,14]",402,381,783,0.51,0.49
"JN_[0,4]",Juno,"[0,4]",1080,1023,2103,0.51,0.49
"JU_(4,5]",Jupiter,"(4,5]",599,532,1131,0.53,0.47
"JU_(5,7]",Jupiter,"(5,7]",1018,936,1954,0.52,0.48
"JU_(7,12]",Jupiter,"(7,12]",428,405,833,0.51,0.49
"JU_[0,4]",Jupiter,"[0,4]",1073,983,2056,0.52,0.48
"MA_(4,5]",Mars,"(4,5]",608,546,1154,0.53,0.47
"MA_(5,7]",Mars,"(5,7]",946,848,1794,0.53,0.47
"MA_(7,13]",Mars,"(7,13]",401,393,794,0.51,0.49
"MA_[0,4]",Mars,"[0,4]",1163,1069,2232,0.52,0.48
"ME_(4,5]",Mercury,"(4,5]",636,544,1180,0.54,0.46
"ME_(5,7]",Mercury,"(5,7]",899,944,1843,0.49,0.51
"ME_(7,14]",Mercury,"(7,14]",387,338,725,0.53,0.47
"ME_[0,4]",Mercury,"[0,4]",1196,1030,2226,0.54,0.46
"MO_(13,15]",Moon,"(13,15]",901,809,1710,0.53,0.47
"MO_(15,17]",Moon,"(15,17]",736,729,1465,0.5,0.5
"MO_(17,27]",Moon,"(17,27]",528,483,1011,0.52,0.48
"MO_[5,13]",Moon,"[5,13]",953,835,1788,0.53,0.47
"NE_(4,5]",Neptune,"(4,5]",635,549,1184,0.54,0.46
"NE_(5,6]",Neptune,"(5,6]",516,473,989,0.52,0.48
"NE_(6,13]",Neptune,"(6,13]",636,582,1218,0.52,0.48
"NE_[0,4]",Neptune,"[0,4]",1331,1252,2583,0.52,0.48
"NN_(5,6]",NNode,"(5,6]",627,600,1227,0.51,0.49
"NN_(6,7]",NNode,"(6,7]",520,497,1017,0.51,0.49
"NN_(7,13]",NNode,"(7,13]",626,611,1237,0.51,0.49
"NN_[1,5]",NNode,"[1,5]",1345,1148,2493,0.54,0.46
"PA_(4,5]",Pallas,"(4,5]",554,581,1135,0.49,0.51
"PA_(5,7]",Pallas,"(5,7]",1012,856,1868,0.54,0.46
"PA_(7,13]",Pallas,"(7,13]",443,408,851,0.52,0.48
"PA_[0,4]",Pallas,"[0,4]",1109,1011,2120,0.52,0.48
"PH_(4,5]",Pholus,"(4,5]",639,520,1159,0.55,0.45
"PH_(5,6]",Pholus,"(5,6]",534,520,1054,0.51,0.49
"PH_(6,13]",Pholus,"(6,13]",759,818,1577,0.48,0.52
"PH_[0,4]",Pholus,"[0,4]",1186,998,2184,0.54,0.46
"PL_(4,5]",Pluto,"(4,5]",677,605,1282,0.53,0.47
"PL_(5,6]",Pluto,"(5,6]",498,469,967,0.51,0.49
"PL_(6,14]",Pluto,"(6,14]",632,581,1213,0.52,0.48
"PL_[0,4]",Pluto,"[0,4]",1311,1201,2512,0.52,0.48
"SA_(4,5]",Saturn,"(4,5]",581,550,1131,0.51,0.49
"SA_(5,7]",Saturn,"(5,7]",938,860,1798,0.52,0.48
"SA_(7,14]",Saturn,"(7,14]",411,359,770,0.53,0.47
"SA_[0,4]",Saturn,"[0,4]",1188,1087,2275,0.52,0.48
"SN_(5,6]",SNode,"(5,6]",655,616,1271,0.52,0.48
"SN_(6,7]",SNode,"(6,7]",514,486,1000,0.51,0.49
"SN_(7,13]",SNode,"(7,13]",646,624,1270,0.51,0.49
"SN_[1,5]",SNode,"[1,5]",1303,1130,2433,0.54,0.46
"SU_(4,5]",Sun,"(4,5]",651,590,1241,0.52,0.48
"SU_(5,7]",Sun,"(5,7]",944,894,1838,0.51,0.49
"SU_(7,14]",Sun,"(7,14]",435,367,802,0.54,0.46
"SU_[0,4]",Sun,"[0,4]",1088,1005,2093,0.52,0.48
"UR_(4,5]",Uranus,"(4,5]",635,515,1150,0.55,0.45
"UR_(5,7]",Uranus,"(5,7]",1030,952,1982,0.52,0.48
"UR_(7,15]",Uranus,"(7,15]",568,539,1107,0.51,0.49
"UR_[0,4]",Uranus,"[0,4]",885,850,1735,0.51,0.49
"VE_(4,5]",Venus,"(4,5]",613,567,1180,0.52,0.48
"VE_(5,7]",Venus,"(5,7]",998,916,1914,0.52,0.48
"VE_(7,14]",Venus,"(7,14]",513,487,1000,0.51,0.49
"VE_[0,4]",Venus,"[0,4]",994,886,1880,0.53,0.47
"VS_(4,5]",Vesta,"(4,5]",606,557,1163,0.52,0.48
"VS_(5,7]",Vesta,"(5,7]",956,863,1819,0.53,0.47
"VS_(7,13]",Vesta,"(7,13]",453,410,863,0.52,0.48
"VS_[0,4]",Vesta,"[0,4]",1103,1026,2129,0.52,0.48
