PlanetsAspect,buy,sell,daysN,BuyDays%,SellDays%
JUNE_a0,43,38,81,0.53,0.47
JUNE_a103,52,45,97,0.54,0.46
JUNE_a120,93,82,175,0.53,0.47
JUNE_a135,47,52,99,0.47,0.53
JUNE_a144,81,78,159,0.51,0.49
JUNE_a150,94,88,182,0.52,0.48
JUNE_a180,48,38,86,0.56,0.44
JUNE_a30,64,62,126,0.51,0.49
JUNE_a36,75,70,145,0.52,0.48
JUNE_a45,28,26,54,0.52,0.48
JUNE_a60,85,85,170,0.5,0.5
JUNE_a72,67,57,124,0.54,0.46
JUNE_a90,104,109,213,0.49,0.51
JUPL_a0,59,39,98,0.6,0.4
JUPL_a103,97,55,152,0.64,0.36
JUPL_a120,117,72,189,0.62,0.38
JUPL_a135,44,64,108,0.41,0.59
JUPL_a144,65,78,143,0.45,0.55
JUPL_a150,91,98,189,0.48,0.52
JUPL_a180,53,69,122,0.43,0.57
JUPL_a30,68,49,117,0.58,0.42
JUPL_a36,66,68,134,0.49,0.51
JUPL_a45,79,69,148,0.53,0.47
JUPL_a60,53,46,99,0.54,0.46
JUPL_a72,88,56,144,0.61,0.39
JUPL_a90,86,87,173,0.5,0.5
JUSA_a0,19,33,52,0.37,0.63
JUSA_a103,74,81,155,0.48,0.52
JUSA_a120,86,72,158,0.54,0.46
JUSA_a135,45,44,89,0.51,0.49
JUSA_a144,42,27,69,0.61,0.39
JUSA_a150,36,35,71,0.51,0.49
JUSA_a180,27,22,49,0.55,0.45
JUSA_a30,107,124,231,0.46,0.54
JUSA_a36,85,81,166,0.51,0.49
JUSA_a45,140,99,239,0.59,0.41
JUSA_a60,98,99,197,0.5,0.5
JUSA_a72,92,79,171,0.54,0.46
JUSA_a90,73,48,121,0.6,0.4
JUUR_a0,47,36,83,0.57,0.43
JUUR_a103,92,80,172,0.53,0.47
JUUR_a120,65,59,124,0.52,0.48
JUUR_a135,81,61,142,0.57,0.43
JUUR_a144,98,83,181,0.54,0.46
JUUR_a150,76,69,145,0.52,0.48
JUUR_a180,47,29,76,0.62,0.38
JUUR_a30,91,86,177,0.51,0.49
JUUR_a36,101,86,187,0.54,0.46
JUUR_a45,65,60,125,0.52,0.48
JUUR_a60,78,80,158,0.49,0.51
JUUR_a72,59,72,131,0.45,0.55
JUUR_a90,78,85,163,0.48,0.52
MAJU_a0,39,26,65,0.6,0.4
MAJU_a103,49,64,113,0.43,0.57
MAJU_a120,45,52,97,0.46,0.54
MAJU_a135,63,54,117,0.54,0.46
MAJU_a144,78,62,140,0.56,0.44
MAJU_a150,87,57,144,0.6,0.4
MAJU_a180,68,61,129,0.53,0.47
MAJU_a30,61,66,127,0.48,0.52
MAJU_a36,65,55,120,0.54,0.46
MAJU_a45,63,49,112,0.56,0.44
MAJU_a60,53,57,110,0.48,0.52
MAJU_a72,72,74,146,0.49,0.51
MAJU_a90,63,57,120,0.52,0.48
MANE_a0,19,33,52,0.37,0.63
MANE_a103,73,59,132,0.55,0.45
MANE_a120,55,61,116,0.47,0.53
MANE_a135,69,72,141,0.49,0.51
MANE_a144,79,72,151,0.52,0.48
MANE_a150,63,68,131,0.48,0.52
MANE_a180,33,39,72,0.46,0.54
MANE_a30,67,79,146,0.46,0.54
MANE_a36,82,68,150,0.55,0.45
MANE_a45,95,73,168,0.57,0.43
MANE_a60,57,51,108,0.53,0.47
MANE_a72,56,50,106,0.53,0.47
MANE_a90,75,72,147,0.51,0.49
MAPL_a0,33,26,59,0.56,0.44
MAPL_a103,66,50,116,0.57,0.43
MAPL_a120,62,61,123,0.5,0.5
MAPL_a135,85,85,170,0.5,0.5
MAPL_a144,69,73,142,0.49,0.51
MAPL_a150,79,80,159,0.5,0.5
MAPL_a180,38,33,71,0.54,0.46
MAPL_a30,81,69,150,0.54,0.46
MAPL_a36,70,63,133,0.53,0.47
MAPL_a45,74,81,155,0.48,0.52
MAPL_a60,74,39,113,0.65,0.35
MAPL_a72,75,58,133,0.56,0.44
MAPL_a90,79,70,149,0.53,0.47
MASA_a0,35,30,65,0.54,0.46
MASA_a103,53,42,95,0.56,0.44
MASA_a120,61,57,118,0.52,0.48
MASA_a135,58,37,95,0.61,0.39
MASA_a144,53,41,94,0.56,0.44
MASA_a150,57,40,97,0.59,0.41
MASA_a180,32,29,61,0.52,0.48
MASA_a30,85,98,183,0.46,0.54
MASA_a36,82,90,172,0.48,0.52
MASA_a45,92,84,176,0.52,0.48
MASA_a60,88,82,170,0.52,0.48
MASA_a72,67,82,149,0.45,0.55
MASA_a90,80,76,156,0.51,0.49
MAUR_a0,48,34,82,0.59,0.41
MAUR_a103,81,73,154,0.53,0.47
MAUR_a120,69,44,113,0.61,0.39
MAUR_a135,75,82,157,0.48,0.52
MAUR_a144,94,55,149,0.63,0.37
MAUR_a150,92,81,173,0.53,0.47
MAUR_a180,34,35,69,0.49,0.51
MAUR_a30,47,57,104,0.45,0.55
MAUR_a36,60,45,105,0.57,0.43
MAUR_a45,44,61,105,0.42,0.58
MAUR_a60,77,77,154,0.5,0.5
MAUR_a72,63,68,131,0.48,0.52
MAUR_a90,87,55,142,0.61,0.39
MEJU_a0,49,43,92,0.53,0.47
MEJU_a103,62,65,127,0.49,0.51
MEJU_a120,58,53,111,0.52,0.48
MEJU_a135,69,68,137,0.5,0.5
MEJU_a144,75,78,153,0.49,0.51
MEJU_a150,63,67,130,0.48,0.52
MEJU_a180,27,20,47,0.57,0.43
MEJU_a30,78,74,152,0.51,0.49
MEJU_a36,104,81,185,0.56,0.44
MEJU_a45,100,100,200,0.5,0.5
MEJU_a60,72,63,135,0.53,0.47
MEJU_a72,69,69,138,0.5,0.5
MEJU_a90,91,65,156,0.58,0.42
MEMA_a0,54,62,116,0.47,0.53
MEMA_a103,76,74,150,0.51,0.49
MEMA_a120,36,29,65,0.55,0.45
MEMA_a135,28,32,60,0.47,0.53
MEMA_a144,32,20,52,0.62,0.38
MEMA_a150,29,25,54,0.54,0.46
MEMA_a180,10,12,22,0.45,0.55
MEMA_a30,110,108,218,0.5,0.5
MEMA_a36,98,92,190,0.52,0.48
MEMA_a45,137,137,274,0.5,0.5
MEMA_a60,88,84,172,0.51,0.49
MEMA_a72,97,97,194,0.5,0.5
MEMA_a90,66,76,142,0.46,0.54
MENE_a0,39,33,72,0.54,0.46
MENE_a103,75,55,130,0.58,0.42
MENE_a120,74,64,138,0.54,0.46
MENE_a135,97,80,177,0.55,0.45
MENE_a144,68,63,131,0.52,0.48
MENE_a150,64,53,117,0.55,0.45
MENE_a180,33,45,78,0.42,0.58
MENE_a30,88,65,153,0.58,0.42
MENE_a36,64,77,141,0.45,0.55
MENE_a45,73,71,144,0.51,0.49
MENE_a60,80,44,124,0.65,0.35
MENE_a72,98,69,167,0.59,0.41
MENE_a90,77,81,158,0.49,0.51
MEPL_a0,38,50,88,0.43,0.57
MEPL_a103,78,76,154,0.51,0.49
MEPL_a120,76,64,140,0.54,0.46
MEPL_a135,55,47,102,0.54,0.46
MEPL_a144,71,82,153,0.46,0.54
