PlanetSpeedPhase,Planet,SpeedPhase,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_DIR,Ceres,Direct,1771,1754,3525,0.5,0.5
CE_RET,Ceres,Retrograde,517,476,993,0.52,0.48
CE_STA,Ceres,Stationary,74,84,158,0.47,0.53
CH_DIR,Chiron,Direct,1338,1247,2585,0.52,0.48
CH_RET,Chiron,Retrograde,898,936,1834,0.49,0.51
CH_STA,Chiron,Stationary,126,131,257,0.49,0.51
JN_DIR,Juno,Direct,1777,1720,3497,0.51,0.49
JN_RET,Juno,Retrograde,484,501,985,0.49,0.51
JN_STA,Juno,Stationary,101,93,194,0.52,0.48
JU_DIR,Jupiter,Direct,1552,1464,3016,0.51,0.49
JU_RET,Jupiter,Retrograde,702,728,1430,0.49,0.51
JU_STA,Jupiter,Stationary,108,122,230,0.47,0.53
MA_DIR,Mars,Direct,2104,2064,4168,0.5,0.5
MA_RET,Mars,Retrograde,212,200,412,0.51,0.49
MA_STA,Mars,Stationary,46,50,96,0.48,0.52
ME_DIR,Mercury,Direct,1841,1790,3631,0.51,0.49
ME_RET,Mercury,Retrograde,445,455,900,0.49,0.51
ME_STA,Mercury,Stationary,76,69,145,0.52,0.48
MO_DIR,Moon,Direct,2362,2314,4676,0.51,0.49
NE_DIR,Neptune,Direct,1239,1169,2408,0.51,0.49
NE_RET,Neptune,Retrograde,884,930,1814,0.49,0.51
NE_STA,Neptune,Stationary,239,215,454,0.53,0.47
NN_DIR,NNode,Direct,2362,2314,4676,0.51,0.49
PA_DIR,Pallas,Direct,1746,1733,3479,0.5,0.5
PA_RET,Pallas,Retrograde,531,512,1043,0.51,0.49
PA_STA,Pallas,Stationary,85,69,154,0.55,0.45
PH_DIR,Pholus,Direct,1204,1201,2405,0.5,0.5
PH_RET,Pholus,Retrograde,972,939,1911,0.51,0.49
PH_STA,Pholus,Stationary,186,174,360,0.52,0.48
PL_DIR,Pluto,Direct,1210,1162,2372,0.51,0.49
PL_RET,Pluto,Retrograde,895,909,1804,0.5,0.5
PL_STA,Pluto,Stationary,257,243,500,0.51,0.49
SA_DIR,Saturn,Direct,1372,1344,2716,0.51,0.49
SA_RET,Saturn,Retrograde,853,819,1672,0.51,0.49
SA_STA,Saturn,Stationary,137,151,288,0.48,0.52
SN_DIR,SNode,Direct,2362,2314,4676,0.51,0.49
SU_DIR,Sun,Direct,2362,2314,4676,0.51,0.49
UR_DIR,Uranus,Direct,1327,1275,2602,0.51,0.49
UR_RET,Uranus,Retrograde,886,891,1777,0.5,0.5
UR_STA,Uranus,Stationary,149,148,297,0.5,0.5
VE_DIR,Venus,Direct,2144,2111,4255,0.5,0.5
VE_RET,Venus,Retrograde,182,149,331,0.55,0.45
VE_STA,Venus,Stationary,36,54,90,0.4,0.6
VS_DIR,Vesta,Direct,1887,1798,3685,0.51,0.49
VS_RET,Vesta,Retrograde,404,439,843,0.48,0.52
VS_STA,Vesta,Stationary,71,77,148,0.48,0.52
