PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
JU_Z10_CAP,Jupiter,Z10,256,285,541,0.47,0.53
JU_Z11_AQU,Jupiter,Z11,166,138,304,0.55,0.45
JU_Z12_PIS,Jupiter,Z12,103,92,195,0.53,0.47
MA_Z01_ARI,Mars,Z01,223,183,406,0.55,0.45
MA_Z02_TAU,Mars,Z02,217,195,412,0.53,0.47
MA_Z03_GEM,Mars,Z03,177,166,343,0.52,0.48
MA_Z04_CAN,Mars,Z04,195,182,377,0.52,0.48
MA_Z05_LEO,Mars,Z05,220,225,445,0.49,0.51
MA_Z06_VIR,Mars,Z06,214,216,430,0.5,0.5
MA_Z07_LIB,Mars,Z07,217,215,432,0.5,0.5
MA_Z08_SCO,Mars,Z08,175,176,351,0.5,0.5
MA_Z09_SAG,Mars,Z09,167,175,342,0.49,0.51
MA_Z10_CAP,Mars,Z10,158,139,297,0.53,0.47
MA_Z11_AQU,Mars,Z11,154,185,339,0.45,0.55
MA_Z12_PIS,Mars,Z12,129,141,270,0.48,0.52
ME_Z01_ARI,Mercury,Z01,203,173,376,0.54,0.46
ME_Z02_TAU,Mercury,Z02,162,156,318,0.51,0.49
ME_Z03_GEM,Mercury,Z03,141,154,295,0.48,0.52
ME_Z04_CAN,Mercury,Z04,189,178,367,0.51,0.49
ME_Z05_LEO,Mercury,Z05,183,198,381,0.48,0.52
ME_Z06_VIR,Mercury,Z06,177,176,353,0.5,0.5
ME_Z07_LIB,Mercury,Z07,156,188,344,0.45,0.55
ME_Z08_SCO,Mercury,Z08,242,186,428,0.57,0.43
ME_Z09_SAG,Mercury,Z09,209,223,432,0.48,0.52
ME_Z10_CAP,Mercury,Z10,205,185,390,0.53,0.47
ME_Z11_AQU,Mercury,Z11,180,191,371,0.49,0.51
ME_Z12_PIS,Mercury,Z12,199,190,389,0.51,0.49
MO_Z01_ARI,Moon,Z01,198,173,371,0.53,0.47
MO_Z02_TAU,Moon,Z02,184,184,368,0.5,0.5
MO_Z03_GEM,Moon,Z03,179,185,364,0.49,0.51
MO_Z04_CAN,Moon,Z04,187,189,376,0.5,0.5
MO_Z05_LEO,Moon,Z05,201,169,370,0.54,0.46
MO_Z06_VIR,Moon,Z06,174,199,373,0.47,0.53
MO_Z07_LIB,Moon,Z07,171,203,374,0.46,0.54
MO_Z08_SCO,Moon,Z08,198,171,369,0.54,0.46
MO_Z09_SAG,Moon,Z09,194,176,370,0.52,0.48
MO_Z10_CAP,Moon,Z10,188,185,373,0.5,0.5
MO_Z11_AQU,Moon,Z11,176,190,366,0.48,0.52
MO_Z12_PIS,Moon,Z12,196,174,370,0.53,0.47
NE_Z11_AQU,Neptune,Z11,1051,981,2032,0.52,0.48
NE_Z12_PIS,Neptune,Z12,1195,1217,2412,0.5,0.5
NN_Z01_ARI,NNode,Z01,201,202,403,0.5,0.5
NN_Z02_TAU,NNode,Z02,142,116,258,0.55,0.45
NN_Z03_GEM,NNode,Z03,100,75,175,0.57,0.43
NN_Z04_CAN,NNode,Z04,183,201,384,0.48,0.52
NN_Z05_LEO,NNode,Z05,204,198,402,0.51,0.49
NN_Z06_VIR,NNode,Z06,187,218,405,0.46,0.54
NN_Z07_LIB,NNode,Z07,191,214,405,0.47,0.53
NN_Z08_SCO,NNode,Z08,212,192,404,0.52,0.48
NN_Z09_SAG,NNode,Z09,202,202,404,0.5,0.5
NN_Z10_CAP,NNode,Z10,212,193,405,0.52,0.48
NN_Z11_AQU,NNode,Z11,189,209,398,0.47,0.53
NN_Z12_PIS,NNode,Z12,223,178,401,0.56,0.44
PA_Z01_ARI,Pallas,Z01,208,168,376,0.55,0.45
PA_Z02_TAU,Pallas,Z02,145,143,288,0.5,0.5
PA_Z03_GEM,Pallas,Z03,133,152,285,0.47,0.53
PA_Z04_CAN,Pallas,Z04,80,74,154,0.52,0.48
PA_Z05_LEO,Pallas,Z05,102,109,211,0.48,0.52
PA_Z06_VIR,Pallas,Z06,168,172,340,0.49,0.51
PA_Z07_LIB,Pallas,Z07,213,242,455,0.47,0.53
PA_Z08_SCO,Pallas,Z08,176,170,346,0.51,0.49
PA_Z09_SAG,Pallas,Z09,176,184,360,0.49,0.51
PA_Z10_CAP,Pallas,Z10,322,295,617,0.52,0.48
PA_Z11_AQU,Pallas,Z11,251,235,486,0.52,0.48
PA_Z12_PIS,Pallas,Z12,272,254,526,0.52,0.48
PH_Z08_SCO,Pholus,Z08,251,240,491,0.51,0.49
PH_Z09_SAG,Pholus,Z09,1696,1652,3348,0.51,0.49
PH_Z10_CAP,Pholus,Z10,299,306,605,0.49,0.51
PL_Z09_SAG,Pluto,Z09,617,574,1191,0.52,0.48
PL_Z10_CAP,Pluto,Z10,1629,1624,3253,0.5,0.5
SA_Z04_CAN,Saturn,Z04,220,201,421,0.52,0.48
SA_Z05_LEO,Saturn,Z05,299,255,554,0.54,0.46
SA_Z06_VIR,Saturn,Z06,311,318,629,0.49,0.51
SA_Z07_LIB,Saturn,Z07,356,334,690,0.52,0.48
SA_Z08_SCO,Saturn,Z08,319,327,646,0.49,0.51
SA_Z09_SAG,Saturn,Z09,345,364,709,0.49,0.51
SA_Z10_CAP,Saturn,Z10,340,347,687,0.49,0.51
SA_Z11_AQU,Saturn,Z11,56,52,108,0.52,0.48
SN_Z01_ARI,SNode,Z01,191,214,405,0.47,0.53
SN_Z02_TAU,SNode,Z02,212,192,404,0.52,0.48
SN_Z03_GEM,SNode,Z03,202,202,404,0.5,0.5
SN_Z04_CAN,SNode,Z04,212,193,405,0.52,0.48
SN_Z05_LEO,SNode,Z05,189,209,398,0.47,0.53
SN_Z06_VIR,SNode,Z06,223,178,401,0.56,0.44
SN_Z07_LIB,SNode,Z07,201,202,403,0.5,0.5
SN_Z08_SCO,SNode,Z08,142,116,258,0.55,0.45
SN_Z09_SAG,SNode,Z09,100,75,175,0.57,0.43
SN_Z10_CAP,SNode,Z10,183,201,384,0.48,0.52
SN_Z11_AQU,SNode,Z11,204,198,402,0.51,0.49
SN_Z12_PIS,SNode,Z12,187,218,405,0.46,0.54
SU_Z01_ARI,Sun,Z01,206,162,368,0.56,0.44
SU_Z02_TAU,Sun,Z02,184,192,376,0.49,0.51
SU_Z03_GEM,Sun,Z03,194,185,379,0.51,0.49
SU_Z04_CAN,Sun,Z04,180,200,380,0.47,0.53
SU_Z05_LEO,Sun,Z05,190,189,379,0.5,0.5
SU_Z06_VIR,Sun,Z06,186,179,365,0.51,0.49
SU_Z07_LIB,Sun,Z07,164,193,357,0.46,0.54
SU_Z08_SCO,Sun,Z08,183,178,361,0.51,0.49
SU_Z09_SAG,Sun,Z09,194,174,368,0.53,0.47
SU_Z10_CAP,Sun,Z10,189,189,378,0.5,0.5
SU_Z11_AQU,Sun,Z11,199,171,370,0.54,0.46
SU_Z12_PIS,Sun,Z12,177,186,363,0.49,0.51
UR_Z01_ARI,Uranus,Z01,1002,1007,2009,0.5,0.5
UR_Z02_TAU,Uranus,Z02,300,305,605,0.5,0.5
UR_Z11_AQU,Uranus,Z11,13,6,19,0.68,0.32
UR_Z12_PIS,Uranus,Z12,931,880,1811,0.51,0.49
VE_Z01_ARI,Venus,Z01,213,200,413,0.52,0.48
VE_Z02_TAU,Venus,Z02,169,143,312,0.54,0.46
VE_Z03_GEM,Venus,Z03,246,279,525,0.47,0.53
VE_Z04_CAN,Venus,Z04,146,167,313,0.47,0.53
VE_Z05_LEO,Venus,Z05,219,202,421,0.52,0.48
VE_Z06_VIR,Venus,Z06,167,169,336,0.5,0.5
VE_Z07_LIB,Venus,Z07,162,170,332,0.49,0.51
VE_Z08_SCO,Venus,Z08,206,188,394,0.52,0.48
VE_Z09_SAG,Venus,Z09,137,164,301,0.46,0.54
VE_Z10_CAP,Venus,Z10,235,200,435,0.54,0.46
VE_Z11_AQU,Venus,Z11,156,165,321,0.49,0.51
VE_Z12_PIS,Venus,Z12,190,151,341,0.56,0.44
VS_Z01_ARI,Vesta,Z01,178,200,378,0.47,0.53
VS_Z02_TAU,Vesta,Z02,228,291,519,0.44,0.56
VS_Z03_GEM,Vesta,Z03,222,192,414,0.54,0.46
VS_Z04_CAN,Vesta,Z04,255,242,497,0.51,0.49
VS_Z05_LEO,Vesta,Z05,214,176,390,0.55,0.45
VS_Z06_VIR,Vesta,Z06,170,156,326,0.52,0.48
VS_Z07_LIB,Vesta,Z07,165,147,312,0.53,0.47
VS_Z08_SCO,Vesta,Z08,86,93,179,0.48,0.52
VS_Z09_SAG,Vesta,Z09,217,180,397,0.55,0.45
VS_Z10_CAP,Vesta,Z10,133,138,271,0.49,0.51
VS_Z11_AQU,Vesta,Z11,172,184,356,0.48,0.52
VS_Z12_PIS,Vesta,Z12,206,199,405,0.51,0.49
