PlanetAspectCountRange,Planet,Aspect,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_a0_(0,3]",Ceres,Conjunction,"(0,3]",233,207,440,0.53,0.47
CE_a0_0,Ceres,Conjunction,0,2034,2006,4040,0.5,0.5
"CE_a103_(0,4]",Ceres,BiSeptile,"(0,4]",449,424,873,0.51,0.49
CE_a103_0,Ceres,BiSeptile,0,1818,1789,3607,0.5,0.5
"CE_a120_(0,3]",Ceres,Trine,"(0,3]",469,504,973,0.48,0.52
CE_a120_0,Ceres,Trine,0,1798,1709,3507,0.51,0.49
"CE_a135_(0,4]",Ceres,SesquiSquare,"(0,4]",414,411,825,0.5,0.5
CE_a135_0,Ceres,SesquiSquare,0,1853,1802,3655,0.51,0.49
"CE_a144_(0,3]",Ceres,BiQuintile,"(0,3]",483,460,943,0.51,0.49
CE_a144_0,Ceres,BiQuintile,0,1784,1753,3537,0.5,0.5
"CE_a150_(0,4]",Ceres,Quincunx,"(0,4]",470,444,914,0.51,0.49
CE_a150_0,Ceres,Quincunx,0,1797,1769,3566,0.5,0.5
"CE_a180_(0,3]",Ceres,Opposition,"(0,3]",251,211,462,0.54,0.46
CE_a180_0,Ceres,Opposition,0,2016,2002,4018,0.5,0.5
"CE_a30_(0,4]",Ceres,SemiSextile,"(0,4]",431,437,868,0.5,0.5
CE_a30_0,Ceres,SemiSextile,0,1836,1776,3612,0.51,0.49
"CE_a36_(0,4]",Ceres,SemiQuintile,"(0,4]",449,410,859,0.52,0.48
CE_a36_0,Ceres,SemiQuintile,0,1818,1803,3621,0.5,0.5
"CE_a45_(0,3]",Ceres,SemiSquare,"(0,3]",506,439,945,0.54,0.46
CE_a45_0,Ceres,SemiSquare,0,1761,1774,3535,0.5,0.5
"CE_a60_(0,3]",Ceres,Sextile,"(0,3]",382,405,787,0.49,0.51
CE_a60_0,Ceres,Sextile,0,1885,1808,3693,0.51,0.49
"CE_a72_(0,3]",Ceres,Quintile,"(0,3]",372,392,764,0.49,0.51
CE_a72_0,Ceres,Quintile,0,1895,1821,3716,0.51,0.49
"CE_a90_(0,4]",Ceres,Square,"(0,4]",411,363,774,0.53,0.47
CE_a90_0,Ceres,Square,0,1856,1850,3706,0.5,0.5
"CH_a0_(0,3]",Chiron,Conjunction,"(0,3]",359,365,724,0.5,0.5
CH_a0_0,Chiron,Conjunction,0,1908,1848,3756,0.51,0.49
"CH_a103_(0,1]",Chiron,BiSeptile,"(0,1]",645,704,1349,0.48,0.52
"CH_a103_(1,4]",Chiron,BiSeptile,"(1,4]",149,147,296,0.5,0.5
CH_a103_0,Chiron,BiSeptile,0,1473,1362,2835,0.52,0.48
"CH_a120_(0,1]",Chiron,Trine,"(0,1]",521,516,1037,0.5,0.5
"CH_a120_(1,4]",Chiron,Trine,"(1,4]",126,142,268,0.47,0.53
CH_a120_0,Chiron,Trine,0,1620,1555,3175,0.51,0.49
"CH_a135_(0,1]",Chiron,SesquiSquare,"(0,1]",510,521,1031,0.49,0.51
"CH_a135_(1,4]",Chiron,SesquiSquare,"(1,4]",128,127,255,0.5,0.5
CH_a135_0,Chiron,SesquiSquare,0,1629,1565,3194,0.51,0.49
"CH_a144_(0,1]",Chiron,BiQuintile,"(0,1]",517,543,1060,0.49,0.51
"CH_a144_(1,4]",Chiron,BiQuintile,"(1,4]",130,139,269,0.48,0.52
CH_a144_0,Chiron,BiQuintile,0,1620,1531,3151,0.51,0.49
"CH_a150_(0,1]",Chiron,Quincunx,"(0,1]",556,535,1091,0.51,0.49
"CH_a150_(1,4]",Chiron,Quincunx,"(1,4]",115,95,210,0.55,0.45
CH_a150_0,Chiron,Quincunx,0,1596,1583,3179,0.5,0.5
"CH_a180_(0,4]",Chiron,Opposition,"(0,4]",346,407,753,0.46,0.54
CH_a180_0,Chiron,Opposition,0,1921,1806,3727,0.52,0.48
"CH_a30_(0,1]",Chiron,SemiSextile,"(0,1]",608,575,1183,0.51,0.49
"CH_a30_(1,4]",Chiron,SemiSextile,"(1,4]",117,104,221,0.53,0.47
CH_a30_0,Chiron,SemiSextile,0,1542,1534,3076,0.5,0.5
"CH_a36_(0,1]",Chiron,SemiQuintile,"(0,1]",590,626,1216,0.49,0.51
"CH_a36_(1,4]",Chiron,SemiQuintile,"(1,4]",92,75,167,0.55,0.45
CH_a36_0,Chiron,SemiQuintile,0,1585,1512,3097,0.51,0.49
"CH_a45_(0,1]",Chiron,SemiSquare,"(0,1]",460,510,970,0.47,0.53
"CH_a45_(1,4]",Chiron,SemiSquare,"(1,4]",75,53,128,0.59,0.41
CH_a45_0,Chiron,SemiSquare,0,1732,1650,3382,0.51,0.49
"CH_a60_(0,1]",Chiron,Sextile,"(0,1]",622,574,1196,0.52,0.48
"CH_a60_(1,4]",Chiron,Sextile,"(1,4]",116,91,207,0.56,0.44
