PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(2,3]",Ceres,"(2,3]",549,567,1116,0.49,0.51
"CE_(3,4]",Ceres,"(3,4]",454,464,918,0.49,0.51
"CE_(4,8]",Ceres,"(4,8]",383,341,724,0.53,0.47
"CE_[0,2]",Ceres,"[0,2]",1126,1094,2220,0.51,0.49
"CH_(1,2]",Chiron,"(1,2]",873,846,1719,0.51,0.49
"CH_(2,3]",Chiron,"(2,3]",260,252,512,0.51,0.49
CH_1,Chiron,1,1062,1055,2117,0.5,0.5
"CH_[0,1)",Chiron,"[0,1)",317,313,630,0.5,0.5
"JN_(2,3]",Juno,"(2,3]",539,576,1115,0.48,0.52
"JN_(3,4]",Juno,"(3,4]",458,461,919,0.5,0.5
"JN_(4,9]",Juno,"(4,9]",441,442,883,0.5,0.5
"JN_[0,2]",Juno,"[0,2]",1074,987,2061,0.52,0.48
"JU_(1,2]",Jupiter,"(1,2]",829,797,1626,0.51,0.49
"JU_(2,3]",Jupiter,"(2,3]",545,522,1067,0.51,0.49
"JU_(3,7]",Jupiter,"(3,7]",448,458,906,0.49,0.51
"JU_[0,1]",Jupiter,"[0,1]",690,689,1379,0.5,0.5
"MA_(2,3]",Mars,"(2,3]",532,538,1070,0.5,0.5
"MA_(3,5]",Mars,"(3,5]",909,915,1824,0.5,0.5
"MA_(5,11]",Mars,"(5,11]",348,342,690,0.5,0.5
"MA_[0,2]",Mars,"[0,2]",723,671,1394,0.52,0.48
"ME_(3,4]",Mercury,"(3,4]",526,487,1013,0.52,0.48
"ME_(4,6]",Mercury,"(4,6]",818,805,1623,0.5,0.5
"ME_(6,13]",Mercury,"(6,13]",283,337,620,0.46,0.54
"ME_[0,3]",Mercury,"[0,3]",885,837,1722,0.51,0.49
"MO_(13,15]",Moon,"(13,15]",768,700,1468,0.52,0.48
"MO_(15,17]",Moon,"(15,17]",600,634,1234,0.49,0.51
"MO_(17,27]",Moon,"(17,27]",397,426,823,0.48,0.52
"MO_[5,13]",Moon,"[5,13]",747,706,1453,0.51,0.49
"NE_(0,1]",Neptune,"(0,1]",14,16,30,0.47,0.53
NE_0,Neptune,0,2498,2450,4948,0.5,0.5
"NN_(2,3]",NNode,"(2,3]",699,706,1405,0.5,0.5
"NN_(3,6]",NNode,"(3,6]",588,623,1211,0.49,0.51
NN_2,NNode,2,843,794,1637,0.51,0.49
"NN_[1,2)",NNode,"[1,2)",382,343,725,0.53,0.47
"PA_(1,2]",Pallas,"(1,2]",642,647,1289,0.5,0.5
"PA_(2,3]",Pallas,"(2,3]",634,577,1211,0.52,0.48
"PA_(3,8]",Pallas,"(3,8]",497,510,1007,0.49,0.51
"PA_[0,1]",Pallas,"[0,1]",739,732,1471,0.5,0.5
"PH_(0,1]",Pholus,"(0,1]",934,897,1831,0.51,0.49
PH_0,Pholus,0,1578,1569,3147,0.5,0.5
"SA_(1,2]",Saturn,"(1,2]",621,685,1306,0.48,0.52
"SA_(2,4]",Saturn,"(2,4]",329,309,638,0.52,0.48
SA_1,Saturn,1,1021,946,1967,0.52,0.48
"SA_[0,1)",Saturn,"[0,1)",541,526,1067,0.51,0.49
"SN_(2,5]",SNode,"(2,5]",609,621,1230,0.5,0.5
SN_2,SNode,2,668,663,1331,0.5,0.5
"SN_[0,1]",SNode,"[0,1]",1235,1182,2417,0.51,0.49
"SU_(3,4]",Sun,"(3,4]",546,538,1084,0.5,0.5
"SU_(4,5]",Sun,"(4,5]",452,394,846,0.53,0.47
"SU_(5,11]",Sun,"(5,11]",505,485,990,0.51,0.49
"SU_[0,3]",Sun,"[0,3]",1009,1049,2058,0.49,0.51
"UR_(1,3]",Uranus,"(1,3]",617,647,1264,0.49,0.51
UR_0,Uranus,0,921,853,1774,0.52,0.48
UR_1,Uranus,1,974,966,1940,0.5,0.5
"VE_(3,4]",Venus,"(3,4]",532,554,1086,0.49,0.51
"VE_(4,6]",Venus,"(4,6]",845,801,1646,0.51,0.49
"VE_(6,12]",Venus,"(6,12]",327,341,668,0.49,0.51
"VE_[0,3]",Venus,"[0,3]",808,770,1578,0.51,0.49
"VS_(2,3]",Vesta,"(2,3]",616,557,1173,0.53,0.47
"VS_(3,4]",Vesta,"(3,4]",497,471,968,0.51,0.49
"VS_(4,10]",Vesta,"(4,10]",602,625,1227,0.49,0.51
"VS_[0,2]",Vesta,"[0,2]",797,813,1610,0.5,0.5
