PredictFile,Symbol,Created,ProdDays,Acc6m,Acc3m,Acc2m,Acc1m,AccSD6m,AccSD3m,AccSD2m,Prev6m,Prev3m,Prev2m,Prev1m,PrevSD6m,PrevSD3m,PrevSD2m,Rank
ADA-USD-predict-ensamble-gakknn-MAA.csv,ADA-USD,2020-11-14T19:40:50.693138Z,70,0.612,0.62,0.58,0.579,0.137,0.069,0.001,0.525,0.583,0.574,0.632,0.15,0.06,0.082,0.572871519502983
ADA-USD-predict-ensamble-gakknn-MAAB.csv,ADA-USD,2020-12-28T12:18:25.278289Z,26,0.683,0.556,0.517,0.55,0.063,0.075,0.047,0.498,0.541,0.578,0.35,0.189,0.237,0.323,0.512395952933666
ADA-USD-predict-ensamble-gakknn-MAABA.csv,ADA-USD,2020-12-28T14:09:20.607873Z,26,0.64,0.594,0.608,0.7,0.136,0.095,0.13,0.519,0.604,0.673,0.7,0.144,0.122,0.039,0.5912848135876
ADA-USD-predict-ensamble-gakknn-MAABBAABAB.csv,ADA-USD,2020-12-30T11:59:31.729502Z,24,0.579,0.577,0.615,0.65,0.139,0.075,0.049,0.58,0.468,0.369,0.35,0.053,0.173,0.026,0.594511875980006
ADA-USD-predict-ensamble-gakknn-MAABBAACB.csv,ADA-USD,2020-12-30T20:46:37.703579Z,24,0.655,0.511,0.533,0.55,0.177,0.042,0.024,0.514,0.423,0.351,0.25,0.122,0.16,0.143,0.522875527639232
ADA-USD-predict-ensamble-gakknn-MAABBAADB.csv,ADA-USD,2020-12-30T20:18:16.098577Z,24,0.568,0.539,0.558,0.6,0.112,0.054,0.059,0.525,0.483,0.458,0.4,0.109,0.073,0.082,0.546716318514294
ADA-USD-predict-ensamble-gakknn-MAABC.csv,ADA-USD,2020-12-28T20:33:19.727601Z,26,0.573,0.594,0.64,0.7,0.121,0.101,0.084,0.618,0.56,0.54,0.5,0.061,0.053,0.057,0.613221255111459
ADA-USD-predict-ensamble-gakknn-MAABD.csv,ADA-USD,2020-12-28T20:32:22.752528Z,26,0.589,0.544,0.565,0.55,0.189,0.041,0.022,0.536,0.577,0.565,0.55,0.105,0.025,0.022,0.538977777602851
ADA-USD-predict-ensamble-gakknn-MAABDAC.csv,ADA-USD,2020-12-29T09:52:52.432145Z,25,0.628,0.544,0.565,0.55,0.125,0.041,0.022,0.387,0.598,0.798,0.95,0.188,0.377,0.216,0.538977777602851
ADA-USD-predict-ensamble-gakknn-MAC.csv,ADA-USD,2020-11-14T21:27:52.634252Z,70,0.667,0.573,0.526,0.6,0.074,0.11,0.105,0.579,0.421,0.315,0.5,0.111,0.261,0.262,0.521105145858219
