PredictFile,Symbol,Created,ProdDays,Acc6m,Acc3m,Acc2m,Acc1m,AccSD6m,AccSD3m,AccSD2m,Prev6m,Prev3m,Prev2m,Prev1m,PrevSD6m,PrevSD3m,PrevSD2m,Rank
ADA-USD-predict-ensamble-gakknn-MC.csv,ADA-USD,2020-11-16T09:26:41Z,84,0.609,0.641,0.677,0.677,0.137,0.064,0,0.434,0.522,0.516,0.742,0.193,0.226,0.319,0.640068799819097
ADA-USD-predict-ensamble-gakknn-PABB.csv,ADA-USD,2020-12-03T13:52:23Z,67,0.632,0.668,0.64,0.667,0.137,0.056,0.038,0.52,0.454,0.422,0.296,0.083,0.137,0.178,0.620009487413754
ADA-USD-predict-ensamble-gakknn-VDIA.csv,ADA-USD,2020-12-24T21:05:29Z,46,0.599,0.642,0.629,0.677,0.14,0.053,0.068,0.503,0.391,0.403,0.419,0.135,0.027,0.023,0.602484055863924
ADA-USD-predict-ensamble-gakknn-MIHA.csv,ADA-USD,2020-11-28T20:13:54Z,72,0.562,0.608,0.645,0.677,0.153,0.072,0.046,0.494,0.509,0.581,0.548,0.12,0.128,0.046,0.598529359691563
ADA-USD-predict-ensamble-gakknn-MIHDB.csv,ADA-USD,2020-11-29T12:56:40Z,71,0.64,0.62,0.613,0.645,0.115,0.034,0.046,0.53,0.566,0.548,0.516,0.173,0.044,0.046,0.595055442258785
ADA-USD-predict-ensamble-gakknn-QBB.csv,ADA-USD,2020-12-04T08:16:36Z,66,0.598,0.62,0.613,0.679,0.115,0.066,0.092,0.636,0.671,0.707,0.607,0.092,0.117,0.141,0.579555102297302
ADA-USD-predict-ensamble-gakknn-MAA.csv,ADA-USD,2020-11-14T19:40:50Z,86,0.611,0.629,0.594,0.607,0.135,0.063,0.019,0.534,0.61,0.615,0.714,0.14,0.099,0.14,0.578569274191241
ADA-USD-predict-ensamble-gakknn-VBA.csv,ADA-USD,2020-12-06T17:50:18Z,64,0.591,0.576,0.581,0.581,0.123,0.008,0,0.545,0.501,0.452,0.387,0.088,0.107,0.091,0.576297808012094
ADA-USD-predict-ensamble-gakknn-PCB.csv,ADA-USD,2020-12-03T11:57:43Z,67,0.607,0.612,0.602,0.655,0.096,0.056,0.076,0.484,0.555,0.632,0.586,0.133,0.141,0.064,0.574591464720639
ADA-USD-predict-ensamble-gakknn-UAB.csv,ADA-USD,2020-12-05T20:44:41Z,65,0.618,0.593,0.596,0.64,0.091,0.044,0.062,0.514,0.524,0.459,0.4,0.087,0.128,0.083,0.570836839758648
ADA-USD-predict-ensamble-gakknn-TAB.csv,ADA-USD,2020-12-05T12:33:36Z,65,0.621,0.584,0.635,0.615,0.148,0.091,0.028,0.481,0.457,0.426,0.577,0.141,0.16,0.213,0.568840031788093
ADA-USD-predict-ensamble-gakknn-SAA.csv,ADA-USD,2020-12-04T20:35:32Z,66,0.64,0.597,0.645,0.613,0.091,0.09,0.046,0.517,0.543,0.548,0.548,0.108,0.009,0,0.568333324152455
ADA-USD-predict-ensamble-gakknn-MAABC.csv,ADA-USD,2020-12-28T20:33:19Z,42,0.551,0.575,0.613,0.645,0.112,0.073,0.046,0.609,0.566,0.548,0.516,0.062,0.044,0.046,0.568230833843066
ADA-USD-predict-ensamble-gakknn-MBE.csv,ADA-USD,2020-11-16T08:12:32Z,84,0.577,0.565,0.581,0.581,0.145,0.027,0,0.468,0.425,0.387,0.387,0.158,0.065,0,0.565894208528131
ADA-USD-predict-ensamble-gakknn-VDIDF.csv,ADA-USD,2020-12-26T17:35:20Z,44,0.551,0.586,0.629,0.71,0.111,0.11,0.114,0.533,0.532,0.565,0.581,0.142,0.059,0.023,0.564153898211694
ADA-USD-predict-ensamble-gakknn-VDB.csv,ADA-USD,2020-12-07T10:17:56Z,63,0.562,0.565,0.597,0.613,0.074,0.058,0.023,0.532,0.532,0.565,0.613,0.067,0.074,0.068,0.562736036400765
ADA-USD-predict-ensamble-gakknn-MAG.csv,ADA-USD,2020-11-15T13:40:41Z,85,0.543,0.558,0.597,0.613,0.096,0.069,0.023,0.525,0.407,0.371,0.355,0.167,0.065,0.023,0.557249424854696
ADA-USD-predict-ensamble-gakknn-UAC.csv,ADA-USD,2020-12-06T09:41:48Z,64,0.542,0.583,0.564,0.577,0.096,0.035,0.018,0.503,0.52,0.47,0.423,0.069,0.099,0.067,0.555156026363736
ADA-USD-predict-ensamble-gakknn-QBC.csv,ADA-USD,2020-12-04T10:21:28Z,66,0.603,0.587,0.581,0.645,0.085,0.065,0.091,0.478,0.555,0.516,0.581,0.134,0.093,0.091,0.550218010382188
ADA-USD-predict-ensamble-gakknn-PABE.csv,ADA-USD,2020-12-03T16:52:07Z,67,0.585,0.579,0.586,0.655,0.139,0.07,0.098,0.563,0.543,0.514,0.448,0.102,0.083,0.094,0.548928146948438
