PredictFile,Created,ProdDays,Acc6m,Acc3m,Acc2m,Acc1m,AccSD6m,AccSD3m,Prev6m,Prev3m,Prev2m,Prev1m,PrevSD6m,PrevSD3m
DASH-USD-predict-ensamble-gakknn-MIH.csv,2020-11-28T19:12:43.311253Z,4,0.614,0.385,0.411,0.5,0.257,0.099,0.489,0.528,0.509,0.533,0.045,0.042
DASH-USD-predict-ensamble-gakknn-MIHA.csv,2020-11-28T20:50:59.594010Z,4,0.576,0.471,0.49,0.4,0.124,0.096,0.494,0.527,0.556,0.5,0.131,0.077
DASH-USD-predict-ensamble-gakknn-MIHB.csv,2020-11-28T22:25:57.823658Z,4,0.635,0.494,0.525,0.533,0.144,0.053,0.477,0.484,0.492,0.5,0.095,0.017
DASH-USD-predict-ensamble-gakknn-MIHC.csv,2020-11-29T08:21:15.292094Z,3,0.641,0.528,0.509,0.533,0.11,0.042,0.505,0.494,0.541,0.567,0.081,0.085
DASH-USD-predict-ensamble-gakknn-MIHD.csv,2020-11-29T10:03:46.216578Z,3,0.587,0.584,0.559,0.633,0.124,0.086,0.547,0.614,0.688,0.667,0.124,0.13
DASH-USD-predict-ensamble-gakknn-MIHDA.csv,2020-11-29T11:30:31.765836Z,3,0.577,0.562,0.526,0.6,0.086,0.097,0.397,0.484,0.526,0.633,0.08,0.129
DASH-USD-predict-ensamble-gakknn-MIHDB.csv,2020-11-29T13:25:00.421404Z,3,0.581,0.463,0.445,0.567,0.155,0.126,0.455,0.449,0.541,0.533,0.169,0.158
DASH-USD-predict-ensamble-gakknn-MIHDC.csv,2020-11-29T15:34:12.408273Z,3,0.597,0.561,0.558,0.6,0.081,0.042,0.429,0.31,0.298,0.5,0.206,0.203
DASH-USD-predict-ensamble-gakknn-MIHDD.csv,2020-11-29T16:52:33.145211Z,3,0.624,0.505,0.541,0.567,0.145,0.067,0.531,0.559,0.639,0.6,0.113,0.143
DASH-USD-predict-ensamble-gakknn-MIHE.csv,2020-11-29T18:10:04.463780Z,3,0.591,0.494,0.525,0.533,0.139,0.053,0.479,0.506,0.46,0.5,0.09,0.09
DASH-USD-predict-ensamble-gakknn-MIHF.csv,2020-11-29T19:33:04.472570Z,3,0.663,0.56,0.556,0.5,0.08,0.057,0.417,0.462,0.492,0.533,0.1,0.067
DASH-USD-predict-ensamble-gakknn-NA.csv,2020-11-29T22:09:38.902980Z,3,0.549,0.551,0.51,0.6,0.137,0.115,0.412,0.45,0.541,0.567,0.163,0.161
DASH-USD-predict-ensamble-gakknn-NAA.csv,2020-11-30T08:42:15.556130Z,2,0.603,0.549,0.524,0.467,0.055,0.072,0.423,0.383,0.424,0.3,0.16,0.143
DASH-USD-predict-ensamble-gakknn-NAB.csv,2020-11-30T10:10:50.539161Z,2,0.533,0.561,0.592,0.7,0.131,0.12,0.549,0.549,0.557,0.533,0.051,0.027
DASH-USD-predict-ensamble-gakknn-NAC.csv,2020-11-30T11:35:56.463152Z,2,0.609,0.628,0.558,0.6,0.115,0.128,0.493,0.482,0.556,0.5,0.115,0.141
DASH-USD-predict-ensamble-gakknn-NAD.csv,2020-11-30T12:26:25.426575Z,2,0.55,0.474,0.461,0.567,0.127,0.108,0.557,0.613,0.686,0.533,0.179,0.198
DASH-USD-predict-ensamble-gakknn-NAE.csv,2020-11-30T14:07:59.325772Z,2,0.559,0.506,0.542,0.633,0.137,0.111,0.522,0.495,0.443,0.467,0.112,0.094
DASH-USD-predict-ensamble-gakknn-NAF.csv,2020-11-30T14:55:55.076773Z,2,0.603,0.483,0.441,0.367,0.104,0.104,0.522,0.407,0.277,0.2,0.186,0.238
DASH-USD-predict-ensamble-gakknn-NAG.csv,2020-11-30T17:52:50.154037Z,2,0.614,0.528,0.542,0.6,0.141,0.063,0.564,0.515,0.506,0.367,0.117,0.14
DASH-USD-predict-ensamble-gakknn-NAGA.csv,2020-11-30T20:02:21.105885Z,2,0.587,0.494,0.49,0.4,0.058,0.09,0.473,0.548,0.522,0.367,0.14,0.162
DASH-USD-predict-ensamble-gakknn-NAH.csv,2020-11-30T22:11:23.762127Z,2,0.565,0.516,0.541,0.567,0.085,0.05,0.537,0.549,0.574,0.6,0.099,0.05
DASH-USD-predict-ensamble-gakknn-NAHA.csv,2020-12-01T12:10:17.982184Z,1,0.554,0.485,0.427,0.467,0.158,0.108,0.515,0.537,0.555,0.433,0.121,0.126
DASH-USD-predict-ensamble-gakknn-NB.csv,2020-12-01T13:02:42.573850Z,1,0.533,0.495,0.442,0.433,0.07,0.091,0.494,0.504,0.539,0.4,0.123,0.151
DASH-USD-predict-ensamble-gakknn-NBA.csv,2020-12-01T14:31:06.073497Z,1,0.598,0.495,0.442,0.4,0.113,0.1,0.516,0.416,0.375,0.233,0.087,0.159
DASH-USD-predict-ensamble-gakknn-NBB.csv,2020-12-01T14:46:59.829686Z,1,0.614,0.472,0.441,0.367,0.111,0.092,0.522,0.592,0.539,0.4,0.138,0.167
DASH-USD-predict-ensamble-gakknn-NBC.csv,2020-12-01T16:26:39.180061Z,1,0.603,0.517,0.492,0.5,0.084,0.044,0.467,0.483,0.391,0.267,0.179,0.202
DASH-USD-predict-ensamble-gakknn-NBCA.csv,2020-12-01T16:38:07.529052Z,1,0.576,0.53,0.462,0.667,0.202,0.236,0.537,0.537,0.589,0.5,0.128,0.126
DASH-USD-predict-ensamble-gakknn-NC.csv,2020-12-01T19:21:15.101563Z,1,0.588,0.496,0.46,0.533,0.139,0.096,0.516,0.547,0.588,0.433,0.128,0.169
DASH-USD-predict-ensamble-gakknn-NCA.csv,2020-12-01T19:31:51.950462Z,1,0.598,0.494,0.458,0.367,0.107,0.111,0.473,0.508,0.428,0.533,0.158,0.173
DASH-USD-predict-ensamble-gakknn-NCB.csv,2020-12-01T21:15:02.328829Z,1,0.597,0.471,0.507,0.433,0.12,0.096,0.461,0.437,0.439,0.2,0.132,0.239
DASH-USD-predict-ensamble-gakknn-NCC.csv,2020-12-01T21:19:17.695638Z,1,0.506,0.473,0.476,0.533,0.081,0.057,0.499,0.418,0.377,0.367,0.132,0.072
DASH-USD-predict-ensamble.csv,2020-11-03T16:58:24.723434Z,29,0.577,0.548,0.472,0.267,0.15,0.244,0.342,0.317,0.276,0.1,0.125,0.19
DASH-USD-predict-glmLDA-ensamble.csv,2020-10-29T09:31:55.834937Z,34,0.588,0.515,0.456,0.267,0.131,0.215,0.396,0.35,0.359,0.233,0.105,0.126
DASH-USD-predict-glmLDAA-ensamble.csv,2020-10-30T08:08:35.921022Z,33,0.566,0.504,0.456,0.267,0.126,0.207,0.374,0.339,0.325,0.167,0.109,0.16
DASH-USD-predict-glmLDAB-ensamble.csv,2020-10-30T09:14:00.533476Z,33,0.571,0.482,0.407,0.233,0.124,0.217,0.401,0.34,0.31,0.2,0.111,0.121
DASH-USD-predict-glmLDB-ensamble.csv,2020-10-29T14:25:21.713881Z,34,0.561,0.538,0.474,0.367,0.145,0.154,0.357,0.306,0.31,0.2,0.128,0.11
DASH-USD-predict-glmLDC-ensamble.csv,2020-10-29T15:44:31.734010Z,34,0.583,0.494,0.441,0.333,0.166,0.141,0.468,0.417,0.342,0.233,0.08,0.169
DASH-USD-predict-glmLDD-ensamble.csv,2020-11-17T19:36:51.802091Z,15,0.632,0.527,0.491,0.433,0.198,0.085,0.451,0.318,0.227,0.067,0.09,0.225
DASH-USD-predict-glmLDG-ensamble.csv,2020-11-04T08:48:54.963621Z,28,0.544,0.537,0.539,0.433,0.121,0.106,0.473,0.44,0.31,0.2,0.165,0.251
DASH-USD-predict-kknnLDAE-ensamble.csv,2020-11-03T13:18:53.953894Z,29,0.597,0.626,0.655,0.633,0.07,0.056,0.417,0.439,0.426,0.4,0.148,0.035
DASH-USD-predict-kknnLDAF-ensamble.csv,2020-11-01T13:12:04.590271Z,31,0.571,0.538,0.506,0.4,0.09,0.119,0.423,0.46,0.54,0.5,0.126,0.144
DASH-USD-predict-kknnLDAG-ensamble.csv,2020-11-03T15:10:09.767393Z,29,0.582,0.649,0.64,0.667,0.105,0.031,0.402,0.505,0.54,0.5,0.101,0.074
DASH-USD-predict-kknnLDAH-ensamble.csv,2020-11-03T18:34:50.562752Z,29,0.561,0.615,0.589,0.5,0.165,0.099,0.445,0.493,0.523,0.4,0.158,0.133
DASH-USD-predict-kknnLDB-ensamble.csv,2020-11-04T14:11:40.408287Z,28,0.566,0.559,0.473,0.3,0.15,0.229,0.255,0.285,0.277,0.2,0.107,0.079
DASH-USD-predict-kknnLDC-ensamble.csv,2020-11-04T16:49:28.930171Z,28,0.581,0.647,0.654,0.567,0.138,0.088,0.402,0.439,0.426,0.4,0.075,0.035
DASH-USD-predict-kknnLDD-ensamble.csv,2020-11-05T14:16:23.939714Z,27,0.545,0.638,0.574,0.6,0.175,0.114,0.418,0.341,0.311,0.3,0.072,0.052
DASH-USD-predict-kknnLDDA-ensamble.csv,2020-11-06T15:02:42.663932Z,26,0.581,0.56,0.59,0.567,0.067,0.057,0.532,0.484,0.459,0.467,0.093,0.043
DASH-USD-predict-kknnLDDB-ensamble.csv,2020-11-06T17:02:28.676161Z,26,0.534,0.582,0.557,0.533,0.212,0.05,0.407,0.373,0.36,0.3,0.065,0.064
DASH-USD-predict-kknnLDDC-ensamble.csv,2020-11-06T19:36:22.654487Z,26,0.555,0.496,0.46,0.533,0.138,0.096,0.461,0.461,0.492,0.5,0.114,0.054
DASH-USD-predict-kknnLDDD-ensamble.csv,2020-11-06T20:18:06.157970Z,26,0.528,0.506,0.442,0.4,0.112,0.118,0.457,0.473,0.476,0.5,0.094,0.025
DASH-USD-predict-kknnLDDE-ensamble.csv,2020-11-06T21:15:17.094963Z,26,0.517,0.515,0.523,0.433,0.143,0.091,0.499,0.571,0.59,0.6,0.12,0.034
DASH-USD-predict-kknnLDDF-ensamble.csv,2020-11-07T11:56:49.090920Z,25,0.592,0.505,0.541,0.533,0.143,0.063,0.5,0.451,0.409,0.367,0.046,0.083
DASH-USD-predict-kknnLDE-ensamble.csv,2020-11-06T12:43:18.059110Z,26,0.54,0.551,0.477,0.567,0.178,0.157,0.402,0.384,0.376,0.333,0.079,0.045
DASH-USD-predict-kknnLDF-ensamble.csv,2020-11-07T20:07:53.803607Z,25,0.534,0.606,0.576,0.7,0.229,0.135,0.364,0.375,0.38,0.533,0.085,0.154
DASH-USD-predict-kknnLDH-ensamble.csv,2020-11-07T20:49:10.683987Z,25,0.614,0.46,0.423,0.233,0.084,0.2,0.403,0.363,0.328,0.333,0.072,0.061
DASH-USD-predict-kknnLDJ-ensamble.csv,2020-11-08T08:02:52.900609Z,24,0.621,0.715,0.689,0.733,0.143,0.063,0.45,0.548,0.622,0.567,0.152,0.14
DASH-USD-predict-kknnLDJA-ensamble.csv,2020-11-08T10:01:47.493067Z,24,0.582,0.581,0.605,0.5,0.144,0.113,0.478,0.395,0.343,0.267,0.07,0.119
DASH-USD-predict-kknnLDJB-ensamble.csv,2020-11-08T10:51:22.388947Z,24,0.598,0.57,0.588,0.467,0.138,0.126,0.429,0.43,0.395,0.5,0.083,0.121
DASH-USD-predict-kknnLDJC-ensamble.csv,2020-11-08T11:24:16.083679Z,24,0.582,0.604,0.622,0.567,0.08,0.064,0.565,0.549,0.524,0.467,0.09,0.072
DASH-USD-predict-kknnLDJD-ensamble.csv,2020-11-08T13:02:18.763938Z,24,0.572,0.649,0.64,0.667,0.176,0.031,0.477,0.505,0.575,0.633,0.095,0.134
DASH-USD-predict-kknnLDJF-ensamble.csv,2020-11-08T13:43:09.106324Z,24,0.621,0.66,0.59,0.567,0.164,0.124,0.46,0.473,0.526,0.6,0.173,0.118
DASH-USD-predict-kknnLDJG-ensamble.csv,2020-11-09T16:38:53.560997Z,23,0.516,0.539,0.558,0.6,0.086,0.054,0.369,0.417,0.459,0.433,0.075,0.077
DASH-USD-predict-kknnLDJH-ensamble.csv,2020-11-09T18:48:05.963329Z,23,0.565,0.527,0.524,0.5,0.076,0.025,0.309,0.319,0.329,0.4,0.1,0.073
DASH-USD-predict-kknnLDJI-ensamble.csv,2020-11-09T19:24:43.728865Z,23,0.49,0.517,0.542,0.633,0.095,0.101,0.549,0.529,0.476,0.533,0.106,0.107
DASH-USD-predict-kknnLDJJ-ensamble.csv,2020-11-09T20:03:24.018270Z,23,0.479,0.484,0.476,0.533,0.124,0.059,0.353,0.407,0.377,0.367,0.094,0.053
DASH-USD-predict-kknnLDJK-ensamble.csv,2020-11-09T20:40:27.779548Z,23,0.631,0.505,0.441,0.333,0.074,0.155,0.407,0.428,0.409,0.367,0.09,0.054
DASH-USD-predict-kknnLDK-ensamble.csv,2020-11-08T16:27:53.583096Z,24,0.566,0.572,0.491,0.467,0.148,0.142,0.418,0.45,0.492,0.5,0.081,0.073
DASH-USD-predict-kknnLDL-ensamble.csv,2020-11-08T17:13:55.784077Z,24,0.566,0.494,0.474,0.4,0.134,0.082,0.44,0.53,0.445,0.567,0.207,0.191
DASH-USD-predict-kknnLDM-ensamble.csv,2020-11-08T17:56:59.787182Z,24,0.532,0.511,0.567,0.567,0.168,0.096,0.487,0.4,0.417,0.267,0.085,0.153
DASH-USD-predict-kknnLDN-ensamble.csv,2020-11-09T10:05:07.007611Z,23,0.598,0.527,0.49,0.367,0.072,0.139,0.439,0.494,0.491,0.467,0.129,0.025
DASH-USD-predict-kknnLDO-ensamble.csv,2020-11-09T14:21:41.704099Z,23,0.604,0.604,0.589,0.5,0.161,0.092,0.402,0.416,0.457,0.333,0.118,0.143
DASH-USD-predict-kknnLDP-ensamble.csv,2020-11-10T12:12:27.179455Z,22,0.604,0.561,0.491,0.433,0.14,0.134,0.457,0.286,0.229,0.2,0.116,0.103
DASH-USD-predict-kknnLDQ-ensamble.csv,2020-11-10T17:02:30.472069Z,22,0.604,0.515,0.522,0.367,0.156,0.156,0.391,0.285,0.261,0.2,0.085,0.074
DASH-USD-predict-kknnLDQA-ensamble.csv,2020-11-10T19:04:52.892591Z,22,0.566,0.561,0.541,0.567,0.059,0.042,0.396,0.393,0.44,0.267,0.138,0.191
DASH-USD-predict-kknnLDR-ensamble.csv,2020-11-11T13:26:45.916867Z,21,0.593,0.516,0.458,0.4,0.116,0.117,0.38,0.461,0.492,0.5,0.079,0.054
EOS-USD-predict-ensamble-gakknn-MA.csv,2020-11-14T07:50:26.838106Z,18,0.723,0.594,0.574,0.6,0.118,0.043,0.516,0.408,0.345,0.367,0.177,0.111
EOS-USD-predict-ensamble-gakknn-MAA.csv,2020-11-14T19:57:37.385455Z,18,0.657,0.549,0.573,0.533,0.113,0.058,0.428,0.298,0.28,0.367,0.192,0.092
EOS-USD-predict-ensamble-gakknn-MAB.csv,2020-11-14T20:39:14.905903Z,18,0.685,0.538,0.457,0.333,0.074,0.187,0.432,0.329,0.426,0.433,0.258,0.169
EOS-USD-predict-ensamble-gakknn-MAC.csv,2020-11-14T21:47:21.639820Z,18,0.688,0.582,0.573,0.5,0.085,0.074,0.534,0.527,0.574,0.6,0.158,0.085
EOS-USD-predict-ensamble-gakknn-MAD.csv,2020-11-14T22:31:28.743529Z,18,0.628,0.56,0.54,0.5,0.058,0.053,0.432,0.419,0.345,0.4,0.262,0.139
EOS-USD-predict-ensamble-gakknn-MAE.csv,2020-11-15T10:11:01.366552Z,17,0.529,0.384,0.31,0.3,0.131,0.129,0.605,0.46,0.573,0.267,0.223,0.364
EOS-USD-predict-ensamble-gakknn-MAF.csv,2020-11-15T12:36:43.362082Z,17,0.63,0.517,0.492,0.5,0.099,0.044,0.477,0.371,0.424,0.267,0.207,0.181
EOS-USD-predict-ensamble-gakknn-MAG.csv,2020-11-15T13:58:16.765478Z,17,0.519,0.485,0.444,0.519,0.176,0.102,0.452,0.472,0.574,0.407,0.226,0.243
EOS-USD-predict-ensamble-gakknn-MAH.csv,2020-11-15T14:48:21.014426Z,17,0.69,0.505,0.474,0.367,0.112,0.12,0.45,0.32,0.247,0.333,0.218,0.153
EOS-USD-predict-ensamble-gakknn-MB.csv,2020-11-15T17:28:18.720993Z,17,0.695,0.549,0.558,0.567,0.132,0.017,0.52,0.538,0.624,0.667,0.168,0.154
EOS-USD-predict-ensamble-gakknn-MBA.csv,2020-11-15T19:02:15.554349Z,17,0.668,0.516,0.541,0.533,0.141,0.043,0.429,0.485,0.477,0.567,0.086,0.091
EOS-USD-predict-ensamble-gakknn-MBB.csv,2020-11-15T19:47:04.297283Z,17,0.661,0.539,0.526,0.552,0.131,0.035,0.432,0.31,0.299,0.276,0.12,0.03
EOS-USD-predict-ensamble-gakknn-MBC.csv,2020-11-15T20:43:16.949161Z,17,0.663,0.582,0.623,0.6,0.12,0.074,0.423,0.396,0.394,0.433,0.111,0.039
EOS-USD-predict-ensamble-gakknn-MBD.csv,2020-11-15T21:54:25.551630Z,17,0.657,0.516,0.541,0.533,0.163,0.043,0.482,0.442,0.446,0.633,0.249,0.188
EOS-USD-predict-ensamble-gakknn-MBE.csv,2020-11-16T08:47:06.182544Z,16,0.662,0.517,0.542,0.6,0.158,0.073,0.433,0.372,0.475,0.433,0.2,0.183
EOS-USD-predict-ensamble-gakknn-MC.csv,2020-11-16T09:55:46.693500Z,16,0.641,0.484,0.492,0.5,0.151,0.017,0.477,0.386,0.262,0.267,0.23,0.214
EOS-USD-predict-ensamble-gakknn-MCA.csv,2020-11-16T12:08:47.243838Z,16,0.673,0.495,0.525,0.567,0.172,0.067,0.554,0.528,0.459,0.467,0.155,0.12
EOS-USD-predict-ensamble-gakknn-MCB.csv,2020-11-16T13:31:18.886522Z,16,0.625,0.516,0.524,0.5,0.115,0.028,0.494,0.438,0.39,0.2,0.116,0.207
EOS-USD-predict-ensamble-gakknn-MCC.csv,2020-11-16T15:12:29.004879Z,16,0.625,0.462,0.459,0.467,0.143,0.009,0.569,0.583,0.658,0.767,0.145,0.169
EOS-USD-predict-ensamble-gakknn-MCD.csv,2020-11-16T16:24:47.132653Z,16,0.652,0.428,0.459,0.467,0.217,0.054,0.499,0.463,0.461,0.567,0.115,0.106
EOS-USD-predict-ensamble-gakknn-MCE.csv,2020-11-16T18:18:18.618500Z,16,0.521,0.494,0.469,0.562,0.108,0.104,0.4,0.409,0.25,0.5,0.401,0.372
EOS-USD-predict-ensamble-gakknn-MCF.csv,2020-11-16T17:29:43.743231Z,16,0.603,0.462,0.51,0.6,0.179,0.122,0.515,0.474,0.378,0.433,0.233,0.176
EOS-USD-predict-ensamble-gakknn-MD.csv,2020-11-16T19:34:05.563969Z,16,0.63,0.485,0.528,0.607,0.179,0.108,0.482,0.601,0.618,0.857,0.168,0.241
EOS-USD-predict-ensamble-gakknn-MDA.csv,2020-11-16T20:50:52.469523Z,16,0.723,0.571,0.49,0.367,0.092,0.187,0.482,0.32,0.263,0.333,0.297,0.12
EOS-USD-predict-ensamble-gakknn-MDB.csv,2020-11-17T07:33:37.059148Z,15,0.586,0.471,0.429,0.31,0.076,0.14,0.362,0.354,0.291,0.517,0.22,0.252
EOS-USD-predict-ensamble-gakknn-MDC.csv,2020-11-17T08:51:33.275910Z,15,0.754,0.537,0.573,0.5,0.179,0.095,0.484,0.332,0.214,0.267,0.19,0.21
EOS-USD-predict-ensamble-gakknn-MDD.csv,2020-11-17T10:22:47.685555Z,15,0.63,0.439,0.459,0.433,0.169,0.042,0.488,0.386,0.362,0.467,0.153,0.112
EOS-USD-predict-ensamble-gakknn-MDE.csv,2020-11-17T12:50:58.397050Z,15,0.651,0.626,0.673,0.7,0.076,0.085,0.435,0.483,0.508,0.467,0.068,0.059
EOS-USD-predict-ensamble-gakknn-ME.csv,2020-11-17T13:48:13.754519Z,15,0.659,0.498,0.413,0.433,0.148,0.148,0.511,0.455,0.499,0.533,0.135,0.084
EOS-USD-predict-ensamble-gakknn-MEA.csv,2020-11-17T14:49:14.549054Z,15,0.627,0.498,0.464,0.467,0.096,0.059,0.46,0.46,0.423,0.5,0.132,0.1
EOS-USD-predict-ensamble-gakknn-MEB.csv,2020-11-17T15:57:06.947921Z,15,0.666,0.47,0.455,0.433,0.164,0.034,0.484,0.498,0.481,0.533,0.154,0.06
EOS-USD-predict-ensamble-gakknn-MEC.csv,2020-11-17T16:52:12.544876Z,15,0.701,0.571,0.557,0.533,0.129,0.034,0.548,0.538,0.591,0.633,0.101,0.1
EOS-USD-predict-ensamble-gakknn-MED.csv,2020-11-17T17:45:52.097235Z,15,0.478,0.478,0.538,0.308,0.253,0.253,0.626,0.626,0.654,0.692,0.061,0.061
EOS-USD-predict-ensamble-gakknn-MEE.csv,2020-11-17T18:50:44.354368Z,15,0.63,0.495,0.492,0.5,0.113,0.009,0.478,0.505,0.558,0.6,0.077,0.1
EOS-USD-predict-ensamble-gakknn-MEF.csv,2020-11-18T20:56:24.465725Z,14,0.607,0.416,0.475,0.467,0.204,0.101,0.542,0.45,0.475,0.433,0.136,0.06
EOS-USD-predict-ensamble-gakknn-MEG.csv,2020-11-19T09:16:44.191498Z,13,0.641,0.442,0.412,0.567,0.224,0.162,0.575,0.692,0.771,0.8,0.155,0.14
EOS-USD-predict-ensamble-gakknn-MEH.csv,2020-11-19T10:41:36.326500Z,13,0.635,0.494,0.491,0.467,0.108,0.025,0.451,0.44,0.46,0.5,0.098,0.053
EOS-USD-predict-ensamble-gakknn-MEI.csv,2020-11-19T13:39:30.120706Z,13,0.559,0.583,0.608,0.667,0.131,0.073,0.494,0.374,0.345,0.367,0.143,0.056
EOS-USD-predict-ensamble-gakknn-MEJ.csv,2020-11-19T15:34:21.296218Z,13,0.63,0.483,0.525,0.533,0.147,0.073,0.456,0.451,0.393,0.367,0.224,0.104
EOS-USD-predict-ensamble-gakknn-MEK.csv,2020-11-19T17:58:12.941109Z,13,0.668,0.582,0.606,0.567,0.095,0.057,0.417,0.309,0.281,0.4,0.229,0.129
EOS-USD-predict-ensamble-gakknn-MEL.csv,2020-11-19T20:02:00.570456Z,13,0.608,0.483,0.508,0.5,0.112,0.044,0.423,0.451,0.476,0.533,0.082,0.072
EOS-USD-predict-ensamble-gakknn-MEM.csv,2020-11-19T20:57:35.835133Z,13,0.652,0.548,0.523,0.4,0.094,0.13,0.477,0.406,0.459,0.433,0.112,0.095
EOS-USD-predict-ensamble-gakknn-MEN.csv,2020-11-20T08:40:21.639497Z,12,0.62,0.584,0.575,0.667,0.117,0.093,0.499,0.527,0.574,0.567,0.106,0.081
EOS-USD-predict-ensamble-gakknn-MEO.csv,2020-11-20T10:51:00.110999Z,12,0.652,0.527,0.523,0.433,0.091,0.09,0.379,0.342,0.329,0.4,0.183,0.074
EOS-USD-predict-ensamble-gakknn-MEP.csv,2020-11-20T14:00:50.135590Z,12,0.69,0.616,0.607,0.633,0.077,0.03,0.319,0.255,0.316,0.6,0.243,0.303
EOS-USD-predict-ensamble-gakknn-MF.csv,2020-11-20T16:11:30.620496Z,12,0.673,0.463,0.428,0.533,0.213,0.122,0.522,0.428,0.392,0.3,0.067,0.111
EOS-USD-predict-ensamble-gakknn-MFA.csv,2020-11-20T17:39:43.429761Z,12,0.756,0.583,0.508,0.467,0.123,0.137,0.514,0.328,0.375,0.233,0.183,0.163
EOS-USD-predict-ensamble-gakknn-MFB.csv,2020-11-20T19:24:26.381751Z,12,0.62,0.55,0.525,0.533,0.101,0.044,0.532,0.47,0.488,0.233,0.2,0.256
EOS-USD-predict-ensamble-gakknn-MFC.csv,2020-11-20T22:05:02.843177Z,12,0.673,0.473,0.442,0.433,0.154,0.053,0.489,0.438,0.408,0.267,0.113,0.151
EOS-USD-predict-ensamble-gakknn-MFD.csv,2020-11-21T14:16:39.343118Z,11,0.706,0.471,0.473,0.3,0.142,0.173,0.522,0.374,0.277,0.2,0.116,0.184
EOS-USD-predict-ensamble-gakknn-MFE.csv,2020-11-21T19:56:17.440009Z,11,0.667,0.472,0.475,0.467,0.187,0.01,0.536,0.394,0.374,0.167,0.188,0.21
EOS-USD-predict-ensamble-gakknn-MFF.csv,2020-11-22T09:51:29.441007Z,10,0.645,0.44,0.393,0.367,0.185,0.085,0.505,0.515,0.589,0.533,0.108,0.14
EOS-USD-predict-ensamble-gakknn-MFG.csv,2020-11-22T12:28:35.512194Z,10,0.613,0.363,0.361,0.367,0.212,0.007,0.571,0.528,0.426,0.4,0.111,0.179
EOS-USD-predict-ensamble-gakknn-MFH.csv,2020-11-22T15:40:31.366194Z,10,0.613,0.505,0.558,0.6,0.199,0.1,0.602,0.669,0.753,0.7,0.14,0.156
EOS-USD-predict-ensamble-gakknn-MFI.csv,2020-11-22T18:01:19.355438Z,10,0.69,0.494,0.475,0.433,0.144,0.053,0.438,0.284,0.343,0.267,0.209,0.127
EOS-USD-predict-ensamble-gakknn-MFJ.csv,2020-11-22T19:45:18.049990Z,10,0.689,0.538,0.558,0.567,0.134,0.034,0.483,0.485,0.46,0.533,0.115,0.084
EOS-USD-predict-ensamble-gakknn-MFK.csv,2020-11-22T21:26:44.292938Z,10,0.711,0.494,0.491,0.433,0.16,0.058,0.494,0.373,0.392,0.333,0.101,0.068
EOS-USD-predict-ensamble-gakknn-MFL.csv,2020-11-23T09:12:33.584759Z,9,0.706,0.527,0.491,0.433,0.138,0.085,0.532,0.494,0.457,0.333,0.144,0.139
EOS-USD-predict-ensamble-gakknn-MFM.csv,2020-11-23T10:42:03.697897Z,9,0.733,0.517,0.476,0.5,0.178,0.076,0.526,0.417,0.375,0.267,0.128,0.13
EOS-USD-predict-ensamble-gakknn-MFN.csv,2020-11-23T12:21:48.153724Z,9,0.711,0.527,0.508,0.467,0.134,0.053,0.494,0.362,0.276,0.1,0.114,0.23
EOS-USD-predict-ensamble-gakknn-MFO.csv,2020-11-23T14:23:28.353152Z,9,0.739,0.594,0.54,0.5,0.124,0.101,0.465,0.34,0.376,0.333,0.174,0.077
EOS-USD-predict-ensamble-gakknn-MFP.csv,2020-11-23T15:30:46.576719Z,9,0.663,0.474,0.428,0.533,0.2,0.132,0.521,0.615,0.656,0.7,0.08,0.083
EOS-USD-predict-ensamble-gakknn-MFQ.csv,2020-11-23T16:38:49.399033Z,9,0.674,0.473,0.426,0.433,0.16,0.081,0.532,0.394,0.29,0,0.193,0.341
EOS-USD-predict-ensamble-gakknn-MFR.csv,2020-11-23T18:28:08.535176Z,9,0.755,0.636,0.671,0.6,0.134,0.093,0.527,0.494,0.475,0.433,0.095,0.053
EOS-USD-predict-ensamble-gakknn-MFS.csv,2020-11-23T20:28:47.367186Z,9,0.679,0.517,0.525,0.567,0.17,0.044,0.439,0.372,0.358,0.2,0.148,0.16
EOS-USD-predict-ensamble-gakknn-MFT.csv,2020-11-24T11:27:39.781281Z,8,0.722,0.549,0.523,0.433,0.114,0.1,0.46,0.163,0.161,0,0.237,0.161
EOS-USD-predict-ensamble-gakknn-MFU.csv,2020-11-24T14:14:16.393821Z,8,0.667,0.428,0.408,0.3,0.158,0.113,0.537,0.417,0.375,0.267,0.138,0.13
EOS-USD-predict-ensamble-gakknn-MFV.csv,2020-11-24T16:05:15.520069Z,8,0.646,0.516,0.575,0.633,0.167,0.117,0.592,0.57,0.572,0.467,0.109,0.105
EOS-USD-predict-ensamble-gakknn-MFW.csv,2020-11-24T18:00:20.092672Z,8,0.651,0.428,0.425,0.367,0.174,0.059,0.565,0.525,0.422,0.133,0.144,0.34
EOS-USD-predict-ensamble-gakknn-MFX.csv,2020-11-24T19:45:46.771400Z,8,0.673,0.462,0.476,0.5,0.191,0.034,0.554,0.407,0.277,0.2,0.141,0.238
EOS-USD-predict-ensamble-gakknn-MFY.csv,2020-11-24T21:49:19.435523Z,8,0.689,0.515,0.556,0.5,0.151,0.091,0.525,0.439,0.491,0.467,0.199,0.095
EOS-USD-predict-ensamble-gakknn-MFZ.csv,2020-11-25T09:09:41.342890Z,7,0.662,0.472,0.509,0.533,0.19,0.067,0.564,0.525,0.538,0.367,0.158,0.173
